financial_quarter,sending_location,age_group,stay_type,measure,value
2019/20 Q3,Scotland (All Areas Submitted),All Ages,All Stays,Number of People,40110
2019/20 Q3,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,"Rate per 1,000 People",0.8
2019/20 Q3,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,Number of People,4540
2019/20 Q3,Scotland (All Areas Submitted),All Ages,Long Stay,"Rate per 1,000 People",6.7
2019/20 Q3,Scotland (All Areas Submitted),All Ages,Long Stay,Number of People,36670
2019/20 Q3,Scotland (All Areas Submitted),0-17 years,All Stays,"Rate per 1,000 People",0.1
2019/20 Q3,Scotland (All Areas Submitted),0-17 years,All Stays,Number of People,120
2019/20 Q3,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2019/20 Q3,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,Number of People,60
2019/20 Q3,Scotland (All Areas Submitted),0-17 years,Long Stay,"Rate per 1,000 People",0.1
2019/20 Q3,Scotland (All Areas Submitted),0-17 years,Long Stay,Number of People,60
2019/20 Q3,Scotland (All Areas Submitted),18-64 years,All Stays,"Rate per 1,000 People",1.3
2019/20 Q3,Scotland (All Areas Submitted),18-64 years,All Stays,Number of People,4535
2019/20 Q3,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.3
2019/20 Q3,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,Number of People,1105
2019/20 Q3,Scotland (All Areas Submitted),18-64 years,Long Stay,"Rate per 1,000 People",1
2019/20 Q3,Scotland (All Areas Submitted),18-64 years,Long Stay,Number of People,3510
2019/20 Q3,Scotland (All Areas Submitted),65-74 years,All Stays,"Rate per 1,000 People",7.6
2019/20 Q3,Scotland (All Areas Submitted),65-74 years,All Stays,Number of People,4420
2019/20 Q3,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.8
2019/20 Q3,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,Number of People,485
2019/20 Q3,Scotland (All Areas Submitted),65-74 years,Long Stay,"Rate per 1,000 People",7
2019/20 Q3,Scotland (All Areas Submitted),65-74 years,Long Stay,Number of People,4050
2019/20 Q3,Scotland (All Areas Submitted),75-84 years,All Stays,"Rate per 1,000 People",35.3
2019/20 Q3,Scotland (All Areas Submitted),75-84 years,All Stays,Number of People,11945
2019/20 Q3,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,"Rate per 1,000 People",4
2019/20 Q3,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,Number of People,1345
2019/20 Q3,Scotland (All Areas Submitted),75-84 years,Long Stay,"Rate per 1,000 People",32.5
2019/20 Q3,Scotland (All Areas Submitted),75-84 years,Long Stay,Number of People,11000
2019/20 Q3,Scotland (All Areas Submitted),85+ years,All Stays,"Rate per 1,000 People",150.1
2019/20 Q3,Scotland (All Areas Submitted),85+ years,All Stays,Number of People,19080
2019/20 Q3,Scotland (All Areas Submitted),85+ years,Short Stay / Respite,"Rate per 1,000 People",12.2
2019/20 Q3,Scotland (All Areas Submitted),85+ years,Short Stay / Respite,Number of People,1545
2019/20 Q3,Scotland (All Areas Submitted),85+ years,Long Stay,"Rate per 1,000 People",141.9
2019/20 Q3,Scotland (All Areas Submitted),85+ years,Long Stay,Number of People,18035
2019/20 Q3,Scotland (All Areas Submitted),Unknown,All Stays,"Rate per 1,000 People",NA
2019/20 Q3,Scotland (All Areas Submitted),Unknown,All Stays,Number of People,10
2019/20 Q3,Scotland (All Areas Submitted),Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q3,Scotland (All Areas Submitted),Unknown,Short Stay / Respite,Number of People,0
2019/20 Q3,Scotland (All Areas Submitted),Unknown,Long Stay,"Rate per 1,000 People",NA
2019/20 Q3,Scotland (All Areas Submitted),Unknown,Long Stay,Number of People,10
2019/20 Q4,Scotland (All Areas Submitted),All Ages,All Stays,"Rate per 1,000 People",7.3
2019/20 Q4,Scotland (All Areas Submitted),All Ages,All Stays,Number of People,39625
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,"Rate per 1,000 People",0.8
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,Number of People,4175
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Long Stay,"Rate per 1,000 People",6.7
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Long Stay,Number of People,36575
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,All Stays,"Rate per 1,000 People",0.1
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,All Stays,Number of People,115
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,Number of People,55
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Long Stay,"Rate per 1,000 People",0.1
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Long Stay,Number of People,60
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,All Stays,"Rate per 1,000 People",1.3
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,All Stays,Number of People,4440
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.3
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,Number of People,990
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Long Stay,"Rate per 1,000 People",1
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Long Stay,Number of People,3545
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,All Stays,"Rate per 1,000 People",7.8
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,All Stays,Number of People,4490
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.8
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,Number of People,455
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,Long Stay,"Rate per 1,000 People",7.2
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,Long Stay,Number of People,4160
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,All Stays,"Rate per 1,000 People",35.7
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,All Stays,Number of People,12100
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,"Rate per 1,000 People",3.5
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,Number of People,1185
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,Long Stay,"Rate per 1,000 People",33.3
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,Long Stay,Number of People,11270
2019/20 Q4,Scotland (All Areas Submitted),85+ years,All Stays,"Rate per 1,000 People",145.4
2019/20 Q4,Scotland (All Areas Submitted),85+ years,All Stays,Number of People,18475
2019/20 Q4,Scotland (All Areas Submitted),85+ years,Short Stay / Respite,"Rate per 1,000 People",11.7
2019/20 Q4,Scotland (All Areas Submitted),85+ years,Short Stay / Respite,Number of People,1490
2019/20 Q4,Scotland (All Areas Submitted),85+ years,Long Stay,"Rate per 1,000 People",138
2019/20 Q4,Scotland (All Areas Submitted),85+ years,Long Stay,Number of People,17535
2019/20 Q4,Scotland (All Areas Submitted),Unknown,All Stays,"Rate per 1,000 People",NA
2019/20 Q4,Scotland (All Areas Submitted),Unknown,All Stays,Number of People,10
2019/20 Q4,Scotland (All Areas Submitted),Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q4,Scotland (All Areas Submitted),Unknown,Short Stay / Respite,Number of People,0
2019/20 Q4,Scotland (All Areas Submitted),Unknown,Long Stay,"Rate per 1,000 People",NA
2019/20 Q4,Scotland (All Areas Submitted),Unknown,Long Stay,Number of People,10
2020/21 Q1,Scotland (All Areas Submitted),All Ages,All Stays,"Rate per 1,000 People",6.9
2020/21 Q1,Scotland (All Areas Submitted),All Ages,All Stays,Number of People,37685
2020/21 Q1,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,"Rate per 1,000 People",0.4
2020/21 Q1,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,Number of People,1945
2020/21 Q1,Scotland (All Areas Submitted),All Ages,Long Stay,"Rate per 1,000 People",6.7
2020/21 Q1,Scotland (All Areas Submitted),All Ages,Long Stay,Number of People,36625
2020/21 Q1,Scotland (All Areas Submitted),0-17 years,All Stays,"Rate per 1,000 People",0
2020/21 Q1,Scotland (All Areas Submitted),0-17 years,All Stays,Number of People,50
2020/21 Q1,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q1,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,Number of People,0
2020/21 Q1,Scotland (All Areas Submitted),0-17 years,Long Stay,"Rate per 1,000 People",0
2020/21 Q1,Scotland (All Areas Submitted),0-17 years,Long Stay,Number of People,50
2020/21 Q1,Scotland (All Areas Submitted),18-64 years,All Stays,"Rate per 1,000 People",1.1
2020/21 Q1,Scotland (All Areas Submitted),18-64 years,All Stays,Number of People,3645
2020/21 Q1,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2020/21 Q1,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,Number of People,250
2020/21 Q1,Scotland (All Areas Submitted),18-64 years,Long Stay,"Rate per 1,000 People",1
2020/21 Q1,Scotland (All Areas Submitted),18-64 years,Long Stay,Number of People,3480
2020/21 Q1,Scotland (All Areas Submitted),65-74 years,All Stays,"Rate per 1,000 People",6.8
2020/21 Q1,Scotland (All Areas Submitted),65-74 years,All Stays,Number of People,4000
2020/21 Q1,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.4
2020/21 Q1,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,Number of People,210
2020/21 Q1,Scotland (All Areas Submitted),65-74 years,Long Stay,"Rate per 1,000 People",6.6
2020/21 Q1,Scotland (All Areas Submitted),65-74 years,Long Stay,Number of People,3875
2020/21 Q1,Scotland (All Areas Submitted),75-84 years,All Stays,"Rate per 1,000 People",32
2020/21 Q1,Scotland (All Areas Submitted),75-84 years,All Stays,Number of People,10940
2020/21 Q1,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,"Rate per 1,000 People",1.8
2020/21 Q1,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,Number of People,610
2020/21 Q1,Scotland (All Areas Submitted),75-84 years,Long Stay,"Rate per 1,000 People",31.1
2020/21 Q1,Scotland (All Areas Submitted),75-84 years,Long Stay,Number of People,10620
2020/21 Q1,Scotland (All Areas Submitted),85+ years,All Stays,"Rate per 1,000 People",148.5
2020/21 Q1,Scotland (All Areas Submitted),85+ years,All Stays,Number of People,19050
2020/21 Q1,Scotland (All Areas Submitted),85+ years,Short Stay / Respite,"Rate per 1,000 People",6.8
2020/21 Q1,Scotland (All Areas Submitted),85+ years,Short Stay / Respite,Number of People,875
2020/21 Q1,Scotland (All Areas Submitted),85+ years,Long Stay,"Rate per 1,000 People",145
2020/21 Q1,Scotland (All Areas Submitted),85+ years,Long Stay,Number of People,18605
2020/21 Q1,Scotland (All Areas Submitted),Unknown,All Stays,"Rate per 1,000 People",0
2020/21 Q1,Scotland (All Areas Submitted),Unknown,All Stays,Number of People,0
2020/21 Q1,Scotland (All Areas Submitted),Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q1,Scotland (All Areas Submitted),Unknown,Short Stay / Respite,Number of People,0
2020/21 Q1,Scotland (All Areas Submitted),Unknown,Long Stay,"Rate per 1,000 People",0
2020/21 Q1,Scotland (All Areas Submitted),Unknown,Long Stay,Number of People,0
2020/21 Q2,Scotland (All Areas Submitted),All Ages,All Stays,"Rate per 1,000 People",6.5
2020/21 Q2,Scotland (All Areas Submitted),All Ages,All Stays,Number of People,35615
2020/21 Q2,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,"Rate per 1,000 People",0.3
2020/21 Q2,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,Number of People,1880
2020/21 Q2,Scotland (All Areas Submitted),All Ages,Long Stay,"Rate per 1,000 People",6.3
2020/21 Q2,Scotland (All Areas Submitted),All Ages,Long Stay,Number of People,34540
2020/21 Q2,Scotland (All Areas Submitted),0-17 years,All Stays,"Rate per 1,000 People",0
2020/21 Q2,Scotland (All Areas Submitted),0-17 years,All Stays,Number of People,50
2020/21 Q2,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q2,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,Number of People,0
2020/21 Q2,Scotland (All Areas Submitted),0-17 years,Long Stay,"Rate per 1,000 People",0
2020/21 Q2,Scotland (All Areas Submitted),0-17 years,Long Stay,Number of People,50
2020/21 Q2,Scotland (All Areas Submitted),18-64 years,All Stays,"Rate per 1,000 People",1.1
2020/21 Q2,Scotland (All Areas Submitted),18-64 years,All Stays,Number of People,3720
2020/21 Q2,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2020/21 Q2,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,Number of People,305
2020/21 Q2,Scotland (All Areas Submitted),18-64 years,Long Stay,"Rate per 1,000 People",1
2020/21 Q2,Scotland (All Areas Submitted),18-64 years,Long Stay,Number of People,3475
2020/21 Q2,Scotland (All Areas Submitted),65-74 years,All Stays,"Rate per 1,000 People",6.7
2020/21 Q2,Scotland (All Areas Submitted),65-74 years,All Stays,Number of People,3955
2020/21 Q2,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.3
2020/21 Q2,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,Number of People,190
2020/21 Q2,Scotland (All Areas Submitted),65-74 years,Long Stay,"Rate per 1,000 People",6.5
2020/21 Q2,Scotland (All Areas Submitted),65-74 years,Long Stay,Number of People,3835
2020/21 Q2,Scotland (All Areas Submitted),75-84 years,All Stays,"Rate per 1,000 People",30.8
2020/21 Q2,Scotland (All Areas Submitted),75-84 years,All Stays,Number of People,10530
2020/21 Q2,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,"Rate per 1,000 People",1.8
2020/21 Q2,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,Number of People,610
2020/21 Q2,Scotland (All Areas Submitted),75-84 years,Long Stay,"Rate per 1,000 People",29.9
2020/21 Q2,Scotland (All Areas Submitted),75-84 years,Long Stay,Number of People,10195
2020/21 Q2,Scotland (All Areas Submitted),85+ years,All Stays,"Rate per 1,000 People",135.3
2020/21 Q2,Scotland (All Areas Submitted),85+ years,All Stays,Number of People,17365
2020/21 Q2,Scotland (All Areas Submitted),85+ years,Short Stay / Respite,"Rate per 1,000 People",6
2020/21 Q2,Scotland (All Areas Submitted),85+ years,Short Stay / Respite,Number of People,775
2020/21 Q2,Scotland (All Areas Submitted),85+ years,Long Stay,"Rate per 1,000 People",132.4
2020/21 Q2,Scotland (All Areas Submitted),85+ years,Long Stay,Number of People,16985
2020/21 Q2,Scotland (All Areas Submitted),Unknown,All Stays,"Rate per 1,000 People",0
2020/21 Q2,Scotland (All Areas Submitted),Unknown,All Stays,Number of People,0
2020/21 Q2,Scotland (All Areas Submitted),Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q2,Scotland (All Areas Submitted),Unknown,Short Stay / Respite,Number of People,0
2020/21 Q2,Scotland (All Areas Submitted),Unknown,Long Stay,"Rate per 1,000 People",0
2020/21 Q2,Scotland (All Areas Submitted),Unknown,Long Stay,Number of People,0
2020/21 Q3,Scotland (All Areas Submitted),All Ages,All Stays,"Rate per 1,000 People",6.5
2020/21 Q3,Scotland (All Areas Submitted),All Ages,All Stays,Number of People,35755
2020/21 Q3,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,"Rate per 1,000 People",0.3
2020/21 Q3,Scotland (All Areas Submitted),All Ages,Short Stay / Respite,Number of People,1790
2020/21 Q3,Scotland (All Areas Submitted),All Ages,Long Stay,"Rate per 1,000 People",6.3
2020/21 Q3,Scotland (All Areas Submitted),All Ages,Long Stay,Number of People,34630
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,All Stays,"Rate per 1,000 People",0.1
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,All Stays,Number of People,70
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,Short Stay / Respite,Number of People,5
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,Long Stay,"Rate per 1,000 People",0.1
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,Long Stay,Number of People,65
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,All Stays,"Rate per 1,000 People",1.1
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,All Stays,Number of People,3785
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,Short Stay / Respite,Number of People,340
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,Long Stay,"Rate per 1,000 People",1
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,Long Stay,Number of People,3500
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,All Stays,"Rate per 1,000 People",7
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,All Stays,Number of People,4075
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.3
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,Short Stay / Respite,Number of People,205
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,Long Stay,"Rate per 1,000 People",6.7
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,Long Stay,Number of People,3945
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,All Stays,"Rate per 1,000 People",31.4
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,All Stays,Number of People,10740
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,"Rate per 1,000 People",1.5
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,Short Stay / Respite,Number of People,520
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,Long Stay,"Rate per 1,000 People",30.6
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,Long Stay,Number of People,10435
2020/21 Q3,Scotland (All Areas Submitted),85+ years,All Stays,"Rate per 1,000 People",133.2
2020/21 Q3,Scotland (All Areas Submitted),85+ years,All Stays,Number of People,17085
