financial_year,financial_quarter,sending_location,age_group,value,value_scotland,measure
2018/19,2018/19 Q4,Scotland (All Areas Submitted),18+ years,36865,36865,Number of People
2018/19,2018/19 Q4,Scotland (All Areas Submitted),18-64 years,3695,3695,Number of People
2018/19,2018/19 Q4,Scotland (All Areas Submitted),65+ years,33170,33170,Number of People
2018/19,2018/19 Q4,Aberdeen City,18+ years,1715,36865,Number of People
2018/19,2018/19 Q4,Aberdeen City,18-64 years,265,3695,Number of People
2018/19,2018/19 Q4,Aberdeen City,65+ years,1450,33170,Number of People
2018/19,2018/19 Q4,Aberdeenshire,18+ years,1890,36865,Number of People
2018/19,2018/19 Q4,Aberdeenshire,18-64 years,215,3695,Number of People
2018/19,2018/19 Q4,Aberdeenshire,65+ years,1675,33170,Number of People
2018/19,2018/19 Q4,Angus,18+ years,1030,36865,Number of People
2018/19,2018/19 Q4,Angus,18-64 years,90,3695,Number of People
2018/19,2018/19 Q4,Angus,65+ years,940,33170,Number of People
2018/19,2018/19 Q4,Argyll and Bute,18+ years,645,36865,Number of People
2018/19,2018/19 Q4,Argyll and Bute,18-64 years,55,3695,Number of People
2018/19,2018/19 Q4,Argyll and Bute,65+ years,590,33170,Number of People
2018/19,2018/19 Q4,City of Edinburgh,18+ years,2785,36865,Number of People
2018/19,2018/19 Q4,City of Edinburgh,18-64 years,235,3695,Number of People
2018/19,2018/19 Q4,City of Edinburgh,65+ years,2550,33170,Number of People
2018/19,2018/19 Q4,Clackmannanshire,18+ years,310,36865,Number of People
2018/19,2018/19 Q4,Clackmannanshire,18-64 years,65,3695,Number of People
2018/19,2018/19 Q4,Clackmannanshire,65+ years,245,33170,Number of People
2018/19,2018/19 Q4,Dumfries and Galloway,18+ years,1155,36865,Number of People
2018/19,2018/19 Q4,Dumfries and Galloway,18-64 years,60,3695,Number of People
2018/19,2018/19 Q4,Dumfries and Galloway,65+ years,1090,33170,Number of People
2018/19,2018/19 Q4,Dundee City,18+ years,1200,36865,Number of People
2018/19,2018/19 Q4,Dundee City,18-64 years,110,3695,Number of People
2018/19,2018/19 Q4,Dundee City,65+ years,1090,33170,Number of People
2018/19,2018/19 Q4,East Ayrshire,18+ years,800,36865,Number of People
2018/19,2018/19 Q4,East Ayrshire,18-64 years,75,3695,Number of People
2018/19,2018/19 Q4,East Ayrshire,65+ years,725,33170,Number of People
2018/19,2018/19 Q4,East Dunbartonshire,18+ years,905,36865,Number of People
2018/19,2018/19 Q4,East Dunbartonshire,18-64 years,40,3695,Number of People
2018/19,2018/19 Q4,East Dunbartonshire,65+ years,860,33170,Number of People
2018/19,2018/19 Q4,East Lothian,18+ years,725,36865,Number of People
2018/19,2018/19 Q4,East Lothian,18-64 years,55,3695,Number of People
2018/19,2018/19 Q4,East Lothian,65+ years,675,33170,Number of People
2018/19,2018/19 Q4,East Renfrewshire,18+ years,740,36865,Number of People
2018/19,2018/19 Q4,East Renfrewshire,18-64 years,35,3695,Number of People
2018/19,2018/19 Q4,East Renfrewshire,65+ years,705,33170,Number of People
2018/19,2018/19 Q4,Falkirk,18+ years,1160,36865,Number of People
2018/19,2018/19 Q4,Falkirk,18-64 years,175,3695,Number of People
2018/19,2018/19 Q4,Falkirk,65+ years,980,33170,Number of People
2018/19,2018/19 Q4,Fife,18+ years,2815,36865,Number of People
2018/19,2018/19 Q4,Fife,18-64 years,205,3695,Number of People
2018/19,2018/19 Q4,Fife,65+ years,2615,33170,Number of People
2018/19,2018/19 Q4,Glasgow City,18+ years,4030,36865,Number of People
2018/19,2018/19 Q4,Glasgow City,18-64 years,615,3695,Number of People
2018/19,2018/19 Q4,Glasgow City,65+ years,3415,33170,Number of People
2018/19,2018/19 Q4,Highland,18+ years,1825,36865,Number of People
2018/19,2018/19 Q4,Highland,18-64 years,190,3695,Number of People
2018/19,2018/19 Q4,Highland,65+ years,1640,33170,Number of People
2018/19,2018/19 Q4,Inverclyde,18+ years,665,36865,Number of People
2018/19,2018/19 Q4,Inverclyde,18-64 years,55,3695,Number of People
2018/19,2018/19 Q4,Inverclyde,65+ years,615,33170,Number of People
2018/19,2018/19 Q4,Midlothian,18+ years,485,36865,Number of People
2018/19,2018/19 Q4,Midlothian,18-64 years,45,3695,Number of People
2018/19,2018/19 Q4,Midlothian,65+ years,440,33170,Number of People
2018/19,2018/19 Q4,Moray,18+ years,620,36865,Number of People
2018/19,2018/19 Q4,Moray,18-64 years,85,3695,Number of People
2018/19,2018/19 Q4,Moray,65+ years,535,33170,Number of People
2018/19,2018/19 Q4,North Ayrshire,18+ years,855,36865,Number of People
2018/19,2018/19 Q4,North Ayrshire,18-64 years,95,3695,Number of People
2018/19,2018/19 Q4,North Ayrshire,65+ years,765,33170,Number of People
2018/19,2018/19 Q4,North Lanarkshire,18+ years,1610,36865,Number of People
2018/19,2018/19 Q4,North Lanarkshire,18-64 years,85,3695,Number of People
2018/19,2018/19 Q4,North Lanarkshire,65+ years,1525,33170,Number of People
2018/19,2018/19 Q4,Perth and Kinross,18+ years,1280,36865,Number of People
2018/19,2018/19 Q4,Perth and Kinross,18-64 years,125,3695,Number of People
2018/19,2018/19 Q4,Perth and Kinross,65+ years,1155,33170,Number of People
2018/19,2018/19 Q4,Renfrewshire,18+ years,1245,36865,Number of People
2018/19,2018/19 Q4,Renfrewshire,18-64 years,110,3695,Number of People
2018/19,2018/19 Q4,Renfrewshire,65+ years,1135,33170,Number of People
2018/19,2018/19 Q4,Scottish Borders,18+ years,785,36865,Number of People
2018/19,2018/19 Q4,Scottish Borders,18-64 years,35,3695,Number of People
2018/19,2018/19 Q4,Scottish Borders,65+ years,745,33170,Number of People
2018/19,2018/19 Q4,Shetland Islands,18+ years,140,36865,Number of People
2018/19,2018/19 Q4,Shetland Islands,18-64 years,10,3695,Number of People
2018/19,2018/19 Q4,Shetland Islands,65+ years,130,33170,Number of People
2018/19,2018/19 Q4,South Ayrshire,18+ years,1065,36865,Number of People
2018/19,2018/19 Q4,South Ayrshire,18-64 years,70,3695,Number of People
2018/19,2018/19 Q4,South Ayrshire,65+ years,995,33170,Number of People
2018/19,2018/19 Q4,South Lanarkshire,18+ years,2145,36865,Number of People
2018/19,2018/19 Q4,South Lanarkshire,18-64 years,230,3695,Number of People
2018/19,2018/19 Q4,South Lanarkshire,65+ years,1915,33170,Number of People
2018/19,2018/19 Q4,Stirling,18+ years,610,36865,Number of People
2018/19,2018/19 Q4,Stirling,18-64 years,85,3695,Number of People
2018/19,2018/19 Q4,Stirling,65+ years,525,33170,Number of People
2018/19,2018/19 Q4,West Dunbartonshire,18+ years,680,36865,Number of People
2018/19,2018/19 Q4,West Dunbartonshire,18-64 years,60,3695,Number of People
2018/19,2018/19 Q4,West Dunbartonshire,65+ years,620,33170,Number of People
2018/19,2018/19 Q4,West Lothian,18+ years,950,36865,Number of People
2018/19,2018/19 Q4,West Lothian,18-64 years,130,3695,Number of People
2018/19,2018/19 Q4,West Lothian,65+ years,820,33170,Number of People
2019/20,2019/20 Q1,Scotland (All Areas Submitted),18+ years,43998,43998,Number of People
2019/20,2019/20 Q1,Scotland (All Areas Submitted),18-64 years,4404,4404,Number of People
2019/20,2019/20 Q1,Scotland (All Areas Submitted),65+ years,39594,39594,Number of People
2019/20,2019/20 Q1,Aberdeen City,18+ years,2016,43998,Number of People
2019/20,2019/20 Q1,Aberdeen City,18-64 years,336,4404,Number of People
2019/20,2019/20 Q1,Aberdeen City,65+ years,1680,39594,Number of People
2019/20,2019/20 Q1,Aberdeenshire,18+ years,2184,43998,Number of People
2019/20,2019/20 Q1,Aberdeenshire,18-64 years,246,4404,Number of People
2019/20,2019/20 Q1,Aberdeenshire,65+ years,1938,39594,Number of People
2019/20,2019/20 Q1,Angus,18+ years,1248,43998,Number of People
2019/20,2019/20 Q1,Angus,18-64 years,114,4404,Number of People
2019/20,2019/20 Q1,Angus,65+ years,1134,39594,Number of People
2019/20,2019/20 Q1,Argyll and Bute,18+ years,780,43998,Number of People
2019/20,2019/20 Q1,Argyll and Bute,18-64 years,60,4404,Number of People
2019/20,2019/20 Q1,Argyll and Bute,65+ years,720,39594,Number of People
2019/20,2019/20 Q1,City of Edinburgh,18+ years,3570,43998,Number of People
2019/20,2019/20 Q1,City of Edinburgh,18-64 years,300,4404,Number of People
2019/20,2019/20 Q1,City of Edinburgh,65+ years,3270,39594,Number of People
2019/20,2019/20 Q1,Clackmannanshire,18+ years,360,43998,Number of People
2019/20,2019/20 Q1,Clackmannanshire,18-64 years,78,4404,Number of People
2019/20,2019/20 Q1,Clackmannanshire,65+ years,288,39594,Number of People
2019/20,2019/20 Q1,Dumfries and Galloway,18+ years,1380,43998,Number of People
2019/20,2019/20 Q1,Dumfries and Galloway,18-64 years,78,4404,Number of People
2019/20,2019/20 Q1,Dumfries and Galloway,65+ years,1302,39594,Number of People
2019/20,2019/20 Q1,Dundee City,18+ years,1458,43998,Number of People
2019/20,2019/20 Q1,Dundee City,18-64 years,126,4404,Number of People
2019/20,2019/20 Q1,Dundee City,65+ years,1338,39594,Number of People
2019/20,2019/20 Q1,East Ayrshire,18+ years,954,43998,Number of People
2019/20,2019/20 Q1,East Ayrshire,18-64 years,78,4404,Number of People
2019/20,2019/20 Q1,East Ayrshire,65+ years,876,39594,Number of People
2019/20,2019/20 Q1,East Dunbartonshire,18+ years,1056,43998,Number of People
2019/20,2019/20 Q1,East Dunbartonshire,18-64 years,54,4404,Number of People
2019/20,2019/20 Q1,East Dunbartonshire,65+ years,1002,39594,Number of People
2019/20,2019/20 Q1,East Lothian,18+ years,846,43998,Number of People
2019/20,2019/20 Q1,East Lothian,18-64 years,60,4404,Number of People
2019/20,2019/20 Q1,East Lothian,65+ years,786,39594,Number of People
2019/20,2019/20 Q1,East Renfrewshire,18+ years,720,43998,Number of People
2019/20,2019/20 Q1,East Renfrewshire,18-64 years,36,4404,Number of People
2019/20,2019/20 Q1,East Renfrewshire,65+ years,684,39594,Number of People
2019/20,2019/20 Q1,Falkirk,18+ years,1374,43998,Number of People
2019/20,2019/20 Q1,Falkirk,18-64 years,210,4404,Number of People
2019/20,2019/20 Q1,Falkirk,65+ years,1158,39594,Number of People
2019/20,2019/20 Q1,Fife,18+ years,3258,43998,Number of People
2019/20,2019/20 Q1,Fife,18-64 years,234,4404,Number of People
2019/20,2019/20 Q1,Fife,65+ years,3024,39594,Number of People
2019/20,2019/20 Q1,Glasgow City,18+ years,4758,43998,Number of People
2019/20,2019/20 Q1,Glasgow City,18-64 years,726,4404,Number of People
2019/20,2019/20 Q1,Glasgow City,65+ years,4032,39594,Number of People
2019/20,2019/20 Q1,Highland,18+ years,2292,43998,Number of People
2019/20,2019/20 Q1,Highland,18-64 years,222,4404,Number of People
2019/20,2019/20 Q1,Highland,65+ years,2070,39594,Number of People
2019/20,2019/20 Q1,Inverclyde,18+ years,804,43998,Number of People
2019/20,2019/20 Q1,Inverclyde,18-64 years,84,4404,Number of People
2019/20,2019/20 Q1,Inverclyde,65+ years,720,39594,Number of People
2019/20,2019/20 Q1,Midlothian,18+ years,558,43998,Number of People
2019/20,2019/20 Q1,Midlothian,18-64 years,42,4404,Number of People
2019/20,2019/20 Q1,Midlothian,65+ years,516,39594,Number of People
2019/20,2019/20 Q1,Moray,18+ years,732,43998,Number of People
2019/20,2019/20 Q1,Moray,18-64 years,102,4404,Number of People
2019/20,2019/20 Q1,Moray,65+ years,630,39594,Number of People
2019/20,2019/20 Q1,North Ayrshire,18+ years,1164,43998,Number of People
2019/20,2019/20 Q1,North Ayrshire,18-64 years,114,4404,Number of People
2019/20,2019/20 Q1,North Ayrshire,65+ years,1050,39594,Number of People
2019/20,2019/20 Q1,North Lanarkshire,18+ years,1896,43998,Number of People
2019/20,2019/20 Q1,North Lanarkshire,18-64 years,96,4404,Number of People
2019/20,2019/20 Q1,North Lanarkshire,65+ years,1800,39594,Number of People
2019/20,2019/20 Q1,Perth and Kinross,18+ years,1530,43998,Number of People
2019/20,2019/20 Q1,Perth and Kinross,18-64 years,156,4404,Number of People
2019/20,2019/20 Q1,Perth and Kinross,65+ years,1374,39594,Number of People
2019/20,2019/20 Q1,Renfrewshire,18+ years,1464,43998,Number of People
2019/20,2019/20 Q1,Renfrewshire,18-64 years,138,4404,Number of People
2019/20,2019/20 Q1,Renfrewshire,65+ years,1326,39594,Number of People
2019/20,2019/20 Q1,Scottish Borders,18+ years,900,43998,Number of People
2019/20,2019/20 Q1,Scottish Borders,18-64 years,36,4404,Number of People
2019/20,2019/20 Q1,Scottish Borders,65+ years,864,39594,Number of People
2019/20,2019/20 Q1,Shetland Islands,18+ years,180,43998,Number of People
2019/20,2019/20 Q1,Shetland Islands,18-64 years,12,4404,Number of People
2019/20,2019/20 Q1,Shetland Islands,65+ years,168,39594,Number of People
2019/20,2019/20 Q1,South Ayrshire,18+ years,1314,43998,Number of People
2019/20,2019/20 Q1,South Ayrshire,18-64 years,78,4404,Number of People
2019/20,2019/20 Q1,South Ayrshire,65+ years,1236,39594,Number of People
2019/20,2019/20 Q1,South Lanarkshire,18+ years,2538,43998,Number of People
2019/20,2019/20 Q1,South Lanarkshire,18-64 years,270,4404,Number of People
2019/20,2019/20 Q1,South Lanarkshire,65+ years,2268,39594,Number of People
2019/20,2019/20 Q1,Stirling,18+ years,738,43998,Number of People
2019/20,2019/20 Q1,Stirling,18-64 years,102,4404,Number of People
2019/20,2019/20 Q1,Stirling,65+ years,636,39594,Number of People
2019/20,2019/20 Q1,West Dunbartonshire,18+ years,822,43998,Number of People
2019/20,2019/20 Q1,West Dunbartonshire,18-64 years,66,4404,Number of People
2019/20,2019/20 Q1,West Dunbartonshire,65+ years,756,39594,Number of People
2019/20,2019/20 Q1,West Lothian,18+ years,1092,43998,Number of People
2019/20,2019/20 Q1,West Lothian,18-64 years,144,4404,Number of People
2019/20,2019/20 Q1,West Lothian,65+ years,948,39594,Number of People
2019/20,2019/20 Q2,Scotland (All Areas Submitted),18+ years,44130,44130,Number of People
2019/20,2019/20 Q2,Scotland (All Areas Submitted),18-64 years,4434,4434,Number of People
2019/20,2019/20 Q2,Scotland (All Areas Submitted),65+ years,39696,39696,Number of People
2019/20,2019/20 Q2,Aberdeen City,18+ years,2028,44130,Number of People
2019/20,2019/20 Q2,Aberdeen City,18-64 years,330,4434,Number of People
2019/20,2019/20 Q2,Aberdeen City,65+ years,1698,39696,Number of People
2019/20,2019/20 Q2,Aberdeenshire,18+ years,2214,44130,Number of People
2019/20,2019/20 Q2,Aberdeenshire,18-64 years,246,4434,Number of People
2019/20,2019/20 Q2,Aberdeenshire,65+ years,1968,39696,Number of People
2019/20,2019/20 Q2,Angus,18+ years,1242,44130,Number of People
2019/20,2019/20 Q2,Angus,18-64 years,108,4434,Number of People
2019/20,2019/20 Q2,Angus,65+ years,1134,39696,Number of People
2019/20,2019/20 Q2,Argyll and Bute,18+ years,774,44130,Number of People
2019/20,2019/20 Q2,Argyll and Bute,18-64 years,72,4434,Number of People
2019/20,2019/20 Q2,Argyll and Bute,65+ years,702,39696,Number of People
2019/20,2019/20 Q2,City of Edinburgh,18+ years,3546,44130,Number of People
2019/20,2019/20 Q2,City of Edinburgh,18-64 years,294,4434,Number of People
2019/20,2019/20 Q2,City of Edinburgh,65+ years,3258,39696,Number of People
2019/20,2019/20 Q2,Clackmannanshire,18+ years,372,44130,Number of People
2019/20,2019/20 Q2,Clackmannanshire,18-64 years,78,4434,Number of People
2019/20,2019/20 Q2,Clackmannanshire,65+ years,294,39696,Number of People
2019/20,2019/20 Q2,Dumfries and Galloway,18+ years,1392,44130,Number of People
2019/20,2019/20 Q2,Dumfries and Galloway,18-64 years,78,4434,Number of People
2019/20,2019/20 Q2,Dumfries and Galloway,65+ years,1314,39696,Number of People
2019/20,2019/20 Q2,Dundee City,18+ years,1416,44130,Number of People
2019/20,2019/20 Q2,Dundee City,18-64 years,120,4434,Number of People
2019/20,2019/20 Q2,Dundee City,65+ years,1296,39696,Number of People
2019/20,2019/20 Q2,East Ayrshire,18+ years,954,44130,Number of People
2019/20,2019/20 Q2,East Ayrshire,18-64 years,84,4434,Number of People
2019/20,2019/20 Q2,East Ayrshire,65+ years,876,39696,Number of People
2019/20,2019/20 Q2,East Dunbartonshire,18+ years,1038,44130,Number of People
2019/20,2019/20 Q2,East Dunbartonshire,18-64 years,54,4434,Number of People
2019/20,2019/20 Q2,East Dunbartonshire,65+ years,990,39696,Number of People
2019/20,2019/20 Q2,East Lothian,18+ years,852,44130,Number of People
2019/20,2019/20 Q2,East Lothian,18-64 years,60,4434,Number of People
2019/20,2019/20 Q2,East Lothian,65+ years,792,39696,Number of People
2019/20,2019/20 Q2,East Renfrewshire,18+ years,714,44130,Number of People
2019/20,2019/20 Q2,East Renfrewshire,18-64 years,36,4434,Number of People
2019/20,2019/20 Q2,East Renfrewshire,65+ years,678,39696,Number of People
2019/20,2019/20 Q2,Falkirk,18+ years,1380,44130,Number of People
2019/20,2019/20 Q2,Falkirk,18-64 years,210,4434,Number of People
2019/20,2019/20 Q2,Falkirk,65+ years,1170,39696,Number of People
2019/20,2019/20 Q2,Fife,18+ years,3384,44130,Number of People
2019/20,2019/20 Q2,Fife,18-64 years,246,4434,Number of People
2019/20,2019/20 Q2,Fife,65+ years,3138,39696,Number of People
2019/20,2019/20 Q2,Glasgow City,18+ years,4812,44130,Number of People
2019/20,2019/20 Q2,Glasgow City,18-64 years,750,4434,Number of People
2019/20,2019/20 Q2,Glasgow City,65+ years,4062,39696,Number of People
2019/20,2019/20 Q2,Highland,18+ years,2280,44130,Number of People
2019/20,2019/20 Q2,Highland,18-64 years,222,4434,Number of People
2019/20,2019/20 Q2,Highland,65+ years,2058,39696,Number of People
2019/20,2019/20 Q2,Inverclyde,18+ years,780,44130,Number of People
2019/20,2019/20 Q2,Inverclyde,18-64 years,72,4434,Number of People
2019/20,2019/20 Q2,Inverclyde,65+ years,708,39696,Number of People
2019/20,2019/20 Q2,Midlothian,18+ years,618,44130,Number of People
2019/20,2019/20 Q2,Midlothian,18-64 years,48,4434,Number of People
2019/20,2019/20 Q2,Midlothian,65+ years,570,39696,Number of People
2019/20,2019/20 Q2,Moray,18+ years,732,44130,Number of People
2019/20,2019/20 Q2,Moray,18-64 years,108,4434,Number of People
2019/20,2019/20 Q2,Moray,65+ years,624,39696,Number of People
2019/20,2019/20 Q2,North Ayrshire,18+ years,1122,44130,Number of People
2019/20,2019/20 Q2,North Ayrshire,18-64 years,114,4434,Number of People
2019/20,2019/20 Q2,North Ayrshire,65+ years,1008,39696,Number of People
2019/20,2019/20 Q2,North Lanarkshire,18+ years,1848,44130,Number of People
2019/20,2019/20 Q2,North Lanarkshire,18-64 years,96,4434,Number of People
2019/20,2019/20 Q2,North Lanarkshire,65+ years,1758,39696,Number of People
