financial_year,sending_location,age_group,nursing_care_provision,number_nc_provision,propn_nc_provision
2020/21,Highland,75-84 years,Stays with no Nursing Provision,300,46.5
2020/21,Highland,85+ years,Stays with Nursing Provision,440,37.1
2020/21,Highland,85+ years,Stays with no Nursing Provision,745,62.9
2020/21,Highland,Unknown,Stays with Nursing Provision,0,NA
2020/21,Highland,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Inverclyde,All Ages,Stays with Nursing Provision,745,91.4
2020/21,Inverclyde,All Ages,Stays with no Nursing Provision,70,8.6
2020/21,Inverclyde,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Inverclyde,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Inverclyde,18-64 years,Stays with Nursing Provision,30,54.5
2020/21,Inverclyde,18-64 years,Stays with no Nursing Provision,25,45.5
2020/21,Inverclyde,65-74 years,Stays with Nursing Provision,80,88.9
2020/21,Inverclyde,65-74 years,Stays with no Nursing Provision,10,11.1
2020/21,Inverclyde,75-84 years,Stays with Nursing Provision,255,94.4
2020/21,Inverclyde,75-84 years,Stays with no Nursing Provision,15,5.6
2020/21,Inverclyde,85+ years,Stays with Nursing Provision,380,95
2020/21,Inverclyde,85+ years,Stays with no Nursing Provision,20,5
2020/21,Inverclyde,Unknown,Stays with Nursing Provision,0,NA
2020/21,Inverclyde,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Midlothian,All Ages,Stays with Nursing Provision,460,75.4
2020/21,Midlothian,All Ages,Stays with no Nursing Provision,150,24.6
2020/21,Midlothian,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Midlothian,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Midlothian,18-64 years,Stays with Nursing Provision,20,44.4
2020/21,Midlothian,18-64 years,Stays with no Nursing Provision,25,55.6
2020/21,Midlothian,65-74 years,Stays with Nursing Provision,45,75
2020/21,Midlothian,65-74 years,Stays with no Nursing Provision,15,25
2020/21,Midlothian,75-84 years,Stays with Nursing Provision,160,80
2020/21,Midlothian,75-84 years,Stays with no Nursing Provision,40,20
2020/21,Midlothian,85+ years,Stays with Nursing Provision,235,77
2020/21,Midlothian,85+ years,Stays with no Nursing Provision,70,23
2020/21,Midlothian,Unknown,Stays with Nursing Provision,0,NA
2020/21,Midlothian,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Moray,All Ages,Stays with Nursing Provision,330,43.1
2020/21,Moray,All Ages,Stays with no Nursing Provision,435,56.9
2020/21,Moray,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Moray,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Moray,18-64 years,Stays with Nursing Provision,20,25
2020/21,Moray,18-64 years,Stays with no Nursing Provision,60,75
2020/21,Moray,65-74 years,Stays with Nursing Provision,45,64.3
2020/21,Moray,65-74 years,Stays with no Nursing Provision,25,35.7
2020/21,Moray,75-84 years,Stays with Nursing Provision,100,46.5
2020/21,Moray,75-84 years,Stays with no Nursing Provision,115,53.5
2020/21,Moray,85+ years,Stays with Nursing Provision,165,41.8
2020/21,Moray,85+ years,Stays with no Nursing Provision,230,58.2
2020/21,Moray,Unknown,Stays with Nursing Provision,0,NA
2020/21,Moray,Unknown,Stays with no Nursing Provision,0,NA
2020/21,North Ayrshire,All Ages,Stays with Nursing Provision,655,56.2
2020/21,North Ayrshire,All Ages,Stays with no Nursing Provision,510,43.8
2020/21,North Ayrshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,North Ayrshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,North Ayrshire,18-64 years,Stays with Nursing Provision,40,44.4
2020/21,North Ayrshire,18-64 years,Stays with no Nursing Provision,50,55.6
2020/21,North Ayrshire,65-74 years,Stays with Nursing Provision,100,66.7
2020/21,North Ayrshire,65-74 years,Stays with no Nursing Provision,50,33.3
2020/21,North Ayrshire,75-84 years,Stays with Nursing Provision,240,62.3
2020/21,North Ayrshire,75-84 years,Stays with no Nursing Provision,145,37.7
2020/21,North Ayrshire,85+ years,Stays with Nursing Provision,275,50.9
2020/21,North Ayrshire,85+ years,Stays with no Nursing Provision,265,49.1
2020/21,North Ayrshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,North Ayrshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,North Lanarkshire,All Ages,Stays with Nursing Provision,1845,96.1
2020/21,North Lanarkshire,All Ages,Stays with no Nursing Provision,75,3.9
2020/21,North Lanarkshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,North Lanarkshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,North Lanarkshire,18-64 years,Stays with Nursing Provision,75,93.8
2020/21,North Lanarkshire,18-64 years,Stays with no Nursing Provision,5,6.2
2020/21,North Lanarkshire,65-74 years,Stays with Nursing Provision,220,93.6
2020/21,North Lanarkshire,65-74 years,Stays with no Nursing Provision,15,6.4
2020/21,North Lanarkshire,75-84 years,Stays with Nursing Provision,645,96.3
2020/21,North Lanarkshire,75-84 years,Stays with no Nursing Provision,25,3.7
2020/21,North Lanarkshire,85+ years,Stays with Nursing Provision,900,96.8
2020/21,North Lanarkshire,85+ years,Stays with no Nursing Provision,30,3.2
2020/21,North Lanarkshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,North Lanarkshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Orkney Islands,All Ages,Stays with Nursing Provision,0,0
2020/21,Orkney Islands,All Ages,Stays with no Nursing Provision,160,100
2020/21,Orkney Islands,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Orkney Islands,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Orkney Islands,18-64 years,Stays with Nursing Provision,0,0
2020/21,Orkney Islands,18-64 years,Stays with no Nursing Provision,5,100
2020/21,Orkney Islands,65-74 years,Stays with Nursing Provision,0,0
2020/21,Orkney Islands,65-74 years,Stays with no Nursing Provision,10,100
2020/21,Orkney Islands,75-84 years,Stays with Nursing Provision,0,0
2020/21,Orkney Islands,75-84 years,Stays with no Nursing Provision,50,100
2020/21,Orkney Islands,85+ years,Stays with Nursing Provision,0,0
2020/21,Orkney Islands,85+ years,Stays with no Nursing Provision,95,100
2020/21,Orkney Islands,Unknown,Stays with Nursing Provision,0,NA
2020/21,Orkney Islands,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Perth and Kinross,All Ages,Stays with Nursing Provision,950,62.3
2020/21,Perth and Kinross,All Ages,Stays with no Nursing Provision,575,37.7
2020/21,Perth and Kinross,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Perth and Kinross,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Perth and Kinross,18-64 years,Stays with Nursing Provision,50,40
2020/21,Perth and Kinross,18-64 years,Stays with no Nursing Provision,75,60
2020/21,Perth and Kinross,65-74 years,Stays with Nursing Provision,95,67.9
2020/21,Perth and Kinross,65-74 years,Stays with no Nursing Provision,45,32.1
2020/21,Perth and Kinross,75-84 years,Stays with Nursing Provision,285,68.7
2020/21,Perth and Kinross,75-84 years,Stays with no Nursing Provision,130,31.3
2020/21,Perth and Kinross,85+ years,Stays with Nursing Provision,525,61.8
2020/21,Perth and Kinross,85+ years,Stays with no Nursing Provision,325,38.2
2020/21,Perth and Kinross,Unknown,Stays with Nursing Provision,0,NA
2020/21,Perth and Kinross,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Renfrewshire,All Ages,Stays with Nursing Provision,1085,74.3
2020/21,Renfrewshire,All Ages,Stays with no Nursing Provision,375,25.7
2020/21,Renfrewshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Renfrewshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Renfrewshire,18-64 years,Stays with Nursing Provision,45,39.1
2020/21,Renfrewshire,18-64 years,Stays with no Nursing Provision,70,60.9
2020/21,Renfrewshire,65-74 years,Stays with Nursing Provision,120,75
2020/21,Renfrewshire,65-74 years,Stays with no Nursing Provision,40,25
2020/21,Renfrewshire,75-84 years,Stays with Nursing Provision,370,77.1
2020/21,Renfrewshire,75-84 years,Stays with no Nursing Provision,110,22.9
2020/21,Renfrewshire,85+ years,Stays with Nursing Provision,550,78.6
2020/21,Renfrewshire,85+ years,Stays with no Nursing Provision,150,21.4
2020/21,Renfrewshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,Renfrewshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Scottish Borders,All Ages,Stays with Nursing Provision,355,38.6
2020/21,Scottish Borders,All Ages,Stays with no Nursing Provision,565,61.4
2020/21,Scottish Borders,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Scottish Borders,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Scottish Borders,18-64 years,Stays with Nursing Provision,10,25
2020/21,Scottish Borders,18-64 years,Stays with no Nursing Provision,30,75
2020/21,Scottish Borders,65-74 years,Stays with Nursing Provision,35,50
2020/21,Scottish Borders,65-74 years,Stays with no Nursing Provision,35,50
2020/21,Scottish Borders,75-84 years,Stays with Nursing Provision,115,41.1
2020/21,Scottish Borders,75-84 years,Stays with no Nursing Provision,165,58.9
2020/21,Scottish Borders,85+ years,Stays with Nursing Provision,190,36.2
2020/21,Scottish Borders,85+ years,Stays with no Nursing Provision,335,63.8
2020/21,Scottish Borders,Unknown,Stays with Nursing Provision,0,NA
2020/21,Scottish Borders,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Shetland Islands,All Ages,Stays with Nursing Provision,0,0
2020/21,Shetland Islands,All Ages,Stays with no Nursing Provision,190,100
2020/21,Shetland Islands,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Shetland Islands,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Shetland Islands,18-64 years,Stays with Nursing Provision,0,0
2020/21,Shetland Islands,18-64 years,Stays with no Nursing Provision,15,100
2020/21,Shetland Islands,65-74 years,Stays with Nursing Provision,0,0
2020/21,Shetland Islands,65-74 years,Stays with no Nursing Provision,10,100
2020/21,Shetland Islands,75-84 years,Stays with Nursing Provision,0,0
2020/21,Shetland Islands,75-84 years,Stays with no Nursing Provision,55,100
2020/21,Shetland Islands,85+ years,Stays with Nursing Provision,0,0
2020/21,Shetland Islands,85+ years,Stays with no Nursing Provision,105,100
2020/21,Shetland Islands,Unknown,Stays with Nursing Provision,0,NA
2020/21,Shetland Islands,Unknown,Stays with no Nursing Provision,0,NA
2020/21,South Ayrshire,All Ages,Stays with Nursing Provision,910,100
2020/21,South Ayrshire,All Ages,Stays with no Nursing Provision,0,0
2020/21,South Ayrshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,South Ayrshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,South Ayrshire,18-64 years,Stays with Nursing Provision,60,100
2020/21,South Ayrshire,18-64 years,Stays with no Nursing Provision,0,0
2020/21,South Ayrshire,65-74 years,Stays with Nursing Provision,85,100
2020/21,South Ayrshire,65-74 years,Stays with no Nursing Provision,0,0
2020/21,South Ayrshire,75-84 years,Stays with Nursing Provision,245,100
2020/21,South Ayrshire,75-84 years,Stays with no Nursing Provision,0,0
2020/21,South Ayrshire,85+ years,Stays with Nursing Provision,520,100
2020/21,South Ayrshire,85+ years,Stays with no Nursing Provision,0,0
2020/21,South Ayrshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,South Ayrshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,South Lanarkshire,All Ages,Stays with Nursing Provision,2170,83.5
2020/21,South Lanarkshire,All Ages,Stays with no Nursing Provision,430,16.5
2020/21,South Lanarkshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,South Lanarkshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,South Lanarkshire,18-64 years,Stays with Nursing Provision,165,66
2020/21,South Lanarkshire,18-64 years,Stays with no Nursing Provision,85,34
2020/21,South Lanarkshire,65-74 years,Stays with Nursing Provision,230,86.8
2020/21,South Lanarkshire,65-74 years,Stays with no Nursing Provision,35,13.2
2020/21,South Lanarkshire,75-84 years,Stays with Nursing Provision,680,84.5
2020/21,South Lanarkshire,75-84 years,Stays with no Nursing Provision,125,15.5
2020/21,South Lanarkshire,85+ years,Stays with Nursing Provision,1090,85.5
2020/21,South Lanarkshire,85+ years,Stays with no Nursing Provision,185,14.5
2020/21,South Lanarkshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,South Lanarkshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Stirling,All Ages,Stays with Nursing Provision,430,59.7
2020/21,Stirling,All Ages,Stays with no Nursing Provision,290,40.3
2020/21,Stirling,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Stirling,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Stirling,18-64 years,Stays with Nursing Provision,25,25
2020/21,Stirling,18-64 years,Stays with no Nursing Provision,75,75
2020/21,Stirling,65-74 years,Stays with Nursing Provision,30,42.9
2020/21,Stirling,65-74 years,Stays with no Nursing Provision,40,57.1
2020/21,Stirling,75-84 years,Stays with Nursing Provision,145,70.7
2020/21,Stirling,75-84 years,Stays with no Nursing Provision,60,29.3
2020/21,Stirling,85+ years,Stays with Nursing Provision,225,66.2
2020/21,Stirling,85+ years,Stays with no Nursing Provision,115,33.8
2020/21,Stirling,Unknown,Stays with Nursing Provision,0,NA
2020/21,Stirling,Unknown,Stays with no Nursing Provision,0,NA
2020/21,West Dunbartonshire,All Ages,Stays with Nursing Provision,480,61.5
2020/21,West Dunbartonshire,All Ages,Stays with no Nursing Provision,300,38.5
2020/21,West Dunbartonshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,West Dunbartonshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,West Dunbartonshire,18-64 years,Stays with Nursing Provision,55,68.8
2020/21,West Dunbartonshire,18-64 years,Stays with no Nursing Provision,25,31.2
2020/21,West Dunbartonshire,65-74 years,Stays with Nursing Provision,60,70.6
2020/21,West Dunbartonshire,65-74 years,Stays with no Nursing Provision,25,29.4
2020/21,West Dunbartonshire,75-84 years,Stays with Nursing Provision,150,60
2020/21,West Dunbartonshire,75-84 years,Stays with no Nursing Provision,100,40
2020/21,West Dunbartonshire,85+ years,Stays with Nursing Provision,215,58.1
2020/21,West Dunbartonshire,85+ years,Stays with no Nursing Provision,155,41.9
2020/21,West Dunbartonshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,West Dunbartonshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,West Lothian,All Ages,Stays with Nursing Provision,875,76.4
2020/21,West Lothian,All Ages,Stays with no Nursing Provision,270,23.6
2020/21,West Lothian,0-17 years,Stays with Nursing Provision,0,NA
2020/21,West Lothian,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,West Lothian,18-64 years,Stays with Nursing Provision,50,40
2020/21,West Lothian,18-64 years,Stays with no Nursing Provision,75,60
2020/21,West Lothian,65-74 years,Stays with Nursing Provision,95,73.1
2020/21,West Lothian,65-74 years,Stays with no Nursing Provision,35,26.9
2020/21,West Lothian,75-84 years,Stays with Nursing Provision,330,83.5
2020/21,West Lothian,75-84 years,Stays with no Nursing Provision,65,16.5
2020/21,West Lothian,85+ years,Stays with Nursing Provision,400,81.6
2020/21,West Lothian,85+ years,Stays with no Nursing Provision,90,18.4
2020/21,West Lothian,Unknown,Stays with Nursing Provision,0,NA
2020/21,West Lothian,Unknown,Stays with no Nursing Provision,0,NA
