financial_quarter,sending_location,age_group,measure,value,scotland_value,rate,scotland_rate
2017/18 Q4,Fife,85+ years,A&E Attendances,145,1660,105.5,102.3
2017/18 Q4,Fife,85+ years,Emergency Admissions,165,1430,119.1,87.9
2017/18 Q4,Fife,85+ years,Emergency Admissions Bed Days,1580,14045,1149.1,865.4
2017/18 Q4,Fife,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Fife,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Fife,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Highland,All Ages,A&E Attendances,140,3360,74.5,101.7
2017/18 Q4,Highland,All Ages,Emergency Admissions,135,2985,71.8,90.1
2017/18 Q4,Highland,All Ages,Emergency Admissions Bed Days,1585,40365,843.1,1221.5
2017/18 Q4,Highland,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Highland,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Highland,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Highland,18-64 years,A&E Attendances,10,285,51.3,91.9
2017/18 Q4,Highland,18-64 years,Emergency Admissions,10,240,51.3,77
2017/18 Q4,Highland,18-64 years,Emergency Admissions Bed Days,450,8640,2307.7,2787.1
2017/18 Q4,Highland,65-74 years,A&E Attendances,15,365,76.9,103.5
2017/18 Q4,Highland,65-74 years,Emergency Admissions,10,350,51.3,99.2
2017/18 Q4,Highland,65-74 years,Emergency Admissions Bed Days,95,6080,487.2,1724.8
2017/18 Q4,Highland,75-84 years,A&E Attendances,35,1035,63.6,102.5
2017/18 Q4,Highland,75-84 years,Emergency Admissions,35,960,63.6,94.9
2017/18 Q4,Highland,75-84 years,Emergency Admissions Bed Days,275,11595,500,1148
2017/18 Q4,Highland,85+ years,A&E Attendances,85,1660,90.4,102.3
2017/18 Q4,Highland,85+ years,Emergency Admissions,80,1430,85.1,87.9
2017/18 Q4,Highland,85+ years,Emergency Admissions Bed Days,765,14045,813.8,865.4
2017/18 Q4,Highland,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Highland,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Highland,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Inverclyde,All Ages,A&E Attendances,105,3360,152.2,101.7
2017/18 Q4,Inverclyde,All Ages,Emergency Admissions,90,2985,128.6,90.1
2017/18 Q4,Inverclyde,All Ages,Emergency Admissions Bed Days,2375,40365,3442,1221.5
2017/18 Q4,Inverclyde,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Inverclyde,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Inverclyde,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Inverclyde,18-64 years,A&E Attendances,5,285,76.9,91.9
2017/18 Q4,Inverclyde,18-64 years,Emergency Admissions,5,240,71.4,77
2017/18 Q4,Inverclyde,18-64 years,Emergency Admissions Bed Days,1400,8640,21538.5,2787.1
2017/18 Q4,Inverclyde,65-74 years,A&E Attendances,10,365,125,103.5
2017/18 Q4,Inverclyde,65-74 years,Emergency Admissions,10,350,125,99.2
2017/18 Q4,Inverclyde,65-74 years,Emergency Admissions Bed Days,65,6080,812.5,1724.8
2017/18 Q4,Inverclyde,75-84 years,A&E Attendances,25,1035,122,102.5
2017/18 Q4,Inverclyde,75-84 years,Emergency Admissions,25,960,122,94.9
2017/18 Q4,Inverclyde,75-84 years,Emergency Admissions Bed Days,305,11595,1487.8,1148
2017/18 Q4,Inverclyde,85+ years,A&E Attendances,60,1660,173.9,102.3
2017/18 Q4,Inverclyde,85+ years,Emergency Admissions,45,1430,130.4,87.9
2017/18 Q4,Inverclyde,85+ years,Emergency Admissions Bed Days,605,14045,1753.6,865.4
2017/18 Q4,Inverclyde,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Inverclyde,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Inverclyde,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Midlothian,All Ages,A&E Attendances,55,3360,108.9,101.7
2017/18 Q4,Midlothian,All Ages,Emergency Admissions,30,2985,58.3,90.1
2017/18 Q4,Midlothian,All Ages,Emergency Admissions Bed Days,705,40365,1396,1221.5
2017/18 Q4,Midlothian,0-17 years,A&E Attendances,5,20,333.3,222.2
2017/18 Q4,Midlothian,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Midlothian,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Midlothian,18-64 years,A&E Attendances,5,285,125,91.9
2017/18 Q4,Midlothian,18-64 years,Emergency Admissions,5,240,111.1,77
2017/18 Q4,Midlothian,18-64 years,Emergency Admissions Bed Days,35,8640,875,2787.1
2017/18 Q4,Midlothian,65-74 years,A&E Attendances,5,365,100,103.5
2017/18 Q4,Midlothian,65-74 years,Emergency Admissions,5,350,100,99.2
2017/18 Q4,Midlothian,65-74 years,Emergency Admissions Bed Days,65,6080,1300,1724.8
2017/18 Q4,Midlothian,75-84 years,A&E Attendances,15,1035,96.8,102.5
2017/18 Q4,Midlothian,75-84 years,Emergency Admissions,10,960,62.5,94.9
2017/18 Q4,Midlothian,75-84 years,Emergency Admissions Bed Days,510,11595,3290.3,1148
2017/18 Q4,Midlothian,85+ years,A&E Attendances,20,1660,83.3,102.3
2017/18 Q4,Midlothian,85+ years,Emergency Admissions,10,1430,40.8,87.9
2017/18 Q4,Midlothian,85+ years,Emergency Admissions Bed Days,95,14045,395.8,865.4
2017/18 Q4,Midlothian,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Midlothian,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Midlothian,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Moray,All Ages,A&E Attendances,30,3360,48,101.7
2017/18 Q4,Moray,All Ages,Emergency Admissions,30,2985,48,90.1
2017/18 Q4,Moray,All Ages,Emergency Admissions Bed Days,600,40365,960,1221.5
2017/18 Q4,Moray,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Moray,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Moray,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Moray,18-64 years,A&E Attendances,5,285,55.6,91.9
2017/18 Q4,Moray,18-64 years,Emergency Admissions,5,240,55.6,77
2017/18 Q4,Moray,18-64 years,Emergency Admissions Bed Days,50,8640,555.6,2787.1
2017/18 Q4,Moray,65-74 years,A&E Attendances,0,365,0,103.5
2017/18 Q4,Moray,65-74 years,Emergency Admissions,0,350,0,99.2
2017/18 Q4,Moray,65-74 years,Emergency Admissions Bed Days,165,6080,2357.1,1724.8
2017/18 Q4,Moray,75-84 years,A&E Attendances,5,1035,29.4,102.5
2017/18 Q4,Moray,75-84 years,Emergency Admissions,5,960,29.4,94.9
2017/18 Q4,Moray,75-84 years,Emergency Admissions Bed Days,30,11595,176.5,1148
2017/18 Q4,Moray,85+ years,A&E Attendances,20,1660,67.8,102.3
2017/18 Q4,Moray,85+ years,Emergency Admissions,15,1430,50.8,87.9
2017/18 Q4,Moray,85+ years,Emergency Admissions Bed Days,350,14045,1186.4,865.4
2017/18 Q4,Moray,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Moray,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Moray,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,North Ayrshire,All Ages,A&E Attendances,105,3360,99.5,101.7
2017/18 Q4,North Ayrshire,All Ages,Emergency Admissions,95,2985,90,90.1
2017/18 Q4,North Ayrshire,All Ages,Emergency Admissions Bed Days,1350,40365,1279.6,1221.5
2017/18 Q4,North Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,North Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,North Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,North Ayrshire,18-64 years,A&E Attendances,5,285,55.6,91.9
2017/18 Q4,North Ayrshire,18-64 years,Emergency Admissions,5,240,55.6,77
2017/18 Q4,North Ayrshire,18-64 years,Emergency Admissions Bed Days,30,8640,333.3,2787.1
2017/18 Q4,North Ayrshire,65-74 years,A&E Attendances,15,365,136.4,103.5
2017/18 Q4,North Ayrshire,65-74 years,Emergency Admissions,10,350,90.9,99.2
2017/18 Q4,North Ayrshire,65-74 years,Emergency Admissions Bed Days,110,6080,1000,1724.8
2017/18 Q4,North Ayrshire,75-84 years,A&E Attendances,30,1035,83.3,102.5
2017/18 Q4,North Ayrshire,75-84 years,Emergency Admissions,35,960,97.2,94.9
2017/18 Q4,North Ayrshire,75-84 years,Emergency Admissions Bed Days,695,11595,1930.6,1148
2017/18 Q4,North Ayrshire,85+ years,A&E Attendances,50,1660,101,102.3
2017/18 Q4,North Ayrshire,85+ years,Emergency Admissions,45,1430,90.9,87.9
2017/18 Q4,North Ayrshire,85+ years,Emergency Admissions Bed Days,515,14045,1040.4,865.4
2017/18 Q4,North Ayrshire,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,North Ayrshire,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,North Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,North Lanarkshire,All Ages,A&E Attendances,225,3360,143.8,101.7
2017/18 Q4,North Lanarkshire,All Ages,Emergency Admissions,150,2985,95.8,90.1
2017/18 Q4,North Lanarkshire,All Ages,Emergency Admissions Bed Days,1135,40365,725.2,1221.5
2017/18 Q4,North Lanarkshire,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,North Lanarkshire,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,North Lanarkshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,North Lanarkshire,18-64 years,A&E Attendances,15,285,214.3,91.9
2017/18 Q4,North Lanarkshire,18-64 years,Emergency Admissions,10,240,142.9,77
2017/18 Q4,North Lanarkshire,18-64 years,Emergency Admissions Bed Days,110,8640,1571.4,2787.1
2017/18 Q4,North Lanarkshire,65-74 years,A&E Attendances,25,365,131.6,103.5
2017/18 Q4,North Lanarkshire,65-74 years,Emergency Admissions,15,350,78.9,99.2
2017/18 Q4,North Lanarkshire,65-74 years,Emergency Admissions Bed Days,85,6080,447.4,1724.8
2017/18 Q4,North Lanarkshire,75-84 years,A&E Attendances,95,1035,161,102.5
2017/18 Q4,North Lanarkshire,75-84 years,Emergency Admissions,65,960,110.2,94.9
2017/18 Q4,North Lanarkshire,75-84 years,Emergency Admissions Bed Days,560,11595,949.2,1148
2017/18 Q4,North Lanarkshire,85+ years,A&E Attendances,95,1660,132.9,102.3
2017/18 Q4,North Lanarkshire,85+ years,Emergency Admissions,65,1430,90.9,87.9
2017/18 Q4,North Lanarkshire,85+ years,Emergency Admissions Bed Days,380,14045,531.5,865.4
2017/18 Q4,North Lanarkshire,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,North Lanarkshire,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,North Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Orkney Islands,All Ages,A&E Attendances,15,3360,157.9,101.7
2017/18 Q4,Orkney Islands,All Ages,Emergency Admissions,10,2985,105.3,90.1
2017/18 Q4,Orkney Islands,All Ages,Emergency Admissions Bed Days,50,40365,526.3,1221.5
2017/18 Q4,Orkney Islands,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Orkney Islands,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Orkney Islands,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Orkney Islands,18-64 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Orkney Islands,18-64 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Orkney Islands,18-64 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Orkney Islands,65-74 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Orkney Islands,65-74 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Orkney Islands,65-74 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Orkney Islands,75-84 years,A&E Attendances,5,1035,111.1,102.5
2017/18 Q4,Orkney Islands,75-84 years,Emergency Admissions,5,960,111.1,94.9
2017/18 Q4,Orkney Islands,75-84 years,Emergency Admissions Bed Days,25,11595,555.6,1148
2017/18 Q4,Orkney Islands,85+ years,A&E Attendances,5,1660,111.1,102.3
2017/18 Q4,Orkney Islands,85+ years,Emergency Admissions,5,1430,111.1,87.9
2017/18 Q4,Orkney Islands,85+ years,Emergency Admissions Bed Days,25,14045,555.6,865.4
2017/18 Q4,Orkney Islands,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Orkney Islands,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Orkney Islands,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Perth and Kinross,All Ages,A&E Attendances,75,3360,57.5,101.7
2017/18 Q4,Perth and Kinross,All Ages,Emergency Admissions,85,2985,65.1,90.1
2017/18 Q4,Perth and Kinross,All Ages,Emergency Admissions Bed Days,1225,40365,938.7,1221.5
2017/18 Q4,Perth and Kinross,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Perth and Kinross,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Perth and Kinross,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Perth and Kinross,18-64 years,A&E Attendances,5,285,37,91.9
2017/18 Q4,Perth and Kinross,18-64 years,Emergency Admissions,5,240,37,77
2017/18 Q4,Perth and Kinross,18-64 years,Emergency Admissions Bed Days,40,8640,296.3,2787.1
2017/18 Q4,Perth and Kinross,65-74 years,A&E Attendances,5,365,43.5,103.5
2017/18 Q4,Perth and Kinross,65-74 years,Emergency Admissions,10,350,87,99.2
2017/18 Q4,Perth and Kinross,65-74 years,Emergency Admissions Bed Days,210,6080,1826.1,1724.8
2017/18 Q4,Perth and Kinross,75-84 years,A&E Attendances,25,1035,70.4,102.5
2017/18 Q4,Perth and Kinross,75-84 years,Emergency Admissions,25,960,70.4,94.9
2017/18 Q4,Perth and Kinross,75-84 years,Emergency Admissions Bed Days,460,11595,1295.8,1148
2017/18 Q4,Perth and Kinross,85+ years,A&E Attendances,40,1660,57.1,102.3
2017/18 Q4,Perth and Kinross,85+ years,Emergency Admissions,45,1430,64.3,87.9
2017/18 Q4,Perth and Kinross,85+ years,Emergency Admissions Bed Days,510,14045,728.6,865.4
2017/18 Q4,Perth and Kinross,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Perth and Kinross,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Perth and Kinross,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Renfrewshire,All Ages,A&E Attendances,180,3360,147.5,101.7
2017/18 Q4,Renfrewshire,All Ages,Emergency Admissions,125,2985,102,90.1
2017/18 Q4,Renfrewshire,All Ages,Emergency Admissions Bed Days,1310,40365,1073.8,1221.5
2017/18 Q4,Renfrewshire,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Renfrewshire,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Renfrewshire,18-64 years,A&E Attendances,20,285,166.7,91.9
2017/18 Q4,Renfrewshire,18-64 years,Emergency Admissions,15,240,125,77
2017/18 Q4,Renfrewshire,18-64 years,Emergency Admissions Bed Days,170,8640,1416.7,2787.1
2017/18 Q4,Renfrewshire,65-74 years,A&E Attendances,20,365,137.9,103.5
2017/18 Q4,Renfrewshire,65-74 years,Emergency Admissions,15,350,103.4,99.2
2017/18 Q4,Renfrewshire,65-74 years,Emergency Admissions Bed Days,130,6080,896.6,1724.8
2017/18 Q4,Renfrewshire,75-84 years,A&E Attendances,55,1035,134.1,102.5
2017/18 Q4,Renfrewshire,75-84 years,Emergency Admissions,40,960,97.6,94.9
2017/18 Q4,Renfrewshire,75-84 years,Emergency Admissions Bed Days,385,11595,939,1148
2017/18 Q4,Renfrewshire,85+ years,A&E Attendances,90,1660,166.7,102.3
2017/18 Q4,Renfrewshire,85+ years,Emergency Admissions,55,1430,100.9,87.9
2017/18 Q4,Renfrewshire,85+ years,Emergency Admissions Bed Days,625,14045,1157.4,865.4
2017/18 Q4,Renfrewshire,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Renfrewshire,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Scottish Borders,All Ages,A&E Attendances,100,3360,128.2,101.7
2017/18 Q4,Scottish Borders,All Ages,Emergency Admissions,70,2985,89.7,90.1
2017/18 Q4,Scottish Borders,All Ages,Emergency Admissions Bed Days,830,40365,1064.1,1221.5
2017/18 Q4,Scottish Borders,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Scottish Borders,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Scottish Borders,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Scottish Borders,18-64 years,A&E Attendances,0,285,0,91.9
2017/18 Q4,Scottish Borders,18-64 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Scottish Borders,18-64 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Scottish Borders,65-74 years,A&E Attendances,5,365,90.9,103.5
2017/18 Q4,Scottish Borders,65-74 years,Emergency Admissions,5,350,90.9,99.2
2017/18 Q4,Scottish Borders,65-74 years,Emergency Admissions Bed Days,135,6080,2454.5,1724.8
2017/18 Q4,Scottish Borders,75-84 years,A&E Attendances,30,1035,130.4,102.5
2017/18 Q4,Scottish Borders,75-84 years,Emergency Admissions,20,960,87,94.9
2017/18 Q4,Scottish Borders,75-84 years,Emergency Admissions Bed Days,265,11595,1152.2,1148
2017/18 Q4,Scottish Borders,85+ years,A&E Attendances,60,1660,129,102.3
2017/18 Q4,Scottish Borders,85+ years,Emergency Admissions,40,1430,86,87.9
2017/18 Q4,Scottish Borders,85+ years,Emergency Admissions Bed Days,430,14045,924.7,865.4
2017/18 Q4,Scottish Borders,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Scottish Borders,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Scottish Borders,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Shetland Islands,All Ages,A&E Attendances,15,3360,130.4,101.7
2017/18 Q4,Shetland Islands,All Ages,Emergency Admissions,15,2985,130.4,90.1
2017/18 Q4,Shetland Islands,All Ages,Emergency Admissions Bed Days,95,40365,826.1,1221.5
2017/18 Q4,Shetland Islands,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Shetland Islands,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Shetland Islands,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Shetland Islands,18-64 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Shetland Islands,18-64 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Shetland Islands,18-64 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Shetland Islands,65-74 years,A&E Attendances,0,365,0,103.5
2017/18 Q4,Shetland Islands,65-74 years,Emergency Admissions,0,350,0,99.2
2017/18 Q4,Shetland Islands,65-74 years,Emergency Admissions Bed Days,5,6080,333.3,1724.8
2017/18 Q4,Shetland Islands,75-84 years,A&E Attendances,5,1035,142.9,102.5
2017/18 Q4,Shetland Islands,75-84 years,Emergency Admissions,5,960,142.9,94.9
2017/18 Q4,Shetland Islands,75-84 years,Emergency Admissions Bed Days,35,11595,1000,1148
2017/18 Q4,Shetland Islands,85+ years,A&E Attendances,10,1660,166.7,102.3
2017/18 Q4,Shetland Islands,85+ years,Emergency Admissions,10,1430,166.7,87.9
2017/18 Q4,Shetland Islands,85+ years,Emergency Admissions Bed Days,55,14045,916.7,865.4
2017/18 Q4,Shetland Islands,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,Shetland Islands,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Shetland Islands,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,South Ayrshire,All Ages,A&E Attendances,155,3360,144.9,101.7
2017/18 Q4,South Ayrshire,All Ages,Emergency Admissions,155,2985,144.2,90.1
2017/18 Q4,South Ayrshire,All Ages,Emergency Admissions Bed Days,1305,40365,1219.6,1221.5
2017/18 Q4,South Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,South Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,South Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,South Ayrshire,18-64 years,A&E Attendances,5,285,83.3,91.9
2017/18 Q4,South Ayrshire,18-64 years,Emergency Admissions,5,240,83.3,77
2017/18 Q4,South Ayrshire,18-64 years,Emergency Admissions Bed Days,130,8640,2166.7,2787.1
2017/18 Q4,South Ayrshire,65-74 years,A&E Attendances,25,365,238.1,103.5
2017/18 Q4,South Ayrshire,65-74 years,Emergency Admissions,20,350,190.5,99.2
2017/18 Q4,South Ayrshire,65-74 years,Emergency Admissions Bed Days,145,6080,1381,1724.8
2017/18 Q4,South Ayrshire,75-84 years,A&E Attendances,55,1035,150.7,102.5
2017/18 Q4,South Ayrshire,75-84 years,Emergency Admissions,55,960,150.7,94.9
2017/18 Q4,South Ayrshire,75-84 years,Emergency Admissions Bed Days,525,11595,1438.4,1148
2017/18 Q4,South Ayrshire,85+ years,A&E Attendances,75,1660,137.6,102.3
2017/18 Q4,South Ayrshire,85+ years,Emergency Admissions,75,1430,137.6,87.9
2017/18 Q4,South Ayrshire,85+ years,Emergency Admissions Bed Days,500,14045,917.4,865.4
2017/18 Q4,South Ayrshire,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,South Ayrshire,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,South Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,South Lanarkshire,All Ages,A&E Attendances,290,3360,144.6,101.7
2017/18 Q4,South Lanarkshire,All Ages,Emergency Admissions,205,2985,100.2,90.1
2017/18 Q4,South Lanarkshire,All Ages,Emergency Admissions Bed Days,1760,40365,877.8,1221.5
2017/18 Q4,South Lanarkshire,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,South Lanarkshire,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,South Lanarkshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,South Lanarkshire,18-64 years,A&E Attendances,20,285,90.9,91.9
2017/18 Q4,South Lanarkshire,18-64 years,Emergency Admissions,10,240,44.4,77
2017/18 Q4,South Lanarkshire,18-64 years,Emergency Admissions Bed Days,90,8640,409.1,2787.1
2017/18 Q4,South Lanarkshire,65-74 years,A&E Attendances,35,365,152.2,103.5
2017/18 Q4,South Lanarkshire,65-74 years,Emergency Admissions,30,350,127.7,99.2
2017/18 Q4,South Lanarkshire,65-74 years,Emergency Admissions Bed Days,295,6080,1282.6,1724.8
2017/18 Q4,South Lanarkshire,75-84 years,A&E Attendances,85,1035,138.2,102.5
2017/18 Q4,South Lanarkshire,75-84 years,Emergency Admissions,70,960,111.1,94.9
2017/18 Q4,South Lanarkshire,75-84 years,Emergency Admissions Bed Days,675,11595,1097.6,1148
2017/18 Q4,South Lanarkshire,85+ years,A&E Attendances,150,1660,159.6,102.3
2017/18 Q4,South Lanarkshire,85+ years,Emergency Admissions,95,1430,99.5,87.9
2017/18 Q4,South Lanarkshire,85+ years,Emergency Admissions Bed Days,705,14045,750,865.4
2017/18 Q4,South Lanarkshire,Unknown,A&E Attendances,0,0,NA,NA
2017/18 Q4,South Lanarkshire,Unknown,Emergency Admissions,0,0,NA,NA
2017/18 Q4,South Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Stirling,All Ages,A&E Attendances,45,3360,81.8,101.7
2017/18 Q4,Stirling,All Ages,Emergency Admissions,35,2985,63.6,90.1
2017/18 Q4,Stirling,All Ages,Emergency Admissions Bed Days,425,40365,772.7,1221.5
2017/18 Q4,Stirling,0-17 years,A&E Attendances,0,0,NA,NA
2017/18 Q4,Stirling,0-17 years,Emergency Admissions,0,0,NA,NA
2017/18 Q4,Stirling,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2017/18 Q4,Stirling,18-64 years,A&E Attendances,5,285,66.7,91.9
2017/18 Q4,Stirling,18-64 years,Emergency Admissions,5,240,66.7,77
2017/18 Q4,Stirling,18-64 years,Emergency Admissions Bed Days,65,8640,866.7,2787.1
2017/18 Q4,Stirling,65-74 years,A&E Attendances,5,365,90.9,103.5
2017/18 Q4,Stirling,65-74 years,Emergency Admissions,5,350,90.9,99.2
2017/18 Q4,Stirling,65-74 years,Emergency Admissions Bed Days,35,6080,636.4,1724.8
