financial_year,financial_quarter,sending_location,age_group,measure,value,scotland_value,rate_per_1000,scotland_rate,nursing_care_provision
2018/19,2018/19 Q2,East Ayrshire,18+ years,A&E Attendances,80,4355,109.6,124.5,Nursing Provision provided
2018/19,2018/19 Q2,East Ayrshire,18+ years,Emergency Admissions,90,3505,123.3,100.2,Nursing Provision provided
2018/19,2018/19 Q2,East Ayrshire,18-64 years,A&E Attendances,10,520,166.7,147.5,Nursing Provision provided
2018/19,2018/19 Q2,East Ayrshire,18-64 years,Emergency Admissions,5,390,83.3,110.6,Nursing Provision provided
2018/19,2018/19 Q2,East Ayrshire,65+ years,A&E Attendances,70,3830,104.5,121.8,Nursing Provision provided
2018/19,2018/19 Q2,East Ayrshire,65+ years,Emergency Admissions,85,3115,126.9,99.1,Nursing Provision provided
2018/19,2018/19 Q2,East Dunbartonshire,18+ years,A&E Attendances,115,4355,133.7,124.5,Nursing Provision provided
2018/19,2018/19 Q2,East Dunbartonshire,18+ years,Emergency Admissions,90,3505,104.7,100.2,Nursing Provision provided
2018/19,2018/19 Q2,East Dunbartonshire,18-64 years,A&E Attendances,10,520,222.2,147.5,Nursing Provision provided
2018/19,2018/19 Q2,East Dunbartonshire,18-64 years,Emergency Admissions,10,390,222.2,110.6,Nursing Provision provided
2018/19,2018/19 Q2,East Dunbartonshire,65+ years,A&E Attendances,105,3830,128.8,121.8,Nursing Provision provided
2018/19,2018/19 Q2,East Dunbartonshire,65+ years,Emergency Admissions,80,3115,98.2,99.1,Nursing Provision provided
2018/19,2018/19 Q2,East Lothian,18+ years,A&E Attendances,85,4355,121.4,124.5,Nursing Provision provided
2018/19,2018/19 Q2,East Lothian,18+ years,Emergency Admissions,65,3505,92.9,100.2,Nursing Provision provided
2018/19,2018/19 Q2,East Lothian,18-64 years,A&E Attendances,5,520,100,147.5,Nursing Provision provided
2018/19,2018/19 Q2,East Lothian,18-64 years,Emergency Admissions,5,390,100,110.6,Nursing Provision provided
2018/19,2018/19 Q2,East Lothian,65+ years,A&E Attendances,80,3830,123.1,121.8,Nursing Provision provided
2018/19,2018/19 Q2,East Lothian,65+ years,Emergency Admissions,60,3115,92.3,99.1,Nursing Provision provided
2018/19,2018/19 Q2,East Renfrewshire,18+ years,A&E Attendances,75,4355,128.2,124.5,Nursing Provision provided
2018/19,2018/19 Q2,East Renfrewshire,18+ years,Emergency Admissions,40,3505,68.4,100.2,Nursing Provision provided
2018/19,2018/19 Q2,East Renfrewshire,18-64 years,A&E Attendances,5,520,166.7,147.5,Nursing Provision provided
2018/19,2018/19 Q2,East Renfrewshire,18-64 years,Emergency Admissions,5,390,166.7,110.6,Nursing Provision provided
2018/19,2018/19 Q2,East Renfrewshire,65+ years,A&E Attendances,65,3830,117.1,121.8,Nursing Provision provided
2018/19,2018/19 Q2,East Renfrewshire,65+ years,Emergency Admissions,35,3115,63.1,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Falkirk,18+ years,A&E Attendances,120,4355,105.7,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Falkirk,18+ years,Emergency Admissions,105,3505,92.5,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Falkirk,18-64 years,A&E Attendances,15,520,88.2,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Falkirk,18-64 years,Emergency Admissions,15,390,88.2,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Falkirk,65+ years,A&E Attendances,105,3830,108.8,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Falkirk,65+ years,Emergency Admissions,90,3115,93.3,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Fife,18+ years,A&E Attendances,285,4355,106.1,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Fife,18+ years,Emergency Admissions,320,3505,119.2,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Fife,18-64 years,A&E Attendances,20,520,102.6,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Fife,18-64 years,Emergency Admissions,20,390,102.6,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Fife,65+ years,A&E Attendances,260,3830,104.4,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Fife,65+ years,Emergency Admissions,300,3115,120.5,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Glasgow City,18+ years,A&E Attendances,670,4355,167.5,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Glasgow City,18+ years,Emergency Admissions,545,3505,136.2,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Glasgow City,18-64 years,A&E Attendances,140,520,224,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Glasgow City,18-64 years,Emergency Admissions,95,390,152,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Glasgow City,65+ years,A&E Attendances,530,3830,157,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Glasgow City,65+ years,Emergency Admissions,450,3115,133.3,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Highland,18+ years,A&E Attendances,195,4355,103.2,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Highland,18+ years,Emergency Admissions,165,3505,87.3,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Highland,18-64 years,A&E Attendances,15,520,83.3,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Highland,18-64 years,Emergency Admissions,15,390,83.3,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Highland,65+ years,A&E Attendances,175,3830,102.3,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Highland,65+ years,Emergency Admissions,150,3115,87.7,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Inverclyde,18+ years,A&E Attendances,95,4355,171.2,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Inverclyde,18+ years,Emergency Admissions,70,3505,126.1,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Inverclyde,18-64 years,A&E Attendances,15,520,300,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Inverclyde,18-64 years,Emergency Admissions,10,390,200,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Inverclyde,65+ years,A&E Attendances,80,3830,158.4,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Inverclyde,65+ years,Emergency Admissions,60,3115,118.8,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Midlothian,18+ years,A&E Attendances,50,4355,98,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Midlothian,18+ years,Emergency Admissions,30,3505,58.8,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Midlothian,18-64 years,A&E Attendances,0,520,0,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Midlothian,18-64 years,Emergency Admissions,0,390,0,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Midlothian,65+ years,A&E Attendances,50,3830,106.4,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Midlothian,65+ years,Emergency Admissions,30,3115,63.8,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Moray,18+ years,A&E Attendances,40,4355,69.6,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Moray,18+ years,Emergency Admissions,35,3505,60.9,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Moray,18-64 years,A&E Attendances,5,520,58.8,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Moray,18-64 years,Emergency Admissions,5,390,58.8,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Moray,65+ years,A&E Attendances,35,3830,71.4,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Moray,65+ years,Emergency Admissions,30,3115,61.2,99.1,Nursing Provision provided
2018/19,2018/19 Q2,North Ayrshire,18+ years,A&E Attendances,120,4355,129,124.5,Nursing Provision provided
2018/19,2018/19 Q2,North Ayrshire,18+ years,Emergency Admissions,105,3505,112.9,100.2,Nursing Provision provided
2018/19,2018/19 Q2,North Ayrshire,18-64 years,A&E Attendances,20,520,210.5,147.5,Nursing Provision provided
2018/19,2018/19 Q2,North Ayrshire,18-64 years,Emergency Admissions,10,390,105.3,110.6,Nursing Provision provided
2018/19,2018/19 Q2,North Ayrshire,65+ years,A&E Attendances,95,3830,114.5,121.8,Nursing Provision provided
2018/19,2018/19 Q2,North Ayrshire,65+ years,Emergency Admissions,90,3115,108.4,99.1,Nursing Provision provided
2018/19,2018/19 Q2,North Lanarkshire,18+ years,A&E Attendances,225,4355,150.5,124.5,Nursing Provision provided
2018/19,2018/19 Q2,North Lanarkshire,18+ years,Emergency Admissions,140,3505,93.6,100.2,Nursing Provision provided
2018/19,2018/19 Q2,North Lanarkshire,18-64 years,A&E Attendances,15,520,187.5,147.5,Nursing Provision provided
2018/19,2018/19 Q2,North Lanarkshire,18-64 years,Emergency Admissions,10,390,125,110.6,Nursing Provision provided
2018/19,2018/19 Q2,North Lanarkshire,65+ years,A&E Attendances,205,3830,144.4,121.8,Nursing Provision provided
2018/19,2018/19 Q2,North Lanarkshire,65+ years,Emergency Admissions,130,3115,91.5,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Perth and Kinross,18+ years,A&E Attendances,60,4355,50.8,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Perth and Kinross,18+ years,Emergency Admissions,75,3505,63.6,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Perth and Kinross,18-64 years,A&E Attendances,10,520,80,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Perth and Kinross,18-64 years,Emergency Admissions,10,390,80,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Perth and Kinross,65+ years,A&E Attendances,50,3830,47.4,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Perth and Kinross,65+ years,Emergency Admissions,65,3115,61.6,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Renfrewshire,18+ years,A&E Attendances,265,4355,236.6,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Renfrewshire,18+ years,Emergency Admissions,175,3505,156.2,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Renfrewshire,18-64 years,A&E Attendances,15,520,142.9,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Renfrewshire,18-64 years,Emergency Admissions,10,390,95.2,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Renfrewshire,65+ years,A&E Attendances,250,3830,246.3,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Renfrewshire,65+ years,Emergency Admissions,160,3115,157.6,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Scottish Borders,18+ years,A&E Attendances,105,4355,142.9,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Scottish Borders,18+ years,Emergency Admissions,80,3505,108.8,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Scottish Borders,18-64 years,A&E Attendances,0,520,0,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Scottish Borders,18-64 years,Emergency Admissions,0,390,0,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Scottish Borders,65+ years,A&E Attendances,105,3830,148.9,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Scottish Borders,65+ years,Emergency Admissions,80,3115,113.5,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Shetland,18+ years,A&E Attendances,25,4355,185.2,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Shetland,18+ years,Emergency Admissions,15,3505,111.1,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Shetland,18-64 years,A&E Attendances,5,520,500,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Shetland,18-64 years,Emergency Admissions,5,390,500,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Shetland,65+ years,A&E Attendances,20,3830,160,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Shetland,65+ years,Emergency Admissions,10,3115,80,99.1,Nursing Provision provided
2018/19,2018/19 Q2,South Ayrshire,18+ years,A&E Attendances,150,4355,160.4,124.5,Nursing Provision provided
2018/19,2018/19 Q2,South Ayrshire,18+ years,Emergency Admissions,130,3505,139,100.2,Nursing Provision provided
2018/19,2018/19 Q2,South Ayrshire,18-64 years,A&E Attendances,15,520,272.7,147.5,Nursing Provision provided
2018/19,2018/19 Q2,South Ayrshire,18-64 years,Emergency Admissions,10,390,181.8,110.6,Nursing Provision provided
2018/19,2018/19 Q2,South Ayrshire,65+ years,A&E Attendances,135,3830,153.4,121.8,Nursing Provision provided
2018/19,2018/19 Q2,South Ayrshire,65+ years,Emergency Admissions,120,3115,136.4,99.1,Nursing Provision provided
2018/19,2018/19 Q2,South Lanarkshire,18+ years,A&E Attendances,370,4355,193.7,124.5,Nursing Provision provided
2018/19,2018/19 Q2,South Lanarkshire,18+ years,Emergency Admissions,230,3505,120.4,100.2,Nursing Provision provided
2018/19,2018/19 Q2,South Lanarkshire,18-64 years,A&E Attendances,45,520,230.8,147.5,Nursing Provision provided
2018/19,2018/19 Q2,South Lanarkshire,18-64 years,Emergency Admissions,25,390,128.2,110.6,Nursing Provision provided
2018/19,2018/19 Q2,South Lanarkshire,65+ years,A&E Attendances,320,3830,186.6,121.8,Nursing Provision provided
2018/19,2018/19 Q2,South Lanarkshire,65+ years,Emergency Admissions,205,3115,119.5,99.1,Nursing Provision provided
2018/19,2018/19 Q2,Stirling,18+ years,A&E Attendances,55,4355,88.7,124.5,Nursing Provision provided
2018/19,2018/19 Q2,Stirling,18+ years,Emergency Admissions,40,3505,64.5,100.2,Nursing Provision provided
2018/19,2018/19 Q2,Stirling,18-64 years,A&E Attendances,10,520,125,147.5,Nursing Provision provided
2018/19,2018/19 Q2,Stirling,18-64 years,Emergency Admissions,5,390,62.5,110.6,Nursing Provision provided
2018/19,2018/19 Q2,Stirling,65+ years,A&E Attendances,45,3830,83.3,121.8,Nursing Provision provided
2018/19,2018/19 Q2,Stirling,65+ years,Emergency Admissions,30,3115,55.6,99.1,Nursing Provision provided
2018/19,2018/19 Q2,West Dunbartonshire,18+ years,A&E Attendances,135,4355,195.7,124.5,Nursing Provision provided
2018/19,2018/19 Q2,West Dunbartonshire,18+ years,Emergency Admissions,100,3505,144.9,100.2,Nursing Provision provided
2018/19,2018/19 Q2,West Dunbartonshire,18-64 years,A&E Attendances,15,520,250,147.5,Nursing Provision provided
2018/19,2018/19 Q2,West Dunbartonshire,18-64 years,Emergency Admissions,10,390,166.7,110.6,Nursing Provision provided
2018/19,2018/19 Q2,West Dunbartonshire,65+ years,A&E Attendances,120,3830,190.5,121.8,Nursing Provision provided
2018/19,2018/19 Q2,West Dunbartonshire,65+ years,Emergency Admissions,90,3115,142.9,99.1,Nursing Provision provided
2018/19,2018/19 Q2,West Lothian,18+ years,A&E Attendances,110,4355,142.9,124.5,Nursing Provision provided
2018/19,2018/19 Q2,West Lothian,18+ years,Emergency Admissions,75,3505,97.4,100.2,Nursing Provision provided
2018/19,2018/19 Q2,West Lothian,18-64 years,A&E Attendances,5,520,52.6,147.5,Nursing Provision provided
2018/19,2018/19 Q2,West Lothian,18-64 years,Emergency Admissions,5,390,52.6,110.6,Nursing Provision provided
2018/19,2018/19 Q2,West Lothian,65+ years,A&E Attendances,105,3830,156.7,121.8,Nursing Provision provided
2018/19,2018/19 Q2,West Lothian,65+ years,Emergency Admissions,70,3115,104.5,99.1,Nursing Provision provided
2018/19,2018/19 Q3,Scotland (All Areas Submitted),18+ years,A&E Attendances,4710,4710,132.9,132.9,Nursing Provision provided
2018/19,2018/19 Q3,Scotland (All Areas Submitted),18+ years,Emergency Admissions,3830,3830,108.1,108.1,Nursing Provision provided
2018/19,2018/19 Q3,Scotland (All Areas Submitted),18-64 years,A&E Attendances,490,490,137.6,137.6,Nursing Provision provided
2018/19,2018/19 Q3,Scotland (All Areas Submitted),18-64 years,Emergency Admissions,370,370,103.9,103.9,Nursing Provision provided
2018/19,2018/19 Q3,Scotland (All Areas Submitted),65+ years,A&E Attendances,4220,4220,132.4,132.4,Nursing Provision provided
2018/19,2018/19 Q3,Scotland (All Areas Submitted),65+ years,Emergency Admissions,3460,3460,108.5,108.5,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeen City,18+ years,A&E Attendances,125,4710,73.7,132.9,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeen City,18+ years,Emergency Admissions,150,3830,88.5,108.1,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeen City,18-64 years,A&E Attendances,20,490,74.1,137.6,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeen City,18-64 years,Emergency Admissions,10,370,37,103.9,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeen City,65+ years,A&E Attendances,110,4220,77.2,132.4,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeen City,65+ years,Emergency Admissions,140,3460,98.2,108.5,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeenshire,18+ years,A&E Attendances,95,4710,55.6,132.9,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeenshire,18+ years,Emergency Admissions,115,3830,67.3,108.1,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeenshire,18-64 years,A&E Attendances,10,490,52.6,137.6,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeenshire,18-64 years,Emergency Admissions,10,370,52.6,103.9,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeenshire,65+ years,A&E Attendances,85,4220,56.1,132.4,Nursing Provision provided
2018/19,2018/19 Q3,Aberdeenshire,65+ years,Emergency Admissions,105,3460,69.3,108.5,Nursing Provision provided
2018/19,2018/19 Q3,Angus,18+ years,A&E Attendances,50,4710,62.1,132.9,Nursing Provision provided
2018/19,2018/19 Q3,Angus,18+ years,Emergency Admissions,55,3830,68.3,108.1,Nursing Provision provided
2018/19,2018/19 Q3,Angus,18-64 years,A&E Attendances,5,490,62.5,137.6,Nursing Provision provided
2018/19,2018/19 Q3,Angus,18-64 years,Emergency Admissions,5,370,62.5,103.9,Nursing Provision provided
2018/19,2018/19 Q3,Angus,65+ years,A&E Attendances,45,4220,62.1,132.4,Nursing Provision provided
2018/19,2018/19 Q3,Angus,65+ years,Emergency Admissions,50,3460,69,108.5,Nursing Provision provided
2018/19,2018/19 Q3,Argyll and Bute,18+ years,A&E Attendances,70,4710,110.2,132.9,Nursing Provision provided
2018/19,2018/19 Q3,Argyll and Bute,18+ years,Emergency Admissions,80,3830,126,108.1,Nursing Provision provided
2018/19,2018/19 Q3,Argyll and Bute,18-64 years,A&E Attendances,5,490,83.3,137.6,Nursing Provision provided
2018/19,2018/19 Q3,Argyll and Bute,18-64 years,Emergency Admissions,5,370,83.3,103.9,Nursing Provision provided
2018/19,2018/19 Q3,Argyll and Bute,65+ years,A&E Attendances,65,4220,113,132.4,Nursing Provision provided
2018/19,2018/19 Q3,Argyll and Bute,65+ years,Emergency Admissions,75,3460,130.4,108.5,Nursing Provision provided
2018/19,2018/19 Q3,City of Edinburgh,18+ years,A&E Attendances,420,4710,147.1,132.9,Nursing Provision provided
2018/19,2018/19 Q3,City of Edinburgh,18+ years,Emergency Admissions,240,3830,84.1,108.1,Nursing Provision provided
2018/19,2018/19 Q3,City of Edinburgh,18-64 years,A&E Attendances,45,490,187.5,137.6,Nursing Provision provided
2018/19,2018/19 Q3,City of Edinburgh,18-64 years,Emergency Admissions,30,370,125,103.9,Nursing Provision provided
2018/19,2018/19 Q3,City of Edinburgh,65+ years,A&E Attendances,375,4220,143.4,132.4,Nursing Provision provided
2018/19,2018/19 Q3,City of Edinburgh,65+ years,Emergency Admissions,215,3460,82.2,108.5,Nursing Provision provided
2018/19,2018/19 Q3,Clackmannanshire,18+ years,A&E Attendances,30,4710,98.4,132.9,Nursing Provision provided
2018/19,2018/19 Q3,Clackmannanshire,18+ years,Emergency Admissions,15,3830,49.2,108.1,Nursing Provision provided
