financial_quarter,sending_location,age_group,referral_source,referrals,percentage,scotland_referrals,scotland_percentage
2017/18 Q4,East Dunbartonshire,18-64 years,GP,0,0,10,2
2017/18 Q4,East Dunbartonshire,18-64 years,Care Home,0,0,0,0
2017/18 Q4,East Dunbartonshire,18-64 years,Self Referral,5,50,90,22
2017/18 Q4,East Dunbartonshire,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,East Dunbartonshire,65-74 years,999 Emergency Services,10,100,400,88
2017/18 Q4,East Dunbartonshire,65-74 years,GP,0,0,10,2
2017/18 Q4,East Dunbartonshire,65-74 years,Care Home,0,0,0,0
2017/18 Q4,East Dunbartonshire,65-74 years,Self Referral,0,0,35,8
2017/18 Q4,East Dunbartonshire,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,East Dunbartonshire,75-84 years,999 Emergency Services,30,85.7,1050,86
2017/18 Q4,East Dunbartonshire,75-84 years,GP,0,0,20,2
2017/18 Q4,East Dunbartonshire,75-84 years,Care Home,0,0,10,1
2017/18 Q4,East Dunbartonshire,75-84 years,Self Referral,5,14.3,105,9
2017/18 Q4,East Dunbartonshire,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,East Dunbartonshire,85+ years,999 Emergency Services,45,75,1640,83
2017/18 Q4,East Dunbartonshire,85+ years,GP,0,0,40,2
2017/18 Q4,East Dunbartonshire,85+ years,Care Home,0,0,15,1
2017/18 Q4,East Dunbartonshire,85+ years,Self Referral,10,16.7,195,10
2017/18 Q4,East Dunbartonshire,85+ years,Other/Unknown,5,8.3,80,4
2017/18 Q4,East Dunbartonshire,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,East Dunbartonshire,Unknown,GP,0,NA,0,NA
2017/18 Q4,East Dunbartonshire,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,East Dunbartonshire,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,East Dunbartonshire,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,East Lothian,All Ages,999 Emergency Services,65,81.2,3355,82
2017/18 Q4,East Lothian,All Ages,GP,0,0,80,2
2017/18 Q4,East Lothian,All Ages,Care Home,0,0,30,1
2017/18 Q4,East Lothian,All Ages,Self Referral,10,12.5,435,11
2017/18 Q4,East Lothian,All Ages,Other/Unknown,5,6.2,175,4
2017/18 Q4,East Lothian,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,East Lothian,0-17 years,GP,0,NA,0,0
2017/18 Q4,East Lothian,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,East Lothian,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,East Lothian,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,East Lothian,18-64 years,999 Emergency Services,10,100,265,66
2017/18 Q4,East Lothian,18-64 years,GP,0,0,10,2
2017/18 Q4,East Lothian,18-64 years,Care Home,0,0,0,0
2017/18 Q4,East Lothian,18-64 years,Self Referral,0,0,90,22
2017/18 Q4,East Lothian,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,East Lothian,65-74 years,999 Emergency Services,10,100,400,88
2017/18 Q4,East Lothian,65-74 years,GP,0,0,10,2
2017/18 Q4,East Lothian,65-74 years,Care Home,0,0,0,0
2017/18 Q4,East Lothian,65-74 years,Self Referral,0,0,35,8
2017/18 Q4,East Lothian,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,East Lothian,75-84 years,999 Emergency Services,25,100,1050,86
2017/18 Q4,East Lothian,75-84 years,GP,0,0,20,2
2017/18 Q4,East Lothian,75-84 years,Care Home,0,0,10,1
2017/18 Q4,East Lothian,75-84 years,Self Referral,0,0,105,9
2017/18 Q4,East Lothian,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,East Lothian,85+ years,999 Emergency Services,20,66.7,1640,83
2017/18 Q4,East Lothian,85+ years,GP,0,0,40,2
2017/18 Q4,East Lothian,85+ years,Care Home,0,0,15,1
2017/18 Q4,East Lothian,85+ years,Self Referral,5,16.7,195,10
2017/18 Q4,East Lothian,85+ years,Other/Unknown,5,16.7,80,4
2017/18 Q4,East Lothian,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,East Lothian,Unknown,GP,0,NA,0,NA
2017/18 Q4,East Lothian,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,East Lothian,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,East Lothian,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,East Renfrewshire,All Ages,999 Emergency Services,55,78.6,3355,82
2017/18 Q4,East Renfrewshire,All Ages,GP,0,0,80,2
2017/18 Q4,East Renfrewshire,All Ages,Care Home,0,0,30,1
2017/18 Q4,East Renfrewshire,All Ages,Self Referral,15,21.4,435,11
2017/18 Q4,East Renfrewshire,All Ages,Other/Unknown,0,0,175,4
2017/18 Q4,East Renfrewshire,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,East Renfrewshire,0-17 years,GP,0,NA,0,0
2017/18 Q4,East Renfrewshire,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,East Renfrewshire,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,East Renfrewshire,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,East Renfrewshire,18-64 years,999 Emergency Services,5,100,265,66
2017/18 Q4,East Renfrewshire,18-64 years,GP,0,0,10,2
2017/18 Q4,East Renfrewshire,18-64 years,Care Home,0,0,0,0
2017/18 Q4,East Renfrewshire,18-64 years,Self Referral,0,0,90,22
2017/18 Q4,East Renfrewshire,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,East Renfrewshire,65-74 years,999 Emergency Services,5,100,400,88
2017/18 Q4,East Renfrewshire,65-74 years,GP,0,0,10,2
2017/18 Q4,East Renfrewshire,65-74 years,Care Home,0,0,0,0
2017/18 Q4,East Renfrewshire,65-74 years,Self Referral,0,0,35,8
2017/18 Q4,East Renfrewshire,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,East Renfrewshire,75-84 years,999 Emergency Services,15,75,1050,86
2017/18 Q4,East Renfrewshire,75-84 years,GP,0,0,20,2
2017/18 Q4,East Renfrewshire,75-84 years,Care Home,0,0,10,1
2017/18 Q4,East Renfrewshire,75-84 years,Self Referral,5,25,105,9
2017/18 Q4,East Renfrewshire,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,East Renfrewshire,85+ years,999 Emergency Services,30,75,1640,83
2017/18 Q4,East Renfrewshire,85+ years,GP,0,0,40,2
2017/18 Q4,East Renfrewshire,85+ years,Care Home,0,0,15,1
2017/18 Q4,East Renfrewshire,85+ years,Self Referral,10,25,195,10
2017/18 Q4,East Renfrewshire,85+ years,Other/Unknown,0,0,80,4
2017/18 Q4,East Renfrewshire,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,East Renfrewshire,Unknown,GP,0,NA,0,NA
2017/18 Q4,East Renfrewshire,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,East Renfrewshire,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,East Renfrewshire,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,Falkirk,All Ages,999 Emergency Services,115,79.3,3355,82
2017/18 Q4,Falkirk,All Ages,GP,5,3.4,80,2
2017/18 Q4,Falkirk,All Ages,Care Home,0,0,30,1
2017/18 Q4,Falkirk,All Ages,Self Referral,20,13.8,435,11
2017/18 Q4,Falkirk,All Ages,Other/Unknown,5,3.4,175,4
2017/18 Q4,Falkirk,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,Falkirk,0-17 years,GP,0,NA,0,0
2017/18 Q4,Falkirk,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,Falkirk,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,Falkirk,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,Falkirk,18-64 years,999 Emergency Services,15,50,265,66
2017/18 Q4,Falkirk,18-64 years,GP,0,0,10,2
2017/18 Q4,Falkirk,18-64 years,Care Home,0,0,0,0
2017/18 Q4,Falkirk,18-64 years,Self Referral,10,33.3,90,22
2017/18 Q4,Falkirk,18-64 years,Other/Unknown,5,16.7,35,9
2017/18 Q4,Falkirk,65-74 years,999 Emergency Services,20,100,400,88
2017/18 Q4,Falkirk,65-74 years,GP,0,0,10,2
2017/18 Q4,Falkirk,65-74 years,Care Home,0,0,0,0
2017/18 Q4,Falkirk,65-74 years,Self Referral,0,0,35,8
2017/18 Q4,Falkirk,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,Falkirk,75-84 years,999 Emergency Services,35,100,1050,86
2017/18 Q4,Falkirk,75-84 years,GP,0,0,20,2
2017/18 Q4,Falkirk,75-84 years,Care Home,0,0,10,1
2017/18 Q4,Falkirk,75-84 years,Self Referral,0,0,105,9
2017/18 Q4,Falkirk,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,Falkirk,85+ years,999 Emergency Services,45,90,1640,83
2017/18 Q4,Falkirk,85+ years,GP,0,0,40,2
2017/18 Q4,Falkirk,85+ years,Care Home,0,0,15,1
2017/18 Q4,Falkirk,85+ years,Self Referral,5,10,195,10
2017/18 Q4,Falkirk,85+ years,Other/Unknown,0,0,80,4
2017/18 Q4,Falkirk,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,Falkirk,Unknown,GP,0,NA,0,NA
2017/18 Q4,Falkirk,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,Falkirk,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,Falkirk,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,Fife,All Ages,999 Emergency Services,285,91.9,3355,82
2017/18 Q4,Fife,All Ages,GP,0,0,80,2
2017/18 Q4,Fife,All Ages,Care Home,5,1.6,30,1
2017/18 Q4,Fife,All Ages,Self Referral,15,4.8,435,11
2017/18 Q4,Fife,All Ages,Other/Unknown,5,1.6,175,4
2017/18 Q4,Fife,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,Fife,0-17 years,GP,0,NA,0,0
2017/18 Q4,Fife,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,Fife,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,Fife,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,Fife,18-64 years,999 Emergency Services,15,100,265,66
2017/18 Q4,Fife,18-64 years,GP,0,0,10,2
2017/18 Q4,Fife,18-64 years,Care Home,0,0,0,0
2017/18 Q4,Fife,18-64 years,Self Referral,0,0,90,22
2017/18 Q4,Fife,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,Fife,65-74 years,999 Emergency Services,30,100,400,88
2017/18 Q4,Fife,65-74 years,GP,0,0,10,2
2017/18 Q4,Fife,65-74 years,Care Home,0,0,0,0
2017/18 Q4,Fife,65-74 years,Self Referral,0,0,35,8
2017/18 Q4,Fife,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,Fife,75-84 years,999 Emergency Services,85,94.4,1050,86
2017/18 Q4,Fife,75-84 years,GP,0,0,20,2
2017/18 Q4,Fife,75-84 years,Care Home,0,0,10,1
2017/18 Q4,Fife,75-84 years,Self Referral,5,5.6,105,9
2017/18 Q4,Fife,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,Fife,85+ years,999 Emergency Services,155,88.6,1640,83
2017/18 Q4,Fife,85+ years,GP,0,0,40,2
2017/18 Q4,Fife,85+ years,Care Home,5,2.9,15,1
2017/18 Q4,Fife,85+ years,Self Referral,10,5.7,195,10
2017/18 Q4,Fife,85+ years,Other/Unknown,5,2.9,80,4
2017/18 Q4,Fife,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,Fife,Unknown,GP,0,NA,0,NA
2017/18 Q4,Fife,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,Fife,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,Fife,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,Highland,All Ages,999 Emergency Services,140,84.8,3355,82
2017/18 Q4,Highland,All Ages,GP,5,3,80,2
2017/18 Q4,Highland,All Ages,Care Home,0,0,30,1
2017/18 Q4,Highland,All Ages,Self Referral,5,3,435,11
2017/18 Q4,Highland,All Ages,Other/Unknown,15,9.1,175,4
2017/18 Q4,Highland,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,Highland,0-17 years,GP,0,NA,0,0
2017/18 Q4,Highland,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,Highland,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,Highland,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,Highland,18-64 years,999 Emergency Services,10,100,265,66
2017/18 Q4,Highland,18-64 years,GP,0,0,10,2
2017/18 Q4,Highland,18-64 years,Care Home,0,0,0,0
2017/18 Q4,Highland,18-64 years,Self Referral,0,0,90,22
2017/18 Q4,Highland,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,Highland,65-74 years,999 Emergency Services,15,100,400,88
2017/18 Q4,Highland,65-74 years,GP,0,0,10,2
2017/18 Q4,Highland,65-74 years,Care Home,0,0,0,0
2017/18 Q4,Highland,65-74 years,Self Referral,0,0,35,8
2017/18 Q4,Highland,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,Highland,75-84 years,999 Emergency Services,35,100,1050,86
2017/18 Q4,Highland,75-84 years,GP,0,0,20,2
2017/18 Q4,Highland,75-84 years,Care Home,0,0,10,1
2017/18 Q4,Highland,75-84 years,Self Referral,0,0,105,9
2017/18 Q4,Highland,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,Highland,85+ years,999 Emergency Services,85,81,1640,83
2017/18 Q4,Highland,85+ years,GP,5,4.8,40,2
2017/18 Q4,Highland,85+ years,Care Home,0,0,15,1
2017/18 Q4,Highland,85+ years,Self Referral,0,0,195,10
2017/18 Q4,Highland,85+ years,Other/Unknown,15,14.3,80,4
2017/18 Q4,Highland,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,Highland,Unknown,GP,0,NA,0,NA
2017/18 Q4,Highland,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,Highland,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,Highland,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,Inverclyde,All Ages,999 Emergency Services,105,80.8,3355,82
2017/18 Q4,Inverclyde,All Ages,GP,0,0,80,2
2017/18 Q4,Inverclyde,All Ages,Care Home,0,0,30,1
2017/18 Q4,Inverclyde,All Ages,Self Referral,25,19.2,435,11
2017/18 Q4,Inverclyde,All Ages,Other/Unknown,0,0,175,4
2017/18 Q4,Inverclyde,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,Inverclyde,0-17 years,GP,0,NA,0,0
2017/18 Q4,Inverclyde,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,Inverclyde,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,Inverclyde,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,Inverclyde,18-64 years,999 Emergency Services,10,66.7,265,66
2017/18 Q4,Inverclyde,18-64 years,GP,0,0,10,2
2017/18 Q4,Inverclyde,18-64 years,Care Home,0,0,0,0
2017/18 Q4,Inverclyde,18-64 years,Self Referral,5,33.3,90,22
2017/18 Q4,Inverclyde,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,Inverclyde,65-74 years,999 Emergency Services,10,66.7,400,88
2017/18 Q4,Inverclyde,65-74 years,GP,0,0,10,2
2017/18 Q4,Inverclyde,65-74 years,Care Home,0,0,0,0
2017/18 Q4,Inverclyde,65-74 years,Self Referral,5,33.3,35,8
2017/18 Q4,Inverclyde,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,Inverclyde,75-84 years,999 Emergency Services,30,100,1050,86
2017/18 Q4,Inverclyde,75-84 years,GP,0,0,20,2
2017/18 Q4,Inverclyde,75-84 years,Care Home,0,0,10,1
2017/18 Q4,Inverclyde,75-84 years,Self Referral,0,0,105,9
2017/18 Q4,Inverclyde,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,Inverclyde,85+ years,999 Emergency Services,55,78.6,1640,83
2017/18 Q4,Inverclyde,85+ years,GP,0,0,40,2
2017/18 Q4,Inverclyde,85+ years,Care Home,0,0,15,1
2017/18 Q4,Inverclyde,85+ years,Self Referral,15,21.4,195,10
2017/18 Q4,Inverclyde,85+ years,Other/Unknown,0,0,80,4
2017/18 Q4,Inverclyde,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,Inverclyde,Unknown,GP,0,NA,0,NA
2017/18 Q4,Inverclyde,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,Inverclyde,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,Inverclyde,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,Midlothian,All Ages,999 Emergency Services,50,76.9,3355,82
2017/18 Q4,Midlothian,All Ages,GP,0,0,80,2
2017/18 Q4,Midlothian,All Ages,Care Home,0,0,30,1
2017/18 Q4,Midlothian,All Ages,Self Referral,10,15.4,435,11
2017/18 Q4,Midlothian,All Ages,Other/Unknown,5,7.7,175,4
2017/18 Q4,Midlothian,0-17 years,999 Emergency Services,0,0,0,0
2017/18 Q4,Midlothian,0-17 years,GP,0,0,0,0
2017/18 Q4,Midlothian,0-17 years,Care Home,0,0,0,0
2017/18 Q4,Midlothian,0-17 years,Self Referral,0,0,10,50
2017/18 Q4,Midlothian,0-17 years,Other/Unknown,5,100,10,50
2017/18 Q4,Midlothian,18-64 years,999 Emergency Services,5,100,265,66
2017/18 Q4,Midlothian,18-64 years,GP,0,0,10,2
2017/18 Q4,Midlothian,18-64 years,Care Home,0,0,0,0
2017/18 Q4,Midlothian,18-64 years,Self Referral,0,0,90,22
2017/18 Q4,Midlothian,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,Midlothian,65-74 years,999 Emergency Services,10,100,400,88
2017/18 Q4,Midlothian,65-74 years,GP,0,0,10,2
2017/18 Q4,Midlothian,65-74 years,Care Home,0,0,0,0
2017/18 Q4,Midlothian,65-74 years,Self Referral,0,0,35,8
2017/18 Q4,Midlothian,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,Midlothian,75-84 years,999 Emergency Services,10,66.7,1050,86
2017/18 Q4,Midlothian,75-84 years,GP,0,0,20,2
2017/18 Q4,Midlothian,75-84 years,Care Home,0,0,10,1
2017/18 Q4,Midlothian,75-84 years,Self Referral,5,33.3,105,9
2017/18 Q4,Midlothian,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,Midlothian,85+ years,999 Emergency Services,25,83.3,1640,83
2017/18 Q4,Midlothian,85+ years,GP,0,0,40,2
2017/18 Q4,Midlothian,85+ years,Care Home,0,0,15,1
2017/18 Q4,Midlothian,85+ years,Self Referral,5,16.7,195,10
2017/18 Q4,Midlothian,85+ years,Other/Unknown,0,0,80,4
2017/18 Q4,Midlothian,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,Midlothian,Unknown,GP,0,NA,0,NA
2017/18 Q4,Midlothian,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,Midlothian,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,Midlothian,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,Moray,All Ages,999 Emergency Services,30,75,3355,82
2017/18 Q4,Moray,All Ages,GP,0,0,80,2
2017/18 Q4,Moray,All Ages,Care Home,0,0,30,1
2017/18 Q4,Moray,All Ages,Self Referral,10,25,435,11
2017/18 Q4,Moray,All Ages,Other/Unknown,0,0,175,4
2017/18 Q4,Moray,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,Moray,0-17 years,GP,0,NA,0,0
2017/18 Q4,Moray,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,Moray,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,Moray,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,Moray,18-64 years,999 Emergency Services,5,100,265,66
2017/18 Q4,Moray,18-64 years,GP,0,0,10,2
2017/18 Q4,Moray,18-64 years,Care Home,0,0,0,0
2017/18 Q4,Moray,18-64 years,Self Referral,0,0,90,22
2017/18 Q4,Moray,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,Moray,65-74 years,999 Emergency Services,0,NA,400,88
2017/18 Q4,Moray,65-74 years,GP,0,NA,10,2
2017/18 Q4,Moray,65-74 years,Care Home,0,NA,0,0
2017/18 Q4,Moray,65-74 years,Self Referral,0,NA,35,8
2017/18 Q4,Moray,65-74 years,Other/Unknown,0,NA,10,2
2017/18 Q4,Moray,75-84 years,999 Emergency Services,5,100,1050,86
2017/18 Q4,Moray,75-84 years,GP,0,0,20,2
2017/18 Q4,Moray,75-84 years,Care Home,0,0,10,1
2017/18 Q4,Moray,75-84 years,Self Referral,0,0,105,9
2017/18 Q4,Moray,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,Moray,85+ years,999 Emergency Services,15,75,1640,83
2017/18 Q4,Moray,85+ years,GP,0,0,40,2
2017/18 Q4,Moray,85+ years,Care Home,0,0,15,1
2017/18 Q4,Moray,85+ years,Self Referral,5,25,195,10
2017/18 Q4,Moray,85+ years,Other/Unknown,0,0,80,4
2017/18 Q4,Moray,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,Moray,Unknown,GP,0,NA,0,NA
2017/18 Q4,Moray,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,Moray,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,Moray,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,North Ayrshire,All Ages,999 Emergency Services,105,91.3,3355,82
2017/18 Q4,North Ayrshire,All Ages,GP,0,0,80,2
2017/18 Q4,North Ayrshire,All Ages,Care Home,0,0,30,1
2017/18 Q4,North Ayrshire,All Ages,Self Referral,10,8.7,435,11
2017/18 Q4,North Ayrshire,All Ages,Other/Unknown,0,0,175,4
2017/18 Q4,North Ayrshire,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,North Ayrshire,0-17 years,GP,0,NA,0,0
2017/18 Q4,North Ayrshire,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,North Ayrshire,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,North Ayrshire,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,North Ayrshire,18-64 years,999 Emergency Services,5,100,265,66
2017/18 Q4,North Ayrshire,18-64 years,GP,0,0,10,2
2017/18 Q4,North Ayrshire,18-64 years,Care Home,0,0,0,0
2017/18 Q4,North Ayrshire,18-64 years,Self Referral,0,0,90,22
2017/18 Q4,North Ayrshire,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,North Ayrshire,65-74 years,999 Emergency Services,10,100,400,88
2017/18 Q4,North Ayrshire,65-74 years,GP,0,0,10,2
2017/18 Q4,North Ayrshire,65-74 years,Care Home,0,0,0,0
2017/18 Q4,North Ayrshire,65-74 years,Self Referral,0,0,35,8
2017/18 Q4,North Ayrshire,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,North Ayrshire,75-84 years,999 Emergency Services,35,87.5,1050,86
2017/18 Q4,North Ayrshire,75-84 years,GP,0,0,20,2
2017/18 Q4,North Ayrshire,75-84 years,Care Home,0,0,10,1
2017/18 Q4,North Ayrshire,75-84 years,Self Referral,5,12.5,105,9
2017/18 Q4,North Ayrshire,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,North Ayrshire,85+ years,999 Emergency Services,55,91.7,1640,83
2017/18 Q4,North Ayrshire,85+ years,GP,0,0,40,2
2017/18 Q4,North Ayrshire,85+ years,Care Home,0,0,15,1
2017/18 Q4,North Ayrshire,85+ years,Self Referral,5,8.3,195,10
2017/18 Q4,North Ayrshire,85+ years,Other/Unknown,0,0,80,4
2017/18 Q4,North Ayrshire,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,North Ayrshire,Unknown,GP,0,NA,0,NA
2017/18 Q4,North Ayrshire,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,North Ayrshire,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,North Ayrshire,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,North Lanarkshire,All Ages,999 Emergency Services,225,84.9,3355,82
2017/18 Q4,North Lanarkshire,All Ages,GP,5,1.9,80,2
2017/18 Q4,North Lanarkshire,All Ages,Care Home,5,1.9,30,1
2017/18 Q4,North Lanarkshire,All Ages,Self Referral,30,11.3,435,11
2017/18 Q4,North Lanarkshire,All Ages,Other/Unknown,0,0,175,4
2017/18 Q4,North Lanarkshire,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,North Lanarkshire,0-17 years,GP,0,NA,0,0
2017/18 Q4,North Lanarkshire,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,North Lanarkshire,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,North Lanarkshire,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,North Lanarkshire,18-64 years,999 Emergency Services,20,80,265,66
2017/18 Q4,North Lanarkshire,18-64 years,GP,0,0,10,2
2017/18 Q4,North Lanarkshire,18-64 years,Care Home,0,0,0,0
2017/18 Q4,North Lanarkshire,18-64 years,Self Referral,5,20,90,22
2017/18 Q4,North Lanarkshire,18-64 years,Other/Unknown,0,0,35,9
2017/18 Q4,North Lanarkshire,65-74 years,999 Emergency Services,20,80,400,88
2017/18 Q4,North Lanarkshire,65-74 years,GP,0,0,10,2
2017/18 Q4,North Lanarkshire,65-74 years,Care Home,0,0,0,0
2017/18 Q4,North Lanarkshire,65-74 years,Self Referral,5,20,35,8
2017/18 Q4,North Lanarkshire,65-74 years,Other/Unknown,0,0,10,2
2017/18 Q4,North Lanarkshire,75-84 years,999 Emergency Services,95,90.5,1050,86
2017/18 Q4,North Lanarkshire,75-84 years,GP,0,0,20,2
2017/18 Q4,North Lanarkshire,75-84 years,Care Home,0,0,10,1
2017/18 Q4,North Lanarkshire,75-84 years,Self Referral,10,9.5,105,9
2017/18 Q4,North Lanarkshire,75-84 years,Other/Unknown,0,0,40,3
2017/18 Q4,North Lanarkshire,85+ years,999 Emergency Services,90,85.7,1640,83
2017/18 Q4,North Lanarkshire,85+ years,GP,5,4.8,40,2
2017/18 Q4,North Lanarkshire,85+ years,Care Home,0,0,15,1
2017/18 Q4,North Lanarkshire,85+ years,Self Referral,10,9.5,195,10
2017/18 Q4,North Lanarkshire,85+ years,Other/Unknown,0,0,80,4
2017/18 Q4,North Lanarkshire,Unknown,999 Emergency Services,0,NA,0,NA
2017/18 Q4,North Lanarkshire,Unknown,GP,0,NA,0,NA
2017/18 Q4,North Lanarkshire,Unknown,Care Home,0,NA,0,NA
2017/18 Q4,North Lanarkshire,Unknown,Self Referral,0,NA,0,NA
2017/18 Q4,North Lanarkshire,Unknown,Other/Unknown,0,NA,0,NA
2017/18 Q4,Orkney Islands,All Ages,999 Emergency Services,15,100,3355,82
2017/18 Q4,Orkney Islands,All Ages,GP,0,0,80,2
2017/18 Q4,Orkney Islands,All Ages,Care Home,0,0,30,1
2017/18 Q4,Orkney Islands,All Ages,Self Referral,0,0,435,11
2017/18 Q4,Orkney Islands,All Ages,Other/Unknown,0,0,175,4
2017/18 Q4,Orkney Islands,0-17 years,999 Emergency Services,0,NA,0,0
2017/18 Q4,Orkney Islands,0-17 years,GP,0,NA,0,0
2017/18 Q4,Orkney Islands,0-17 years,Care Home,0,NA,0,0
2017/18 Q4,Orkney Islands,0-17 years,Self Referral,0,NA,10,50
2017/18 Q4,Orkney Islands,0-17 years,Other/Unknown,0,NA,10,50
2017/18 Q4,Orkney Islands,18-64 years,999 Emergency Services,0,NA,265,66
