financial_year,sending_location,service,age_group,measure,value,scotland_value
2017/18,City of Edinburgh,Community Alarm Only,0-17 years,Number of People,90,130
2017/18,City of Edinburgh,Community Alarm Only,0-17 years,"Rate per 1,000 Population",1,0.12620685303211965
2017/18,City of Edinburgh,Community Alarm Only,18-64 years,Number of People,1015,8275
2017/18,City of Edinburgh,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.9,2.4466482840347257
2017/18,City of Edinburgh,Community Alarm Only,65-74 years,Number of People,850,11200
2017/18,City of Edinburgh,Community Alarm Only,65-74 years,"Rate per 1,000 Population",20.6,19.83719332053362
2017/18,City of Edinburgh,Community Alarm Only,75-84 years,Number of People,2130,26060
2017/18,City of Edinburgh,Community Alarm Only,75-84 years,"Rate per 1,000 Population",86.4,79.90066072879459
2017/18,City of Edinburgh,Community Alarm Only,85+ years,Number of People,3085,25885
2017/18,City of Edinburgh,Community Alarm Only,85+ years,"Rate per 1,000 Population",277.2,212.49261180797268
2017/18,City of Edinburgh,Community Alarm Only,Unknown,Number of People,0,0
2017/18,City of Edinburgh,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2017/18,City of Edinburgh,Telecare Only,All Ages,Number of People,0,16065
2017/18,City of Edinburgh,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.9613994985990266
2017/18,City of Edinburgh,Telecare Only,0-17 years,Number of People,0,270
2017/18,City of Edinburgh,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.2621219255282485
2017/18,City of Edinburgh,Telecare Only,18-64 years,Number of People,0,3040
2017/18,City of Edinburgh,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.8988290976997663
2017/18,City of Edinburgh,Telecare Only,65-74 years,Number of People,0,2555
2017/18,City of Edinburgh,Telecare Only,65-74 years,"Rate per 1,000 Population",0,4.525359726246733
2017/18,City of Edinburgh,Telecare Only,75-84 years,Number of People,0,5390
2017/18,City of Edinburgh,Telecare Only,75-84 years,"Rate per 1,000 Population",0,16.525884932010854
2017/18,City of Edinburgh,Telecare Only,85+ years,Number of People,0,4805
2017/18,City of Edinburgh,Telecare Only,85+ years,"Rate per 1,000 Population",0,39.444736323635645
2017/18,City of Edinburgh,Telecare Only,Unknown,Number of People,0,0
2017/18,City of Edinburgh,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,Number of People,3040,21585
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",5.9,3.978948532664799
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,Number of People,5,25
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.1,0.024270548660023008
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,Number of People,750,3330
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.1,0.9845726629408623
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,Number of People,930,3720
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",22.5,6.588782067177238
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,Number of People,800,7185
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",32.4,22.029403197866046
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,85+ years,Number of People,545,7325
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",49,60.13167400013134
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2017/18,City of Edinburgh,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,10340,109335
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",20.1,20.154660079634272
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,100,430
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1.2,0.41745343695239573
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,1770,14645
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.1,4.330050044675354
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,1780,17475
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",43.1,30.95133511395759
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,2935,38640
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",119,118.47127899311677
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,3635,38010
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",326.6,312.02797662047675
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2017/18,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2017/18,Clackmannanshire,Community Alarm Only,All Ages,Number of People,1440,71685
2017/18,Clackmannanshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",28,13.214312048370447
2017/18,Clackmannanshire,Community Alarm Only,0-17 years,Number of People,0,130
2017/18,Clackmannanshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.12620685303211965
2017/18,Clackmannanshire,Community Alarm Only,18-64 years,Number of People,185,8275
2017/18,Clackmannanshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",5.9,2.4466482840347257
2017/18,Clackmannanshire,Community Alarm Only,65-74 years,Number of People,285,11200
2017/18,Clackmannanshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",47.4,19.83719332053362
2017/18,Clackmannanshire,Community Alarm Only,75-84 years,Number of People,550,26060
2017/18,Clackmannanshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",182.2,79.90066072879459
2017/18,Clackmannanshire,Community Alarm Only,85+ years,Number of People,420,25885
2017/18,Clackmannanshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",413.8,212.49261180797268
2017/18,Clackmannanshire,Community Alarm Only,Unknown,Number of People,0,0
2017/18,Clackmannanshire,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2017/18,Clackmannanshire,Telecare Only,All Ages,Number of People,35,16065
2017/18,Clackmannanshire,Telecare Only,All Ages,"Rate per 1,000 Population",0.7,2.9613994985990266
2017/18,Clackmannanshire,Telecare Only,0-17 years,Number of People,0,270
2017/18,Clackmannanshire,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.2621219255282485
2017/18,Clackmannanshire,Telecare Only,18-64 years,Number of People,10,3040
2017/18,Clackmannanshire,Telecare Only,18-64 years,"Rate per 1,000 Population",0.3,0.8988290976997663
2017/18,Clackmannanshire,Telecare Only,65-74 years,Number of People,5,2555
2017/18,Clackmannanshire,Telecare Only,65-74 years,"Rate per 1,000 Population",0.8,4.525359726246733
2017/18,Clackmannanshire,Telecare Only,75-84 years,Number of People,5,5390
2017/18,Clackmannanshire,Telecare Only,75-84 years,"Rate per 1,000 Population",1.7,16.525884932010854
2017/18,Clackmannanshire,Telecare Only,85+ years,Number of People,5,4805
2017/18,Clackmannanshire,Telecare Only,85+ years,"Rate per 1,000 Population",4.9,39.444736323635645
2017/18,Clackmannanshire,Telecare Only,Unknown,Number of People,0,0
2017/18,Clackmannanshire,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,410,21585
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",8,3.978948532664799
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,25
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.024270548660023008
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,80,3330
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.6,0.9845726629408623
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,55,3720
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",9.1,6.588782067177238
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,140,7185
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",46.4,22.029403197866046
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,140,7325
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",137.9,60.13167400013134
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2017/18,Clackmannanshire,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,1885,109335
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",36.6,20.154660079634272
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,0,430
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.41745343695239573
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,275,14645
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",8.8,4.330050044675354
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,345,17475
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",57.3,30.95133511395759
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,695,38640
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",230.2,118.47127899311677
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,565,38010
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",556.7,312.02797662047675
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2017/18,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,All Ages,Number of People,705,71685
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,All Ages,"Rate per 1,000 Population",26.2,13.214312048370447
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,0-17 years,Number of People,0,130
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.12620685303211965
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,18-64 years,Number of People,60,8275
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,18-64 years,"Rate per 1,000 Population",3.9,2.4466482840347257
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,65-74 years,Number of People,115,11200
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,65-74 years,"Rate per 1,000 Population",31.4,19.83719332053362
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,75-84 years,Number of People,285,26060
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,75-84 years,"Rate per 1,000 Population",128.5,79.90066072879459
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,85+ years,Number of People,250,25885
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,85+ years,"Rate per 1,000 Population",286.7,212.49261180797268
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,Unknown,Number of People,0,0
2017/18,Comhairle nan Eilean Siar,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2017/18,Comhairle nan Eilean Siar,Telecare Only,All Ages,Number of People,30,16065
2017/18,Comhairle nan Eilean Siar,Telecare Only,All Ages,"Rate per 1,000 Population",1.1,2.9613994985990266
2017/18,Comhairle nan Eilean Siar,Telecare Only,0-17 years,Number of People,5,270
2017/18,Comhairle nan Eilean Siar,Telecare Only,0-17 years,"Rate per 1,000 Population",1,0.2621219255282485
2017/18,Comhairle nan Eilean Siar,Telecare Only,18-64 years,Number of People,5,3040
2017/18,Comhairle nan Eilean Siar,Telecare Only,18-64 years,"Rate per 1,000 Population",0.3,0.8988290976997663
2017/18,Comhairle nan Eilean Siar,Telecare Only,65-74 years,Number of People,5,2555
2017/18,Comhairle nan Eilean Siar,Telecare Only,65-74 years,"Rate per 1,000 Population",1.4,4.525359726246733
2017/18,Comhairle nan Eilean Siar,Telecare Only,75-84 years,Number of People,10,5390
2017/18,Comhairle nan Eilean Siar,Telecare Only,75-84 years,"Rate per 1,000 Population",4.5,16.525884932010854
2017/18,Comhairle nan Eilean Siar,Telecare Only,85+ years,Number of People,10,4805
2017/18,Comhairle nan Eilean Siar,Telecare Only,85+ years,"Rate per 1,000 Population",11.5,39.444736323635645
2017/18,Comhairle nan Eilean Siar,Telecare Only,Unknown,Number of People,0,0
2017/18,Comhairle nan Eilean Siar,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,All Ages,Number of People,435,21585
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",16.1,3.978948532664799
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,25
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.024270548660023008
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,18-64 years,Number of People,35,3330
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.3,0.9845726629408623
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,65-74 years,Number of People,45,3720
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",12.3,6.588782067177238
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,75-84 years,Number of People,155,7185
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",69.9,22.029403197866046
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,85+ years,Number of People,200,7325
2017/18,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",229.4,60.13167400013134
