financial_year,sending_location,service,age_group,living_alone_status,percentage,nclient
2020/21,Scotland (All Areas Submitted),Community Alarm Only,18-64 years,Not Recorded,0.3,25
2020/21,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Not Living Alone,28.9,3300
2020/21,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Living Alone,17.1,1955
2020/21,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Not Known,53.6,6120
2020/21,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Not Recorded,0.3,35
2020/21,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Not Living Alone,30.9,7705
2020/21,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Living Alone,19.4,4840
2020/21,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Not Known,49.3,12275
2020/21,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Not Recorded,0.3,80
2020/21,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Not Living Alone,28.1,7370
2020/21,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Living Alone,23.5,6165
2020/21,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Not Known,47.7,12505
2020/21,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Not Recorded,0.6,150
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,43,12065
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Living Alone,40.1,11235
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Not Known,16.5,4625
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0.4,110
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,55.3,130
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Living Alone,12.8,30
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Not Known,31.9,75
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,41.5,1720
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Living Alone,33.8,1400
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Not Known,24.5,1015
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0.1,5
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,44.7,1910
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Living Alone,39.3,1680
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Not Known,15.8,675
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0.2,10
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,46.1,4230
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Living Alone,39.5,3625
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Not Known,14,1290
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0.4,40
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,39.9,4075
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Living Alone,44.1,4505
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Not Known,15.4,1570
2020/21,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Not Recorded,0.5,55
2020/21,Scotland (All Areas Submitted),Telecare Only,All Ages,Not Living Alone,51.9,7365
2020/21,Scotland (All Areas Submitted),Telecare Only,All Ages,Living Alone,15.8,2240
2020/21,Scotland (All Areas Submitted),Telecare Only,All Ages,Not Known,32.2,4570
2020/21,Scotland (All Areas Submitted),Telecare Only,All Ages,Not Recorded,0.1,20
2020/21,Scotland (All Areas Submitted),Telecare Only,0-17 years,Not Living Alone,59.7,185
2020/21,Scotland (All Areas Submitted),Telecare Only,0-17 years,Living Alone,1.6,5
2020/21,Scotland (All Areas Submitted),Telecare Only,0-17 years,Not Known,38.7,120
2020/21,Scotland (All Areas Submitted),Telecare Only,0-17 years,Not Recorded,0,0
2020/21,Scotland (All Areas Submitted),Telecare Only,18-64 years,Not Living Alone,55.3,1545
2020/21,Scotland (All Areas Submitted),Telecare Only,18-64 years,Living Alone,12.9,360
2020/21,Scotland (All Areas Submitted),Telecare Only,18-64 years,Not Known,31.8,890
2020/21,Scotland (All Areas Submitted),Telecare Only,18-64 years,Not Recorded,0,0
2020/21,Scotland (All Areas Submitted),Telecare Only,65-74 years,Not Living Alone,57.2,1175
2020/21,Scotland (All Areas Submitted),Telecare Only,65-74 years,Living Alone,14.6,300
2020/21,Scotland (All Areas Submitted),Telecare Only,65-74 years,Not Known,28,575
2020/21,Scotland (All Areas Submitted),Telecare Only,65-74 years,Not Recorded,0.2,5
2020/21,Scotland (All Areas Submitted),Telecare Only,75-84 years,Not Living Alone,54.8,2465
2020/21,Scotland (All Areas Submitted),Telecare Only,75-84 years,Living Alone,13.7,615
2020/21,Scotland (All Areas Submitted),Telecare Only,75-84 years,Not Known,31.4,1415
2020/21,Scotland (All Areas Submitted),Telecare Only,75-84 years,Not Recorded,0.1,5
2020/21,Scotland (All Areas Submitted),Telecare Only,85+ years,Not Living Alone,44,1995
2020/21,Scotland (All Areas Submitted),Telecare Only,85+ years,Living Alone,21.1,955
2020/21,Scotland (All Areas Submitted),Telecare Only,85+ years,Not Known,34.7,1570
2020/21,Scotland (All Areas Submitted),Telecare Only,85+ years,Not Recorded,0.2,10
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,35.7,40350
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,24.6,27875
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,39.3,44465
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0.4,420
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,56,375
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,8.2,55
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,0-17 years,Not Known,35.1,235
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0.7,5
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,37.8,5745
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,20.9,3175
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,18-64 years,Not Known,41.1,6235
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0.2,30
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,36,6385
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,22.2,3935
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,65-74 years,Not Known,41.5,7370
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0.3,50
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,37.3,14400
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,23.5,9080
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,75-84 years,Not Known,38.8,14980
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0.3,125
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,32.8,13440
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,28.4,11625
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,85+ years,Not Known,38.2,15650
2020/21,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0.5,215
2021/22,Scotland (All Areas Submitted),Community Alarm Only,All Ages,Not Living Alone,26.7,17805
2021/22,Scotland (All Areas Submitted),Community Alarm Only,All Ages,Living Alone,21.9,14600
2021/22,Scotland (All Areas Submitted),Community Alarm Only,All Ages,Not Known,49.4,33030
2021/22,Scotland (All Areas Submitted),Community Alarm Only,All Ages,Not Recorded,2,1360
2021/22,Scotland (All Areas Submitted),Community Alarm Only,0-17 years,Not Living Alone,57.7,75
2021/22,Scotland (All Areas Submitted),Community Alarm Only,0-17 years,Living Alone,26.9,35
2021/22,Scotland (All Areas Submitted),Community Alarm Only,0-17 years,Not Known,15.4,20
2021/22,Scotland (All Areas Submitted),Community Alarm Only,0-17 years,Not Recorded,0,0
2021/22,Scotland (All Areas Submitted),Community Alarm Only,18-64 years,Not Living Alone,29.9,2265
2021/22,Scotland (All Areas Submitted),Community Alarm Only,18-64 years,Living Alone,19.7,1495
2021/22,Scotland (All Areas Submitted),Community Alarm Only,18-64 years,Not Known,48.8,3700
2021/22,Scotland (All Areas Submitted),Community Alarm Only,18-64 years,Not Recorded,1.5,115
2021/22,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Not Living Alone,27,2725
2021/22,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Living Alone,18.8,1895
2021/22,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Not Known,52.5,5305
2021/22,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Not Recorded,1.8,180
2021/22,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Not Living Alone,27.7,6425
2021/22,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Living Alone,20.6,4780
2021/22,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Not Known,49.6,11515
2021/22,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Not Recorded,2.2,515
2021/22,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Not Living Alone,24.5,6315
2021/22,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Living Alone,24.8,6395
2021/22,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Not Known,48.5,12490
2021/22,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Not Recorded,2.1,550
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,43.6,11480
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Living Alone,41.3,10890
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Not Known,14.1,3715
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Not Recorded,1,260
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,73.7,140
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Living Alone,18.4,35
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Not Known,7.9,15
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,45.6,1745
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Living Alone,37.2,1425
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Not Known,16.4,630
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0.8,30
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,46.1,1930
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Living Alone,40.1,1680
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Not Known,12.9,540
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0.8,35
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,45.7,3885
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Living Alone,39.9,3390
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Not Known,13.3,1130
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,1.1,95
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,39.2,3780
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Living Alone,45.2,4360
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Not Known,14.5,1400
2021/22,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Not Recorded,1,100
2021/22,Scotland (All Areas Submitted),Telecare Only,All Ages,Not Living Alone,42.6,6510
2021/22,Scotland (All Areas Submitted),Telecare Only,All Ages,Living Alone,16,2445
2021/22,Scotland (All Areas Submitted),Telecare Only,All Ages,Not Known,39.9,6090
2021/22,Scotland (All Areas Submitted),Telecare Only,All Ages,Not Recorded,1.5,235
2021/22,Scotland (All Areas Submitted),Telecare Only,0-17 years,Not Living Alone,44.3,175
2021/22,Scotland (All Areas Submitted),Telecare Only,0-17 years,Living Alone,1.3,5
2021/22,Scotland (All Areas Submitted),Telecare Only,0-17 years,Not Known,53.2,210
2021/22,Scotland (All Areas Submitted),Telecare Only,0-17 years,Not Recorded,1.3,5
2021/22,Scotland (All Areas Submitted),Telecare Only,18-64 years,Not Living Alone,42.1,1390
2021/22,Scotland (All Areas Submitted),Telecare Only,18-64 years,Living Alone,10.8,355
2021/22,Scotland (All Areas Submitted),Telecare Only,18-64 years,Not Known,46.4,1530
2021/22,Scotland (All Areas Submitted),Telecare Only,18-64 years,Not Recorded,0.8,25
2021/22,Scotland (All Areas Submitted),Telecare Only,65-74 years,Not Living Alone,42.7,1060
2021/22,Scotland (All Areas Submitted),Telecare Only,65-74 years,Living Alone,11.7,290
2021/22,Scotland (All Areas Submitted),Telecare Only,65-74 years,Not Known,44.5,1105
2021/22,Scotland (All Areas Submitted),Telecare Only,65-74 years,Not Recorded,1.2,30
2021/22,Scotland (All Areas Submitted),Telecare Only,75-84 years,Not Living Alone,47.4,2155
2021/22,Scotland (All Areas Submitted),Telecare Only,75-84 years,Living Alone,15.2,690
2021/22,Scotland (All Areas Submitted),Telecare Only,75-84 years,Not Known,35.6,1620
2021/22,Scotland (All Areas Submitted),Telecare Only,75-84 years,Not Recorded,1.8,80
2021/22,Scotland (All Areas Submitted),Telecare Only,85+ years,Not Living Alone,37.9,1730
2021/22,Scotland (All Areas Submitted),Telecare Only,85+ years,Living Alone,24.2,1105
2021/22,Scotland (All Areas Submitted),Telecare Only,85+ years,Not Known,35.6,1625
2021/22,Scotland (All Areas Submitted),Telecare Only,85+ years,Not Recorded,2.2,100
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,33,35795
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,25.8,27930
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,39.5,42830
2021/22,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,1.7,1855
