financial_year,sending_location,service,age_group,measure,value
2016/17,Comhairle nan Eilean Siar,Telecare Only,All Ages,"Rate per 1,000 Population",1.1
2016/17,Comhairle nan Eilean Siar,Telecare Only,All Ages,Number of People,30
2016/17,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",14.9
2016/17,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,All Ages,Number of People,400
2016/17,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",40.1
2016/17,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,1080
2016/17,Dumfries and Galloway,Community Alarm Only,All Ages,"Rate per 1,000 Population",20.9
2016/17,Dumfries and Galloway,Community Alarm Only,All Ages,Number of People,3130
2016/17,Dumfries and Galloway,Telecare Only,All Ages,"Rate per 1,000 Population",0.8
2016/17,Dumfries and Galloway,Telecare Only,All Ages,Number of People,120
2016/17,Dumfries and Galloway,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",2.2
2016/17,Dumfries and Galloway,Receiving both Community Alarm and Telecare,All Ages,Number of People,330
2016/17,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",23.9
2016/17,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3580
2016/17,Dundee City,Community Alarm Only,All Ages,"Rate per 1,000 Population",38.6
2016/17,Dundee City,Community Alarm Only,All Ages,Number of People,5720
2016/17,Dundee City,Telecare Only,All Ages,"Rate per 1,000 Population",0
2016/17,Dundee City,Telecare Only,All Ages,Number of People,0
2016/17,Dundee City,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",1.5
2016/17,Dundee City,Receiving both Community Alarm and Telecare,All Ages,Number of People,220
2016/17,Dundee City,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",40.1
2016/17,Dundee City,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,5940
2016/17,East Ayrshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",8.6
2016/17,East Ayrshire,Community Alarm Only,All Ages,Number of People,1050
2016/17,East Ayrshire,Telecare Only,All Ages,"Rate per 1,000 Population",1.8
2016/17,East Ayrshire,Telecare Only,All Ages,Number of People,220
2016/17,East Ayrshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",22.1
2016/17,East Ayrshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,2700
2016/17,East Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",32.5
2016/17,East Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3970
2016/17,East Dunbartonshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",12.7
2016/17,East Dunbartonshire,Community Alarm Only,All Ages,Number of People,1370
2016/17,East Dunbartonshire,Telecare Only,All Ages,"Rate per 1,000 Population",0.6
2016/17,East Dunbartonshire,Telecare Only,All Ages,Number of People,60
2016/17,East Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",1.7
2016/17,East Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,180
2016/17,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",15
2016/17,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,1610
2016/17,East Lothian,Community Alarm Only,All Ages,"Rate per 1,000 Population",27.2
2016/17,East Lothian,Community Alarm Only,All Ages,Number of People,2830
2016/17,East Lothian,Telecare Only,All Ages,"Rate per 1,000 Population",0
2016/17,East Lothian,Telecare Only,All Ages,Number of People,0
2016/17,East Lothian,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",3.7
2016/17,East Lothian,Receiving both Community Alarm and Telecare,All Ages,Number of People,390
2016/17,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",30.9
2016/17,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3220
2016/17,East Renfrewshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",0
2016/17,East Renfrewshire,Community Alarm Only,All Ages,Number of People,0
2016/17,East Renfrewshire,Telecare Only,All Ages,"Rate per 1,000 Population",0
2016/17,East Renfrewshire,Telecare Only,All Ages,Number of People,0
2016/17,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",27.5
2016/17,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,2580
2016/17,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",27.5
2016/17,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2580
2016/17,Falkirk,Community Alarm Only,All Ages,"Rate per 1,000 Population",29.6
2016/17,Falkirk,Community Alarm Only,All Ages,Number of People,4710
2016/17,Falkirk,Telecare Only,All Ages,"Rate per 1,000 Population",0.7
2016/17,Falkirk,Telecare Only,All Ages,Number of People,110
2016/17,Falkirk,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",1.3
2016/17,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Number of People,200
2016/17,Falkirk,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",31.5
2016/17,Falkirk,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,5020
2016/17,Fife,Community Alarm Only,All Ages,"Rate per 1,000 Population",17.3
2016/17,Fife,Community Alarm Only,All Ages,Number of People,6420
2016/17,Fife,Telecare Only,All Ages,"Rate per 1,000 Population",1.2
2016/17,Fife,Telecare Only,All Ages,Number of People,460
2016/17,Fife,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",8.6
2016/17,Fife,Receiving both Community Alarm and Telecare,All Ages,Number of People,3180
2016/17,Fife,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",27.2
2016/17,Fife,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,10060
2016/17,Glasgow City,Community Alarm Only,All Ages,"Rate per 1,000 Population",11
2016/17,Glasgow City,Community Alarm Only,All Ages,Number of People,6760
2016/17,Glasgow City,Telecare Only,All Ages,"Rate per 1,000 Population",0.3
2016/17,Glasgow City,Telecare Only,All Ages,Number of People,180
2016/17,Glasgow City,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",4.3
2016/17,Glasgow City,Receiving both Community Alarm and Telecare,All Ages,Number of People,2640
2016/17,Glasgow City,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",15.6
2016/17,Glasgow City,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,9580
2016/17,Highland,Community Alarm Only,All Ages,"Rate per 1,000 Population",10.6
2016/17,Highland,Community Alarm Only,All Ages,Number of People,2500
2016/17,Highland,Telecare Only,All Ages,"Rate per 1,000 Population",3
2016/17,Highland,Telecare Only,All Ages,Number of People,700
2016/17,Highland,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0
2016/17,Highland,Receiving both Community Alarm and Telecare,All Ages,Number of People,0
2016/17,Highland,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",13.7
2016/17,Highland,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3210
2016/17,Inverclyde,Community Alarm Only,All Ages,"Rate per 1,000 Population",35.2
2016/17,Inverclyde,Community Alarm Only,All Ages,Number of People,2790
2016/17,Inverclyde,Telecare Only,All Ages,"Rate per 1,000 Population",0.1
2016/17,Inverclyde,Telecare Only,All Ages,Number of People,10
2016/17,Inverclyde,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",4.2
2016/17,Inverclyde,Receiving both Community Alarm and Telecare,All Ages,Number of People,330
2016/17,Inverclyde,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",39.7
2016/17,Inverclyde,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3140
2016/17,Midlothian,Community Alarm Only,All Ages,"Rate per 1,000 Population",10.9
2016/17,Midlothian,Community Alarm Only,All Ages,Number of People,970
2016/17,Midlothian,Telecare Only,All Ages,"Rate per 1,000 Population",11.5
2016/17,Midlothian,Telecare Only,All Ages,Number of People,1020
2016/17,Midlothian,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.7
2016/17,Midlothian,Receiving both Community Alarm and Telecare,All Ages,Number of People,60
2016/17,Midlothian,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",23.1
2016/17,Midlothian,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2050
2016/17,Moray,Community Alarm Only,All Ages,"Rate per 1,000 Population",18.5
2016/17,Moray,Community Alarm Only,All Ages,Number of People,1780
2016/17,Moray,Telecare Only,All Ages,"Rate per 1,000 Population",0.3
2016/17,Moray,Telecare Only,All Ages,Number of People,30
2016/17,Moray,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.5
2016/17,Moray,Receiving both Community Alarm and Telecare,All Ages,Number of People,50
2016/17,Moray,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",19.4
2016/17,Moray,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,1860
2016/17,North Ayrshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",14
2016/17,North Ayrshire,Community Alarm Only,All Ages,Number of People,1900
2016/17,North Ayrshire,Telecare Only,All Ages,"Rate per 1,000 Population",2.6
2016/17,North Ayrshire,Telecare Only,All Ages,Number of People,350
2016/17,North Ayrshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",16
2016/17,North Ayrshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,2180
2016/17,North Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",32.6
2016/17,North Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,4430
2016/17,North Lanarkshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",20.2
2016/17,North Lanarkshire,Community Alarm Only,All Ages,Number of People,6870
2016/17,North Lanarkshire,Telecare Only,All Ages,"Rate per 1,000 Population",2.1
2016/17,North Lanarkshire,Telecare Only,All Ages,Number of People,720
2016/17,North Lanarkshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",2.4
2016/17,North Lanarkshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,800
2016/17,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",24.7
2016/17,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,8390
2016/17,Orkney Islands,Community Alarm Only,All Ages,"Rate per 1,000 Population",20.1
2016/17,Orkney Islands,Community Alarm Only,All Ages,Number of People,440
2016/17,Orkney Islands,Telecare Only,All Ages,"Rate per 1,000 Population",0
2016/17,Orkney Islands,Telecare Only,All Ages,Number of People,0
2016/17,Orkney Islands,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",13.7
2016/17,Orkney Islands,Receiving both Community Alarm and Telecare,All Ages,Number of People,300
2016/17,Orkney Islands,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",33.9
2016/17,Orkney Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,740
2016/17,Perth and Kinross,Community Alarm Only,All Ages,"Rate per 1,000 Population",12.9
2016/17,Perth and Kinross,Community Alarm Only,All Ages,Number of People,1950
2016/17,Perth and Kinross,Telecare Only,All Ages,"Rate per 1,000 Population",1.3
2016/17,Perth and Kinross,Telecare Only,All Ages,Number of People,200
2016/17,Perth and Kinross,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",8.4
2016/17,Perth and Kinross,Receiving both Community Alarm and Telecare,All Ages,Number of People,1270
2016/17,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",22.7
2016/17,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3420
2016/17,Renfrewshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",16
2016/17,Renfrewshire,Community Alarm Only,All Ages,Number of People,2820
2016/17,Renfrewshire,Telecare Only,All Ages,"Rate per 1,000 Population",0
2016/17,Renfrewshire,Telecare Only,All Ages,Number of People,0
2016/17,Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",3.5
2016/17,Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,610
2016/17,Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",19.5
2016/17,Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3430
2016/17,Scottish Borders,Community Alarm Only,All Ages,"Rate per 1,000 Population",16.9
2016/17,Scottish Borders,Community Alarm Only,All Ages,Number of People,1940
2016/17,Scottish Borders,Telecare Only,All Ages,"Rate per 1,000 Population",0.7
2016/17,Scottish Borders,Telecare Only,All Ages,Number of People,80
2016/17,Scottish Borders,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",4.7
2016/17,Scottish Borders,Receiving both Community Alarm and Telecare,All Ages,Number of People,540
2016/17,Scottish Borders,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",22.4
2016/17,Scottish Borders,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2560
2016/17,Shetland Islands,Community Alarm Only,All Ages,"Rate per 1,000 Population",22.8
2016/17,Shetland Islands,Community Alarm Only,All Ages,Number of People,530
2016/17,Shetland Islands,Telecare Only,All Ages,"Rate per 1,000 Population",1.3
2016/17,Shetland Islands,Telecare Only,All Ages,Number of People,30
2016/17,Shetland Islands,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",6
2016/17,Shetland Islands,Receiving both Community Alarm and Telecare,All Ages,Number of People,140
2016/17,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",29.7
2016/17,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,690
2016/17,South Ayrshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",9
2016/17,South Ayrshire,Community Alarm Only,All Ages,Number of People,1010
2016/17,South Ayrshire,Telecare Only,All Ages,"Rate per 1,000 Population",0
2016/17,South Ayrshire,Telecare Only,All Ages,Number of People,0
2016/17,South Ayrshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",14.6
2016/17,South Ayrshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,1640
2016/17,South Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",23.6
2016/17,South Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2650
2016/17,South Lanarkshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",25.1
2016/17,South Lanarkshire,Community Alarm Only,All Ages,Number of People,7970
