financial_quarter,sending_location,age_group,deprivation,simd_percentage,nclient
2017/18 Q4,Dundee City,65-74 years,5 (Least Deprived),12.3,45
2017/18 Q4,Dundee City,65-74 years,Unknown,0,0
2017/18 Q4,Dundee City,75-84 years,1 (Most Deprived),18.2,130
2017/18 Q4,Dundee City,75-84 years,2,23.8,170
2017/18 Q4,Dundee City,75-84 years,3,21,150
2017/18 Q4,Dundee City,75-84 years,4,20.3,145
2017/18 Q4,Dundee City,75-84 years,5 (Least Deprived),16.8,120
2017/18 Q4,Dundee City,75-84 years,Unknown,0,0
2017/18 Q4,Dundee City,85+ years,1 (Most Deprived),9.3,75
2017/18 Q4,Dundee City,85+ years,2,16.7,135
2017/18 Q4,Dundee City,85+ years,3,21.6,175
2017/18 Q4,Dundee City,85+ years,4,25.3,205
2017/18 Q4,Dundee City,85+ years,5 (Least Deprived),26.5,215
2017/18 Q4,Dundee City,85+ years,Unknown,0.6,5
2017/18 Q4,Dundee City,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,Dundee City,Unknown,2,NA,0
2017/18 Q4,Dundee City,Unknown,3,NA,0
2017/18 Q4,Dundee City,Unknown,4,NA,0
2017/18 Q4,Dundee City,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,Dundee City,Unknown,Unknown,NA,0
2017/18 Q4,East Ayrshire,All Ages,1 (Most Deprived),22.7,460
2017/18 Q4,East Ayrshire,All Ages,2,27.4,555
2017/18 Q4,East Ayrshire,All Ages,3,20,405
2017/18 Q4,East Ayrshire,All Ages,4,16.5,335
2017/18 Q4,East Ayrshire,All Ages,5 (Least Deprived),13.1,265
2017/18 Q4,East Ayrshire,All Ages,Unknown,0.2,5
2017/18 Q4,East Ayrshire,0-17 years,1 (Most Deprived),NA,0
2017/18 Q4,East Ayrshire,0-17 years,2,NA,0
2017/18 Q4,East Ayrshire,0-17 years,3,NA,0
2017/18 Q4,East Ayrshire,0-17 years,4,NA,0
2017/18 Q4,East Ayrshire,0-17 years,5 (Least Deprived),NA,0
2017/18 Q4,East Ayrshire,0-17 years,Unknown,NA,0
2017/18 Q4,East Ayrshire,18-64 years,1 (Most Deprived),37.5,105
2017/18 Q4,East Ayrshire,18-64 years,2,21.4,60
2017/18 Q4,East Ayrshire,18-64 years,3,17.9,50
2017/18 Q4,East Ayrshire,18-64 years,4,14.3,40
2017/18 Q4,East Ayrshire,18-64 years,5 (Least Deprived),8.9,25
2017/18 Q4,East Ayrshire,18-64 years,Unknown,0,0
2017/18 Q4,East Ayrshire,65-74 years,1 (Most Deprived),26.5,90
2017/18 Q4,East Ayrshire,65-74 years,2,26.5,90
2017/18 Q4,East Ayrshire,65-74 years,3,19.1,65
2017/18 Q4,East Ayrshire,65-74 years,4,16.2,55
2017/18 Q4,East Ayrshire,65-74 years,5 (Least Deprived),11.8,40
2017/18 Q4,East Ayrshire,65-74 years,Unknown,0,0
2017/18 Q4,East Ayrshire,75-84 years,1 (Most Deprived),21.1,160
2017/18 Q4,East Ayrshire,75-84 years,2,28.9,220
2017/18 Q4,East Ayrshire,75-84 years,3,21.7,165
2017/18 Q4,East Ayrshire,75-84 years,4,14.5,110
2017/18 Q4,East Ayrshire,75-84 years,5 (Least Deprived),13.8,105
2017/18 Q4,East Ayrshire,75-84 years,Unknown,0,0
2017/18 Q4,East Ayrshire,85+ years,1 (Most Deprived),16.5,105
2017/18 Q4,East Ayrshire,85+ years,2,28.3,180
2017/18 Q4,East Ayrshire,85+ years,3,19.7,125
2017/18 Q4,East Ayrshire,85+ years,4,19.7,125
2017/18 Q4,East Ayrshire,85+ years,5 (Least Deprived),15,95
2017/18 Q4,East Ayrshire,85+ years,Unknown,0.8,5
2017/18 Q4,East Ayrshire,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,East Ayrshire,Unknown,2,NA,0
2017/18 Q4,East Ayrshire,Unknown,3,NA,0
2017/18 Q4,East Ayrshire,Unknown,4,NA,0
2017/18 Q4,East Ayrshire,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,East Ayrshire,Unknown,Unknown,NA,0
2017/18 Q4,East Dunbartonshire,All Ages,1 (Most Deprived),24.5,380
2017/18 Q4,East Dunbartonshire,All Ages,2,19,295
2017/18 Q4,East Dunbartonshire,All Ages,3,23.5,365
2017/18 Q4,East Dunbartonshire,All Ages,4,15.8,245
2017/18 Q4,East Dunbartonshire,All Ages,5 (Least Deprived),16.5,255
2017/18 Q4,East Dunbartonshire,All Ages,Unknown,0.6,10
2017/18 Q4,East Dunbartonshire,0-17 years,1 (Most Deprived),12.5,5
2017/18 Q4,East Dunbartonshire,0-17 years,2,25,10
2017/18 Q4,East Dunbartonshire,0-17 years,3,12.5,5
2017/18 Q4,East Dunbartonshire,0-17 years,4,25,10
2017/18 Q4,East Dunbartonshire,0-17 years,5 (Least Deprived),25,10
2017/18 Q4,East Dunbartonshire,0-17 years,Unknown,0,0
2017/18 Q4,East Dunbartonshire,18-64 years,1 (Most Deprived),40,50
2017/18 Q4,East Dunbartonshire,18-64 years,2,12,15
2017/18 Q4,East Dunbartonshire,18-64 years,3,24,30
2017/18 Q4,East Dunbartonshire,18-64 years,4,16,20
2017/18 Q4,East Dunbartonshire,18-64 years,5 (Least Deprived),8,10
2017/18 Q4,East Dunbartonshire,18-64 years,Unknown,0,0
2017/18 Q4,East Dunbartonshire,65-74 years,1 (Most Deprived),32.4,60
2017/18 Q4,East Dunbartonshire,65-74 years,2,24.3,45
2017/18 Q4,East Dunbartonshire,65-74 years,3,16.2,30
2017/18 Q4,East Dunbartonshire,65-74 years,4,13.5,25
2017/18 Q4,East Dunbartonshire,65-74 years,5 (Least Deprived),10.8,20
2017/18 Q4,East Dunbartonshire,65-74 years,Unknown,2.7,5
2017/18 Q4,East Dunbartonshire,75-84 years,1 (Most Deprived),24.1,140
2017/18 Q4,East Dunbartonshire,75-84 years,2,19.8,115
2017/18 Q4,East Dunbartonshire,75-84 years,3,22.4,130
2017/18 Q4,East Dunbartonshire,75-84 years,4,15.5,90
2017/18 Q4,East Dunbartonshire,75-84 years,5 (Least Deprived),17.2,100
2017/18 Q4,East Dunbartonshire,75-84 years,Unknown,0.9,5
2017/18 Q4,East Dunbartonshire,85+ years,1 (Most Deprived),19.8,125
2017/18 Q4,East Dunbartonshire,85+ years,2,17.5,110
2017/18 Q4,East Dunbartonshire,85+ years,3,27.8,175
2017/18 Q4,East Dunbartonshire,85+ years,4,15.9,100
2017/18 Q4,East Dunbartonshire,85+ years,5 (Least Deprived),18.3,115
2017/18 Q4,East Dunbartonshire,85+ years,Unknown,0.8,5
2017/18 Q4,East Dunbartonshire,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,East Dunbartonshire,Unknown,2,NA,0
2017/18 Q4,East Dunbartonshire,Unknown,3,NA,0
2017/18 Q4,East Dunbartonshire,Unknown,4,NA,0
2017/18 Q4,East Dunbartonshire,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,East Dunbartonshire,Unknown,Unknown,NA,0
2017/18 Q4,East Lothian,All Ages,1 (Most Deprived),24.1,350
2017/18 Q4,East Lothian,All Ages,2,27.9,405
2017/18 Q4,East Lothian,All Ages,3,21,305
2017/18 Q4,East Lothian,All Ages,4,11.7,170
2017/18 Q4,East Lothian,All Ages,5 (Least Deprived),14.8,215
2017/18 Q4,East Lothian,All Ages,Unknown,0.3,5
2017/18 Q4,East Lothian,0-17 years,1 (Most Deprived),NA,0
2017/18 Q4,East Lothian,0-17 years,2,NA,0
2017/18 Q4,East Lothian,0-17 years,3,NA,0
2017/18 Q4,East Lothian,0-17 years,4,NA,0
2017/18 Q4,East Lothian,0-17 years,5 (Least Deprived),NA,0
2017/18 Q4,East Lothian,0-17 years,Unknown,NA,0
2017/18 Q4,East Lothian,18-64 years,1 (Most Deprived),35.6,130
2017/18 Q4,East Lothian,18-64 years,2,28.8,105
2017/18 Q4,East Lothian,18-64 years,3,19.2,70
2017/18 Q4,East Lothian,18-64 years,4,6.8,25
2017/18 Q4,East Lothian,18-64 years,5 (Least Deprived),9.6,35
2017/18 Q4,East Lothian,18-64 years,Unknown,0,0
2017/18 Q4,East Lothian,65-74 years,1 (Most Deprived),20.5,40
2017/18 Q4,East Lothian,65-74 years,2,35.9,70
2017/18 Q4,East Lothian,65-74 years,3,20.5,40
2017/18 Q4,East Lothian,65-74 years,4,10.3,20
2017/18 Q4,East Lothian,65-74 years,5 (Least Deprived),12.8,25
2017/18 Q4,East Lothian,65-74 years,Unknown,0,0
2017/18 Q4,East Lothian,75-84 years,1 (Most Deprived),22.9,95
2017/18 Q4,East Lothian,75-84 years,2,24.1,100
2017/18 Q4,East Lothian,75-84 years,3,24.1,100
2017/18 Q4,East Lothian,75-84 years,4,13.3,55
2017/18 Q4,East Lothian,75-84 years,5 (Least Deprived),15.7,65
2017/18 Q4,East Lothian,75-84 years,Unknown,0,0
2017/18 Q4,East Lothian,85+ years,1 (Most Deprived),18.3,85
2017/18 Q4,East Lothian,85+ years,2,26.9,125
2017/18 Q4,East Lothian,85+ years,3,20.4,95
2017/18 Q4,East Lothian,85+ years,4,15.1,70
2017/18 Q4,East Lothian,85+ years,5 (Least Deprived),19.4,90
2017/18 Q4,East Lothian,85+ years,Unknown,0,0
2017/18 Q4,East Lothian,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,East Lothian,Unknown,2,NA,0
2017/18 Q4,East Lothian,Unknown,3,NA,0
2017/18 Q4,East Lothian,Unknown,4,NA,0
2017/18 Q4,East Lothian,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,East Lothian,Unknown,Unknown,NA,0
2017/18 Q4,East Renfrewshire,All Ages,1 (Most Deprived),18.5,215
2017/18 Q4,East Renfrewshire,All Ages,2,24.5,285
2017/18 Q4,East Renfrewshire,All Ages,3,19.3,225
2017/18 Q4,East Renfrewshire,All Ages,4,22.7,265
2017/18 Q4,East Renfrewshire,All Ages,5 (Least Deprived),15,175
2017/18 Q4,East Renfrewshire,All Ages,Unknown,0,0
2017/18 Q4,East Renfrewshire,0-17 years,1 (Most Deprived),NA,0
2017/18 Q4,East Renfrewshire,0-17 years,2,NA,0
2017/18 Q4,East Renfrewshire,0-17 years,3,NA,0
2017/18 Q4,East Renfrewshire,0-17 years,4,NA,0
2017/18 Q4,East Renfrewshire,0-17 years,5 (Least Deprived),NA,0
2017/18 Q4,East Renfrewshire,0-17 years,Unknown,NA,0
2017/18 Q4,East Renfrewshire,18-64 years,1 (Most Deprived),35.7,50
2017/18 Q4,East Renfrewshire,18-64 years,2,25,35
2017/18 Q4,East Renfrewshire,18-64 years,3,14.3,20
2017/18 Q4,East Renfrewshire,18-64 years,4,17.9,25
2017/18 Q4,East Renfrewshire,18-64 years,5 (Least Deprived),7.1,10
2017/18 Q4,East Renfrewshire,18-64 years,Unknown,0,0
2017/18 Q4,East Renfrewshire,65-74 years,1 (Most Deprived),22.6,35
2017/18 Q4,East Renfrewshire,65-74 years,2,25.8,40
2017/18 Q4,East Renfrewshire,65-74 years,3,19.4,30
2017/18 Q4,East Renfrewshire,65-74 years,4,19.4,30
2017/18 Q4,East Renfrewshire,65-74 years,5 (Least Deprived),12.9,20
2017/18 Q4,East Renfrewshire,65-74 years,Unknown,0,0
2017/18 Q4,East Renfrewshire,75-84 years,1 (Most Deprived),20.5,80
2017/18 Q4,East Renfrewshire,75-84 years,2,23.1,90
2017/18 Q4,East Renfrewshire,75-84 years,3,17.9,70
2017/18 Q4,East Renfrewshire,75-84 years,4,23.1,90
2017/18 Q4,East Renfrewshire,75-84 years,5 (Least Deprived),15.4,60
2017/18 Q4,East Renfrewshire,75-84 years,Unknown,0,0
2017/18 Q4,East Renfrewshire,85+ years,1 (Most Deprived),11.5,55
2017/18 Q4,East Renfrewshire,85+ years,2,25,120
2017/18 Q4,East Renfrewshire,85+ years,3,21.9,105
2017/18 Q4,East Renfrewshire,85+ years,4,25,120
2017/18 Q4,East Renfrewshire,85+ years,5 (Least Deprived),16.7,80
2017/18 Q4,East Renfrewshire,85+ years,Unknown,0,0
2017/18 Q4,East Renfrewshire,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,East Renfrewshire,Unknown,2,NA,0
2017/18 Q4,East Renfrewshire,Unknown,3,NA,0
2017/18 Q4,East Renfrewshire,Unknown,4,NA,0
2017/18 Q4,East Renfrewshire,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,East Renfrewshire,Unknown,Unknown,NA,0
2017/18 Q4,Falkirk,All Ages,1 (Most Deprived),30.7,825
2017/18 Q4,Falkirk,All Ages,2,23.4,630
2017/18 Q4,Falkirk,All Ages,3,19.7,530
2017/18 Q4,Falkirk,All Ages,4,16,430
2017/18 Q4,Falkirk,All Ages,5 (Least Deprived),10,270
2017/18 Q4,Falkirk,All Ages,Unknown,0.2,5
2017/18 Q4,Falkirk,0-17 years,1 (Most Deprived),33.3,5
2017/18 Q4,Falkirk,0-17 years,2,33.3,5
2017/18 Q4,Falkirk,0-17 years,3,33.3,5
2017/18 Q4,Falkirk,0-17 years,4,0,0
2017/18 Q4,Falkirk,0-17 years,5 (Least Deprived),0,0
2017/18 Q4,Falkirk,0-17 years,Unknown,0,0
2017/18 Q4,Falkirk,18-64 years,1 (Most Deprived),42.4,295
2017/18 Q4,Falkirk,18-64 years,2,23,160
2017/18 Q4,Falkirk,18-64 years,3,16.5,115
2017/18 Q4,Falkirk,18-64 years,4,11.5,80
2017/18 Q4,Falkirk,18-64 years,5 (Least Deprived),6.5,45
2017/18 Q4,Falkirk,18-64 years,Unknown,0,0
2017/18 Q4,Falkirk,65-74 years,1 (Most Deprived),31.7,130
2017/18 Q4,Falkirk,65-74 years,2,26.8,110
2017/18 Q4,Falkirk,65-74 years,3,18.3,75
2017/18 Q4,Falkirk,65-74 years,4,13.4,55
2017/18 Q4,Falkirk,65-74 years,5 (Least Deprived),9.8,40
2017/18 Q4,Falkirk,65-74 years,Unknown,0,0
2017/18 Q4,Falkirk,75-84 years,1 (Most Deprived),26.6,210
2017/18 Q4,Falkirk,75-84 years,2,24.1,190
2017/18 Q4,Falkirk,75-84 years,3,21.5,170
2017/18 Q4,Falkirk,75-84 years,4,16.5,130
2017/18 Q4,Falkirk,75-84 years,5 (Least Deprived),11.4,90
2017/18 Q4,Falkirk,75-84 years,Unknown,0,0
2017/18 Q4,Falkirk,85+ years,1 (Most Deprived),24,185
2017/18 Q4,Falkirk,85+ years,2,21.4,165
2017/18 Q4,Falkirk,85+ years,3,21.4,165
2017/18 Q4,Falkirk,85+ years,4,20.8,160
2017/18 Q4,Falkirk,85+ years,5 (Least Deprived),12.3,95
2017/18 Q4,Falkirk,85+ years,Unknown,0,0
2017/18 Q4,Falkirk,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,Falkirk,Unknown,2,NA,0
2017/18 Q4,Falkirk,Unknown,3,NA,0
2017/18 Q4,Falkirk,Unknown,4,NA,0
2017/18 Q4,Falkirk,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,Falkirk,Unknown,Unknown,NA,0
2017/18 Q4,Fife,All Ages,1 (Most Deprived),26.7,1055
2017/18 Q4,Fife,All Ages,2,25.4,1005
2017/18 Q4,Fife,All Ages,3,18.4,725
2017/18 Q4,Fife,All Ages,4,19.7,780
2017/18 Q4,Fife,All Ages,5 (Least Deprived),9.5,375
2017/18 Q4,Fife,All Ages,Unknown,0.3,10
2017/18 Q4,Fife,0-17 years,1 (Most Deprived),20,5
2017/18 Q4,Fife,0-17 years,2,40,10
2017/18 Q4,Fife,0-17 years,3,20,5
2017/18 Q4,Fife,0-17 years,4,0,0
2017/18 Q4,Fife,0-17 years,5 (Least Deprived),20,5
2017/18 Q4,Fife,0-17 years,Unknown,0,0
2017/18 Q4,Fife,18-64 years,1 (Most Deprived),39,400
2017/18 Q4,Fife,18-64 years,2,25.9,265
2017/18 Q4,Fife,18-64 years,3,18.5,190
2017/18 Q4,Fife,18-64 years,4,11.2,115
2017/18 Q4,Fife,18-64 years,5 (Least Deprived),5.4,55
2017/18 Q4,Fife,18-64 years,Unknown,0,0
2017/18 Q4,Fife,65-74 years,1 (Most Deprived),28.5,175
2017/18 Q4,Fife,65-74 years,2,28.5,175
2017/18 Q4,Fife,65-74 years,3,18.7,115
2017/18 Q4,Fife,65-74 years,4,16.3,100
2017/18 Q4,Fife,65-74 years,5 (Least Deprived),8.1,50
2017/18 Q4,Fife,65-74 years,Unknown,0,0
2017/18 Q4,Fife,75-84 years,1 (Most Deprived),21.6,230
2017/18 Q4,Fife,75-84 years,2,25.4,270
2017/18 Q4,Fife,75-84 years,3,17.8,190
2017/18 Q4,Fife,75-84 years,4,24.9,265
2017/18 Q4,Fife,75-84 years,5 (Least Deprived),9.9,105
2017/18 Q4,Fife,75-84 years,Unknown,0.5,5
2017/18 Q4,Fife,85+ years,1 (Most Deprived),20.2,245
2017/18 Q4,Fife,85+ years,2,23.9,290
2017/18 Q4,Fife,85+ years,3,18.5,225
2017/18 Q4,Fife,85+ years,4,24.7,300
2017/18 Q4,Fife,85+ years,5 (Least Deprived),12.8,155
2017/18 Q4,Fife,85+ years,Unknown,0,0
2017/18 Q4,Fife,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,Fife,Unknown,2,NA,0
2017/18 Q4,Fife,Unknown,3,NA,0
2017/18 Q4,Fife,Unknown,4,NA,0
2017/18 Q4,Fife,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,Fife,Unknown,Unknown,NA,0
2017/18 Q4,Highland,All Ages,1 (Most Deprived),24.7,535
2017/18 Q4,Highland,All Ages,2,19.6,425
2017/18 Q4,Highland,All Ages,3,17.1,370
2017/18 Q4,Highland,All Ages,4,20,435
2017/18 Q4,Highland,All Ages,5 (Least Deprived),18.4,400
2017/18 Q4,Highland,All Ages,Unknown,0.2,5
2017/18 Q4,Highland,0-17 years,1 (Most Deprived),NA,0
2017/18 Q4,Highland,0-17 years,2,NA,0
2017/18 Q4,Highland,0-17 years,3,NA,0
2017/18 Q4,Highland,0-17 years,4,NA,0
2017/18 Q4,Highland,0-17 years,5 (Least Deprived),NA,0
2017/18 Q4,Highland,0-17 years,Unknown,NA,0
2017/18 Q4,Highland,18-64 years,1 (Most Deprived),33.3,80
2017/18 Q4,Highland,18-64 years,2,27.1,65
2017/18 Q4,Highland,18-64 years,3,14.6,35
2017/18 Q4,Highland,18-64 years,4,14.6,35
2017/18 Q4,Highland,18-64 years,5 (Least Deprived),10.4,25
2017/18 Q4,Highland,18-64 years,Unknown,0,0
2017/18 Q4,Highland,65-74 years,1 (Most Deprived),27,85
2017/18 Q4,Highland,65-74 years,2,20.6,65
2017/18 Q4,Highland,65-74 years,3,14.3,45
2017/18 Q4,Highland,65-74 years,4,19,60
2017/18 Q4,Highland,65-74 years,5 (Least Deprived),19,60
2017/18 Q4,Highland,65-74 years,Unknown,0,0
2017/18 Q4,Highland,75-84 years,1 (Most Deprived),24.7,180
2017/18 Q4,Highland,75-84 years,2,19.9,145
2017/18 Q4,Highland,75-84 years,3,16.4,120
2017/18 Q4,Highland,75-84 years,4,20.5,150
2017/18 Q4,Highland,75-84 years,5 (Least Deprived),18.5,135
2017/18 Q4,Highland,75-84 years,Unknown,0,0
2017/18 Q4,Highland,85+ years,1 (Most Deprived),21.6,190
2017/18 Q4,Highland,85+ years,2,16.5,145
2017/18 Q4,Highland,85+ years,3,18.8,165
2017/18 Q4,Highland,85+ years,4,22.2,195
2017/18 Q4,Highland,85+ years,5 (Least Deprived),20.5,180
2017/18 Q4,Highland,85+ years,Unknown,0.6,5
2017/18 Q4,Highland,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,Highland,Unknown,2,NA,0
2017/18 Q4,Highland,Unknown,3,NA,0
2017/18 Q4,Highland,Unknown,4,NA,0
2017/18 Q4,Highland,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,Highland,Unknown,Unknown,NA,0
2017/18 Q4,Inverclyde,All Ages,1 (Most Deprived),25.2,355
2017/18 Q4,Inverclyde,All Ages,2,20.9,295
2017/18 Q4,Inverclyde,All Ages,3,16,225
2017/18 Q4,Inverclyde,All Ages,4,23.8,335
2017/18 Q4,Inverclyde,All Ages,5 (Least Deprived),13.8,195
2017/18 Q4,Inverclyde,All Ages,Unknown,0.4,5
2017/18 Q4,Inverclyde,0-17 years,1 (Most Deprived),NA,0
2017/18 Q4,Inverclyde,0-17 years,2,NA,0
2017/18 Q4,Inverclyde,0-17 years,3,NA,0
2017/18 Q4,Inverclyde,0-17 years,4,NA,0
2017/18 Q4,Inverclyde,0-17 years,5 (Least Deprived),NA,0
2017/18 Q4,Inverclyde,0-17 years,Unknown,NA,0
2017/18 Q4,Inverclyde,18-64 years,1 (Most Deprived),38.7,60
2017/18 Q4,Inverclyde,18-64 years,2,22.6,35
2017/18 Q4,Inverclyde,18-64 years,3,12.9,20
2017/18 Q4,Inverclyde,18-64 years,4,19.4,30
2017/18 Q4,Inverclyde,18-64 years,5 (Least Deprived),6.5,10
2017/18 Q4,Inverclyde,18-64 years,Unknown,0,0
2017/18 Q4,Inverclyde,65-74 years,1 (Most Deprived),34,85
2017/18 Q4,Inverclyde,65-74 years,2,20,50
2017/18 Q4,Inverclyde,65-74 years,3,20,50
2017/18 Q4,Inverclyde,65-74 years,4,16,40
2017/18 Q4,Inverclyde,65-74 years,5 (Least Deprived),10,25
2017/18 Q4,Inverclyde,65-74 years,Unknown,0,0
2017/18 Q4,Inverclyde,75-84 years,1 (Most Deprived),23.6,130
2017/18 Q4,Inverclyde,75-84 years,2,22.7,125
2017/18 Q4,Inverclyde,75-84 years,3,15.5,85
2017/18 Q4,Inverclyde,75-84 years,4,24.5,135
2017/18 Q4,Inverclyde,75-84 years,5 (Least Deprived),13.6,75
2017/18 Q4,Inverclyde,75-84 years,Unknown,0,0
2017/18 Q4,Inverclyde,85+ years,1 (Most Deprived),17.4,80
2017/18 Q4,Inverclyde,85+ years,2,19.6,90
2017/18 Q4,Inverclyde,85+ years,3,15.2,70
2017/18 Q4,Inverclyde,85+ years,4,29.3,135
2017/18 Q4,Inverclyde,85+ years,5 (Least Deprived),17.4,80
2017/18 Q4,Inverclyde,85+ years,Unknown,1.1,5
2017/18 Q4,Inverclyde,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,Inverclyde,Unknown,2,NA,0
2017/18 Q4,Inverclyde,Unknown,3,NA,0
2017/18 Q4,Inverclyde,Unknown,4,NA,0
2017/18 Q4,Inverclyde,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,Inverclyde,Unknown,Unknown,NA,0
2017/18 Q4,Midlothian,All Ages,1 (Most Deprived),22,245
2017/18 Q4,Midlothian,All Ages,2,23.3,260
2017/18 Q4,Midlothian,All Ages,3,25.1,280
2017/18 Q4,Midlothian,All Ages,4,15.2,170
2017/18 Q4,Midlothian,All Ages,5 (Least Deprived),14.3,160
2017/18 Q4,Midlothian,All Ages,Unknown,0,0
2017/18 Q4,Midlothian,0-17 years,1 (Most Deprived),0,0
2017/18 Q4,Midlothian,0-17 years,2,100,5
2017/18 Q4,Midlothian,0-17 years,3,0,0
2017/18 Q4,Midlothian,0-17 years,4,0,0
2017/18 Q4,Midlothian,0-17 years,5 (Least Deprived),0,0
2017/18 Q4,Midlothian,0-17 years,Unknown,0,0
2017/18 Q4,Midlothian,18-64 years,1 (Most Deprived),27.3,75
2017/18 Q4,Midlothian,18-64 years,2,23.6,65
2017/18 Q4,Midlothian,18-64 years,3,20,55
2017/18 Q4,Midlothian,18-64 years,4,18.2,50
2017/18 Q4,Midlothian,18-64 years,5 (Least Deprived),10.9,30
2017/18 Q4,Midlothian,18-64 years,Unknown,0,0
2017/18 Q4,Midlothian,65-74 years,1 (Most Deprived),23.5,40
2017/18 Q4,Midlothian,65-74 years,2,26.5,45
2017/18 Q4,Midlothian,65-74 years,3,26.5,45
2017/18 Q4,Midlothian,65-74 years,4,14.7,25
2017/18 Q4,Midlothian,65-74 years,5 (Least Deprived),8.8,15
2017/18 Q4,Midlothian,65-74 years,Unknown,0,0
2017/18 Q4,Midlothian,75-84 years,1 (Most Deprived),20.9,70
2017/18 Q4,Midlothian,75-84 years,2,23.9,80
2017/18 Q4,Midlothian,75-84 years,3,26.9,90
2017/18 Q4,Midlothian,75-84 years,4,11.9,40
2017/18 Q4,Midlothian,75-84 years,5 (Least Deprived),16.4,55
2017/18 Q4,Midlothian,75-84 years,Unknown,0,0
2017/18 Q4,Midlothian,85+ years,1 (Most Deprived),19,60
2017/18 Q4,Midlothian,85+ years,2,17.5,55
2017/18 Q4,Midlothian,85+ years,3,28.6,90
2017/18 Q4,Midlothian,85+ years,4,15.9,50
2017/18 Q4,Midlothian,85+ years,5 (Least Deprived),19,60
2017/18 Q4,Midlothian,85+ years,Unknown,0,0
2017/18 Q4,Midlothian,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,Midlothian,Unknown,2,NA,0
2017/18 Q4,Midlothian,Unknown,3,NA,0
2017/18 Q4,Midlothian,Unknown,4,NA,0
2017/18 Q4,Midlothian,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,Midlothian,Unknown,Unknown,NA,0
2017/18 Q4,Moray,All Ages,1 (Most Deprived),21.8,285
2017/18 Q4,Moray,All Ages,2,24,315
2017/18 Q4,Moray,All Ages,3,18.3,240
2017/18 Q4,Moray,All Ages,4,18.7,245
2017/18 Q4,Moray,All Ages,5 (Least Deprived),14.9,195
2017/18 Q4,Moray,All Ages,Unknown,2.3,30
2017/18 Q4,Moray,0-17 years,1 (Most Deprived),NA,0
2017/18 Q4,Moray,0-17 years,2,NA,0
2017/18 Q4,Moray,0-17 years,3,NA,0
2017/18 Q4,Moray,0-17 years,4,NA,0
2017/18 Q4,Moray,0-17 years,5 (Least Deprived),NA,0
2017/18 Q4,Moray,0-17 years,Unknown,NA,0
2017/18 Q4,Moray,18-64 years,1 (Most Deprived),31.6,90
2017/18 Q4,Moray,18-64 years,2,26.3,75
2017/18 Q4,Moray,18-64 years,3,15.8,45
2017/18 Q4,Moray,18-64 years,4,19.3,55
2017/18 Q4,Moray,18-64 years,5 (Least Deprived),7,20
2017/18 Q4,Moray,18-64 years,Unknown,0,0
2017/18 Q4,Moray,65-74 years,1 (Most Deprived),23.1,45
2017/18 Q4,Moray,65-74 years,2,23.1,45
2017/18 Q4,Moray,65-74 years,3,17.9,35
2017/18 Q4,Moray,65-74 years,4,20.5,40
2017/18 Q4,Moray,65-74 years,5 (Least Deprived),12.8,25
2017/18 Q4,Moray,65-74 years,Unknown,2.6,5
2017/18 Q4,Moray,75-84 years,1 (Most Deprived),17.3,70
2017/18 Q4,Moray,75-84 years,2,23.5,95
2017/18 Q4,Moray,75-84 years,3,21,85
2017/18 Q4,Moray,75-84 years,4,18.5,75
2017/18 Q4,Moray,75-84 years,5 (Least Deprived),18.5,75
2017/18 Q4,Moray,75-84 years,Unknown,1.2,5
2017/18 Q4,Moray,85+ years,1 (Most Deprived),19.5,85
2017/18 Q4,Moray,85+ years,2,24.1,105
2017/18 Q4,Moray,85+ years,3,17.2,75
2017/18 Q4,Moray,85+ years,4,17.2,75
2017/18 Q4,Moray,85+ years,5 (Least Deprived),18.4,80
2017/18 Q4,Moray,85+ years,Unknown,3.4,15
2017/18 Q4,Moray,Unknown,1 (Most Deprived),NA,0
2017/18 Q4,Moray,Unknown,2,NA,0
2017/18 Q4,Moray,Unknown,3,NA,0
2017/18 Q4,Moray,Unknown,4,NA,0
2017/18 Q4,Moray,Unknown,5 (Least Deprived),NA,0
2017/18 Q4,Moray,Unknown,Unknown,NA,0
2017/18 Q4,North Ayrshire,All Ages,1 (Most Deprived),27.2,640
2017/18 Q4,North Ayrshire,All Ages,2,16.2,380
2017/18 Q4,North Ayrshire,All Ages,3,19.8,465
