financial_quarter,sending_location,age_group,referral_source,percentage,numerator,scotland_percentage
2017/18 Q4,East Ayrshire,65-74 years,GP,0,0,3
2017/18 Q4,East Ayrshire,65-74 years,Care Home,0,0,0
2017/18 Q4,East Ayrshire,65-74 years,Self Referral,10.5,10,11.7
2017/18 Q4,East Ayrshire,65-74 years,Other/Unknown,0,0,3.8
2017/18 Q4,East Ayrshire,75-84 years,999 Emergency Services,84.4,135,81.6
2017/18 Q4,East Ayrshire,75-84 years,GP,3.1,5,3.1
2017/18 Q4,East Ayrshire,75-84 years,Care Home,0,0,0
2017/18 Q4,East Ayrshire,75-84 years,Self Referral,9.4,15,11.1
2017/18 Q4,East Ayrshire,75-84 years,Other/Unknown,3.1,5,4.2
2017/18 Q4,East Ayrshire,85+ years,999 Emergency Services,92.6,125,84.8
2017/18 Q4,East Ayrshire,85+ years,GP,0,0,3.1
2017/18 Q4,East Ayrshire,85+ years,Care Home,0,0,0
2017/18 Q4,East Ayrshire,85+ years,Self Referral,7.4,10,8.6
2017/18 Q4,East Ayrshire,85+ years,Other/Unknown,0,0,3.5
2017/18 Q4,East Ayrshire,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,East Ayrshire,Unknown,GP,0,0,0
2017/18 Q4,East Ayrshire,Unknown,Care Home,0,0,0
2017/18 Q4,East Ayrshire,Unknown,Self Referral,0,0,0
2017/18 Q4,East Ayrshire,Unknown,Other/Unknown,0,0,0
2017/18 Q4,East Dunbartonshire,All Ages,999 Emergency Services,81.6,200,79
2017/18 Q4,East Dunbartonshire,All Ages,GP,2,5,3.2
2017/18 Q4,East Dunbartonshire,All Ages,Care Home,0,0,0
2017/18 Q4,East Dunbartonshire,All Ages,Self Referral,16.3,40,13
2017/18 Q4,East Dunbartonshire,All Ages,Other/Unknown,0,0,4.8
2017/18 Q4,East Dunbartonshire,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,East Dunbartonshire,0-17 years,GP,0,0,16.7
2017/18 Q4,East Dunbartonshire,0-17 years,Care Home,0,0,0
2017/18 Q4,East Dunbartonshire,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,East Dunbartonshire,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,East Dunbartonshire,18-64 years,999 Emergency Services,100,10,62.2
2017/18 Q4,East Dunbartonshire,18-64 years,GP,0,0,3.7
2017/18 Q4,East Dunbartonshire,18-64 years,Care Home,0,0,0
2017/18 Q4,East Dunbartonshire,18-64 years,Self Referral,0,0,25.2
2017/18 Q4,East Dunbartonshire,18-64 years,Other/Unknown,0,0,8.9
2017/18 Q4,East Dunbartonshire,65-74 years,999 Emergency Services,83.3,25,81.5
2017/18 Q4,East Dunbartonshire,65-74 years,GP,0,0,3
2017/18 Q4,East Dunbartonshire,65-74 years,Care Home,0,0,0
2017/18 Q4,East Dunbartonshire,65-74 years,Self Referral,16.7,5,11.7
2017/18 Q4,East Dunbartonshire,65-74 years,Other/Unknown,0,0,3.8
2017/18 Q4,East Dunbartonshire,75-84 years,999 Emergency Services,84.2,80,81.6
2017/18 Q4,East Dunbartonshire,75-84 years,GP,0,0,3.1
2017/18 Q4,East Dunbartonshire,75-84 years,Care Home,0,0,0
2017/18 Q4,East Dunbartonshire,75-84 years,Self Referral,15.8,15,11.1
2017/18 Q4,East Dunbartonshire,75-84 years,Other/Unknown,0,0,4.2
2017/18 Q4,East Dunbartonshire,85+ years,999 Emergency Services,85,85,84.8
2017/18 Q4,East Dunbartonshire,85+ years,GP,0,0,3.1
2017/18 Q4,East Dunbartonshire,85+ years,Care Home,0,0,0
2017/18 Q4,East Dunbartonshire,85+ years,Self Referral,15,15,8.6
2017/18 Q4,East Dunbartonshire,85+ years,Other/Unknown,0,0,3.5
2017/18 Q4,East Dunbartonshire,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,East Dunbartonshire,Unknown,GP,0,0,0
2017/18 Q4,East Dunbartonshire,Unknown,Care Home,0,0,0
2017/18 Q4,East Dunbartonshire,Unknown,Self Referral,0,0,0
2017/18 Q4,East Dunbartonshire,Unknown,Other/Unknown,0,0,0
2017/18 Q4,East Lothian,All Ages,999 Emergency Services,77.5,275,79
2017/18 Q4,East Lothian,All Ages,GP,2.8,10,3.2
2017/18 Q4,East Lothian,All Ages,Care Home,0,0,0
2017/18 Q4,East Lothian,All Ages,Self Referral,7,25,13
2017/18 Q4,East Lothian,All Ages,Other/Unknown,12.7,45,4.8
2017/18 Q4,East Lothian,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,East Lothian,0-17 years,GP,0,0,16.7
2017/18 Q4,East Lothian,0-17 years,Care Home,0,0,0
2017/18 Q4,East Lothian,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,East Lothian,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,East Lothian,18-64 years,999 Emergency Services,50,35,62.2
2017/18 Q4,East Lothian,18-64 years,GP,7.1,5,3.7
2017/18 Q4,East Lothian,18-64 years,Care Home,0,0,0
2017/18 Q4,East Lothian,18-64 years,Self Referral,28.6,20,25.2
2017/18 Q4,East Lothian,18-64 years,Other/Unknown,14.3,10,8.9
2017/18 Q4,East Lothian,65-74 years,999 Emergency Services,77.8,35,81.5
2017/18 Q4,East Lothian,65-74 years,GP,0,0,3
2017/18 Q4,East Lothian,65-74 years,Care Home,0,0,0
2017/18 Q4,East Lothian,65-74 years,Self Referral,0,0,11.7
2017/18 Q4,East Lothian,65-74 years,Other/Unknown,22.2,10,3.8
2017/18 Q4,East Lothian,75-84 years,999 Emergency Services,87,100,81.6
2017/18 Q4,East Lothian,75-84 years,GP,0,0,3.1
2017/18 Q4,East Lothian,75-84 years,Care Home,0,0,0
2017/18 Q4,East Lothian,75-84 years,Self Referral,4.3,5,11.1
2017/18 Q4,East Lothian,75-84 years,Other/Unknown,8.7,10,4.2
2017/18 Q4,East Lothian,85+ years,999 Emergency Services,83.3,100,84.8
2017/18 Q4,East Lothian,85+ years,GP,0,0,3.1
2017/18 Q4,East Lothian,85+ years,Care Home,0,0,0
2017/18 Q4,East Lothian,85+ years,Self Referral,4.2,5,8.6
2017/18 Q4,East Lothian,85+ years,Other/Unknown,12.5,15,3.5
2017/18 Q4,East Lothian,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,East Lothian,Unknown,GP,0,0,0
2017/18 Q4,East Lothian,Unknown,Care Home,0,0,0
2017/18 Q4,East Lothian,Unknown,Self Referral,0,0,0
2017/18 Q4,East Lothian,Unknown,Other/Unknown,0,0,0
2017/18 Q4,East Renfrewshire,All Ages,999 Emergency Services,72.5,185,79
2017/18 Q4,East Renfrewshire,All Ages,GP,2,5,3.2
2017/18 Q4,East Renfrewshire,All Ages,Care Home,0,0,0
2017/18 Q4,East Renfrewshire,All Ages,Self Referral,21.6,55,13
2017/18 Q4,East Renfrewshire,All Ages,Other/Unknown,3.9,10,4.8
2017/18 Q4,East Renfrewshire,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,East Renfrewshire,0-17 years,GP,0,0,16.7
2017/18 Q4,East Renfrewshire,0-17 years,Care Home,0,0,0
2017/18 Q4,East Renfrewshire,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,East Renfrewshire,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,East Renfrewshire,18-64 years,999 Emergency Services,50,10,62.2
2017/18 Q4,East Renfrewshire,18-64 years,GP,0,0,3.7
2017/18 Q4,East Renfrewshire,18-64 years,Care Home,0,0,0
2017/18 Q4,East Renfrewshire,18-64 years,Self Referral,50,10,25.2
2017/18 Q4,East Renfrewshire,18-64 years,Other/Unknown,0,0,8.9
2017/18 Q4,East Renfrewshire,65-74 years,999 Emergency Services,83.3,25,81.5
2017/18 Q4,East Renfrewshire,65-74 years,GP,0,0,3
2017/18 Q4,East Renfrewshire,65-74 years,Care Home,0,0,0
2017/18 Q4,East Renfrewshire,65-74 years,Self Referral,16.7,5,11.7
2017/18 Q4,East Renfrewshire,65-74 years,Other/Unknown,0,0,3.8
2017/18 Q4,East Renfrewshire,75-84 years,999 Emergency Services,72.2,65,81.6
2017/18 Q4,East Renfrewshire,75-84 years,GP,0,0,3.1
2017/18 Q4,East Renfrewshire,75-84 years,Care Home,0,0,0
2017/18 Q4,East Renfrewshire,75-84 years,Self Referral,22.2,20,11.1
2017/18 Q4,East Renfrewshire,75-84 years,Other/Unknown,5.6,5,4.2
2017/18 Q4,East Renfrewshire,85+ years,999 Emergency Services,72.7,80,84.8
2017/18 Q4,East Renfrewshire,85+ years,GP,4.5,5,3.1
2017/18 Q4,East Renfrewshire,85+ years,Care Home,0,0,0
2017/18 Q4,East Renfrewshire,85+ years,Self Referral,18.2,20,8.6
2017/18 Q4,East Renfrewshire,85+ years,Other/Unknown,4.5,5,3.5
2017/18 Q4,East Renfrewshire,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,East Renfrewshire,Unknown,GP,0,0,0
2017/18 Q4,East Renfrewshire,Unknown,Care Home,0,0,0
2017/18 Q4,East Renfrewshire,Unknown,Self Referral,0,0,0
2017/18 Q4,East Renfrewshire,Unknown,Other/Unknown,0,0,0
2017/18 Q4,Falkirk,All Ages,999 Emergency Services,79,470,79
2017/18 Q4,Falkirk,All Ages,GP,1.7,10,3.2
2017/18 Q4,Falkirk,All Ages,Care Home,0,0,0
2017/18 Q4,Falkirk,All Ages,Self Referral,16,95,13
2017/18 Q4,Falkirk,All Ages,Other/Unknown,3.4,20,4.8
2017/18 Q4,Falkirk,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,Falkirk,0-17 years,GP,0,0,16.7
2017/18 Q4,Falkirk,0-17 years,Care Home,0,0,0
2017/18 Q4,Falkirk,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,Falkirk,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,Falkirk,18-64 years,999 Emergency Services,66.7,80,62.2
2017/18 Q4,Falkirk,18-64 years,GP,0,0,3.7
2017/18 Q4,Falkirk,18-64 years,Care Home,0,0,0
2017/18 Q4,Falkirk,18-64 years,Self Referral,25,30,25.2
2017/18 Q4,Falkirk,18-64 years,Other/Unknown,8.3,10,8.9
2017/18 Q4,Falkirk,65-74 years,999 Emergency Services,85.7,90,81.5
2017/18 Q4,Falkirk,65-74 years,GP,0,0,3
2017/18 Q4,Falkirk,65-74 years,Care Home,0,0,0
2017/18 Q4,Falkirk,65-74 years,Self Referral,9.5,10,11.7
2017/18 Q4,Falkirk,65-74 years,Other/Unknown,4.8,5,3.8
2017/18 Q4,Falkirk,75-84 years,999 Emergency Services,79.1,170,81.6
2017/18 Q4,Falkirk,75-84 years,GP,0,0,3.1
2017/18 Q4,Falkirk,75-84 years,Care Home,0,0,0
2017/18 Q4,Falkirk,75-84 years,Self Referral,18.6,40,11.1
2017/18 Q4,Falkirk,75-84 years,Other/Unknown,2.3,5,4.2
2017/18 Q4,Falkirk,85+ years,999 Emergency Services,86.7,130,84.8
2017/18 Q4,Falkirk,85+ years,GP,3.3,5,3.1
2017/18 Q4,Falkirk,85+ years,Care Home,0,0,0
2017/18 Q4,Falkirk,85+ years,Self Referral,10,15,8.6
2017/18 Q4,Falkirk,85+ years,Other/Unknown,0,0,3.5
2017/18 Q4,Falkirk,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,Falkirk,Unknown,GP,0,0,0
2017/18 Q4,Falkirk,Unknown,Care Home,0,0,0
2017/18 Q4,Falkirk,Unknown,Self Referral,0,0,0
2017/18 Q4,Falkirk,Unknown,Other/Unknown,0,0,0
2017/18 Q4,Fife,All Ages,999 Emergency Services,76.9,515,79
2017/18 Q4,Fife,All Ages,GP,0.7,5,3.2
2017/18 Q4,Fife,All Ages,Care Home,0,0,0
2017/18 Q4,Fife,All Ages,Self Referral,20.1,135,13
2017/18 Q4,Fife,All Ages,Other/Unknown,2.2,15,4.8
2017/18 Q4,Fife,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,Fife,0-17 years,GP,0,0,16.7
2017/18 Q4,Fife,0-17 years,Care Home,0,0,0
2017/18 Q4,Fife,0-17 years,Self Referral,100,5,33.3
2017/18 Q4,Fife,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,Fife,18-64 years,999 Emergency Services,55.2,80,62.2
2017/18 Q4,Fife,18-64 years,GP,0,0,3.7
2017/18 Q4,Fife,18-64 years,Care Home,0,0,0
2017/18 Q4,Fife,18-64 years,Self Referral,37.9,55,25.2
2017/18 Q4,Fife,18-64 years,Other/Unknown,6.9,10,8.9
2017/18 Q4,Fife,65-74 years,999 Emergency Services,75.9,110,81.5
2017/18 Q4,Fife,65-74 years,GP,0,0,3
2017/18 Q4,Fife,65-74 years,Care Home,0,0,0
2017/18 Q4,Fife,65-74 years,Self Referral,24.1,35,11.7
2017/18 Q4,Fife,65-74 years,Other/Unknown,0,0,3.8
2017/18 Q4,Fife,75-84 years,999 Emergency Services,86.5,160,81.6
2017/18 Q4,Fife,75-84 years,GP,0,0,3.1
2017/18 Q4,Fife,75-84 years,Care Home,0,0,0
2017/18 Q4,Fife,75-84 years,Self Referral,13.5,25,11.1
2017/18 Q4,Fife,75-84 years,Other/Unknown,0,0,4.2
2017/18 Q4,Fife,85+ years,999 Emergency Services,86.8,165,84.8
2017/18 Q4,Fife,85+ years,GP,0,0,3.1
2017/18 Q4,Fife,85+ years,Care Home,0,0,0
2017/18 Q4,Fife,85+ years,Self Referral,10.5,20,8.6
2017/18 Q4,Fife,85+ years,Other/Unknown,2.6,5,3.5
2017/18 Q4,Fife,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,Fife,Unknown,GP,0,0,0
2017/18 Q4,Fife,Unknown,Care Home,0,0,0
2017/18 Q4,Fife,Unknown,Self Referral,0,0,0
2017/18 Q4,Fife,Unknown,Other/Unknown,0,0,0
2017/18 Q4,Highland,All Ages,999 Emergency Services,83.7,385,79
2017/18 Q4,Highland,All Ages,GP,2.2,10,3.2
2017/18 Q4,Highland,All Ages,Care Home,0,0,0
2017/18 Q4,Highland,All Ages,Self Referral,9.8,45,13
2017/18 Q4,Highland,All Ages,Other/Unknown,4.3,20,4.8
2017/18 Q4,Highland,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,Highland,0-17 years,GP,0,0,16.7
2017/18 Q4,Highland,0-17 years,Care Home,0,0,0
2017/18 Q4,Highland,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,Highland,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,Highland,18-64 years,999 Emergency Services,90.9,50,62.2
2017/18 Q4,Highland,18-64 years,GP,0,0,3.7
2017/18 Q4,Highland,18-64 years,Care Home,0,0,0
2017/18 Q4,Highland,18-64 years,Self Referral,9.1,5,25.2
2017/18 Q4,Highland,18-64 years,Other/Unknown,0,0,8.9
2017/18 Q4,Highland,65-74 years,999 Emergency Services,77.8,70,81.5
2017/18 Q4,Highland,65-74 years,GP,5.6,5,3
2017/18 Q4,Highland,65-74 years,Care Home,0,0,0
2017/18 Q4,Highland,65-74 years,Self Referral,11.1,10,11.7
2017/18 Q4,Highland,65-74 years,Other/Unknown,5.6,5,3.8
2017/18 Q4,Highland,75-84 years,999 Emergency Services,82.1,115,81.6
2017/18 Q4,Highland,75-84 years,GP,0,0,3.1
2017/18 Q4,Highland,75-84 years,Care Home,0,0,0
2017/18 Q4,Highland,75-84 years,Self Referral,14.3,20,11.1
2017/18 Q4,Highland,75-84 years,Other/Unknown,3.6,5,4.2
2017/18 Q4,Highland,85+ years,999 Emergency Services,91.2,155,84.8
2017/18 Q4,Highland,85+ years,GP,0,0,3.1
2017/18 Q4,Highland,85+ years,Care Home,0,0,0
2017/18 Q4,Highland,85+ years,Self Referral,5.9,10,8.6
2017/18 Q4,Highland,85+ years,Other/Unknown,2.9,5,3.5
2017/18 Q4,Highland,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,Highland,Unknown,GP,0,0,0
2017/18 Q4,Highland,Unknown,Care Home,0,0,0
2017/18 Q4,Highland,Unknown,Self Referral,0,0,0
2017/18 Q4,Highland,Unknown,Other/Unknown,0,0,0
2017/18 Q4,Inverclyde,All Ages,999 Emergency Services,79,470,79
2017/18 Q4,Inverclyde,All Ages,GP,3.4,20,3.2
2017/18 Q4,Inverclyde,All Ages,Care Home,0,0,0
2017/18 Q4,Inverclyde,All Ages,Self Referral,16,95,13
2017/18 Q4,Inverclyde,All Ages,Other/Unknown,1.7,10,4.8
2017/18 Q4,Inverclyde,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,Inverclyde,0-17 years,GP,0,0,16.7
2017/18 Q4,Inverclyde,0-17 years,Care Home,0,0,0
2017/18 Q4,Inverclyde,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,Inverclyde,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,Inverclyde,18-64 years,999 Emergency Services,75,45,62.2
2017/18 Q4,Inverclyde,18-64 years,GP,0,0,3.7
2017/18 Q4,Inverclyde,18-64 years,Care Home,0,0,0
2017/18 Q4,Inverclyde,18-64 years,Self Referral,25,15,25.2
2017/18 Q4,Inverclyde,18-64 years,Other/Unknown,0,0,8.9
2017/18 Q4,Inverclyde,65-74 years,999 Emergency Services,81.8,90,81.5
2017/18 Q4,Inverclyde,65-74 years,GP,4.5,5,3
2017/18 Q4,Inverclyde,65-74 years,Care Home,0,0,0
2017/18 Q4,Inverclyde,65-74 years,Self Referral,13.6,15,11.7
2017/18 Q4,Inverclyde,65-74 years,Other/Unknown,0,0,3.8
2017/18 Q4,Inverclyde,75-84 years,999 Emergency Services,76.6,180,81.6
2017/18 Q4,Inverclyde,75-84 years,GP,4.3,10,3.1
2017/18 Q4,Inverclyde,75-84 years,Care Home,0,0,0
2017/18 Q4,Inverclyde,75-84 years,Self Referral,17,40,11.1
2017/18 Q4,Inverclyde,75-84 years,Other/Unknown,2.1,5,4.2
2017/18 Q4,Inverclyde,85+ years,999 Emergency Services,83.8,155,84.8
2017/18 Q4,Inverclyde,85+ years,GP,2.7,5,3.1
2017/18 Q4,Inverclyde,85+ years,Care Home,0,0,0
2017/18 Q4,Inverclyde,85+ years,Self Referral,13.5,25,8.6
2017/18 Q4,Inverclyde,85+ years,Other/Unknown,0,0,3.5
2017/18 Q4,Inverclyde,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,Inverclyde,Unknown,GP,0,0,0
2017/18 Q4,Inverclyde,Unknown,Care Home,0,0,0
2017/18 Q4,Inverclyde,Unknown,Self Referral,0,0,0
2017/18 Q4,Inverclyde,Unknown,Other/Unknown,0,0,0
2017/18 Q4,Midlothian,All Ages,999 Emergency Services,83.6,255,79
2017/18 Q4,Midlothian,All Ages,GP,1.6,5,3.2
2017/18 Q4,Midlothian,All Ages,Care Home,0,0,0
2017/18 Q4,Midlothian,All Ages,Self Referral,4.9,15,13
2017/18 Q4,Midlothian,All Ages,Other/Unknown,9.8,30,4.8
2017/18 Q4,Midlothian,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,Midlothian,0-17 years,GP,0,0,16.7
2017/18 Q4,Midlothian,0-17 years,Care Home,0,0,0
2017/18 Q4,Midlothian,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,Midlothian,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,Midlothian,18-64 years,999 Emergency Services,72.7,40,62.2
2017/18 Q4,Midlothian,18-64 years,GP,9.1,5,3.7
2017/18 Q4,Midlothian,18-64 years,Care Home,0,0,0
2017/18 Q4,Midlothian,18-64 years,Self Referral,9.1,5,25.2
2017/18 Q4,Midlothian,18-64 years,Other/Unknown,9.1,5,8.9
2017/18 Q4,Midlothian,65-74 years,999 Emergency Services,91.7,55,81.5
2017/18 Q4,Midlothian,65-74 years,GP,0,0,3
2017/18 Q4,Midlothian,65-74 years,Care Home,0,0,0
2017/18 Q4,Midlothian,65-74 years,Self Referral,0,0,11.7
2017/18 Q4,Midlothian,65-74 years,Other/Unknown,8.3,5,3.8
2017/18 Q4,Midlothian,75-84 years,999 Emergency Services,90,90,81.6
2017/18 Q4,Midlothian,75-84 years,GP,0,0,3.1
2017/18 Q4,Midlothian,75-84 years,Care Home,0,0,0
2017/18 Q4,Midlothian,75-84 years,Self Referral,0,0,11.1
2017/18 Q4,Midlothian,75-84 years,Other/Unknown,10,10,4.2
2017/18 Q4,Midlothian,85+ years,999 Emergency Services,82.4,70,84.8
2017/18 Q4,Midlothian,85+ years,GP,0,0,3.1
2017/18 Q4,Midlothian,85+ years,Care Home,0,0,0
2017/18 Q4,Midlothian,85+ years,Self Referral,5.9,5,8.6
2017/18 Q4,Midlothian,85+ years,Other/Unknown,11.8,10,3.5
2017/18 Q4,Midlothian,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,Midlothian,Unknown,GP,0,0,0
2017/18 Q4,Midlothian,Unknown,Care Home,0,0,0
2017/18 Q4,Midlothian,Unknown,Self Referral,0,0,0
2017/18 Q4,Midlothian,Unknown,Other/Unknown,0,0,0
2017/18 Q4,Moray,All Ages,999 Emergency Services,81.6,200,79
2017/18 Q4,Moray,All Ages,GP,0,0,3.2
2017/18 Q4,Moray,All Ages,Care Home,0,0,0
2017/18 Q4,Moray,All Ages,Self Referral,18.4,45,13
2017/18 Q4,Moray,All Ages,Other/Unknown,0,0,4.8
2017/18 Q4,Moray,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,Moray,0-17 years,GP,0,0,16.7
2017/18 Q4,Moray,0-17 years,Care Home,0,0,0
2017/18 Q4,Moray,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,Moray,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,Moray,18-64 years,999 Emergency Services,57.1,20,62.2
2017/18 Q4,Moray,18-64 years,GP,0,0,3.7
2017/18 Q4,Moray,18-64 years,Care Home,0,0,0
2017/18 Q4,Moray,18-64 years,Self Referral,42.9,15,25.2
2017/18 Q4,Moray,18-64 years,Other/Unknown,0,0,8.9
2017/18 Q4,Moray,65-74 years,999 Emergency Services,85.7,30,81.5
2017/18 Q4,Moray,65-74 years,GP,0,0,3
2017/18 Q4,Moray,65-74 years,Care Home,0,0,0
2017/18 Q4,Moray,65-74 years,Self Referral,14.3,5,11.7
2017/18 Q4,Moray,65-74 years,Other/Unknown,0,0,3.8
2017/18 Q4,Moray,75-84 years,999 Emergency Services,88.2,75,81.6
2017/18 Q4,Moray,75-84 years,GP,0,0,3.1
2017/18 Q4,Moray,75-84 years,Care Home,0,0,0
2017/18 Q4,Moray,75-84 years,Self Referral,11.8,10,11.1
2017/18 Q4,Moray,75-84 years,Other/Unknown,0,0,4.2
2017/18 Q4,Moray,85+ years,999 Emergency Services,87.5,70,84.8
2017/18 Q4,Moray,85+ years,GP,0,0,3.1
2017/18 Q4,Moray,85+ years,Care Home,0,0,0
2017/18 Q4,Moray,85+ years,Self Referral,12.5,10,8.6
2017/18 Q4,Moray,85+ years,Other/Unknown,0,0,3.5
2017/18 Q4,Moray,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,Moray,Unknown,GP,0,0,0
2017/18 Q4,Moray,Unknown,Care Home,0,0,0
2017/18 Q4,Moray,Unknown,Self Referral,0,0,0
2017/18 Q4,Moray,Unknown,Other/Unknown,0,0,0
2017/18 Q4,North Ayrshire,All Ages,999 Emergency Services,84.9,395,79
2017/18 Q4,North Ayrshire,All Ages,GP,2.2,10,3.2
2017/18 Q4,North Ayrshire,All Ages,Care Home,0,0,0
2017/18 Q4,North Ayrshire,All Ages,Self Referral,9.7,45,13
2017/18 Q4,North Ayrshire,All Ages,Other/Unknown,3.2,15,4.8
2017/18 Q4,North Ayrshire,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,North Ayrshire,0-17 years,GP,0,0,16.7
2017/18 Q4,North Ayrshire,0-17 years,Care Home,0,0,0
2017/18 Q4,North Ayrshire,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,North Ayrshire,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,North Ayrshire,18-64 years,999 Emergency Services,70,35,62.2
2017/18 Q4,North Ayrshire,18-64 years,GP,0,0,3.7
2017/18 Q4,North Ayrshire,18-64 years,Care Home,0,0,0
2017/18 Q4,North Ayrshire,18-64 years,Self Referral,20,10,25.2
2017/18 Q4,North Ayrshire,18-64 years,Other/Unknown,10,5,8.9
2017/18 Q4,North Ayrshire,65-74 years,999 Emergency Services,84.2,80,81.5
2017/18 Q4,North Ayrshire,65-74 years,GP,0,0,3
2017/18 Q4,North Ayrshire,65-74 years,Care Home,0,0,0
2017/18 Q4,North Ayrshire,65-74 years,Self Referral,10.5,10,11.7
2017/18 Q4,North Ayrshire,65-74 years,Other/Unknown,5.3,5,3.8
2017/18 Q4,North Ayrshire,75-84 years,999 Emergency Services,87.5,140,81.6
2017/18 Q4,North Ayrshire,75-84 years,GP,3.1,5,3.1
2017/18 Q4,North Ayrshire,75-84 years,Care Home,0,0,0
2017/18 Q4,North Ayrshire,75-84 years,Self Referral,9.4,15,11.1
2017/18 Q4,North Ayrshire,75-84 years,Other/Unknown,0,0,4.2
2017/18 Q4,North Ayrshire,85+ years,999 Emergency Services,87.5,140,84.8
2017/18 Q4,North Ayrshire,85+ years,GP,3.1,5,3.1
2017/18 Q4,North Ayrshire,85+ years,Care Home,0,0,0
2017/18 Q4,North Ayrshire,85+ years,Self Referral,6.2,10,8.6
2017/18 Q4,North Ayrshire,85+ years,Other/Unknown,3.1,5,3.5
2017/18 Q4,North Ayrshire,Unknown,999 Emergency Services,0,0,0
2017/18 Q4,North Ayrshire,Unknown,GP,0,0,0
2017/18 Q4,North Ayrshire,Unknown,Care Home,0,0,0
2017/18 Q4,North Ayrshire,Unknown,Self Referral,0,0,0
2017/18 Q4,North Ayrshire,Unknown,Other/Unknown,0,0,0
2017/18 Q4,North Lanarkshire,All Ages,999 Emergency Services,80.7,1460,79
2017/18 Q4,North Lanarkshire,All Ages,GP,4.7,85,3.2
2017/18 Q4,North Lanarkshire,All Ages,Care Home,0,0,0
2017/18 Q4,North Lanarkshire,All Ages,Self Referral,11.9,215,13
2017/18 Q4,North Lanarkshire,All Ages,Other/Unknown,2.8,50,4.8
2017/18 Q4,North Lanarkshire,0-17 years,999 Emergency Services,0,0,33.3
2017/18 Q4,North Lanarkshire,0-17 years,GP,100,5,16.7
2017/18 Q4,North Lanarkshire,0-17 years,Care Home,0,0,0
2017/18 Q4,North Lanarkshire,0-17 years,Self Referral,0,0,33.3
2017/18 Q4,North Lanarkshire,0-17 years,Other/Unknown,0,0,16.7
2017/18 Q4,North Lanarkshire,18-64 years,999 Emergency Services,72.9,175,62.2
2017/18 Q4,North Lanarkshire,18-64 years,GP,2.1,5,3.7
2017/18 Q4,North Lanarkshire,18-64 years,Care Home,0,0,0
2017/18 Q4,North Lanarkshire,18-64 years,Self Referral,18.8,45,25.2
2017/18 Q4,North Lanarkshire,18-64 years,Other/Unknown,6.2,15,8.9
2017/18 Q4,North Lanarkshire,65-74 years,999 Emergency Services,81.7,290,81.5
2017/18 Q4,North Lanarkshire,65-74 years,GP,7,25,3
2017/18 Q4,North Lanarkshire,65-74 years,Care Home,0,0,0
2017/18 Q4,North Lanarkshire,65-74 years,Self Referral,11.3,40,11.7
2017/18 Q4,North Lanarkshire,65-74 years,Other/Unknown,0,0,3.8
2017/18 Q4,North Lanarkshire,75-84 years,999 Emergency Services,81.8,560,81.6
2017/18 Q4,North Lanarkshire,75-84 years,GP,3.6,25,3.1
2017/18 Q4,North Lanarkshire,75-84 years,Care Home,0,0,0
2017/18 Q4,North Lanarkshire,75-84 years,Self Referral,11.7,80,11.1
2017/18 Q4,North Lanarkshire,75-84 years,Other/Unknown,2.9,20,4.2
