financial_quarter,sending_location,age_group,measure,numerator,rate,scotland_rate
2017/18 Q4,Fife,18-64 years,Emergency Admissions,105,102.9,99.8
2017/18 Q4,Fife,18-64 years,Emergency Admissions Bed Days,1425,1397.1,2428.7
2017/18 Q4,Fife,65-74 years,A&E Attendances,85,136,179.6
2017/18 Q4,Fife,65-74 years,Emergency Admissions,115,184,190.7
2017/18 Q4,Fife,65-74 years,Emergency Admissions Bed Days,2020,3232,4403.6
2017/18 Q4,Fife,75-84 years,A&E Attendances,125,116.8,177.5
2017/18 Q4,Fife,75-84 years,Emergency Admissions,190,177.6,196.1
2017/18 Q4,Fife,75-84 years,Emergency Admissions Bed Days,4680,4373.8,5038.6
2017/18 Q4,Fife,85+ years,A&E Attendances,140,115.2,177.3
2017/18 Q4,Fife,85+ years,Emergency Admissions,210,172.8,199
2017/18 Q4,Fife,85+ years,Emergency Admissions Bed Days,5340,4395.1,5373.1
2017/18 Q4,Fife,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Fife,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Fife,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Highland,All Ages,A&E Attendances,325,149.8,167.4
2017/18 Q4,Highland,All Ages,Emergency Admissions,405,186.6,177.6
2017/18 Q4,Highland,All Ages,Emergency Admissions Bed Days,11505,5301.8,4542.8
2017/18 Q4,Highland,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,Highland,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Highland,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,Highland,18-64 years,A&E Attendances,30,125,124.5
2017/18 Q4,Highland,18-64 years,Emergency Admissions,40,166.7,99.8
2017/18 Q4,Highland,18-64 years,Emergency Admissions Bed Days,940,3916.7,2428.7
2017/18 Q4,Highland,65-74 years,A&E Attendances,55,171.9,179.6
2017/18 Q4,Highland,65-74 years,Emergency Admissions,60,187.5,190.7
2017/18 Q4,Highland,65-74 years,Emergency Admissions Bed Days,1275,3984.4,4403.6
2017/18 Q4,Highland,75-84 years,A&E Attendances,110,149.7,177.5
2017/18 Q4,Highland,75-84 years,Emergency Admissions,150,204.1,196.1
2017/18 Q4,Highland,75-84 years,Emergency Admissions Bed Days,4740,6449,5038.6
2017/18 Q4,Highland,85+ years,A&E Attendances,125,142,177.3
2017/18 Q4,Highland,85+ years,Emergency Admissions,160,181.8,199
2017/18 Q4,Highland,85+ years,Emergency Admissions Bed Days,4550,5170.5,5373.1
2017/18 Q4,Highland,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Highland,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Highland,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Inverclyde,All Ages,A&E Attendances,345,244.7,167.4
2017/18 Q4,Inverclyde,All Ages,Emergency Admissions,315,223.4,177.6
2017/18 Q4,Inverclyde,All Ages,Emergency Admissions Bed Days,7700,5461,4542.8
2017/18 Q4,Inverclyde,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,Inverclyde,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Inverclyde,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,Inverclyde,18-64 years,A&E Attendances,30,200,124.5
2017/18 Q4,Inverclyde,18-64 years,Emergency Admissions,20,133.3,99.8
2017/18 Q4,Inverclyde,18-64 years,Emergency Admissions Bed Days,340,2266.7,2428.7
2017/18 Q4,Inverclyde,65-74 years,A&E Attendances,70,280,179.6
2017/18 Q4,Inverclyde,65-74 years,Emergency Admissions,65,260,190.7
2017/18 Q4,Inverclyde,65-74 years,Emergency Admissions Bed Days,1305,5220,4403.6
2017/18 Q4,Inverclyde,75-84 years,A&E Attendances,135,245.5,177.5
2017/18 Q4,Inverclyde,75-84 years,Emergency Admissions,130,236.4,196.1
2017/18 Q4,Inverclyde,75-84 years,Emergency Admissions Bed Days,3535,6427.3,5038.6
2017/18 Q4,Inverclyde,85+ years,A&E Attendances,110,241.8,177.3
2017/18 Q4,Inverclyde,85+ years,Emergency Admissions,100,219.8,199
2017/18 Q4,Inverclyde,85+ years,Emergency Admissions Bed Days,2520,5538.5,5373.1
2017/18 Q4,Inverclyde,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Inverclyde,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Inverclyde,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Midlothian,All Ages,A&E Attendances,205,183.9,167.4
2017/18 Q4,Midlothian,All Ages,Emergency Admissions,165,148,177.6
2017/18 Q4,Midlothian,All Ages,Emergency Admissions Bed Days,5060,4538.1,4542.8
2017/18 Q4,Midlothian,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,Midlothian,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Midlothian,0-17 years,Emergency Admissions Bed Days,5,500,311.1
2017/18 Q4,Midlothian,18-64 years,A&E Attendances,30,107.1,124.5
2017/18 Q4,Midlothian,18-64 years,Emergency Admissions,20,71.4,99.8
2017/18 Q4,Midlothian,18-64 years,Emergency Admissions Bed Days,225,803.6,2428.7
2017/18 Q4,Midlothian,65-74 years,A&E Attendances,35,200,179.6
2017/18 Q4,Midlothian,65-74 years,Emergency Admissions,30,171.4,190.7
2017/18 Q4,Midlothian,65-74 years,Emergency Admissions Bed Days,970,5542.9,4403.6
2017/18 Q4,Midlothian,75-84 years,A&E Attendances,80,235.3,177.5
2017/18 Q4,Midlothian,75-84 years,Emergency Admissions,70,205.9,196.1
2017/18 Q4,Midlothian,75-84 years,Emergency Admissions Bed Days,1840,5411.8,5038.6
2017/18 Q4,Midlothian,85+ years,A&E Attendances,60,193.5,177.3
2017/18 Q4,Midlothian,85+ years,Emergency Admissions,50,161.3,199
2017/18 Q4,Midlothian,85+ years,Emergency Admissions Bed Days,2020,6516.1,5373.1
2017/18 Q4,Midlothian,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Midlothian,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Midlothian,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Moray,All Ages,A&E Attendances,180,136.4,167.4
2017/18 Q4,Moray,All Ages,Emergency Admissions,160,121.2,177.6
2017/18 Q4,Moray,All Ages,Emergency Admissions Bed Days,3880,2939.4,4542.8
2017/18 Q4,Moray,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,Moray,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Moray,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,Moray,18-64 years,A&E Attendances,25,89.3,124.5
2017/18 Q4,Moray,18-64 years,Emergency Admissions,10,35.7,99.8
2017/18 Q4,Moray,18-64 years,Emergency Admissions Bed Days,280,1000,2428.7
2017/18 Q4,Moray,65-74 years,A&E Attendances,25,128.2,179.6
2017/18 Q4,Moray,65-74 years,Emergency Admissions,25,128.2,190.7
2017/18 Q4,Moray,65-74 years,Emergency Admissions Bed Days,520,2666.7,4403.6
2017/18 Q4,Moray,75-84 years,A&E Attendances,65,162.5,177.5
2017/18 Q4,Moray,75-84 years,Emergency Admissions,60,150,196.1
2017/18 Q4,Moray,75-84 years,Emergency Admissions Bed Days,1465,3662.5,5038.6
2017/18 Q4,Moray,85+ years,A&E Attendances,65,149.4,177.3
2017/18 Q4,Moray,85+ years,Emergency Admissions,65,149.4,199
2017/18 Q4,Moray,85+ years,Emergency Admissions Bed Days,1615,3712.6,5373.1
2017/18 Q4,Moray,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Moray,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Moray,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,North Ayrshire,All Ages,A&E Attendances,350,148.9,167.4
2017/18 Q4,North Ayrshire,All Ages,Emergency Admissions,430,183,177.6
2017/18 Q4,North Ayrshire,All Ages,Emergency Admissions Bed Days,12530,5331.9,4542.8
2017/18 Q4,North Ayrshire,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,North Ayrshire,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,North Ayrshire,0-17 years,Emergency Admissions Bed Days,5,333.3,311.1
2017/18 Q4,North Ayrshire,18-64 years,A&E Attendances,35,104.5,124.5
2017/18 Q4,North Ayrshire,18-64 years,Emergency Admissions,35,104.5,99.8
2017/18 Q4,North Ayrshire,18-64 years,Emergency Admissions Bed Days,1550,4626.9,2428.7
2017/18 Q4,North Ayrshire,65-74 years,A&E Attendances,70,168.7,179.6
2017/18 Q4,North Ayrshire,65-74 years,Emergency Admissions,80,192.8,190.7
2017/18 Q4,North Ayrshire,65-74 years,Emergency Admissions Bed Days,1965,4734.9,4403.6
2017/18 Q4,North Ayrshire,75-84 years,A&E Attendances,120,145.5,177.5
2017/18 Q4,North Ayrshire,75-84 years,Emergency Admissions,170,206.1,196.1
2017/18 Q4,North Ayrshire,75-84 years,Emergency Admissions Bed Days,5500,6666.7,5038.6
2017/18 Q4,North Ayrshire,85+ years,A&E Attendances,125,164.5,177.3
2017/18 Q4,North Ayrshire,85+ years,Emergency Admissions,145,190.8,199
2017/18 Q4,North Ayrshire,85+ years,Emergency Admissions Bed Days,3510,4618.4,5373.1
2017/18 Q4,North Ayrshire,Unknown,A&E Attendances,0,0,0
2017/18 Q4,North Ayrshire,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,North Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,North Lanarkshire,All Ages,A&E Attendances,975,238.1,167.4
2017/18 Q4,North Lanarkshire,All Ages,Emergency Admissions,885,216.1,177.6
2017/18 Q4,North Lanarkshire,All Ages,Emergency Admissions Bed Days,18265,4460.3,4542.8
2017/18 Q4,North Lanarkshire,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,North Lanarkshire,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,North Lanarkshire,0-17 years,Emergency Admissions Bed Days,5,250,311.1
2017/18 Q4,North Lanarkshire,18-64 years,A&E Attendances,95,215.9,124.5
2017/18 Q4,North Lanarkshire,18-64 years,Emergency Admissions,75,170.5,99.8
2017/18 Q4,North Lanarkshire,18-64 years,Emergency Admissions Bed Days,1400,3181.8,2428.7
2017/18 Q4,North Lanarkshire,65-74 years,A&E Attendances,195,251.6,179.6
2017/18 Q4,North Lanarkshire,65-74 years,Emergency Admissions,180,232.3,190.7
2017/18 Q4,North Lanarkshire,65-74 years,Emergency Admissions Bed Days,3145,4058.1,4403.6
2017/18 Q4,North Lanarkshire,75-84 years,A&E Attendances,385,241.4,177.5
2017/18 Q4,North Lanarkshire,75-84 years,Emergency Admissions,345,216.3,196.1
2017/18 Q4,North Lanarkshire,75-84 years,Emergency Admissions Bed Days,7700,4827.6,5038.6
2017/18 Q4,North Lanarkshire,85+ years,A&E Attendances,295,232.3,177.3
2017/18 Q4,North Lanarkshire,85+ years,Emergency Admissions,280,220.5,199
2017/18 Q4,North Lanarkshire,85+ years,Emergency Admissions Bed Days,6020,4740.2,5373.1
2017/18 Q4,North Lanarkshire,Unknown,A&E Attendances,0,0,0
2017/18 Q4,North Lanarkshire,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,North Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Orkney Islands,All Ages,A&E Attendances,45,204.5,167.4
2017/18 Q4,Orkney Islands,All Ages,Emergency Admissions,40,181.8,177.6
2017/18 Q4,Orkney Islands,All Ages,Emergency Admissions Bed Days,645,2931.8,4542.8
2017/18 Q4,Orkney Islands,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,Orkney Islands,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Orkney Islands,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,Orkney Islands,18-64 years,A&E Attendances,5,200,124.5
2017/18 Q4,Orkney Islands,18-64 years,Emergency Admissions,5,200,99.8
2017/18 Q4,Orkney Islands,18-64 years,Emergency Admissions Bed Days,25,1000,2428.7
2017/18 Q4,Orkney Islands,65-74 years,A&E Attendances,10,333.3,179.6
2017/18 Q4,Orkney Islands,65-74 years,Emergency Admissions,5,166.7,190.7
2017/18 Q4,Orkney Islands,65-74 years,Emergency Admissions Bed Days,120,4000,4403.6
2017/18 Q4,Orkney Islands,75-84 years,A&E Attendances,15,187.5,177.5
2017/18 Q4,Orkney Islands,75-84 years,Emergency Admissions,10,125,196.1
2017/18 Q4,Orkney Islands,75-84 years,Emergency Admissions Bed Days,135,1687.5,5038.6
2017/18 Q4,Orkney Islands,85+ years,A&E Attendances,15,166.7,177.3
2017/18 Q4,Orkney Islands,85+ years,Emergency Admissions,20,222.2,199
2017/18 Q4,Orkney Islands,85+ years,Emergency Admissions Bed Days,365,4055.6,5373.1
2017/18 Q4,Orkney Islands,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Orkney Islands,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Orkney Islands,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Perth and Kinross,All Ages,A&E Attendances,205,97.6,167.4
2017/18 Q4,Perth and Kinross,All Ages,Emergency Admissions,295,140.5,177.6
2017/18 Q4,Perth and Kinross,All Ages,Emergency Admissions Bed Days,5770,2747.6,4542.8
2017/18 Q4,Perth and Kinross,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,Perth and Kinross,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Perth and Kinross,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,Perth and Kinross,18-64 years,A&E Attendances,30,68.2,124.5
2017/18 Q4,Perth and Kinross,18-64 years,Emergency Admissions,30,68.2,99.8
2017/18 Q4,Perth and Kinross,18-64 years,Emergency Admissions Bed Days,405,920.5,2428.7
2017/18 Q4,Perth and Kinross,65-74 years,A&E Attendances,25,98,179.6
2017/18 Q4,Perth and Kinross,65-74 years,Emergency Admissions,30,117.6,190.7
2017/18 Q4,Perth and Kinross,65-74 years,Emergency Admissions Bed Days,605,2372.5,4403.6
2017/18 Q4,Perth and Kinross,75-84 years,A&E Attendances,65,106.6,177.5
2017/18 Q4,Perth and Kinross,75-84 years,Emergency Admissions,95,155.7,196.1
2017/18 Q4,Perth and Kinross,75-84 years,Emergency Admissions Bed Days,1920,3147.5,5038.6
2017/18 Q4,Perth and Kinross,85+ years,A&E Attendances,85,107.6,177.3
2017/18 Q4,Perth and Kinross,85+ years,Emergency Admissions,135,170.9,199
2017/18 Q4,Perth and Kinross,85+ years,Emergency Admissions Bed Days,2835,3588.6,5373.1
2017/18 Q4,Perth and Kinross,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Perth and Kinross,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Perth and Kinross,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Renfrewshire,All Ages,A&E Attendances,560,223.6,167.4
2017/18 Q4,Renfrewshire,All Ages,Emergency Admissions,455,181.6,177.6
2017/18 Q4,Renfrewshire,All Ages,Emergency Admissions Bed Days,11515,4596.8,4542.8
2017/18 Q4,Renfrewshire,0-17 years,A&E Attendances,5,500,66.7
2017/18 Q4,Renfrewshire,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,Renfrewshire,18-64 years,A&E Attendances,85,156,124.5
2017/18 Q4,Renfrewshire,18-64 years,Emergency Admissions,55,100.9,99.8
2017/18 Q4,Renfrewshire,18-64 years,Emergency Admissions Bed Days,1850,3394.5,2428.7
2017/18 Q4,Renfrewshire,65-74 years,A&E Attendances,110,247.2,179.6
2017/18 Q4,Renfrewshire,65-74 years,Emergency Admissions,85,191,190.7
2017/18 Q4,Renfrewshire,65-74 years,Emergency Admissions Bed Days,2050,4606.7,4403.6
2017/18 Q4,Renfrewshire,75-84 years,A&E Attendances,190,233.1,177.5
2017/18 Q4,Renfrewshire,75-84 years,Emergency Admissions,170,208.6,196.1
2017/18 Q4,Renfrewshire,75-84 years,Emergency Admissions Bed Days,4040,4957.1,5038.6
2017/18 Q4,Renfrewshire,85+ years,A&E Attendances,170,246.4,177.3
2017/18 Q4,Renfrewshire,85+ years,Emergency Admissions,145,210.1,199
2017/18 Q4,Renfrewshire,85+ years,Emergency Admissions Bed Days,3575,5181.2,5373.1
2017/18 Q4,Renfrewshire,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Renfrewshire,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Scottish Borders,All Ages,A&E Attendances,285,217.6,167.4
2017/18 Q4,Scottish Borders,All Ages,Emergency Admissions,255,194.7,177.6
2017/18 Q4,Scottish Borders,All Ages,Emergency Admissions Bed Days,7430,5671.8,4542.8
2017/18 Q4,Scottish Borders,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,Scottish Borders,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Scottish Borders,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,Scottish Borders,18-64 years,A&E Attendances,20,166.7,124.5
2017/18 Q4,Scottish Borders,18-64 years,Emergency Admissions,10,83.3,99.8
2017/18 Q4,Scottish Borders,18-64 years,Emergency Admissions Bed Days,245,2041.7,2428.7
2017/18 Q4,Scottish Borders,65-74 years,A&E Attendances,40,228.6,179.6
2017/18 Q4,Scottish Borders,65-74 years,Emergency Admissions,35,200,190.7
2017/18 Q4,Scottish Borders,65-74 years,Emergency Admissions Bed Days,1000,5714.3,4403.6
2017/18 Q4,Scottish Borders,75-84 years,A&E Attendances,85,200,177.5
2017/18 Q4,Scottish Borders,75-84 years,Emergency Admissions,80,188.2,196.1
2017/18 Q4,Scottish Borders,75-84 years,Emergency Admissions Bed Days,2225,5235.3,5038.6
2017/18 Q4,Scottish Borders,85+ years,A&E Attendances,140,239.3,177.3
2017/18 Q4,Scottish Borders,85+ years,Emergency Admissions,130,222.2,199
2017/18 Q4,Scottish Borders,85+ years,Emergency Admissions Bed Days,3960,6769.2,5373.1
2017/18 Q4,Scottish Borders,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Scottish Borders,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Scottish Borders,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Shetland,All Ages,A&E Attendances,80,213.3,167.4
2017/18 Q4,Shetland,All Ages,Emergency Admissions,65,173.3,177.6
2017/18 Q4,Shetland,All Ages,Emergency Admissions Bed Days,700,1866.7,4542.8
2017/18 Q4,Shetland,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,Shetland,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Shetland,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,Shetland,18-64 years,A&E Attendances,10,142.9,124.5
2017/18 Q4,Shetland,18-64 years,Emergency Admissions,5,71.4,99.8
2017/18 Q4,Shetland,18-64 years,Emergency Admissions Bed Days,55,785.7,2428.7
2017/18 Q4,Shetland,65-74 years,A&E Attendances,10,166.7,179.6
2017/18 Q4,Shetland,65-74 years,Emergency Admissions,10,166.7,190.7
2017/18 Q4,Shetland,65-74 years,Emergency Admissions Bed Days,120,2000,4403.6
2017/18 Q4,Shetland,75-84 years,A&E Attendances,30,240,177.5
2017/18 Q4,Shetland,75-84 years,Emergency Admissions,30,240,196.1
2017/18 Q4,Shetland,75-84 years,Emergency Admissions Bed Days,330,2640,5038.6
2017/18 Q4,Shetland,85+ years,A&E Attendances,25,208.3,177.3
2017/18 Q4,Shetland,85+ years,Emergency Admissions,20,166.7,199
2017/18 Q4,Shetland,85+ years,Emergency Admissions Bed Days,195,1625,5373.1
2017/18 Q4,Shetland,Unknown,A&E Attendances,0,0,0
2017/18 Q4,Shetland,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,Shetland,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,South Ayrshire,All Ages,A&E Attendances,305,157.6,167.4
2017/18 Q4,South Ayrshire,All Ages,Emergency Admissions,400,206.7,177.6
2017/18 Q4,South Ayrshire,All Ages,Emergency Admissions Bed Days,11345,5863,4542.8
2017/18 Q4,South Ayrshire,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,South Ayrshire,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,South Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,South Ayrshire,18-64 years,A&E Attendances,40,115.9,124.5
2017/18 Q4,South Ayrshire,18-64 years,Emergency Admissions,35,101.4,99.8
2017/18 Q4,South Ayrshire,18-64 years,Emergency Admissions Bed Days,870,2521.7,2428.7
2017/18 Q4,South Ayrshire,65-74 years,A&E Attendances,35,116.7,179.6
2017/18 Q4,South Ayrshire,65-74 years,Emergency Admissions,50,166.7,190.7
2017/18 Q4,South Ayrshire,65-74 years,Emergency Admissions Bed Days,820,2733.3,4403.6
2017/18 Q4,South Ayrshire,75-84 years,A&E Attendances,110,171.9,177.5
2017/18 Q4,South Ayrshire,75-84 years,Emergency Admissions,145,226.6,196.1
2017/18 Q4,South Ayrshire,75-84 years,Emergency Admissions Bed Days,4080,6375,5038.6
2017/18 Q4,South Ayrshire,85+ years,A&E Attendances,115,178.3,177.3
2017/18 Q4,South Ayrshire,85+ years,Emergency Admissions,165,255.8,199
2017/18 Q4,South Ayrshire,85+ years,Emergency Admissions Bed Days,5575,8643.4,5373.1
2017/18 Q4,South Ayrshire,Unknown,A&E Attendances,0,0,0
2017/18 Q4,South Ayrshire,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,South Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,South Lanarkshire,All Ages,A&E Attendances,865,207.9,167.4
2017/18 Q4,South Lanarkshire,All Ages,Emergency Admissions,735,176.7,177.6
2017/18 Q4,South Lanarkshire,All Ages,Emergency Admissions Bed Days,16455,3955.5,4542.8
2017/18 Q4,South Lanarkshire,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,South Lanarkshire,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,South Lanarkshire,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,South Lanarkshire,18-64 years,A&E Attendances,115,172.9,124.5
2017/18 Q4,South Lanarkshire,18-64 years,Emergency Admissions,95,142.9,99.8
2017/18 Q4,South Lanarkshire,18-64 years,Emergency Admissions Bed Days,1800,2706.8,2428.7
2017/18 Q4,South Lanarkshire,65-74 years,A&E Attendances,135,216,179.6
2017/18 Q4,South Lanarkshire,65-74 years,Emergency Admissions,110,176,190.7
2017/18 Q4,South Lanarkshire,65-74 years,Emergency Admissions Bed Days,2095,3352,4403.6
2017/18 Q4,South Lanarkshire,75-84 years,A&E Attendances,295,206.3,177.5
2017/18 Q4,South Lanarkshire,75-84 years,Emergency Admissions,245,171.3,196.1
2017/18 Q4,South Lanarkshire,75-84 years,Emergency Admissions Bed Days,6175,4318.2,5038.6
2017/18 Q4,South Lanarkshire,85+ years,A&E Attendances,325,230.5,177.3
2017/18 Q4,South Lanarkshire,85+ years,Emergency Admissions,280,198.6,199
2017/18 Q4,South Lanarkshire,85+ years,Emergency Admissions Bed Days,6380,4524.8,5373.1
2017/18 Q4,South Lanarkshire,Unknown,A&E Attendances,0,0,0
2017/18 Q4,South Lanarkshire,Unknown,Emergency Admissions,0,0,0
2017/18 Q4,South Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,0
2017/18 Q4,Stirling,All Ages,A&E Attendances,185,140.7,167.4
2017/18 Q4,Stirling,All Ages,Emergency Admissions,200,152.1,177.6
2017/18 Q4,Stirling,All Ages,Emergency Admissions Bed Days,5440,4136.9,4542.8
2017/18 Q4,Stirling,0-17 years,A&E Attendances,0,0,66.7
2017/18 Q4,Stirling,0-17 years,Emergency Admissions,0,0,66.7
2017/18 Q4,Stirling,0-17 years,Emergency Admissions Bed Days,0,0,311.1
2017/18 Q4,Stirling,18-64 years,A&E Attendances,40,101.3,124.5
2017/18 Q4,Stirling,18-64 years,Emergency Admissions,35,88.6,99.8
2017/18 Q4,Stirling,18-64 years,Emergency Admissions Bed Days,495,1253.2,2428.7
2017/18 Q4,Stirling,65-74 years,A&E Attendances,20,121.2,179.6
2017/18 Q4,Stirling,65-74 years,Emergency Admissions,20,121.2,190.7
2017/18 Q4,Stirling,65-74 years,Emergency Admissions Bed Days,500,3030.3,4403.6
2017/18 Q4,Stirling,75-84 years,A&E Attendances,70,189.2,177.5
