financial_year,sending_location,service,age_group,measure,value,scotland_value
2018/19,City of Edinburgh,Community Alarm Only,65-74 years,"Rate per 1,000 Population",14.1,20.32804903233936
2018/19,City of Edinburgh,Community Alarm Only,75-84 years,Number of People,1315,26210
2018/19,City of Edinburgh,Community Alarm Only,75-84 years,"Rate per 1,000 Population",53,79.09826170931917
2018/19,City of Edinburgh,Community Alarm Only,85+ years,Number of People,2065,25710
2018/19,City of Edinburgh,Community Alarm Only,85+ years,"Rate per 1,000 Population",184.5,208.3873686940734
2018/19,City of Edinburgh,Community Alarm Only,Unknown,Number of People,0,0
2018/19,City of Edinburgh,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,City of Edinburgh,Telecare Only,All Ages,Number of People,10,15270
2018/19,City of Edinburgh,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.807966017542892
2018/19,City of Edinburgh,Telecare Only,0-17 years,Number of People,0,330
2018/19,City of Edinburgh,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.32076267644377227
2018/19,City of Edinburgh,Telecare Only,18-64 years,Number of People,0,3040
2018/19,City of Edinburgh,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.8985607657629432
2018/19,City of Edinburgh,Telecare Only,65-74 years,Number of People,0,2335
2018/19,City of Edinburgh,Telecare Only,65-74 years,"Rate per 1,000 Population",0,4.086611665132365
2018/19,City of Edinburgh,Telecare Only,75-84 years,Number of People,5,4915
2018/19,City of Edinburgh,Telecare Only,75-84 years,"Rate per 1,000 Population",0.2,14.832810236600677
2018/19,City of Edinburgh,Telecare Only,85+ years,Number of People,5,4645
2018/19,City of Edinburgh,Telecare Only,85+ years,"Rate per 1,000 Population",0.4,37.64913759564259
2018/19,City of Edinburgh,Telecare Only,Unknown,Number of People,0,0
2018/19,City of Edinburgh,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,Number of People,7155,38030
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",13.8,6.993251319394641
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,Number of People,60,115
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.7,0.11178093270010245
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,Number of People,1450,5445
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",4.1,1.6094287399931662
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,Number of People,1490,6200
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",35.4,10.850960309987434
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,Number of People,1960,12755
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",79,38.49287783679382
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,85+ years,Number of People,2195,13520
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",196.1,109.58371158085852
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,All Ages,Number of People,11690,125120
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",22.5,23.00803589488976
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,0-17 years,Number of People,115,540
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1.3,0.5248843796352637
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,18-64 years,Number of People,1950,16650
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.5,4.921393667747699
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,65-74 years,Number of People,2085,20150
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",49.6,35.26562100745916
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,75-84 years,Number of People,3280,43875
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",132.3,132.408860453887
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,85+ years,Number of People,4260,43875
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",380.7,355.6202178705745
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,City of Edinburgh,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Clackmannanshire,Community Alarm Only,All Ages,Number of People,1400,71815
2018/19,Clackmannanshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",27.2,13.205899119177653
2018/19,Clackmannanshire,Community Alarm Only,0-17 years,Number of People,0,100
2018/19,Clackmannanshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.09720081104356736
2018/19,Clackmannanshire,Community Alarm Only,18-64 years,Number of People,190,8170
2018/19,Clackmannanshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",6.1,2.4148820579879096
2018/19,Clackmannanshire,Community Alarm Only,65-74 years,Number of People,265,11615
2018/19,Clackmannanshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",43.7,20.32804903233936
2018/19,Clackmannanshire,Community Alarm Only,75-84 years,Number of People,565,26210
2018/19,Clackmannanshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",178.7,79.09826170931917
2018/19,Clackmannanshire,Community Alarm Only,85+ years,Number of People,380,25710
2018/19,Clackmannanshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",379.6,208.3873686940734
2018/19,Clackmannanshire,Community Alarm Only,Unknown,Number of People,0,0
2018/19,Clackmannanshire,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Clackmannanshire,Telecare Only,All Ages,Number of People,45,15270
2018/19,Clackmannanshire,Telecare Only,All Ages,"Rate per 1,000 Population",0.9,2.807966017542892
2018/19,Clackmannanshire,Telecare Only,0-17 years,Number of People,0,330
2018/19,Clackmannanshire,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.32076267644377227
2018/19,Clackmannanshire,Telecare Only,18-64 years,Number of People,20,3040
2018/19,Clackmannanshire,Telecare Only,18-64 years,"Rate per 1,000 Population",0.6,0.8985607657629432
2018/19,Clackmannanshire,Telecare Only,65-74 years,Number of People,5,2335
2018/19,Clackmannanshire,Telecare Only,65-74 years,"Rate per 1,000 Population",0.8,4.086611665132365
2018/19,Clackmannanshire,Telecare Only,75-84 years,Number of People,10,4915
2018/19,Clackmannanshire,Telecare Only,75-84 years,"Rate per 1,000 Population",3.2,14.832810236600677
2018/19,Clackmannanshire,Telecare Only,85+ years,Number of People,10,4645
2018/19,Clackmannanshire,Telecare Only,85+ years,"Rate per 1,000 Population",10,37.64913759564259
2018/19,Clackmannanshire,Telecare Only,Unknown,Number of People,0,0
2018/19,Clackmannanshire,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,435,38030
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",8.5,6.993251319394641
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,115
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.11178093270010245
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,80,5445
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.6,1.6094287399931662
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,55,6200
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",9.1,10.850960309987434
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,140,12755
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",44.3,38.49287783679382
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,155,13520
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",154.8,109.58371158085852
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,Clackmannanshire,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,All Ages,Number of People,1880,125120
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",36.6,23.00803589488976
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,0-17 years,Number of People,0,540
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.5248843796352637
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,18-64 years,Number of People,290,16650
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",9.3,4.921393667747699
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,65-74 years,Number of People,325,20150
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",53.6,35.26562100745916
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,75-84 years,Number of People,715,43875
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",226.2,132.408860453887
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,85+ years,Number of People,545,43875
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",544.5,355.6202178705745
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,Clackmannanshire,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Dumfries and Galloway,Community Alarm Only,All Ages,Number of People,3890,71815
2018/19,Dumfries and Galloway,Community Alarm Only,All Ages,"Rate per 1,000 Population",26.1,13.205899119177653
2018/19,Dumfries and Galloway,Community Alarm Only,0-17 years,Number of People,20,100
2018/19,Dumfries and Galloway,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0.8,0.09720081104356736
2018/19,Dumfries and Galloway,Community Alarm Only,18-64 years,Number of People,300,8170
2018/19,Dumfries and Galloway,Community Alarm Only,18-64 years,"Rate per 1,000 Population",3.5,2.4148820579879096
2018/19,Dumfries and Galloway,Community Alarm Only,65-74 years,Number of People,470,11615
2018/19,Dumfries and Galloway,Community Alarm Only,65-74 years,"Rate per 1,000 Population",22.6,20.32804903233936
2018/19,Dumfries and Galloway,Community Alarm Only,75-84 years,Number of People,1450,26210
2018/19,Dumfries and Galloway,Community Alarm Only,75-84 years,"Rate per 1,000 Population",115.4,79.09826170931917
2018/19,Dumfries and Galloway,Community Alarm Only,85+ years,Number of People,1645,25710
2018/19,Dumfries and Galloway,Community Alarm Only,85+ years,"Rate per 1,000 Population",367.4,208.3873686940734
2018/19,Dumfries and Galloway,Community Alarm Only,Unknown,Number of People,0,0
2018/19,Dumfries and Galloway,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Dumfries and Galloway,Telecare Only,All Ages,Number of People,0,15270
2018/19,Dumfries and Galloway,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.807966017542892
2018/19,Dumfries and Galloway,Telecare Only,0-17 years,Number of People,0,330
2018/19,Dumfries and Galloway,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.32076267644377227
2018/19,Dumfries and Galloway,Telecare Only,18-64 years,Number of People,0,3040
2018/19,Dumfries and Galloway,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.8985607657629432
2018/19,Dumfries and Galloway,Telecare Only,65-74 years,Number of People,0,2335
2018/19,Dumfries and Galloway,Telecare Only,65-74 years,"Rate per 1,000 Population",0,4.086611665132365
2018/19,Dumfries and Galloway,Telecare Only,75-84 years,Number of People,0,4915
2018/19,Dumfries and Galloway,Telecare Only,75-84 years,"Rate per 1,000 Population",0,14.832810236600677
2018/19,Dumfries and Galloway,Telecare Only,85+ years,Number of People,0,4645
2018/19,Dumfries and Galloway,Telecare Only,85+ years,"Rate per 1,000 Population",0,37.64913759564259
2018/19,Dumfries and Galloway,Telecare Only,Unknown,Number of People,0,0
2018/19,Dumfries and Galloway,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,All Ages,Number of People,0,38030
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0,6.993251319394641
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,115
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.11178093270010245
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,5445
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.6094287399931662
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0,6200
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,10.850960309987434
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0,12755
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0,38.49287783679382
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,85+ years,Number of People,0,13520
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0,109.58371158085852
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,Dumfries and Galloway,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Dumfries and Galloway,Total Community Alarms and/or Telecare,All Ages,Number of People,3890,125120
2018/19,Dumfries and Galloway,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",26.1,23.00803589488976
2018/19,Dumfries and Galloway,Total Community Alarms and/or Telecare,0-17 years,Number of People,20,540
2018/19,Dumfries and Galloway,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.8,0.5248843796352637
2018/19,Dumfries and Galloway,Total Community Alarms and/or Telecare,18-64 years,Number of People,300,16650
2018/19,Dumfries and Galloway,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",3.5,4.921393667747699
2018/19,Dumfries and Galloway,Total Community Alarms and/or Telecare,65-74 years,Number of People,470,20150
2018/19,Dumfries and Galloway,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",22.6,35.26562100745916
