financial_year,sending_location,service,age_group,living_alone_status,la_status_nclient,propn_la_status_nclient
2020/21,Scotland (All Areas Submitted),Community alarm only,65-74 years,Unknown,5595,49.6
2020/21,Scotland (All Areas Submitted),Community alarm only,65-74 years,Not Recorded,1365,12.1
2020/21,Scotland (All Areas Submitted),Community alarm only,75-84 years,Living Alone,3980,16.2
2020/21,Scotland (All Areas Submitted),Community alarm only,75-84 years,Not Living Alone,6305,25.6
2020/21,Scotland (All Areas Submitted),Community alarm only,75-84 years,Unknown,10780,43.8
2020/21,Scotland (All Areas Submitted),Community alarm only,75-84 years,Not Recorded,3565,14.5
2020/21,Scotland (All Areas Submitted),Community alarm only,85+ years,Living Alone,5125,19.9
2020/21,Scotland (All Areas Submitted),Community alarm only,85+ years,Not Living Alone,6010,23.3
2020/21,Scotland (All Areas Submitted),Community alarm only,85+ years,Unknown,10765,41.7
2020/21,Scotland (All Areas Submitted),Community alarm only,85+ years,Not Recorded,3885,15.1
2020/21,Scotland (All Areas Submitted),Community alarm only,Unknown,Living Alone,0,0
2020/21,Scotland (All Areas Submitted),Community alarm only,Unknown,Not Living Alone,5,33.3
2020/21,Scotland (All Areas Submitted),Community alarm only,Unknown,Unknown,10,66.7
2020/21,Scotland (All Areas Submitted),Community alarm only,Unknown,Not Recorded,0,0
2020/21,Scotland (All Areas Submitted),Telecare only,All Ages,Living Alone,2105,14.8
2020/21,Scotland (All Areas Submitted),Telecare only,All Ages,Not Living Alone,7205,50.8
2020/21,Scotland (All Areas Submitted),Telecare only,All Ages,Unknown,4225,29.8
2020/21,Scotland (All Areas Submitted),Telecare only,All Ages,Not Recorded,650,4.6
2020/21,Scotland (All Areas Submitted),Telecare only,0-17 years,Living Alone,0,0
2020/21,Scotland (All Areas Submitted),Telecare only,0-17 years,Not Living Alone,150,51.7
2020/21,Scotland (All Areas Submitted),Telecare only,0-17 years,Unknown,75,25.9
2020/21,Scotland (All Areas Submitted),Telecare only,0-17 years,Not Recorded,65,22.4
2020/21,Scotland (All Areas Submitted),Telecare only,18-64 years,Living Alone,340,12.6
2020/21,Scotland (All Areas Submitted),Telecare only,18-64 years,Not Living Alone,1405,51.9
2020/21,Scotland (All Areas Submitted),Telecare only,18-64 years,Unknown,825,30.5
2020/21,Scotland (All Areas Submitted),Telecare only,18-64 years,Not Recorded,135,5
2020/21,Scotland (All Areas Submitted),Telecare only,65-74 years,Living Alone,275,13.9
2020/21,Scotland (All Areas Submitted),Telecare only,65-74 years,Not Living Alone,1095,55.3
2020/21,Scotland (All Areas Submitted),Telecare only,65-74 years,Unknown,540,27.3
2020/21,Scotland (All Areas Submitted),Telecare only,65-74 years,Not Recorded,70,3.5
2020/21,Scotland (All Areas Submitted),Telecare only,75-84 years,Living Alone,575,13.2
2020/21,Scotland (All Areas Submitted),Telecare only,75-84 years,Not Living Alone,2305,52.7
2020/21,Scotland (All Areas Submitted),Telecare only,75-84 years,Unknown,1320,30.2
2020/21,Scotland (All Areas Submitted),Telecare only,75-84 years,Not Recorded,170,3.9
2020/21,Scotland (All Areas Submitted),Telecare only,85+ years,Living Alone,900,20.1
2020/21,Scotland (All Areas Submitted),Telecare only,85+ years,Not Living Alone,1910,42.7
2020/21,Scotland (All Areas Submitted),Telecare only,85+ years,Unknown,1460,32.7
2020/21,Scotland (All Areas Submitted),Telecare only,85+ years,Not Recorded,200,4.5
2020/21,Scotland (All Areas Submitted),Telecare only,Unknown,Living Alone,10,2.8
2020/21,Scotland (All Areas Submitted),Telecare only,Unknown,Not Living Alone,340,95.8
2020/21,Scotland (All Areas Submitted),Telecare only,Unknown,Unknown,5,1.4
2020/21,Scotland (All Areas Submitted),Telecare only,Unknown,Not Recorded,0,0
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,All Ages,Living Alone,6070,21.8
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,All Ages,Not Living Alone,6400,23
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,All Ages,Unknown,4545,16.3
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,All Ages,Not Recorded,10855,38.9
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,0-17 years,Not Living Alone,10,6.1
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,0-17 years,Unknown,75,45.5
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,0-17 years,Not Recorded,80,48.5
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,18-64 years,Living Alone,820,20.4
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,18-64 years,Not Living Alone,940,23.4
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,18-64 years,Unknown,985,24.5
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,18-64 years,Not Recorded,1270,31.6
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,65-74 years,Living Alone,905,21.1
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,65-74 years,Not Living Alone,1000,23.3
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,65-74 years,Unknown,665,15.5
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,65-74 years,Not Recorded,1715,40
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,75-84 years,Living Alone,1915,20.7
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,75-84 years,Not Living Alone,2235,24.2
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,75-84 years,Unknown,1280,13.9
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,75-84 years,Not Recorded,3800,41.2
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,85+ years,Living Alone,2430,23.9
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,85+ years,Not Living Alone,2215,21.8
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,85+ years,Unknown,1540,15.1
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,85+ years,Not Recorded,3990,39.2
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,Unknown,Living Alone,0,0
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,Unknown,Not Living Alone,0,0
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,Unknown,Unknown,0,0
2020/21,Scotland (All Areas Submitted),Receiving both community alarm and telecare,Unknown,Not Recorded,0,0
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,All Ages,Living Alone,20075,18
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,All Ages,Not Living Alone,30590,27.4
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,All Ages,Unknown,39935,35.7
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,All Ages,Not Recorded,21235,19
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,0-17 years,Not Living Alone,160,31.1
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,0-17 years,Unknown,190,36.9
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,0-17 years,Not Recorded,165,32
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,18-64 years,Living Alone,2340,15.9
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,18-64 years,Not Living Alone,4320,29.3
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,18-64 years,Unknown,5790,39.2
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,18-64 years,Not Recorded,2310,15.7
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,65-74 years,Living Alone,2800,16
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,65-74 years,Not Living Alone,4785,27.3
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,65-74 years,Unknown,6800,38.8
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,65-74 years,Not Recorded,3150,18
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,75-84 years,Living Alone,6470,16.9
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,75-84 years,Not Living Alone,10850,28.4
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,75-84 years,Unknown,13375,35
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,75-84 years,Not Recorded,7540,19.7
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,85+ years,Living Alone,8455,20.9
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,85+ years,Not Living Alone,10135,25.1
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,85+ years,Unknown,13765,34
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,85+ years,Not Recorded,8075,20
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,Unknown,Living Alone,10,2.7
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,Unknown,Not Living Alone,345,93.2
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,Unknown,Unknown,15,4.1
2020/21,Scotland (All Areas Submitted),Total community alarms and/or telecare,Unknown,Not Recorded,0,0
2018/19,Aberdeen City,Community alarm only,All Ages,Living Alone,820,33.3
2018/19,Aberdeen City,Community alarm only,All Ages,Not Living Alone,405,16.5
2018/19,Aberdeen City,Community alarm only,All Ages,Unknown,1235,50.2
2018/19,Aberdeen City,Community alarm only,All Ages,Not Recorded,0,0
2018/19,Aberdeen City,Community alarm only,0-17 years,Living Alone,0,0
2018/19,Aberdeen City,Community alarm only,0-17 years,Not Living Alone,0,0
2018/19,Aberdeen City,Community alarm only,0-17 years,Unknown,0,0
2018/19,Aberdeen City,Community alarm only,0-17 years,Not Recorded,0,0
2018/19,Aberdeen City,Community alarm only,18-64 years,Living Alone,55,20.8
2018/19,Aberdeen City,Community alarm only,18-64 years,Not Living Alone,30,11.3
2018/19,Aberdeen City,Community alarm only,18-64 years,Unknown,180,67.9
2018/19,Aberdeen City,Community alarm only,18-64 years,Not Recorded,0,0
2018/19,Aberdeen City,Community alarm only,65-74 years,Living Alone,160,33.3
2018/19,Aberdeen City,Community alarm only,65-74 years,Not Living Alone,70,14.6
2018/19,Aberdeen City,Community alarm only,65-74 years,Unknown,250,52.1
2018/19,Aberdeen City,Community alarm only,65-74 years,Not Recorded,0,0
2018/19,Aberdeen City,Community alarm only,75-84 years,Living Alone,235,28.3
2018/19,Aberdeen City,Community alarm only,75-84 years,Not Living Alone,165,19.9
2018/19,Aberdeen City,Community alarm only,75-84 years,Unknown,430,51.8
2018/19,Aberdeen City,Community alarm only,75-84 years,Not Recorded,0,0
2018/19,Aberdeen City,Community alarm only,85+ years,Living Alone,370,42
2018/19,Aberdeen City,Community alarm only,85+ years,Not Living Alone,135,15.3
2018/19,Aberdeen City,Community alarm only,85+ years,Unknown,375,42.6
2018/19,Aberdeen City,Community alarm only,85+ years,Not Recorded,0,0
2018/19,Aberdeen City,Community alarm only,Unknown,Living Alone,0,0
2018/19,Aberdeen City,Community alarm only,Unknown,Not Living Alone,0,0
2018/19,Aberdeen City,Community alarm only,Unknown,Unknown,5,100
2018/19,Aberdeen City,Community alarm only,Unknown,Not Recorded,0,0
2018/19,Aberdeen City,Telecare only,All Ages,Living Alone,345,37.3
2018/19,Aberdeen City,Telecare only,All Ages,Not Living Alone,220,23.8
2018/19,Aberdeen City,Telecare only,All Ages,Unknown,360,38.9
2018/19,Aberdeen City,Telecare only,All Ages,Not Recorded,0,0
2018/19,Aberdeen City,Telecare only,0-17 years,Living Alone,0,0
2018/19,Aberdeen City,Telecare only,0-17 years,Not Living Alone,5,25
2018/19,Aberdeen City,Telecare only,0-17 years,Unknown,15,75
2018/19,Aberdeen City,Telecare only,0-17 years,Not Recorded,0,0
2018/19,Aberdeen City,Telecare only,18-64 years,Living Alone,40,21.6
2018/19,Aberdeen City,Telecare only,18-64 years,Not Living Alone,50,27
2018/19,Aberdeen City,Telecare only,18-64 years,Unknown,95,51.4
2018/19,Aberdeen City,Telecare only,18-64 years,Not Recorded,0,0
2018/19,Aberdeen City,Telecare only,65-74 years,Living Alone,40,33.3
2018/19,Aberdeen City,Telecare only,65-74 years,Not Living Alone,30,25
2018/19,Aberdeen City,Telecare only,65-74 years,Unknown,50,41.7
2018/19,Aberdeen City,Telecare only,65-74 years,Not Recorded,0,0
2018/19,Aberdeen City,Telecare only,75-84 years,Living Alone,75,32.6
2018/19,Aberdeen City,Telecare only,75-84 years,Not Living Alone,65,28.3
2018/19,Aberdeen City,Telecare only,75-84 years,Unknown,90,39.1
2018/19,Aberdeen City,Telecare only,75-84 years,Not Recorded,0,0
2018/19,Aberdeen City,Telecare only,85+ years,Living Alone,185,50.7
2018/19,Aberdeen City,Telecare only,85+ years,Not Living Alone,70,19.2
2018/19,Aberdeen City,Telecare only,85+ years,Unknown,110,30.1
2018/19,Aberdeen City,Telecare only,85+ years,Not Recorded,0,0
2018/19,Aberdeen City,Telecare only,Unknown,Living Alone,0,0
2018/19,Aberdeen City,Telecare only,Unknown,Not Living Alone,0,0
2018/19,Aberdeen City,Telecare only,Unknown,Unknown,0,0
2018/19,Aberdeen City,Telecare only,Unknown,Not Recorded,0,0
2018/19,Aberdeen City,Receiving both community alarm and telecare,All Ages,Living Alone,65,68.4
2018/19,Aberdeen City,Receiving both community alarm and telecare,All Ages,Not Living Alone,15,15.8
2018/19,Aberdeen City,Receiving both community alarm and telecare,All Ages,Unknown,15,15.8
2018/19,Aberdeen City,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2018/19,Aberdeen City,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2018/19,Aberdeen City,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2018/19,Aberdeen City,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2018/19,Aberdeen City,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2018/19,Aberdeen City,Receiving both community alarm and telecare,18-64 years,Living Alone,5,50
2018/19,Aberdeen City,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2018/19,Aberdeen City,Receiving both community alarm and telecare,18-64 years,Unknown,5,50
2018/19,Aberdeen City,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2018/19,Aberdeen City,Receiving both community alarm and telecare,65-74 years,Living Alone,10,66.7
2018/19,Aberdeen City,Receiving both community alarm and telecare,65-74 years,Not Living Alone,5,33.3
2018/19,Aberdeen City,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2018/19,Aberdeen City,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
