financial_year,sending_location,age_group,simd,measure,value
2017/18,City of Edinburgh,All Ages,5 (Least Deprived),SIMD Quintile Proportion,15.7
2017/18,City of Edinburgh,All Ages,Unknown,Number of People,30
2017/18,City of Edinburgh,All Ages,Unknown,SIMD Quintile Proportion,0.3
2017/18,City of Edinburgh,0-17 years,1 (Most Deprived),Number of People,50
2017/18,City of Edinburgh,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,50
2017/18,City of Edinburgh,0-17 years,2,Number of People,15
2017/18,City of Edinburgh,0-17 years,2,SIMD Quintile Proportion,15
2017/18,City of Edinburgh,0-17 years,3,Number of People,15
2017/18,City of Edinburgh,0-17 years,3,SIMD Quintile Proportion,15
2017/18,City of Edinburgh,0-17 years,4,Number of People,15
2017/18,City of Edinburgh,0-17 years,4,SIMD Quintile Proportion,15
2017/18,City of Edinburgh,0-17 years,5 (Least Deprived),Number of People,5
2017/18,City of Edinburgh,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,5
2017/18,City of Edinburgh,0-17 years,Unknown,Number of People,0
2017/18,City of Edinburgh,0-17 years,Unknown,SIMD Quintile Proportion,0
2017/18,City of Edinburgh,18-64 years,1 (Most Deprived),Number of People,875
2017/18,City of Edinburgh,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,49.4
2017/18,City of Edinburgh,18-64 years,2,Number of People,460
2017/18,City of Edinburgh,18-64 years,2,SIMD Quintile Proportion,26
2017/18,City of Edinburgh,18-64 years,3,Number of People,230
2017/18,City of Edinburgh,18-64 years,3,SIMD Quintile Proportion,13
2017/18,City of Edinburgh,18-64 years,4,Number of People,130
2017/18,City of Edinburgh,18-64 years,4,SIMD Quintile Proportion,7.3
2017/18,City of Edinburgh,18-64 years,5 (Least Deprived),Number of People,70
2017/18,City of Edinburgh,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,4
2017/18,City of Edinburgh,18-64 years,Unknown,Number of People,5
2017/18,City of Edinburgh,18-64 years,Unknown,SIMD Quintile Proportion,0.3
2017/18,City of Edinburgh,65-74 years,1 (Most Deprived),Number of People,750
2017/18,City of Edinburgh,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,41.9
2017/18,City of Edinburgh,65-74 years,2,Number of People,400
2017/18,City of Edinburgh,65-74 years,2,SIMD Quintile Proportion,22.3
2017/18,City of Edinburgh,65-74 years,3,Number of People,325
2017/18,City of Edinburgh,65-74 years,3,SIMD Quintile Proportion,18.2
2017/18,City of Edinburgh,65-74 years,4,Number of People,180
2017/18,City of Edinburgh,65-74 years,4,SIMD Quintile Proportion,10.1
2017/18,City of Edinburgh,65-74 years,5 (Least Deprived),Number of People,130
2017/18,City of Edinburgh,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,7.3
2017/18,City of Edinburgh,65-74 years,Unknown,Number of People,5
2017/18,City of Edinburgh,65-74 years,Unknown,SIMD Quintile Proportion,0.3
2017/18,City of Edinburgh,75-84 years,1 (Most Deprived),Number of People,825
2017/18,City of Edinburgh,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,28.2
2017/18,City of Edinburgh,75-84 years,2,Number of People,565
2017/18,City of Edinburgh,75-84 years,2,SIMD Quintile Proportion,19.3
2017/18,City of Edinburgh,75-84 years,3,Number of People,580
2017/18,City of Edinburgh,75-84 years,3,SIMD Quintile Proportion,19.8
2017/18,City of Edinburgh,75-84 years,4,Number of People,455
2017/18,City of Edinburgh,75-84 years,4,SIMD Quintile Proportion,15.5
2017/18,City of Edinburgh,75-84 years,5 (Least Deprived),Number of People,495
2017/18,City of Edinburgh,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,16.9
2017/18,City of Edinburgh,75-84 years,Unknown,Number of People,10
2017/18,City of Edinburgh,75-84 years,Unknown,SIMD Quintile Proportion,0.3
2017/18,City of Edinburgh,85+ years,1 (Most Deprived),Number of People,635
2017/18,City of Edinburgh,85+ years,1 (Most Deprived),SIMD Quintile Proportion,17.5
2017/18,City of Edinburgh,85+ years,2,Number of People,535
2017/18,City of Edinburgh,85+ years,2,SIMD Quintile Proportion,14.7
2017/18,City of Edinburgh,85+ years,3,Number of People,780
2017/18,City of Edinburgh,85+ years,3,SIMD Quintile Proportion,21.5
2017/18,City of Edinburgh,85+ years,4,Number of People,780
2017/18,City of Edinburgh,85+ years,4,SIMD Quintile Proportion,21.5
2017/18,City of Edinburgh,85+ years,5 (Least Deprived),Number of People,890
2017/18,City of Edinburgh,85+ years,5 (Least Deprived),SIMD Quintile Proportion,24.5
2017/18,City of Edinburgh,85+ years,Unknown,Number of People,10
2017/18,City of Edinburgh,85+ years,Unknown,SIMD Quintile Proportion,0.3
2017/18,City of Edinburgh,Unknown,1 (Most Deprived),Number of People,30
2017/18,City of Edinburgh,Unknown,1 (Most Deprived),SIMD Quintile Proportion,24
2017/18,City of Edinburgh,Unknown,2,Number of People,25
2017/18,City of Edinburgh,Unknown,2,SIMD Quintile Proportion,20
2017/18,City of Edinburgh,Unknown,3,Number of People,10
2017/18,City of Edinburgh,Unknown,3,SIMD Quintile Proportion,8
2017/18,City of Edinburgh,Unknown,4,Number of People,25
2017/18,City of Edinburgh,Unknown,4,SIMD Quintile Proportion,20
2017/18,City of Edinburgh,Unknown,5 (Least Deprived),Number of People,30
2017/18,City of Edinburgh,Unknown,5 (Least Deprived),SIMD Quintile Proportion,24
2017/18,City of Edinburgh,Unknown,Unknown,Number of People,5
2017/18,City of Edinburgh,Unknown,Unknown,SIMD Quintile Proportion,4
2017/18,Clackmannanshire,All Ages,1 (Most Deprived),Number of People,665
2017/18,Clackmannanshire,All Ages,1 (Most Deprived),SIMD Quintile Proportion,35.3
2017/18,Clackmannanshire,All Ages,2,Number of People,480
2017/18,Clackmannanshire,All Ages,2,SIMD Quintile Proportion,25.5
2017/18,Clackmannanshire,All Ages,3,Number of People,390
2017/18,Clackmannanshire,All Ages,3,SIMD Quintile Proportion,20.7
2017/18,Clackmannanshire,All Ages,4,Number of People,170
2017/18,Clackmannanshire,All Ages,4,SIMD Quintile Proportion,9
2017/18,Clackmannanshire,All Ages,5 (Least Deprived),Number of People,180
2017/18,Clackmannanshire,All Ages,5 (Least Deprived),SIMD Quintile Proportion,9.5
2017/18,Clackmannanshire,All Ages,Unknown,Number of People,0
2017/18,Clackmannanshire,All Ages,Unknown,SIMD Quintile Proportion,0
2017/18,Clackmannanshire,0-17 years,1 (Most Deprived),Number of People,0
2017/18,Clackmannanshire,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,NA
2017/18,Clackmannanshire,0-17 years,2,Number of People,0
2017/18,Clackmannanshire,0-17 years,2,SIMD Quintile Proportion,NA
2017/18,Clackmannanshire,0-17 years,3,Number of People,0
2017/18,Clackmannanshire,0-17 years,3,SIMD Quintile Proportion,NA
2017/18,Clackmannanshire,0-17 years,4,Number of People,0
2017/18,Clackmannanshire,0-17 years,4,SIMD Quintile Proportion,NA
2017/18,Clackmannanshire,0-17 years,5 (Least Deprived),Number of People,0
2017/18,Clackmannanshire,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,NA
2017/18,Clackmannanshire,0-17 years,Unknown,Number of People,0
2017/18,Clackmannanshire,0-17 years,Unknown,SIMD Quintile Proportion,NA
2017/18,Clackmannanshire,18-64 years,1 (Most Deprived),Number of People,145
2017/18,Clackmannanshire,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,51.8
2017/18,Clackmannanshire,18-64 years,2,Number of People,65
2017/18,Clackmannanshire,18-64 years,2,SIMD Quintile Proportion,23.2
2017/18,Clackmannanshire,18-64 years,3,Number of People,35
2017/18,Clackmannanshire,18-64 years,3,SIMD Quintile Proportion,12.5
2017/18,Clackmannanshire,18-64 years,4,Number of People,20
2017/18,Clackmannanshire,18-64 years,4,SIMD Quintile Proportion,7.1
2017/18,Clackmannanshire,18-64 years,5 (Least Deprived),Number of People,15
2017/18,Clackmannanshire,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,5.4
2017/18,Clackmannanshire,18-64 years,Unknown,Number of People,0
2017/18,Clackmannanshire,18-64 years,Unknown,SIMD Quintile Proportion,0
2017/18,Clackmannanshire,65-74 years,1 (Most Deprived),Number of People,145
2017/18,Clackmannanshire,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,42
2017/18,Clackmannanshire,65-74 years,2,Number of People,85
2017/18,Clackmannanshire,65-74 years,2,SIMD Quintile Proportion,24.6
2017/18,Clackmannanshire,65-74 years,3,Number of People,60
2017/18,Clackmannanshire,65-74 years,3,SIMD Quintile Proportion,17.4
2017/18,Clackmannanshire,65-74 years,4,Number of People,25
2017/18,Clackmannanshire,65-74 years,4,SIMD Quintile Proportion,7.2
2017/18,Clackmannanshire,65-74 years,5 (Least Deprived),Number of People,30
2017/18,Clackmannanshire,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,8.7
2017/18,Clackmannanshire,65-74 years,Unknown,Number of People,0
2017/18,Clackmannanshire,65-74 years,Unknown,SIMD Quintile Proportion,0
2017/18,Clackmannanshire,75-84 years,1 (Most Deprived),Number of People,215
2017/18,Clackmannanshire,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,30.9
2017/18,Clackmannanshire,75-84 years,2,Number of People,185
2017/18,Clackmannanshire,75-84 years,2,SIMD Quintile Proportion,26.6
2017/18,Clackmannanshire,75-84 years,3,Number of People,155
2017/18,Clackmannanshire,75-84 years,3,SIMD Quintile Proportion,22.3
2017/18,Clackmannanshire,75-84 years,4,Number of People,70
2017/18,Clackmannanshire,75-84 years,4,SIMD Quintile Proportion,10.1
2017/18,Clackmannanshire,75-84 years,5 (Least Deprived),Number of People,70
2017/18,Clackmannanshire,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,10.1
2017/18,Clackmannanshire,75-84 years,Unknown,Number of People,0
2017/18,Clackmannanshire,75-84 years,Unknown,SIMD Quintile Proportion,0
2017/18,Clackmannanshire,85+ years,1 (Most Deprived),Number of People,160
2017/18,Clackmannanshire,85+ years,1 (Most Deprived),SIMD Quintile Proportion,28.6
2017/18,Clackmannanshire,85+ years,2,Number of People,145
2017/18,Clackmannanshire,85+ years,2,SIMD Quintile Proportion,25.9
2017/18,Clackmannanshire,85+ years,3,Number of People,135
2017/18,Clackmannanshire,85+ years,3,SIMD Quintile Proportion,24.1
2017/18,Clackmannanshire,85+ years,4,Number of People,55
2017/18,Clackmannanshire,85+ years,4,SIMD Quintile Proportion,9.8
2017/18,Clackmannanshire,85+ years,5 (Least Deprived),Number of People,65
2017/18,Clackmannanshire,85+ years,5 (Least Deprived),SIMD Quintile Proportion,11.6
2017/18,Clackmannanshire,85+ years,Unknown,Number of People,0
2017/18,Clackmannanshire,85+ years,Unknown,SIMD Quintile Proportion,0
2017/18,Dumfries and Galloway,All Ages,1 (Most Deprived),Number of People,730
2017/18,Dumfries and Galloway,All Ages,1 (Most Deprived),SIMD Quintile Proportion,19.7
2017/18,Dumfries and Galloway,All Ages,2,Number of People,680
2017/18,Dumfries and Galloway,All Ages,2,SIMD Quintile Proportion,18.3
2017/18,Dumfries and Galloway,All Ages,3,Number of People,850
2017/18,Dumfries and Galloway,All Ages,3,SIMD Quintile Proportion,22.9
2017/18,Dumfries and Galloway,All Ages,4,Number of People,800
2017/18,Dumfries and Galloway,All Ages,4,SIMD Quintile Proportion,21.5
2017/18,Dumfries and Galloway,All Ages,5 (Least Deprived),Number of People,645
2017/18,Dumfries and Galloway,All Ages,5 (Least Deprived),SIMD Quintile Proportion,17.4
2017/18,Dumfries and Galloway,All Ages,Unknown,Number of People,10
2017/18,Dumfries and Galloway,All Ages,Unknown,SIMD Quintile Proportion,0.3
2017/18,Dumfries and Galloway,0-17 years,1 (Most Deprived),Number of People,5
2017/18,Dumfries and Galloway,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,25
2017/18,Dumfries and Galloway,0-17 years,2,Number of People,5
2017/18,Dumfries and Galloway,0-17 years,2,SIMD Quintile Proportion,25
2017/18,Dumfries and Galloway,0-17 years,3,Number of People,5
2017/18,Dumfries and Galloway,0-17 years,3,SIMD Quintile Proportion,25
2017/18,Dumfries and Galloway,0-17 years,4,Number of People,5
2017/18,Dumfries and Galloway,0-17 years,4,SIMD Quintile Proportion,25
2017/18,Dumfries and Galloway,0-17 years,5 (Least Deprived),Number of People,0
2017/18,Dumfries and Galloway,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,0
2017/18,Dumfries and Galloway,0-17 years,Unknown,Number of People,0
2017/18,Dumfries and Galloway,0-17 years,Unknown,SIMD Quintile Proportion,0
2017/18,Dumfries and Galloway,18-64 years,1 (Most Deprived),Number of People,120
2017/18,Dumfries and Galloway,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,40.7
2017/18,Dumfries and Galloway,18-64 years,2,Number of People,55
2017/18,Dumfries and Galloway,18-64 years,2,SIMD Quintile Proportion,18.6
2017/18,Dumfries and Galloway,18-64 years,3,Number of People,50
2017/18,Dumfries and Galloway,18-64 years,3,SIMD Quintile Proportion,16.9
2017/18,Dumfries and Galloway,18-64 years,4,Number of People,40
2017/18,Dumfries and Galloway,18-64 years,4,SIMD Quintile Proportion,13.6
2017/18,Dumfries and Galloway,18-64 years,5 (Least Deprived),Number of People,30
2017/18,Dumfries and Galloway,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,10.2
2017/18,Dumfries and Galloway,18-64 years,Unknown,Number of People,0
2017/18,Dumfries and Galloway,18-64 years,Unknown,SIMD Quintile Proportion,0
2017/18,Dumfries and Galloway,65-74 years,1 (Most Deprived),Number of People,110
2017/18,Dumfries and Galloway,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,25.3
2017/18,Dumfries and Galloway,65-74 years,2,Number of People,85
2017/18,Dumfries and Galloway,65-74 years,2,SIMD Quintile Proportion,19.5
2017/18,Dumfries and Galloway,65-74 years,3,Number of People,90
2017/18,Dumfries and Galloway,65-74 years,3,SIMD Quintile Proportion,20.7
2017/18,Dumfries and Galloway,65-74 years,4,Number of People,80
2017/18,Dumfries and Galloway,65-74 years,4,SIMD Quintile Proportion,18.4
2017/18,Dumfries and Galloway,65-74 years,5 (Least Deprived),Number of People,70
2017/18,Dumfries and Galloway,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,16.1
2017/18,Dumfries and Galloway,65-74 years,Unknown,Number of People,0
2017/18,Dumfries and Galloway,65-74 years,Unknown,SIMD Quintile Proportion,0
2017/18,Dumfries and Galloway,75-84 years,1 (Most Deprived),Number of People,255
2017/18,Dumfries and Galloway,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,18.6
2017/18,Dumfries and Galloway,75-84 years,2,Number of People,275
2017/18,Dumfries and Galloway,75-84 years,2,SIMD Quintile Proportion,20.1
2017/18,Dumfries and Galloway,75-84 years,3,Number of People,315
2017/18,Dumfries and Galloway,75-84 years,3,SIMD Quintile Proportion,23
2017/18,Dumfries and Galloway,75-84 years,4,Number of People,285
2017/18,Dumfries and Galloway,75-84 years,4,SIMD Quintile Proportion,20.8
2017/18,Dumfries and Galloway,75-84 years,5 (Least Deprived),Number of People,235
2017/18,Dumfries and Galloway,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,17.2
2017/18,Dumfries and Galloway,75-84 years,Unknown,Number of People,5
2017/18,Dumfries and Galloway,75-84 years,Unknown,SIMD Quintile Proportion,0.4
2017/18,Dumfries and Galloway,85+ years,1 (Most Deprived),Number of People,240
2017/18,Dumfries and Galloway,85+ years,1 (Most Deprived),SIMD Quintile Proportion,15
2017/18,Dumfries and Galloway,85+ years,2,Number of People,260
2017/18,Dumfries and Galloway,85+ years,2,SIMD Quintile Proportion,16.2
2017/18,Dumfries and Galloway,85+ years,3,Number of People,395
2017/18,Dumfries and Galloway,85+ years,3,SIMD Quintile Proportion,24.6
2017/18,Dumfries and Galloway,85+ years,4,Number of People,395
2017/18,Dumfries and Galloway,85+ years,4,SIMD Quintile Proportion,24.6
2017/18,Dumfries and Galloway,85+ years,5 (Least Deprived),Number of People,310
2017/18,Dumfries and Galloway,85+ years,5 (Least Deprived),SIMD Quintile Proportion,19.3
2017/18,Dumfries and Galloway,85+ years,Unknown,Number of People,5
2017/18,Dumfries and Galloway,85+ years,Unknown,SIMD Quintile Proportion,0.3
2017/18,Dundee City,All Ages,1 (Most Deprived),Number of People,1165
2017/18,Dundee City,All Ages,1 (Most Deprived),SIMD Quintile Proportion,19.3
2017/18,Dundee City,All Ages,2,Number of People,1245
2017/18,Dundee City,All Ages,2,SIMD Quintile Proportion,20.6
2017/18,Dundee City,All Ages,3,Number of People,1535
2017/18,Dundee City,All Ages,3,SIMD Quintile Proportion,25.4
2017/18,Dundee City,All Ages,4,Number of People,1195
2017/18,Dundee City,All Ages,4,SIMD Quintile Proportion,19.8
2017/18,Dundee City,All Ages,5 (Least Deprived),Number of People,900
2017/18,Dundee City,All Ages,5 (Least Deprived),SIMD Quintile Proportion,14.9
2017/18,Dundee City,All Ages,Unknown,Number of People,10
2017/18,Dundee City,All Ages,Unknown,SIMD Quintile Proportion,0.2
2017/18,Dundee City,18-64 years,1 (Most Deprived),Number of People,245
2017/18,Dundee City,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,28.8
2017/18,Dundee City,18-64 years,2,Number of People,195
2017/18,Dundee City,18-64 years,2,SIMD Quintile Proportion,22.9
2017/18,Dundee City,18-64 years,3,Number of People,220
2017/18,Dundee City,18-64 years,3,SIMD Quintile Proportion,25.9
2017/18,Dundee City,18-64 years,4,Number of People,145
2017/18,Dundee City,18-64 years,4,SIMD Quintile Proportion,17.1
2017/18,Dundee City,18-64 years,5 (Least Deprived),Number of People,45
2017/18,Dundee City,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,5.3
2017/18,Dundee City,18-64 years,Unknown,Number of People,0
2017/18,Dundee City,18-64 years,Unknown,SIMD Quintile Proportion,0
2017/18,Dundee City,65-74 years,1 (Most Deprived),Number of People,350
2017/18,Dundee City,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,25.8
2017/18,Dundee City,65-74 years,2,Number of People,330
2017/18,Dundee City,65-74 years,2,SIMD Quintile Proportion,24.4
2017/18,Dundee City,65-74 years,3,Number of People,390
2017/18,Dundee City,65-74 years,3,SIMD Quintile Proportion,28.8
2017/18,Dundee City,65-74 years,4,Number of People,205
2017/18,Dundee City,65-74 years,4,SIMD Quintile Proportion,15.1
2017/18,Dundee City,65-74 years,5 (Least Deprived),Number of People,80
2017/18,Dundee City,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,5.9
2017/18,Dundee City,65-74 years,Unknown,Number of People,0
2017/18,Dundee City,65-74 years,Unknown,SIMD Quintile Proportion,0
2017/18,Dundee City,75-84 years,1 (Most Deprived),Number of People,375
2017/18,Dundee City,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,18.2
2017/18,Dundee City,75-84 years,2,Number of People,435
2017/18,Dundee City,75-84 years,2,SIMD Quintile Proportion,21.1
2017/18,Dundee City,75-84 years,3,Number of People,550
2017/18,Dundee City,75-84 years,3,SIMD Quintile Proportion,26.6
2017/18,Dundee City,75-84 years,4,Number of People,400
2017/18,Dundee City,75-84 years,4,SIMD Quintile Proportion,19.4
2017/18,Dundee City,75-84 years,5 (Least Deprived),Number of People,305
2017/18,Dundee City,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,14.8
2017/18,Dundee City,75-84 years,Unknown,Number of People,0
2017/18,Dundee City,75-84 years,Unknown,SIMD Quintile Proportion,0
