financial_year,sending_location,age_group,sds_support_need,nclient,rate
2018/19,Aberdeen City,18-64 years,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeen City,65-74 years,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeen City,75-84 years,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeen City,85+ years,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeen City,Unknown,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeen City,All Ages,Health Care,0,0
2018/19,Aberdeen City,0-17 years,Health Care,0,0
2018/19,Aberdeen City,18-64 years,Health Care,0,0
2018/19,Aberdeen City,65-74 years,Health Care,0,0
2018/19,Aberdeen City,75-84 years,Health Care,0,0
2018/19,Aberdeen City,85+ years,Health Care,0,0
2018/19,Aberdeen City,Unknown,Health Care,0,0
2018/19,Aberdeen City,All Ages,Housing Support,75,72.81553398058252
2018/19,Aberdeen City,0-17 years,Housing Support,0,0
2018/19,Aberdeen City,18-64 years,Housing Support,50,192.30769230769232
2018/19,Aberdeen City,65-74 years,Housing Support,15,130.43478260869566
2018/19,Aberdeen City,75-84 years,Housing Support,5,20.408163265306122
2018/19,Aberdeen City,85+ years,Housing Support,5,14.285714285714285
2018/19,Aberdeen City,Unknown,Housing Support,0,0
2018/19,Aberdeen City,All Ages,Meals,0,0
2018/19,Aberdeen City,0-17 years,Meals,0,0
2018/19,Aberdeen City,18-64 years,Meals,0,0
2018/19,Aberdeen City,65-74 years,Meals,0,0
2018/19,Aberdeen City,75-84 years,Meals,0,0
2018/19,Aberdeen City,85+ years,Meals,0,0
2018/19,Aberdeen City,Unknown,Meals,0,0
2018/19,Aberdeen City,All Ages,Personal Care,780,757.2815533980582
2018/19,Aberdeen City,0-17 years,Personal Care,5,83.33333333333333
2018/19,Aberdeen City,18-64 years,Personal Care,120,461.53846153846155
2018/19,Aberdeen City,65-74 years,Personal Care,105,913.0434782608695
2018/19,Aberdeen City,75-84 years,Personal Care,225,918.3673469387755
2018/19,Aberdeen City,85+ years,Personal Care,325,928.5714285714286
2018/19,Aberdeen City,Unknown,Personal Care,0,0
2018/19,Aberdeen City,All Ages,Respite,280,271.84466019417476
2018/19,Aberdeen City,0-17 years,Respite,35,583.3333333333334
2018/19,Aberdeen City,18-64 years,Respite,95,365.38461538461536
2018/19,Aberdeen City,65-74 years,Respite,25,217.3913043478261
2018/19,Aberdeen City,75-84 years,Respite,50,204.08163265306123
2018/19,Aberdeen City,85+ years,Respite,75,214.28571428571428
2018/19,Aberdeen City,Unknown,Respite,0,0
2018/19,Aberdeen City,All Ages,Social Educational Recreational,250,242.71844660194176
2018/19,Aberdeen City,0-17 years,Social Educational Recreational,50,833.3333333333334
2018/19,Aberdeen City,18-64 years,Social Educational Recreational,115,442.30769230769226
2018/19,Aberdeen City,65-74 years,Social Educational Recreational,15,130.43478260869566
2018/19,Aberdeen City,75-84 years,Social Educational Recreational,35,142.85714285714286
2018/19,Aberdeen City,85+ years,Social Educational Recreational,35,100
2018/19,Aberdeen City,Unknown,Social Educational Recreational,0,0
2018/19,Aberdeen City,All Ages,Other,0,0
2018/19,Aberdeen City,0-17 years,Other,0,0
2018/19,Aberdeen City,18-64 years,Other,0,0
2018/19,Aberdeen City,65-74 years,Other,0,0
2018/19,Aberdeen City,75-84 years,Other,0,0
2018/19,Aberdeen City,85+ years,Other,0,0
2018/19,Aberdeen City,Unknown,Other,0,0
2018/19,Aberdeen City,All Ages,Not Known,0,0
2018/19,Aberdeen City,0-17 years,Not Known,0,0
2018/19,Aberdeen City,18-64 years,Not Known,0,0
2018/19,Aberdeen City,65-74 years,Not Known,0,0
2018/19,Aberdeen City,75-84 years,Not Known,0,0
2018/19,Aberdeen City,85+ years,Not Known,0,0
2018/19,Aberdeen City,Unknown,Not Known,0,0
2019/20,Aberdeen City,All Ages,Domestic Care,0,0
2019/20,Aberdeen City,0-17 years,Domestic Care,0,0
2019/20,Aberdeen City,18-64 years,Domestic Care,0,0
2019/20,Aberdeen City,65-74 years,Domestic Care,0,0
2019/20,Aberdeen City,75-84 years,Domestic Care,0,0
2019/20,Aberdeen City,85+ years,Domestic Care,0,0
2019/20,Aberdeen City,Unknown,Domestic Care,0,0
2019/20,Aberdeen City,All Ages,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeen City,0-17 years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeen City,18-64 years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeen City,65-74 years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeen City,75-84 years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeen City,85+ years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeen City,Unknown,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeen City,All Ages,Health Care,0,0
2019/20,Aberdeen City,0-17 years,Health Care,0,0
2019/20,Aberdeen City,18-64 years,Health Care,0,0
2019/20,Aberdeen City,65-74 years,Health Care,0,0
2019/20,Aberdeen City,75-84 years,Health Care,0,0
2019/20,Aberdeen City,85+ years,Health Care,0,0
2019/20,Aberdeen City,Unknown,Health Care,0,0
2019/20,Aberdeen City,All Ages,Housing Support,0,0
2019/20,Aberdeen City,0-17 years,Housing Support,0,0
2019/20,Aberdeen City,18-64 years,Housing Support,0,0
2019/20,Aberdeen City,65-74 years,Housing Support,0,0
2019/20,Aberdeen City,75-84 years,Housing Support,0,0
2019/20,Aberdeen City,85+ years,Housing Support,0,0
2019/20,Aberdeen City,Unknown,Housing Support,0,0
2019/20,Aberdeen City,All Ages,Meals,0,0
2019/20,Aberdeen City,0-17 years,Meals,0,0
2019/20,Aberdeen City,18-64 years,Meals,0,0
2019/20,Aberdeen City,65-74 years,Meals,0,0
2019/20,Aberdeen City,75-84 years,Meals,0,0
2019/20,Aberdeen City,85+ years,Meals,0,0
2019/20,Aberdeen City,Unknown,Meals,0,0
2019/20,Aberdeen City,All Ages,Personal Care,0,0
2019/20,Aberdeen City,0-17 years,Personal Care,0,0
2019/20,Aberdeen City,18-64 years,Personal Care,0,0
2019/20,Aberdeen City,65-74 years,Personal Care,0,0
2019/20,Aberdeen City,75-84 years,Personal Care,0,0
2019/20,Aberdeen City,85+ years,Personal Care,0,0
2019/20,Aberdeen City,Unknown,Personal Care,0,0
2019/20,Aberdeen City,All Ages,Respite,0,0
2019/20,Aberdeen City,0-17 years,Respite,0,0
2019/20,Aberdeen City,18-64 years,Respite,0,0
2019/20,Aberdeen City,65-74 years,Respite,0,0
2019/20,Aberdeen City,75-84 years,Respite,0,0
2019/20,Aberdeen City,85+ years,Respite,0,0
2019/20,Aberdeen City,Unknown,Respite,0,0
2019/20,Aberdeen City,All Ages,Social Educational Recreational,0,0
2019/20,Aberdeen City,0-17 years,Social Educational Recreational,0,0
2019/20,Aberdeen City,18-64 years,Social Educational Recreational,0,0
2019/20,Aberdeen City,65-74 years,Social Educational Recreational,0,0
2019/20,Aberdeen City,75-84 years,Social Educational Recreational,0,0
2019/20,Aberdeen City,85+ years,Social Educational Recreational,0,0
2019/20,Aberdeen City,Unknown,Social Educational Recreational,0,0
2019/20,Aberdeen City,All Ages,Other,0,0
2019/20,Aberdeen City,0-17 years,Other,0,0
2019/20,Aberdeen City,18-64 years,Other,0,0
2019/20,Aberdeen City,65-74 years,Other,0,0
2019/20,Aberdeen City,75-84 years,Other,0,0
2019/20,Aberdeen City,85+ years,Other,0,0
2019/20,Aberdeen City,Unknown,Other,0,0
2019/20,Aberdeen City,All Ages,Not Known,0,0
2019/20,Aberdeen City,0-17 years,Not Known,0,0
2019/20,Aberdeen City,18-64 years,Not Known,0,0
2019/20,Aberdeen City,65-74 years,Not Known,0,0
2019/20,Aberdeen City,75-84 years,Not Known,0,0
2019/20,Aberdeen City,85+ years,Not Known,0,0
2019/20,Aberdeen City,Unknown,Not Known,0,0
2018/19,Aberdeenshire,All Ages,Domestic Care,835,186.38392857142858
2018/19,Aberdeenshire,0-17 years,Domestic Care,0,0
2018/19,Aberdeenshire,18-64 years,Domestic Care,355,328.7037037037037
2018/19,Aberdeenshire,65-74 years,Domestic Care,125,225.22522522522522
2018/19,Aberdeenshire,75-84 years,Domestic Care,180,138.46153846153848
2018/19,Aberdeenshire,85+ years,Domestic Care,175,112.90322580645162
2018/19,Aberdeenshire,Unknown,Domestic Care,0,0
2018/19,Aberdeenshire,All Ages,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeenshire,0-17 years,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeenshire,18-64 years,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeenshire,65-74 years,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeenshire,75-84 years,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeenshire,85+ years,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeenshire,Unknown,Equipment and Temporary Adaptations,0,0
2018/19,Aberdeenshire,All Ages,Health Care,0,0
2018/19,Aberdeenshire,0-17 years,Health Care,0,0
2018/19,Aberdeenshire,18-64 years,Health Care,0,0
2018/19,Aberdeenshire,65-74 years,Health Care,0,0
2018/19,Aberdeenshire,75-84 years,Health Care,0,0
2018/19,Aberdeenshire,85+ years,Health Care,0,0
2018/19,Aberdeenshire,Unknown,Health Care,0,0
2018/19,Aberdeenshire,All Ages,Housing Support,850,189.73214285714286
2018/19,Aberdeenshire,0-17 years,Housing Support,0,0
2018/19,Aberdeenshire,18-64 years,Housing Support,470,435.18518518518516
2018/19,Aberdeenshire,65-74 years,Housing Support,80,144.14414414414415
2018/19,Aberdeenshire,75-84 years,Housing Support,125,96.15384615384616
2018/19,Aberdeenshire,85+ years,Housing Support,175,112.90322580645162
2018/19,Aberdeenshire,Unknown,Housing Support,0,0
2018/19,Aberdeenshire,All Ages,Meals,0,0
2018/19,Aberdeenshire,0-17 years,Meals,0,0
2018/19,Aberdeenshire,18-64 years,Meals,0,0
2018/19,Aberdeenshire,65-74 years,Meals,0,0
2018/19,Aberdeenshire,75-84 years,Meals,0,0
2018/19,Aberdeenshire,85+ years,Meals,0,0
2018/19,Aberdeenshire,Unknown,Meals,0,0
2018/19,Aberdeenshire,All Ages,Personal Care,3065,684.1517857142857
2018/19,Aberdeenshire,0-17 years,Personal Care,0,0
2018/19,Aberdeenshire,18-64 years,Personal Care,30,27.777777777777775
2018/19,Aberdeenshire,65-74 years,Personal Care,475,855.8558558558559
2018/19,Aberdeenshire,75-84 years,Personal Care,1160,892.3076923076924
2018/19,Aberdeenshire,85+ years,Personal Care,1400,903.2258064516129
2018/19,Aberdeenshire,Unknown,Personal Care,0,0
2018/19,Aberdeenshire,All Ages,Respite,790,176.33928571428572
2018/19,Aberdeenshire,0-17 years,Respite,0,0
2018/19,Aberdeenshire,18-64 years,Respite,165,152.7777777777778
2018/19,Aberdeenshire,65-74 years,Respite,80,144.14414414414415
2018/19,Aberdeenshire,75-84 years,Respite,245,188.46153846153845
2018/19,Aberdeenshire,85+ years,Respite,300,193.54838709677418
2018/19,Aberdeenshire,Unknown,Respite,0,0
2018/19,Aberdeenshire,All Ages,Social Educational Recreational,955,213.16964285714286
2018/19,Aberdeenshire,0-17 years,Social Educational Recreational,0,0
2018/19,Aberdeenshire,18-64 years,Social Educational Recreational,585,541.6666666666666
2018/19,Aberdeenshire,65-74 years,Social Educational Recreational,80,144.14414414414415
2018/19,Aberdeenshire,75-84 years,Social Educational Recreational,155,119.23076923076924
2018/19,Aberdeenshire,85+ years,Social Educational Recreational,140,90.32258064516128
2018/19,Aberdeenshire,Unknown,Social Educational Recreational,0,0
2018/19,Aberdeenshire,All Ages,Other,5,1.1160714285714286
2018/19,Aberdeenshire,0-17 years,Other,0,0
2018/19,Aberdeenshire,18-64 years,Other,5,4.62962962962963
2018/19,Aberdeenshire,65-74 years,Other,0,0
2018/19,Aberdeenshire,75-84 years,Other,0,0
2018/19,Aberdeenshire,85+ years,Other,0,0
2018/19,Aberdeenshire,Unknown,Other,0,0
2018/19,Aberdeenshire,All Ages,Not Known,410,91.51785714285714
2018/19,Aberdeenshire,0-17 years,Not Known,0,0
2018/19,Aberdeenshire,18-64 years,Not Known,205,189.81481481481484
2018/19,Aberdeenshire,65-74 years,Not Known,35,63.063063063063055
2018/19,Aberdeenshire,75-84 years,Not Known,75,57.69230769230769
2018/19,Aberdeenshire,85+ years,Not Known,95,61.29032258064516
2018/19,Aberdeenshire,Unknown,Not Known,0,0
2019/20,Aberdeenshire,All Ages,Domestic Care,315,79.94923857868021
2019/20,Aberdeenshire,0-17 years,Domestic Care,0,0
2019/20,Aberdeenshire,18-64 years,Domestic Care,175,172.41379310344828
2019/20,Aberdeenshire,65-74 years,Domestic Care,45,96.77419354838709
2019/20,Aberdeenshire,75-84 years,Domestic Care,45,40.54054054054054
2019/20,Aberdeenshire,85+ years,Domestic Care,45,33.333333333333336
2019/20,Aberdeenshire,Unknown,Domestic Care,0,0
2019/20,Aberdeenshire,All Ages,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeenshire,0-17 years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeenshire,18-64 years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeenshire,65-74 years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeenshire,75-84 years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeenshire,85+ years,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeenshire,Unknown,Equipment and Temporary Adaptations,0,0
2019/20,Aberdeenshire,All Ages,Health Care,0,0
2019/20,Aberdeenshire,0-17 years,Health Care,0,0
2019/20,Aberdeenshire,18-64 years,Health Care,0,0
2019/20,Aberdeenshire,65-74 years,Health Care,0,0
2019/20,Aberdeenshire,75-84 years,Health Care,0,0
2019/20,Aberdeenshire,85+ years,Health Care,0,0
2019/20,Aberdeenshire,Unknown,Health Care,0,0
2019/20,Aberdeenshire,All Ages,Housing Support,480,121.8274111675127
2019/20,Aberdeenshire,0-17 years,Housing Support,0,0
2019/20,Aberdeenshire,18-64 years,Housing Support,345,339.9014778325123
2019/20,Aberdeenshire,65-74 years,Housing Support,40,86.0215053763441
2019/20,Aberdeenshire,75-84 years,Housing Support,35,31.531531531531527
2019/20,Aberdeenshire,85+ years,Housing Support,60,44.44444444444444
2019/20,Aberdeenshire,Unknown,Housing Support,0,0
2019/20,Aberdeenshire,All Ages,Meals,0,0
2019/20,Aberdeenshire,0-17 years,Meals,0,0
2019/20,Aberdeenshire,18-64 years,Meals,0,0
2019/20,Aberdeenshire,65-74 years,Meals,0,0
2019/20,Aberdeenshire,75-84 years,Meals,0,0
2019/20,Aberdeenshire,85+ years,Meals,0,0
2019/20,Aberdeenshire,Unknown,Meals,0,0
2019/20,Aberdeenshire,All Ages,Personal Care,3270,829.9492385786801
2019/20,Aberdeenshire,0-17 years,Personal Care,0,0
2019/20,Aberdeenshire,18-64 years,Personal Care,575,566.5024630541872
2019/20,Aberdeenshire,65-74 years,Personal Care,405,870.9677419354839
2019/20,Aberdeenshire,75-84 years,Personal Care,1035,932.4324324324325
2019/20,Aberdeenshire,85+ years,Personal Care,1255,929.6296296296296
2019/20,Aberdeenshire,Unknown,Personal Care,0,0
2019/20,Aberdeenshire,All Ages,Respite,630,159.89847715736042
2019/20,Aberdeenshire,0-17 years,Respite,0,0
2019/20,Aberdeenshire,18-64 years,Respite,150,147.78325123152712
2019/20,Aberdeenshire,65-74 years,Respite,65,139.78494623655914
2019/20,Aberdeenshire,75-84 years,Respite,170,153.15315315315314
2019/20,Aberdeenshire,85+ years,Respite,245,181.4814814814815
2019/20,Aberdeenshire,Unknown,Respite,0,0
2019/20,Aberdeenshire,All Ages,Social Educational Recreational,745,189.08629441624367
2019/20,Aberdeenshire,0-17 years,Social Educational Recreational,0,0
2019/20,Aberdeenshire,18-64 years,Social Educational Recreational,475,467.98029556650243
2019/20,Aberdeenshire,65-74 years,Social Educational Recreational,45,96.77419354838709
2019/20,Aberdeenshire,75-84 years,Social Educational Recreational,120,108.10810810810811
2019/20,Aberdeenshire,85+ years,Social Educational Recreational,105,77.77777777777779
2019/20,Aberdeenshire,Unknown,Social Educational Recreational,0,0
2019/20,Aberdeenshire,All Ages,Other,385,97.71573604060914
2019/20,Aberdeenshire,0-17 years,Other,0,0
2019/20,Aberdeenshire,18-64 years,Other,200,197.04433497536948
2019/20,Aberdeenshire,65-74 years,Other,30,64.51612903225806
2019/20,Aberdeenshire,75-84 years,Other,85,76.57657657657657
2019/20,Aberdeenshire,85+ years,Other,70,51.85185185185185
2019/20,Aberdeenshire,Unknown,Other,0,0
2019/20,Aberdeenshire,All Ages,Not Known,10,2.5380710659898473
2019/20,Aberdeenshire,0-17 years,Not Known,0,0
2019/20,Aberdeenshire,18-64 years,Not Known,10,9.852216748768473
2019/20,Aberdeenshire,65-74 years,Not Known,0,0
2019/20,Aberdeenshire,75-84 years,Not Known,0,0
2019/20,Aberdeenshire,85+ years,Not Known,0,0
2019/20,Aberdeenshire,Unknown,Not Known,0,0
2017/18,Angus,All Ages,Domestic Care,0,0
2017/18,Angus,0-17 years,Domestic Care,0,0
2017/18,Angus,18-64 years,Domestic Care,0,0
2017/18,Angus,65-74 years,Domestic Care,0,0
2017/18,Angus,75-84 years,Domestic Care,0,0
2017/18,Angus,85+ years,Domestic Care,0,0
2017/18,Angus,Unknown,Domestic Care,0,NA
2017/18,Angus,All Ages,Equipment and Temporary Adaptations,0,0
2017/18,Angus,0-17 years,Equipment and Temporary Adaptations,0,0
2017/18,Angus,18-64 years,Equipment and Temporary Adaptations,0,0
2017/18,Angus,65-74 years,Equipment and Temporary Adaptations,0,0
2017/18,Angus,75-84 years,Equipment and Temporary Adaptations,0,0
2017/18,Angus,85+ years,Equipment and Temporary Adaptations,0,0
2017/18,Angus,Unknown,Equipment and Temporary Adaptations,0,NA
