financial_year,sending_location,age_group,client_group,nclient,rate
2018/19,Angus,All Ages,Dementia,125,58.41121495327103
2018/19,Angus,0-17 years,Dementia,0,0
2018/19,Angus,18-64 years,Dementia,5,7.575757575757576
2018/19,Angus,65-74 years,Dementia,20,60.60606060606061
2018/19,Angus,75-84 years,Dementia,50,92.59259259259258
2018/19,Angus,85+ years,Dementia,50,83.33333333333333
2018/19,Angus,Unknown,Dementia,0,NA
2018/19,Angus,All Ages,Elderly / Frail,1460,682.2429906542055
2018/19,Angus,0-17 years,Elderly / Frail,0,0
2018/19,Angus,18-64 years,Elderly / Frail,10,15.151515151515152
2018/19,Angus,65-74 years,Elderly / Frail,320,969.6969696969697
2018/19,Angus,75-84 years,Elderly / Frail,535,990.7407407407406
2018/19,Angus,85+ years,Elderly / Frail,600,1000
2018/19,Angus,Unknown,Elderly / Frail,0,NA
2018/19,Angus,All Ages,Learning Disability,315,147.19626168224298
2018/19,Angus,0-17 years,Learning Disability,10,1000
2018/19,Angus,18-64 years,Learning Disability,290,439.3939393939394
2018/19,Angus,65-74 years,Learning Disability,15,45.45454545454545
2018/19,Angus,75-84 years,Learning Disability,5,9.25925925925926
2018/19,Angus,85+ years,Learning Disability,0,0
2018/19,Angus,Unknown,Learning Disability,0,NA
2018/19,Angus,All Ages,Mental Health,105,49.06542056074766
2018/19,Angus,0-17 years,Mental Health,0,0
2018/19,Angus,18-64 years,Mental Health,40,60.60606060606061
2018/19,Angus,65-74 years,Mental Health,20,60.60606060606061
2018/19,Angus,75-84 years,Mental Health,30,55.55555555555555
2018/19,Angus,85+ years,Mental Health,20,33.333333333333336
2018/19,Angus,Unknown,Mental Health,0,NA
2018/19,Angus,All Ages,Physical and Sensory Disability,40,18.69158878504673
2018/19,Angus,0-17 years,Physical and Sensory Disability,0,0
2018/19,Angus,18-64 years,Physical and Sensory Disability,0,0
2018/19,Angus,65-74 years,Physical and Sensory Disability,20,60.60606060606061
2018/19,Angus,75-84 years,Physical and Sensory Disability,10,18.51851851851852
2018/19,Angus,85+ years,Physical and Sensory Disability,5,8.333333333333334
2018/19,Angus,Unknown,Physical and Sensory Disability,0,NA
2018/19,Angus,All Ages,Other,110,51.401869158878505
2018/19,Angus,0-17 years,Other,0,0
2018/19,Angus,18-64 years,Other,50,75.75757575757576
2018/19,Angus,65-74 years,Other,25,75.75757575757576
2018/19,Angus,75-84 years,Other,20,37.03703703703704
2018/19,Angus,85+ years,Other,15,25
2018/19,Angus,Unknown,Other,0,NA
2019/20,Angus,All Ages,Dementia,135,51.526717557251914
2019/20,Angus,0-17 years,Dementia,0,0
2019/20,Angus,18-64 years,Dementia,5,6.756756756756757
2019/20,Angus,65-74 years,Dementia,20,52.63157894736842
2019/20,Angus,75-84 years,Dementia,55,80.2919708029197
2019/20,Angus,85+ years,Dementia,60,74.53416149068323
2019/20,Angus,Unknown,Dementia,0,NA
2019/20,Angus,All Ages,Elderly / Frail,1820,694.6564885496184
2019/20,Angus,0-17 years,Elderly / Frail,0,0
2019/20,Angus,18-64 years,Elderly / Frail,0,0
2019/20,Angus,65-74 years,Elderly / Frail,350,921.0526315789474
2019/20,Angus,75-84 years,Elderly / Frail,675,985.4014598540147
2019/20,Angus,85+ years,Elderly / Frail,795,987.5776397515527
2019/20,Angus,Unknown,Elderly / Frail,0,NA
2019/20,Angus,All Ages,Learning Disability,340,129.7709923664122
2019/20,Angus,0-17 years,Learning Disability,10,1000
2019/20,Angus,18-64 years,Learning Disability,310,418.9189189189189
2019/20,Angus,65-74 years,Learning Disability,20,52.63157894736842
2019/20,Angus,75-84 years,Learning Disability,5,7.299270072992701
2019/20,Angus,85+ years,Learning Disability,0,0
2019/20,Angus,Unknown,Learning Disability,0,NA
2019/20,Angus,All Ages,Mental Health,130,49.61832061068702
2019/20,Angus,0-17 years,Mental Health,0,0
2019/20,Angus,18-64 years,Mental Health,45,60.810810810810814
2019/20,Angus,65-74 years,Mental Health,20,52.63157894736842
2019/20,Angus,75-84 years,Mental Health,45,65.69343065693431
2019/20,Angus,85+ years,Mental Health,25,31.055900621118013
2019/20,Angus,Unknown,Mental Health,0,NA
2019/20,Angus,All Ages,Physical and Sensory Disability,40,15.267175572519083
2019/20,Angus,0-17 years,Physical and Sensory Disability,0,0
2019/20,Angus,18-64 years,Physical and Sensory Disability,0,0
2019/20,Angus,65-74 years,Physical and Sensory Disability,20,52.63157894736842
2019/20,Angus,75-84 years,Physical and Sensory Disability,15,21.897810218978105
2019/20,Angus,85+ years,Physical and Sensory Disability,5,6.211180124223602
2019/20,Angus,Unknown,Physical and Sensory Disability,0,NA
2019/20,Angus,All Ages,Other,115,43.89312977099236
2019/20,Angus,0-17 years,Other,0,0
2019/20,Angus,18-64 years,Other,45,60.810810810810814
2019/20,Angus,65-74 years,Other,25,65.78947368421052
2019/20,Angus,75-84 years,Other,25,36.4963503649635
2019/20,Angus,85+ years,Other,20,24.844720496894407
2019/20,Angus,Unknown,Other,0,NA
2020/21,Angus,All Ages,Dementia,95,38.5395537525355
2020/21,Angus,0-17 years,Dementia,0,0
2020/21,Angus,18-64 years,Dementia,5,6.944444444444444
2020/21,Angus,65-74 years,Dementia,15,41.666666666666664
2020/21,Angus,75-84 years,Dementia,35,56
2020/21,Angus,85+ years,Dementia,40,52.980132450331126
2020/21,Angus,Unknown,Dementia,0,NA
2020/21,Angus,All Ages,Elderly / Frail,1745,707.9107505070994
2020/21,Angus,0-17 years,Elderly / Frail,0,0
2020/21,Angus,18-64 years,Elderly / Frail,10,13.888888888888888
2020/21,Angus,65-74 years,Elderly / Frail,360,1000
2020/21,Angus,75-84 years,Elderly / Frail,625,1000
2020/21,Angus,85+ years,Elderly / Frail,755,1000
2020/21,Angus,Unknown,Elderly / Frail,0,NA
2020/21,Angus,All Ages,Learning Disability,340,137.9310344827586
2020/21,Angus,0-17 years,Learning Disability,5,1000
2020/21,Angus,18-64 years,Learning Disability,315,437.5
2020/21,Angus,65-74 years,Learning Disability,15,41.666666666666664
2020/21,Angus,75-84 years,Learning Disability,5,8
2020/21,Angus,85+ years,Learning Disability,0,0
2020/21,Angus,Unknown,Learning Disability,0,NA
2020/21,Angus,All Ages,Mental Health,115,46.65314401622718
2020/21,Angus,0-17 years,Mental Health,0,0
2020/21,Angus,18-64 years,Mental Health,40,55.55555555555555
2020/21,Angus,65-74 years,Mental Health,15,41.666666666666664
2020/21,Angus,75-84 years,Mental Health,35,56
2020/21,Angus,85+ years,Mental Health,25,33.11258278145696
2020/21,Angus,Unknown,Mental Health,0,NA
2020/21,Angus,All Ages,Physical and Sensory Disability,35,14.198782961460447
2020/21,Angus,0-17 years,Physical and Sensory Disability,0,0
2020/21,Angus,18-64 years,Physical and Sensory Disability,0,0
2020/21,Angus,65-74 years,Physical and Sensory Disability,15,41.666666666666664
2020/21,Angus,75-84 years,Physical and Sensory Disability,15,24
2020/21,Angus,85+ years,Physical and Sensory Disability,5,6.622516556291391
2020/21,Angus,Unknown,Physical and Sensory Disability,0,NA
2020/21,Angus,All Ages,Other,110,44.62474645030426
2020/21,Angus,0-17 years,Other,0,0
2020/21,Angus,18-64 years,Other,45,62.5
2020/21,Angus,65-74 years,Other,20,55.55555555555555
2020/21,Angus,75-84 years,Other,20,32
2020/21,Angus,85+ years,Other,25,33.11258278145696
2020/21,Angus,Unknown,Other,0,NA
2017/18,Argyll and Bute,All Ages,Dementia,75,45.59270516717325
2017/18,Argyll and Bute,0-17 years,Dementia,0,NA
2017/18,Argyll and Bute,18-64 years,Dementia,0,0
2017/18,Argyll and Bute,65-74 years,Dementia,15,66.66666666666667
2017/18,Argyll and Bute,75-84 years,Dementia,25,50.505050505050505
2017/18,Argyll and Bute,85+ years,Dementia,35,59.82905982905983
2017/18,Argyll and Bute,Unknown,Dementia,0,0
2017/18,Argyll and Bute,All Ages,Elderly / Frail,655,398.1762917933131
2017/18,Argyll and Bute,0-17 years,Elderly / Frail,0,NA
2017/18,Argyll and Bute,18-64 years,Elderly / Frail,25,74.62686567164178
2017/18,Argyll and Bute,65-74 years,Elderly / Frail,65,288.88888888888886
2017/18,Argyll and Bute,75-84 years,Elderly / Frail,225,454.5454545454545
2017/18,Argyll and Bute,85+ years,Elderly / Frail,335,572.6495726495726
2017/18,Argyll and Bute,Unknown,Elderly / Frail,0,0
2017/18,Argyll and Bute,All Ages,Learning Disability,205,124.62006079027356
2017/18,Argyll and Bute,0-17 years,Learning Disability,0,NA
2017/18,Argyll and Bute,18-64 years,Learning Disability,165,492.5373134328358
2017/18,Argyll and Bute,65-74 years,Learning Disability,30,133.33333333333334
2017/18,Argyll and Bute,75-84 years,Learning Disability,5,10.101010101010102
2017/18,Argyll and Bute,85+ years,Learning Disability,0,0
2017/18,Argyll and Bute,Unknown,Learning Disability,0,0
2017/18,Argyll and Bute,All Ages,Mental Health,100,60.79027355623101
2017/18,Argyll and Bute,0-17 years,Mental Health,0,NA
2017/18,Argyll and Bute,18-64 years,Mental Health,45,134.32835820895522
2017/18,Argyll and Bute,65-74 years,Mental Health,30,133.33333333333334
2017/18,Argyll and Bute,75-84 years,Mental Health,15,30.303030303030305
2017/18,Argyll and Bute,85+ years,Mental Health,10,17.094017094017097
2017/18,Argyll and Bute,Unknown,Mental Health,0,0
2017/18,Argyll and Bute,All Ages,Physical and Sensory Disability,425,258.3586626139818
2017/18,Argyll and Bute,0-17 years,Physical and Sensory Disability,0,NA
2017/18,Argyll and Bute,18-64 years,Physical and Sensory Disability,90,268.65671641791045
2017/18,Argyll and Bute,65-74 years,Physical and Sensory Disability,55,244.44444444444443
2017/18,Argyll and Bute,75-84 years,Physical and Sensory Disability,130,262.62626262626264
2017/18,Argyll and Bute,85+ years,Physical and Sensory Disability,150,256.4102564102564
2017/18,Argyll and Bute,Unknown,Physical and Sensory Disability,0,0
2017/18,Argyll and Bute,All Ages,Other,35,21.27659574468085
2017/18,Argyll and Bute,0-17 years,Other,0,NA
2017/18,Argyll and Bute,18-64 years,Other,15,44.776119402985074
2017/18,Argyll and Bute,65-74 years,Other,5,22.22222222222222
2017/18,Argyll and Bute,75-84 years,Other,10,20.202020202020204
2017/18,Argyll and Bute,85+ years,Other,5,8.547008547008549
2017/18,Argyll and Bute,Unknown,Other,0,0
2018/19,Argyll and Bute,All Ages,Dementia,70,33.0188679245283
2018/19,Argyll and Bute,0-17 years,Dementia,0,0
2018/19,Argyll and Bute,18-64 years,Dementia,5,13.157894736842104
2018/19,Argyll and Bute,65-74 years,Dementia,5,17.241379310344826
2018/19,Argyll and Bute,75-84 years,Dementia,30,46.51162790697674
2018/19,Argyll and Bute,85+ years,Dementia,30,38.216560509554135
2018/19,Argyll and Bute,Unknown,Dementia,0,0
2018/19,Argyll and Bute,All Ages,Elderly / Frail,675,318.39622641509436
2018/19,Argyll and Bute,0-17 years,Elderly / Frail,0,0
2018/19,Argyll and Bute,18-64 years,Elderly / Frail,25,65.78947368421052
2018/19,Argyll and Bute,65-74 years,Elderly / Frail,60,206.89655172413794
2018/19,Argyll and Bute,75-84 years,Elderly / Frail,235,364.3410852713178
2018/19,Argyll and Bute,85+ years,Elderly / Frail,350,445.859872611465
2018/19,Argyll and Bute,Unknown,Elderly / Frail,0,0
2018/19,Argyll and Bute,All Ages,Learning Disability,195,91.98113207547169
2018/19,Argyll and Bute,0-17 years,Learning Disability,0,0
2018/19,Argyll and Bute,18-64 years,Learning Disability,160,421.05263157894734
2018/19,Argyll and Bute,65-74 years,Learning Disability,30,103.44827586206897
2018/19,Argyll and Bute,75-84 years,Learning Disability,5,7.751937984496124
2018/19,Argyll and Bute,85+ years,Learning Disability,0,0
2018/19,Argyll and Bute,Unknown,Learning Disability,0,0
2018/19,Argyll and Bute,All Ages,Mental Health,95,44.81132075471698
2018/19,Argyll and Bute,0-17 years,Mental Health,0,0
2018/19,Argyll and Bute,18-64 years,Mental Health,45,118.42105263157895
2018/19,Argyll and Bute,65-74 years,Mental Health,25,86.20689655172414
2018/19,Argyll and Bute,75-84 years,Mental Health,15,23.25581395348837
2018/19,Argyll and Bute,85+ years,Mental Health,10,12.738853503184714
2018/19,Argyll and Bute,Unknown,Mental Health,0,0
2018/19,Argyll and Bute,All Ages,Physical and Sensory Disability,410,193.39622641509436
2018/19,Argyll and Bute,0-17 years,Physical and Sensory Disability,10,666.6666666666666
2018/19,Argyll and Bute,18-64 years,Physical and Sensory Disability,85,223.68421052631578
2018/19,Argyll and Bute,65-74 years,Physical and Sensory Disability,50,172.41379310344828
2018/19,Argyll and Bute,75-84 years,Physical and Sensory Disability,115,178.29457364341087
2018/19,Argyll and Bute,85+ years,Physical and Sensory Disability,150,191.0828025477707
2018/19,Argyll and Bute,Unknown,Physical and Sensory Disability,0,0
2018/19,Argyll and Bute,All Ages,Other,55,25.943396226415096
2018/19,Argyll and Bute,0-17 years,Other,0,0
2018/19,Argyll and Bute,18-64 years,Other,25,65.78947368421052
2018/19,Argyll and Bute,65-74 years,Other,10,34.48275862068965
2018/19,Argyll and Bute,75-84 years,Other,15,23.25581395348837
2018/19,Argyll and Bute,85+ years,Other,10,12.738853503184714
2018/19,Argyll and Bute,Unknown,Other,0,0
2019/20,Argyll and Bute,All Ages,Dementia,55,25.462962962962962
2019/20,Argyll and Bute,0-17 years,Dementia,0,0
2019/20,Argyll and Bute,18-64 years,Dementia,0,0
2019/20,Argyll and Bute,65-74 years,Dementia,10,35.08771929824561
2019/20,Argyll and Bute,75-84 years,Dementia,25,39.0625
2019/20,Argyll and Bute,85+ years,Dementia,20,25.477707006369428
2019/20,Argyll and Bute,Unknown,Dementia,0,0
2019/20,Argyll and Bute,All Ages,Elderly / Frail,505,233.7962962962963
2019/20,Argyll and Bute,0-17 years,Elderly / Frail,0,0
2019/20,Argyll and Bute,18-64 years,Elderly / Frail,20,47.05882352941176
2019/20,Argyll and Bute,65-74 years,Elderly / Frail,50,175.43859649122805
2019/20,Argyll and Bute,75-84 years,Elderly / Frail,175,273.4375
2019/20,Argyll and Bute,85+ years,Elderly / Frail,260,331.2101910828025
2019/20,Argyll and Bute,Unknown,Elderly / Frail,0,0
2019/20,Argyll and Bute,All Ages,Learning Disability,210,97.22222222222223
2019/20,Argyll and Bute,0-17 years,Learning Disability,0,0
2019/20,Argyll and Bute,18-64 years,Learning Disability,165,388.2352941176471
2019/20,Argyll and Bute,65-74 years,Learning Disability,35,122.80701754385964
2019/20,Argyll and Bute,75-84 years,Learning Disability,10,15.625
2019/20,Argyll and Bute,85+ years,Learning Disability,0,0
2019/20,Argyll and Bute,Unknown,Learning Disability,0,0
2019/20,Argyll and Bute,All Ages,Mental Health,95,43.98148148148148
2019/20,Argyll and Bute,0-17 years,Mental Health,0,0
2019/20,Argyll and Bute,18-64 years,Mental Health,50,117.6470588235294
2019/20,Argyll and Bute,65-74 years,Mental Health,20,70.17543859649122
2019/20,Argyll and Bute,75-84 years,Mental Health,15,23.4375
2019/20,Argyll and Bute,85+ years,Mental Health,5,6.369426751592357
2019/20,Argyll and Bute,Unknown,Mental Health,0,0
2019/20,Argyll and Bute,All Ages,Physical and Sensory Disability,365,168.9814814814815
2019/20,Argyll and Bute,0-17 years,Physical and Sensory Disability,0,0
2019/20,Argyll and Bute,18-64 years,Physical and Sensory Disability,95,223.52941176470588
2019/20,Argyll and Bute,65-74 years,Physical and Sensory Disability,45,157.89473684210526
2019/20,Argyll and Bute,75-84 years,Physical and Sensory Disability,100,156.25
2019/20,Argyll and Bute,85+ years,Physical and Sensory Disability,125,159.2356687898089
2019/20,Argyll and Bute,Unknown,Physical and Sensory Disability,0,0
2019/20,Argyll and Bute,All Ages,Other,80,37.03703703703704
2019/20,Argyll and Bute,0-17 years,Other,10,500
2019/20,Argyll and Bute,18-64 years,Other,45,105.88235294117646
2019/20,Argyll and Bute,65-74 years,Other,10,35.08771929824561
2019/20,Argyll and Bute,75-84 years,Other,10,15.625
2019/20,Argyll and Bute,85+ years,Other,5,6.369426751592357
2019/20,Argyll and Bute,Unknown,Other,0,0
2020/21,Argyll and Bute,All Ages,Dementia,70,31.25
2020/21,Argyll and Bute,0-17 years,Dementia,0,0
2020/21,Argyll and Bute,18-64 years,Dementia,0,0
2020/21,Argyll and Bute,65-74 years,Dementia,5,15.873015873015872
2020/21,Argyll and Bute,75-84 years,Dementia,30,46.15384615384615
2020/21,Argyll and Bute,85+ years,Dementia,35,42.16867469879518
2020/21,Argyll and Bute,Unknown,Dementia,0,NA
2020/21,Argyll and Bute,All Ages,Elderly / Frail,530,236.60714285714286
2020/21,Argyll and Bute,0-17 years,Elderly / Frail,0,0
2020/21,Argyll and Bute,18-64 years,Elderly / Frail,20,46.51162790697674
2020/21,Argyll and Bute,65-74 years,Elderly / Frail,50,158.73015873015873
2020/21,Argyll and Bute,75-84 years,Elderly / Frail,155,238.46153846153848
2020/21,Argyll and Bute,85+ years,Elderly / Frail,305,367.46987951807233
2020/21,Argyll and Bute,Unknown,Elderly / Frail,0,NA
2020/21,Argyll and Bute,All Ages,Learning Disability,205,91.51785714285714
2020/21,Argyll and Bute,0-17 years,Learning Disability,0,0
2020/21,Argyll and Bute,18-64 years,Learning Disability,165,383.72093023255815
2020/21,Argyll and Bute,65-74 years,Learning Disability,30,95.23809523809523
2020/21,Argyll and Bute,75-84 years,Learning Disability,10,15.384615384615385
2020/21,Argyll and Bute,85+ years,Learning Disability,0,0
2020/21,Argyll and Bute,Unknown,Learning Disability,0,NA
2020/21,Argyll and Bute,All Ages,Mental Health,95,42.410714285714285
2020/21,Argyll and Bute,0-17 years,Mental Health,0,0
2020/21,Argyll and Bute,18-64 years,Mental Health,55,127.90697674418605
2020/21,Argyll and Bute,65-74 years,Mental Health,15,47.61904761904761
2020/21,Argyll and Bute,75-84 years,Mental Health,20,30.76923076923077
2020/21,Argyll and Bute,85+ years,Mental Health,5,6.024096385542169
2020/21,Argyll and Bute,Unknown,Mental Health,0,NA
