financial_year,sending_location,age_group,service_group,nclient
2020/21,Aberdeenshire,75-84 years,Care Home,725
2020/21,Aberdeenshire,85+ years,Care Home,1210
2020/21,Aberdeenshire,Unknown,Care Home,0
2020/21,Aberdeenshire,All Ages,Community Alarms / Telecare,5195
2020/21,Aberdeenshire,0-17 years,Community Alarms / Telecare,0
2020/21,Aberdeenshire,18-64 years,Community Alarms / Telecare,520
2020/21,Aberdeenshire,65-74 years,Community Alarms / Telecare,820
2020/21,Aberdeenshire,75-84 years,Community Alarms / Telecare,1775
2020/21,Aberdeenshire,85+ years,Community Alarms / Telecare,2080
2020/21,Aberdeenshire,Unknown,Community Alarms / Telecare,0
2020/21,Aberdeenshire,All Ages,Day Care,575
2020/21,Aberdeenshire,0-17 years,Day Care,0
2020/21,Aberdeenshire,18-64 years,Day Care,420
2020/21,Aberdeenshire,65-74 years,Day Care,35
2020/21,Aberdeenshire,75-84 years,Day Care,60
2020/21,Aberdeenshire,85+ years,Day Care,60
2020/21,Aberdeenshire,Unknown,Day Care,0
2020/21,Aberdeenshire,All Ages,Home Care,3625
2020/21,Aberdeenshire,0-17 years,Home Care,0
2020/21,Aberdeenshire,18-64 years,Home Care,445
2020/21,Aberdeenshire,65-74 years,Home Care,550
2020/21,Aberdeenshire,75-84 years,Home Care,1230
2020/21,Aberdeenshire,85+ years,Home Care,1395
2020/21,Aberdeenshire,Unknown,Home Care,0
2020/21,Aberdeenshire,All Ages,Meals,20
2020/21,Aberdeenshire,0-17 years,Meals,0
2020/21,Aberdeenshire,18-64 years,Meals,0
2020/21,Aberdeenshire,65-74 years,Meals,5
2020/21,Aberdeenshire,75-84 years,Meals,5
2020/21,Aberdeenshire,85+ years,Meals,10
2020/21,Aberdeenshire,Unknown,Meals,0
2020/21,Aberdeenshire,All Ages,Social Worker,6540
2020/21,Aberdeenshire,0-17 years,Social Worker,5
2020/21,Aberdeenshire,18-64 years,Social Worker,1340
2020/21,Aberdeenshire,65-74 years,Social Worker,835
2020/21,Aberdeenshire,75-84 years,Social Worker,1880
2020/21,Aberdeenshire,85+ years,Social Worker,2480
2020/21,Aberdeenshire,Unknown,Social Worker,0
2017/18,Angus,All Ages,Care Home,1200
2017/18,Angus,0-17 years,Care Home,0
2017/18,Angus,18-64 years,Care Home,120
2017/18,Angus,65-74 years,Care Home,125
2017/18,Angus,75-84 years,Care Home,330
2017/18,Angus,85+ years,Care Home,625
2017/18,Angus,Unknown,Care Home,0
2017/18,Angus,All Ages,Community Alarms / Telecare,3745
2017/18,Angus,0-17 years,Community Alarms / Telecare,5
2017/18,Angus,18-64 years,Community Alarms / Telecare,370
2017/18,Angus,65-74 years,Community Alarms / Telecare,515
2017/18,Angus,75-84 years,Community Alarms / Telecare,1340
2017/18,Angus,85+ years,Community Alarms / Telecare,1515
2017/18,Angus,Unknown,Community Alarms / Telecare,0
2017/18,Angus,All Ages,Day Care,500
2017/18,Angus,0-17 years,Day Care,0
2017/18,Angus,18-64 years,Day Care,110
2017/18,Angus,65-74 years,Day Care,50
2017/18,Angus,75-84 years,Day Care,160
2017/18,Angus,85+ years,Day Care,180
2017/18,Angus,Unknown,Day Care,0
2017/18,Angus,All Ages,Home Care,1150
2017/18,Angus,0-17 years,Home Care,10
2017/18,Angus,18-64 years,Home Care,265
2017/18,Angus,65-74 years,Home Care,160
2017/18,Angus,75-84 years,Home Care,310
2017/18,Angus,85+ years,Home Care,405
2017/18,Angus,Unknown,Home Care,0
2017/18,Angus,All Ages,Housing Support,20
2017/18,Angus,0-17 years,Housing Support,0
2017/18,Angus,18-64 years,Housing Support,15
2017/18,Angus,65-74 years,Housing Support,5
2017/18,Angus,75-84 years,Housing Support,0
2017/18,Angus,85+ years,Housing Support,0
2017/18,Angus,Unknown,Housing Support,0
2017/18,Angus,All Ages,Meals,865
2017/18,Angus,0-17 years,Meals,0
2017/18,Angus,18-64 years,Meals,105
2017/18,Angus,65-74 years,Meals,85
2017/18,Angus,75-84 years,Meals,270
2017/18,Angus,85+ years,Meals,400
2017/18,Angus,Unknown,Meals,0
2017/18,Angus,All Ages,Social Worker,5835
2017/18,Angus,0-17 years,Social Worker,25
2017/18,Angus,18-64 years,Social Worker,970
2017/18,Angus,65-74 years,Social Worker,770
2017/18,Angus,75-84 years,Social Worker,1820
2017/18,Angus,85+ years,Social Worker,2255
2017/18,Angus,Unknown,Social Worker,0
2018/19,Angus,All Ages,Care Home,1620
2018/19,Angus,0-17 years,Care Home,0
2018/19,Angus,18-64 years,Care Home,145
2018/19,Angus,65-74 years,Care Home,170
2018/19,Angus,75-84 years,Care Home,440
2018/19,Angus,85+ years,Care Home,865
2018/19,Angus,Unknown,Care Home,0
2018/19,Angus,All Ages,Community Alarms / Telecare,3870
2018/19,Angus,0-17 years,Community Alarms / Telecare,5
2018/19,Angus,18-64 years,Community Alarms / Telecare,410
2018/19,Angus,65-74 years,Community Alarms / Telecare,530
2018/19,Angus,75-84 years,Community Alarms / Telecare,1420
2018/19,Angus,85+ years,Community Alarms / Telecare,1505
2018/19,Angus,Unknown,Community Alarms / Telecare,0
2018/19,Angus,All Ages,Day Care,410
2018/19,Angus,0-17 years,Day Care,0
2018/19,Angus,18-64 years,Day Care,95
2018/19,Angus,65-74 years,Day Care,45
2018/19,Angus,75-84 years,Day Care,135
2018/19,Angus,85+ years,Day Care,140
2018/19,Angus,Unknown,Day Care,0
2018/19,Angus,All Ages,Home Care,1950
2018/19,Angus,0-17 years,Home Care,5
2018/19,Angus,18-64 years,Home Care,340
2018/19,Angus,65-74 years,Home Care,285
2018/19,Angus,75-84 years,Home Care,575
2018/19,Angus,85+ years,Home Care,750
2018/19,Angus,Unknown,Home Care,0
2018/19,Angus,All Ages,Housing Support,10
2018/19,Angus,0-17 years,Housing Support,0
2018/19,Angus,18-64 years,Housing Support,5
2018/19,Angus,65-74 years,Housing Support,5
2018/19,Angus,75-84 years,Housing Support,0
2018/19,Angus,85+ years,Housing Support,0
2018/19,Angus,Unknown,Housing Support,0
2018/19,Angus,All Ages,Meals,635
2018/19,Angus,0-17 years,Meals,0
2018/19,Angus,18-64 years,Meals,80
2018/19,Angus,65-74 years,Meals,60
2018/19,Angus,75-84 years,Meals,215
2018/19,Angus,85+ years,Meals,280
2018/19,Angus,Unknown,Meals,0
2018/19,Angus,All Ages,Social Worker,6435
2018/19,Angus,0-17 years,Social Worker,15
2018/19,Angus,18-64 years,Social Worker,1040
2018/19,Angus,65-74 years,Social Worker,850
2018/19,Angus,75-84 years,Social Worker,2010
2018/19,Angus,85+ years,Social Worker,2520
2018/19,Angus,Unknown,Social Worker,0
2019/20,Angus,All Ages,Care Home,1600
2019/20,Angus,0-17 years,Care Home,0
2019/20,Angus,18-64 years,Care Home,140
2019/20,Angus,65-74 years,Care Home,160
2019/20,Angus,75-84 years,Care Home,460
2019/20,Angus,85+ years,Care Home,840
2019/20,Angus,Unknown,Care Home,0
2019/20,Angus,All Ages,Community Alarms / Telecare,4000
2019/20,Angus,0-17 years,Community Alarms / Telecare,5
2019/20,Angus,18-64 years,Community Alarms / Telecare,395
2019/20,Angus,65-74 years,Community Alarms / Telecare,565
2019/20,Angus,75-84 years,Community Alarms / Telecare,1470
2019/20,Angus,85+ years,Community Alarms / Telecare,1565
2019/20,Angus,Unknown,Community Alarms / Telecare,0
2019/20,Angus,All Ages,Day Care,415
2019/20,Angus,0-17 years,Day Care,0
2019/20,Angus,18-64 years,Day Care,100
2019/20,Angus,65-74 years,Day Care,45
2019/20,Angus,75-84 years,Day Care,135
2019/20,Angus,85+ years,Day Care,135
2019/20,Angus,Unknown,Day Care,0
2019/20,Angus,All Ages,Home Care,2185
2019/20,Angus,0-17 years,Home Care,10
2019/20,Angus,18-64 years,Home Care,365
2019/20,Angus,65-74 years,Home Care,315
2019/20,Angus,75-84 years,Home Care,685
2019/20,Angus,85+ years,Home Care,815
2019/20,Angus,Unknown,Home Care,0
2019/20,Angus,All Ages,Housing Support,0
2019/20,Angus,0-17 years,Housing Support,0
2019/20,Angus,18-64 years,Housing Support,0
2019/20,Angus,65-74 years,Housing Support,0
2019/20,Angus,75-84 years,Housing Support,0
2019/20,Angus,85+ years,Housing Support,0
2019/20,Angus,Unknown,Housing Support,0
2019/20,Angus,All Ages,Meals,665
2019/20,Angus,0-17 years,Meals,0
2019/20,Angus,18-64 years,Meals,45
2019/20,Angus,65-74 years,Meals,70
2019/20,Angus,75-84 years,Meals,235
2019/20,Angus,85+ years,Meals,315
2019/20,Angus,Unknown,Meals,0
2019/20,Angus,All Ages,Social Worker,6060
2019/20,Angus,0-17 years,Social Worker,15
2019/20,Angus,18-64 years,Social Worker,1045
2019/20,Angus,65-74 years,Social Worker,850
2019/20,Angus,75-84 years,Social Worker,1940
2019/20,Angus,85+ years,Social Worker,2210
2019/20,Angus,Unknown,Social Worker,0
2020/21,Angus,All Ages,Care Home,1380
2020/21,Angus,0-17 years,Care Home,0
2020/21,Angus,18-64 years,Care Home,110
2020/21,Angus,65-74 years,Care Home,135
2020/21,Angus,75-84 years,Care Home,375
2020/21,Angus,85+ years,Care Home,765
2020/21,Angus,Unknown,Care Home,0
2020/21,Angus,All Ages,Community Alarms / Telecare,3970
2020/21,Angus,0-17 years,Community Alarms / Telecare,0
2020/21,Angus,18-64 years,Community Alarms / Telecare,365
2020/21,Angus,65-74 years,Community Alarms / Telecare,570
2020/21,Angus,75-84 years,Community Alarms / Telecare,1445
2020/21,Angus,85+ years,Community Alarms / Telecare,1585
2020/21,Angus,Unknown,Community Alarms / Telecare,0
2020/21,Angus,All Ages,Day Care,295
2020/21,Angus,0-17 years,Day Care,0
2020/21,Angus,18-64 years,Day Care,90
2020/21,Angus,65-74 years,Day Care,30
2020/21,Angus,75-84 years,Day Care,80
2020/21,Angus,85+ years,Day Care,95
2020/21,Angus,Unknown,Day Care,0
2020/21,Angus,All Ages,Home Care,2225
2020/21,Angus,0-17 years,Home Care,5
2020/21,Angus,18-64 years,Home Care,390
2020/21,Angus,65-74 years,Home Care,330
2020/21,Angus,75-84 years,Home Care,675
2020/21,Angus,85+ years,Home Care,825
2020/21,Angus,Unknown,Home Care,0
2020/21,Angus,All Ages,Housing Support,0
2020/21,Angus,0-17 years,Housing Support,0
2020/21,Angus,18-64 years,Housing Support,0
2020/21,Angus,65-74 years,Housing Support,0
2020/21,Angus,75-84 years,Housing Support,0
2020/21,Angus,85+ years,Housing Support,0
2020/21,Angus,Unknown,Housing Support,0
2020/21,Angus,All Ages,Meals,495
2020/21,Angus,0-17 years,Meals,0
2020/21,Angus,18-64 years,Meals,30
2020/21,Angus,65-74 years,Meals,55
2020/21,Angus,75-84 years,Meals,160
2020/21,Angus,85+ years,Meals,250
2020/21,Angus,Unknown,Meals,0
2020/21,Angus,All Ages,Social Worker,6330
2020/21,Angus,0-17 years,Social Worker,20
2020/21,Angus,18-64 years,Social Worker,1105
2020/21,Angus,65-74 years,Social Worker,870
2020/21,Angus,75-84 years,Social Worker,1965
2020/21,Angus,85+ years,Social Worker,2365
2020/21,Angus,Unknown,Social Worker,0
2017/18,Argyll and Bute,All Ages,Care Home,685
2017/18,Argyll and Bute,0-17 years,Care Home,0
2017/18,Argyll and Bute,18-64 years,Care Home,60
2017/18,Argyll and Bute,65-74 years,Care Home,75
2017/18,Argyll and Bute,75-84 years,Care Home,195
2017/18,Argyll and Bute,85+ years,Care Home,355
2017/18,Argyll and Bute,Unknown,Care Home,0
2017/18,Argyll and Bute,All Ages,Community Alarms / Telecare,2100
2017/18,Argyll and Bute,0-17 years,Community Alarms / Telecare,5
2017/18,Argyll and Bute,18-64 years,Community Alarms / Telecare,240
2017/18,Argyll and Bute,65-74 years,Community Alarms / Telecare,250
2017/18,Argyll and Bute,75-84 years,Community Alarms / Telecare,740
2017/18,Argyll and Bute,85+ years,Community Alarms / Telecare,865
2017/18,Argyll and Bute,Unknown,Community Alarms / Telecare,0
2017/18,Argyll and Bute,All Ages,Day Care,0
2017/18,Argyll and Bute,0-17 years,Day Care,0
2017/18,Argyll and Bute,18-64 years,Day Care,0
2017/18,Argyll and Bute,65-74 years,Day Care,0
2017/18,Argyll and Bute,75-84 years,Day Care,0
2017/18,Argyll and Bute,85+ years,Day Care,0
2017/18,Argyll and Bute,Unknown,Day Care,0
2017/18,Argyll and Bute,All Ages,Home Care,1455
2017/18,Argyll and Bute,0-17 years,Home Care,0
2017/18,Argyll and Bute,18-64 years,Home Care,190
2017/18,Argyll and Bute,65-74 years,Home Care,205
2017/18,Argyll and Bute,75-84 years,Home Care,480
2017/18,Argyll and Bute,85+ years,Home Care,575
2017/18,Argyll and Bute,Unknown,Home Care,0
2017/18,Argyll and Bute,All Ages,Housing Support,290
2017/18,Argyll and Bute,0-17 years,Housing Support,0
2017/18,Argyll and Bute,18-64 years,Housing Support,225
2017/18,Argyll and Bute,65-74 years,Housing Support,50
2017/18,Argyll and Bute,75-84 years,Housing Support,10
2017/18,Argyll and Bute,85+ years,Housing Support,5
2017/18,Argyll and Bute,Unknown,Housing Support,0
2017/18,Argyll and Bute,All Ages,Social Worker,3360
2017/18,Argyll and Bute,0-17 years,Social Worker,5
2017/18,Argyll and Bute,18-64 years,Social Worker,505
2017/18,Argyll and Bute,65-74 years,Social Worker,435
2017/18,Argyll and Bute,75-84 years,Social Worker,1095
2017/18,Argyll and Bute,85+ years,Social Worker,1320
2017/18,Argyll and Bute,Unknown,Social Worker,0
2018/19,Argyll and Bute,All Ages,Care Home,885
2018/19,Argyll and Bute,0-17 years,Care Home,0
2018/19,Argyll and Bute,18-64 years,Care Home,70
2018/19,Argyll and Bute,65-74 years,Care Home,95
2018/19,Argyll and Bute,75-84 years,Care Home,265
2018/19,Argyll and Bute,85+ years,Care Home,450
2018/19,Argyll and Bute,Unknown,Care Home,0
2018/19,Argyll and Bute,All Ages,Community Alarms / Telecare,2520
2018/19,Argyll and Bute,0-17 years,Community Alarms / Telecare,5
2018/19,Argyll and Bute,18-64 years,Community Alarms / Telecare,280
2018/19,Argyll and Bute,65-74 years,Community Alarms / Telecare,315
2018/19,Argyll and Bute,75-84 years,Community Alarms / Telecare,855
2018/19,Argyll and Bute,85+ years,Community Alarms / Telecare,1065
2018/19,Argyll and Bute,Unknown,Community Alarms / Telecare,0
2018/19,Argyll and Bute,All Ages,Day Care,0
2018/19,Argyll and Bute,0-17 years,Day Care,0
2018/19,Argyll and Bute,18-64 years,Day Care,0
2018/19,Argyll and Bute,65-74 years,Day Care,0
2018/19,Argyll and Bute,75-84 years,Day Care,0
2018/19,Argyll and Bute,85+ years,Day Care,0
2018/19,Argyll and Bute,Unknown,Day Care,0
2018/19,Argyll and Bute,All Ages,Home Care,2100
2018/19,Argyll and Bute,0-17 years,Home Care,0
2018/19,Argyll and Bute,18-64 years,Home Care,375
2018/19,Argyll and Bute,65-74 years,Home Care,290
2018/19,Argyll and Bute,75-84 years,Home Care,645
2018/19,Argyll and Bute,85+ years,Home Care,785
2018/19,Argyll and Bute,Unknown,Home Care,0
2018/19,Argyll and Bute,All Ages,Housing Support,275
2018/19,Argyll and Bute,0-17 years,Housing Support,10
2018/19,Argyll and Bute,18-64 years,Housing Support,205
2018/19,Argyll and Bute,65-74 years,Housing Support,45
2018/19,Argyll and Bute,75-84 years,Housing Support,10
2018/19,Argyll and Bute,85+ years,Housing Support,5
2018/19,Argyll and Bute,Unknown,Housing Support,0
2018/19,Argyll and Bute,All Ages,Social Worker,3975
2018/19,Argyll and Bute,0-17 years,Social Worker,25
2018/19,Argyll and Bute,18-64 years,Social Worker,570
2018/19,Argyll and Bute,65-74 years,Social Worker,530
2018/19,Argyll and Bute,75-84 years,Social Worker,1275
2018/19,Argyll and Bute,85+ years,Social Worker,1580
2018/19,Argyll and Bute,Unknown,Social Worker,0
2019/20,Argyll and Bute,All Ages,Care Home,860
2019/20,Argyll and Bute,0-17 years,Care Home,0
2019/20,Argyll and Bute,18-64 years,Care Home,75
2019/20,Argyll and Bute,65-74 years,Care Home,85
2019/20,Argyll and Bute,75-84 years,Care Home,260
2019/20,Argyll and Bute,85+ years,Care Home,440
2019/20,Argyll and Bute,Unknown,Care Home,0
2019/20,Argyll and Bute,All Ages,Community Alarms / Telecare,2735
2019/20,Argyll and Bute,0-17 years,Community Alarms / Telecare,5
2019/20,Argyll and Bute,18-64 years,Community Alarms / Telecare,300
2019/20,Argyll and Bute,65-74 years,Community Alarms / Telecare,330
2019/20,Argyll and Bute,75-84 years,Community Alarms / Telecare,980
2019/20,Argyll and Bute,85+ years,Community Alarms / Telecare,1125
2019/20,Argyll and Bute,Unknown,Community Alarms / Telecare,0
2019/20,Argyll and Bute,All Ages,Day Care,0
2019/20,Argyll and Bute,0-17 years,Day Care,0
2019/20,Argyll and Bute,18-64 years,Day Care,0
2019/20,Argyll and Bute,65-74 years,Day Care,0
2019/20,Argyll and Bute,75-84 years,Day Care,0
2019/20,Argyll and Bute,85+ years,Day Care,0
2019/20,Argyll and Bute,Unknown,Day Care,0
2019/20,Argyll and Bute,All Ages,Home Care,2105
2019/20,Argyll and Bute,0-17 years,Home Care,0
2019/20,Argyll and Bute,18-64 years,Home Care,395
2019/20,Argyll and Bute,65-74 years,Home Care,280
2019/20,Argyll and Bute,75-84 years,Home Care,640
2019/20,Argyll and Bute,85+ years,Home Care,785
2019/20,Argyll and Bute,Unknown,Home Care,0
2019/20,Argyll and Bute,All Ages,Housing Support,285
2019/20,Argyll and Bute,0-17 years,Housing Support,0
2019/20,Argyll and Bute,18-64 years,Housing Support,220
2019/20,Argyll and Bute,65-74 years,Housing Support,45
2019/20,Argyll and Bute,75-84 years,Housing Support,20
2019/20,Argyll and Bute,85+ years,Housing Support,5
2019/20,Argyll and Bute,Unknown,Housing Support,0
2019/20,Argyll and Bute,All Ages,Social Worker,4125
2019/20,Argyll and Bute,0-17 years,Social Worker,30
2019/20,Argyll and Bute,18-64 years,Social Worker,605
2019/20,Argyll and Bute,65-74 years,Social Worker,515
2019/20,Argyll and Bute,75-84 years,Social Worker,1345
2019/20,Argyll and Bute,85+ years,Social Worker,1630
2019/20,Argyll and Bute,Unknown,Social Worker,0
2020/21,Argyll and Bute,All Ages,Care Home,840
2020/21,Argyll and Bute,0-17 years,Care Home,0
2020/21,Argyll and Bute,18-64 years,Care Home,65
2020/21,Argyll and Bute,65-74 years,Care Home,75
2020/21,Argyll and Bute,75-84 years,Care Home,275
2020/21,Argyll and Bute,85+ years,Care Home,425
2020/21,Argyll and Bute,Unknown,Care Home,0
2020/21,Argyll and Bute,All Ages,Community Alarms / Telecare,2815
2020/21,Argyll and Bute,0-17 years,Community Alarms / Telecare,5
2020/21,Argyll and Bute,18-64 years,Community Alarms / Telecare,290
2020/21,Argyll and Bute,65-74 years,Community Alarms / Telecare,375
2020/21,Argyll and Bute,75-84 years,Community Alarms / Telecare,965
2020/21,Argyll and Bute,85+ years,Community Alarms / Telecare,1175
2020/21,Argyll and Bute,Unknown,Community Alarms / Telecare,0
2020/21,Argyll and Bute,All Ages,Day Care,0
2020/21,Argyll and Bute,0-17 years,Day Care,0
2020/21,Argyll and Bute,18-64 years,Day Care,0
2020/21,Argyll and Bute,65-74 years,Day Care,0
2020/21,Argyll and Bute,75-84 years,Day Care,0
2020/21,Argyll and Bute,85+ years,Day Care,0
2020/21,Argyll and Bute,Unknown,Day Care,0
2020/21,Argyll and Bute,All Ages,Home Care,2190
2020/21,Argyll and Bute,0-17 years,Home Care,0
2020/21,Argyll and Bute,18-64 years,Home Care,400
2020/21,Argyll and Bute,65-74 years,Home Care,310
2020/21,Argyll and Bute,75-84 years,Home Care,645
2020/21,Argyll and Bute,85+ years,Home Care,830
2020/21,Argyll and Bute,Unknown,Home Care,0
2020/21,Argyll and Bute,All Ages,Social Worker,4250
2020/21,Argyll and Bute,0-17 years,Social Worker,25
2020/21,Argyll and Bute,18-64 years,Social Worker,695
2020/21,Argyll and Bute,65-74 years,Social Worker,545
2020/21,Argyll and Bute,75-84 years,Social Worker,1325
2020/21,Argyll and Bute,85+ years,Social Worker,1655
2020/21,Argyll and Bute,Unknown,Social Worker,0
2017/18,City of Edinburgh,All Ages,Care Home,3040
2017/18,City of Edinburgh,0-17 years,Care Home,0
