financial_year,sending_location,age_group,ethnicity,measure,nclient,rate
2019/20,Scotland (All Areas Submitted),18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",185,4.1
2019/20,Scotland (All Areas Submitted),18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",10095,210.9
2019/20,Scotland (All Areas Submitted),18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",9425,210.2
2019/20,Scotland (All Areas Submitted),65-74 years,African,"Rate per 1,000 Social Care Clients",15,0.5
2019/20,Scotland (All Areas Submitted),65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",15,0.5
2019/20,Scotland (All Areas Submitted),65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",305,9.2
2019/20,Scotland (All Areas Submitted),65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",275,8.9
2019/20,Scotland (All Areas Submitted),65-74 years,Asian,"Rate per 1,000 Social Care Clients",155,4.7
2019/20,Scotland (All Areas Submitted),65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",135,4.4
2019/20,Scotland (All Areas Submitted),65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",10,0.3
2019/20,Scotland (All Areas Submitted),65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",5,0.2
2019/20,Scotland (All Areas Submitted),65-74 years,White,"Rate per 1,000 Social Care Clients",23090,698.4
2019/20,Scotland (All Areas Submitted),65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",21470,697.3
2019/20,Scotland (All Areas Submitted),65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",55,1.7
2019/20,Scotland (All Areas Submitted),65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",50,1.6
2019/20,Scotland (All Areas Submitted),65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",9435,285.4
2019/20,Scotland (All Areas Submitted),65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",8840,287.1
2019/20,Scotland (All Areas Submitted),75-84 years,African,"Rate per 1,000 Social Care Clients",15,0.2
2019/20,Scotland (All Areas Submitted),75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",15,0.2
2019/20,Scotland (All Areas Submitted),75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",640,9.4
2019/20,Scotland (All Areas Submitted),75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",555,8.8
2019/20,Scotland (All Areas Submitted),75-84 years,Asian,"Rate per 1,000 Social Care Clients",315,4.6
2019/20,Scotland (All Areas Submitted),75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",285,4.5
2019/20,Scotland (All Areas Submitted),75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",15,0.2
2019/20,Scotland (All Areas Submitted),75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",15,0.2
2019/20,Scotland (All Areas Submitted),75-84 years,White,"Rate per 1,000 Social Care Clients",47930,702.7
2019/20,Scotland (All Areas Submitted),75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",44025,701.8
2019/20,Scotland (All Areas Submitted),75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",120,1.8
2019/20,Scotland (All Areas Submitted),75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",95,1.5
2019/20,Scotland (All Areas Submitted),75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",19175,281.1
2019/20,Scotland (All Areas Submitted),75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",17740,282.8
2019/20,Scotland (All Areas Submitted),85+ years,African,"Rate per 1,000 Social Care Clients",15,0.2
2019/20,Scotland (All Areas Submitted),85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",15,0.2
2019/20,Scotland (All Areas Submitted),85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",615,8.4
2019/20,Scotland (All Areas Submitted),85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",630,9.7
2019/20,Scotland (All Areas Submitted),85+ years,Asian,"Rate per 1,000 Social Care Clients",205,2.8
2019/20,Scotland (All Areas Submitted),85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",170,2.6
2019/20,Scotland (All Areas Submitted),85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",10,0.1
2019/20,Scotland (All Areas Submitted),85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",10,0.2
2019/20,Scotland (All Areas Submitted),85+ years,White,"Rate per 1,000 Social Care Clients",53815,731.3
2019/20,Scotland (All Areas Submitted),85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",47325,727.7
2019/20,Scotland (All Areas Submitted),85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",110,1.5
2019/20,Scotland (All Areas Submitted),85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",95,1.5
2019/20,Scotland (All Areas Submitted),85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",18815,255.7
2019/20,Scotland (All Areas Submitted),85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",16785,258.1
2019/20,Scotland (All Areas Submitted),Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scotland (All Areas Submitted),Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",145,510.6
2019/20,Scotland (All Areas Submitted),Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,White,"Rate per 1,000 Social Care Clients",95,334.5
2019/20,Scotland (All Areas Submitted),Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",45,158.5
2019/20,Scotland (All Areas Submitted),Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scotland (All Areas Submitted),All Ages,African,"Rate per 1,000 Social Care Clients",165,0.7
2020/21,Scotland (All Areas Submitted),All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",155,0.8
2020/21,Scotland (All Areas Submitted),All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",2625,11.7
2020/21,Scotland (All Areas Submitted),All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",2210,11.1
2020/21,Scotland (All Areas Submitted),All Ages,Asian,"Rate per 1,000 Social Care Clients",1240,5.5
2020/21,Scotland (All Areas Submitted),All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",1125,5.7
2020/21,Scotland (All Areas Submitted),All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",80,0.4
2020/21,Scotland (All Areas Submitted),All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",70,0.4
2020/21,Scotland (All Areas Submitted),All Ages,White,"Rate per 1,000 Social Care Clients",161050,719.2
2020/21,Scotland (All Areas Submitted),All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",143575,721.9
2020/21,Scotland (All Areas Submitted),All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",510,2.3
2020/21,Scotland (All Areas Submitted),All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",440,2.2
2020/21,Scotland (All Areas Submitted),All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",58250,260.1
2020/21,Scotland (All Areas Submitted),All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",51295,257.9
2020/21,Scotland (All Areas Submitted),0-17 years,African,"Rate per 1,000 Social Care Clients",30,9.9
2020/21,Scotland (All Areas Submitted),0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",25,9.8
2020/21,Scotland (All Areas Submitted),0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",55,18.2
2020/21,Scotland (All Areas Submitted),0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",40,15.6
2020/21,Scotland (All Areas Submitted),0-17 years,Asian,"Rate per 1,000 Social Care Clients",95,31.4
2020/21,Scotland (All Areas Submitted),0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",90,35.2
2020/21,Scotland (All Areas Submitted),0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",10,3.3
2020/21,Scotland (All Areas Submitted),0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",10,3.9
2020/21,Scotland (All Areas Submitted),0-17 years,White,"Rate per 1,000 Social Care Clients",1920,635.1
2020/21,Scotland (All Areas Submitted),0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",1640,640.9
2020/21,Scotland (All Areas Submitted),0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",20,6.6
2020/21,Scotland (All Areas Submitted),0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",15,5.9
2020/21,Scotland (All Areas Submitted),0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",890,294.4
2020/21,Scotland (All Areas Submitted),0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",740,289.2
2020/21,Scotland (All Areas Submitted),18-64 years,African,"Rate per 1,000 Social Care Clients",90,1.9
2020/21,Scotland (All Areas Submitted),18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",85,2
2020/21,Scotland (All Areas Submitted),18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",510,10.6
2020/21,Scotland (All Areas Submitted),18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",400,9.3
2020/21,Scotland (All Areas Submitted),18-64 years,Asian,"Rate per 1,000 Social Care Clients",540,11.2
2020/21,Scotland (All Areas Submitted),18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",490,11.4
2020/21,Scotland (All Areas Submitted),18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",40,0.8
2020/21,Scotland (All Areas Submitted),18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",35,0.8
2020/21,Scotland (All Areas Submitted),18-64 years,White,"Rate per 1,000 Social Care Clients",37520,778.3
2020/21,Scotland (All Areas Submitted),18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",33805,787.4
2020/21,Scotland (All Areas Submitted),18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",210,4.4
2020/21,Scotland (All Areas Submitted),18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",190,4.4
2020/21,Scotland (All Areas Submitted),18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",9295,192.8
2020/21,Scotland (All Areas Submitted),18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",7925,184.6
2020/21,Scotland (All Areas Submitted),65-74 years,African,"Rate per 1,000 Social Care Clients",15,0.5
2020/21,Scotland (All Areas Submitted),65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",10,0.3
2020/21,Scotland (All Areas Submitted),65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",345,10.8
2020/21,Scotland (All Areas Submitted),65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",310,10.6
2020/21,Scotland (All Areas Submitted),65-74 years,Asian,"Rate per 1,000 Social Care Clients",140,4.4
2020/21,Scotland (All Areas Submitted),65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",130,4.4
2020/21,Scotland (All Areas Submitted),65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",5,0.2
2020/21,Scotland (All Areas Submitted),65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",5,0.2
2020/21,Scotland (All Areas Submitted),65-74 years,White,"Rate per 1,000 Social Care Clients",22475,701
2020/21,Scotland (All Areas Submitted),65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",20585,701.4
2020/21,Scotland (All Areas Submitted),65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",55,1.7
2020/21,Scotland (All Areas Submitted),65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",45,1.5
2020/21,Scotland (All Areas Submitted),65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",9025,281.5
2020/21,Scotland (All Areas Submitted),65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",8260,281.5
2020/21,Scotland (All Areas Submitted),75-84 years,African,"Rate per 1,000 Social Care Clients",20,0.3
2020/21,Scotland (All Areas Submitted),75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",15,0.3
2020/21,Scotland (All Areas Submitted),75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",725,11.1
2020/21,Scotland (All Areas Submitted),75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",635,10.7
2020/21,Scotland (All Areas Submitted),75-84 years,Asian,"Rate per 1,000 Social Care Clients",265,4
2020/21,Scotland (All Areas Submitted),75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",240,4
2020/21,Scotland (All Areas Submitted),75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",10,0.2
2020/21,Scotland (All Areas Submitted),75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",10,0.2
2020/21,Scotland (All Areas Submitted),75-84 years,White,"Rate per 1,000 Social Care Clients",45530,694.1
2020/21,Scotland (All Areas Submitted),75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",41210,693.9
2020/21,Scotland (All Areas Submitted),75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",100,1.5
2020/21,Scotland (All Areas Submitted),75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",85,1.4
2020/21,Scotland (All Areas Submitted),75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",18945,288.8
2020/21,Scotland (All Areas Submitted),75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",17190,289.4
2020/21,Scotland (All Areas Submitted),85+ years,African,"Rate per 1,000 Social Care Clients",15,0.2
2020/21,Scotland (All Areas Submitted),85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",15,0.2
2020/21,Scotland (All Areas Submitted),85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",765,10.3
2020/21,Scotland (All Areas Submitted),85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",825,12.8
2020/21,Scotland (All Areas Submitted),85+ years,Asian,"Rate per 1,000 Social Care Clients",195,2.6
2020/21,Scotland (All Areas Submitted),85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",175,2.7
2020/21,Scotland (All Areas Submitted),85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",10,0.1
2020/21,Scotland (All Areas Submitted),85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",10,0.2
2020/21,Scotland (All Areas Submitted),85+ years,White,"Rate per 1,000 Social Care Clients",53440,720.3
2020/21,Scotland (All Areas Submitted),85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",46335,716.8
2020/21,Scotland (All Areas Submitted),85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",120,1.6
2020/21,Scotland (All Areas Submitted),85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",100,1.5
2020/21,Scotland (All Areas Submitted),85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",19645,264.8
2020/21,Scotland (All Areas Submitted),85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",17185,265.8
2020/21,Scotland (All Areas Submitted),Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scotland (All Areas Submitted),Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scotland (All Areas Submitted),Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",225,268.8
2020/21,Scotland (All Areas Submitted),Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scotland (All Areas Submitted),Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
