financial_year,sending_location,age_group,sex,measure,rate,nclient
2017/18,Aberdeen City,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeen City,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeen City,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeen City,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeen City,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeen City,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeen City,All Ages,Female,"Rate per 1,000 Social Care Clients",562.7,5865
2018/19,Aberdeen City,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",564.6,5010
2018/19,Aberdeen City,All Ages,Male,"Rate per 1,000 Social Care Clients",430.3,4485
2018/19,Aberdeen City,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",427.7,3795
2018/19,Aberdeen City,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",7.2,75
2018/19,Aberdeen City,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",7.3,65
2018/19,Aberdeen City,0-17 years,Female,"Rate per 1,000 Social Care Clients",12.5,130
2018/19,Aberdeen City,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",11.8,105
2018/19,Aberdeen City,0-17 years,Male,"Rate per 1,000 Social Care Clients",23.5,245
2018/19,Aberdeen City,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",22,195
2018/19,Aberdeen City,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeen City,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeen City,18-64 years,Female,"Rate per 1,000 Social Care Clients",120.9,1260
2018/19,Aberdeen City,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",120,1065
2018/19,Aberdeen City,18-64 years,Male,"Rate per 1,000 Social Care Clients",171.3,1785
2018/19,Aberdeen City,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",163.4,1450
2018/19,Aberdeen City,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",2.9,30
2018/19,Aberdeen City,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",2.8,25
2018/19,Aberdeen City,65-74 years,Female,"Rate per 1,000 Social Care Clients",73.4,765
2018/19,Aberdeen City,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",77.2,685
2018/19,Aberdeen City,65-74 years,Male,"Rate per 1,000 Social Care Clients",68.6,715
2018/19,Aberdeen City,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",71,630
2018/19,Aberdeen City,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0.5,5
2018/19,Aberdeen City,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0.6,5
2018/19,Aberdeen City,75-84 years,Female,"Rate per 1,000 Social Care Clients",153.5,1600
2018/19,Aberdeen City,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",156.1,1385
2018/19,Aberdeen City,75-84 years,Male,"Rate per 1,000 Social Care Clients",85.4,890
2018/19,Aberdeen City,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",87.9,780
2018/19,Aberdeen City,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.4,15
2018/19,Aberdeen City,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",1.7,15
2018/19,Aberdeen City,85+ years,Female,"Rate per 1,000 Social Care Clients",202.4,2110
2018/19,Aberdeen City,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",199.5,1770
2018/19,Aberdeen City,85+ years,Male,"Rate per 1,000 Social Care Clients",81.1,845
2018/19,Aberdeen City,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",83.4,740
2018/19,Aberdeen City,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.4,15
2018/19,Aberdeen City,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",2.3,20
2018/19,Aberdeen City,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeen City,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeen City,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeen City,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeen City,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0.5,5
2018/19,Aberdeen City,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,All Ages,Female,"Rate per 1,000 Social Care Clients",617,2610
2020/21,Aberdeen City,All Ages,Male,"Rate per 1,000 Social Care Clients",378.3,1600
2020/21,Aberdeen City,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",5.9,25
2020/21,Aberdeen City,0-17 years,Female,"Rate per 1,000 Social Care Clients",3.5,15
2020/21,Aberdeen City,0-17 years,Male,"Rate per 1,000 Social Care Clients",8.3,35
2020/21,Aberdeen City,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Aberdeen City,18-64 years,Female,"Rate per 1,000 Social Care Clients",76.8,325
2020/21,Aberdeen City,18-64 years,Male,"Rate per 1,000 Social Care Clients",93.4,395
2020/21,Aberdeen City,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.2,5
2020/21,Aberdeen City,65-74 years,Female,"Rate per 1,000 Social Care Clients",67.4,285
2020/21,Aberdeen City,65-74 years,Male,"Rate per 1,000 Social Care Clients",67.4,285
2020/21,Aberdeen City,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.2,5
2020/21,Aberdeen City,75-84 years,Female,"Rate per 1,000 Social Care Clients",165.5,700
2020/21,Aberdeen City,75-84 years,Male,"Rate per 1,000 Social Care Clients",98.1,415
2020/21,Aberdeen City,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.2,5
2020/21,Aberdeen City,85+ years,Female,"Rate per 1,000 Social Care Clients",303.8,1285
2020/21,Aberdeen City,85+ years,Male,"Rate per 1,000 Social Care Clients",111.1,470
2020/21,Aberdeen City,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",2.4,10
2020/21,Aberdeen City,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Aberdeen City,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Aberdeen City,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients",611.3,5545
2017/18,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",610.6,5505
2017/18,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients",378.1,3430
2017/18,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",378.8,3415
2017/18,Aberdeenshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",10.5,95
2017/18,Aberdeenshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",10.5,95
2017/18,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",0.6,5
2017/18,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0.6,5
2017/18,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",1.1,10
2017/18,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1.1,10
2017/18,Aberdeenshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",87.1,790
2017/18,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",87.1,785
2017/18,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",98.7,895
2017/18,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",98.7,890
2017/18,Aberdeenshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.7,15
2017/18,Aberdeenshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",1.7,15
2017/18,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",79.4,720
2017/18,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",79.9,720
2017/18,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",65,590
2017/18,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",65.4,590
2017/18,Aberdeenshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.1,10
2017/18,Aberdeenshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",1.1,10
2017/18,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",195.7,1775
2017/18,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",195.8,1765
2017/18,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",113,1025
2017/18,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",112.6,1015
2017/18,Aberdeenshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3.3,30
2017/18,Aberdeenshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",3.3,30
2017/18,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients",248,2250
2017/18,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",247.4,2230
2017/18,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients",100.3,910
2017/18,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",100.9,910
2017/18,Aberdeenshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",5,45
2017/18,Aberdeenshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",5,45
2017/18,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients",586.2,6880
2018/19,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",592.7,6715
2018/19,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients",400.9,4705
2018/19,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",394.1,4465
2018/19,Aberdeenshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",13.2,155
2018/19,Aberdeenshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",13.2,150
2018/19,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",8.5,100
2018/19,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0.9,10
2018/19,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",20.9,245
2018/19,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",2.6,30
2018/19,Aberdeenshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",117.6,1380
2018/19,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",121.4,1375
2018/19,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",124,1455
2018/19,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",128,1450
2018/19,Aberdeenshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3.8,45
2018/19,Aberdeenshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",4,45
2018/19,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",75.4,885
2018/19,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",77.2,875
2018/19,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",62.2,730
2018/19,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",64,725
2018/19,Aberdeenshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",2.1,25
2018/19,Aberdeenshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",2.2,25
2018/19,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",172.5,2025
2018/19,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",177,2005
2018/19,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",102.2,1200
2018/19,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",104.6,1185
2018/19,Aberdeenshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3,35
2018/19,Aberdeenshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",3.1,35
2018/19,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients",212.1,2490
2018/19,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",216.7,2455
2018/19,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients",92,1080
2018/19,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",94.4,1070
2018/19,Aberdeenshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3.8,45
2018/19,Aberdeenshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",4,45
2018/19,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients",587.5,7510
2019/20,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",587.5,7465
2019/20,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients",395.8,5060
2019/20,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",396.3,5035
2019/20,Aberdeenshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",16.4,210
2019/20,Aberdeenshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",16.5,210
2019/20,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",0.8,10
2019/20,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0.8,10
2019/20,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",0.8,10
2019/20,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0.8,10
2019/20,Aberdeenshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",134.9,1725
2019/20,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",135.4,1720
2019/20,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",137.7,1760
2019/20,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",138.1,1755
2019/20,Aberdeenshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",4.3,55
2019/20,Aberdeenshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",4.3,55
2019/20,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",79.8,1020
2019/20,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",79.5,1010
2019/20,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",64.1,820
2019/20,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",64.1,815
2019/20,Aberdeenshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3.1,40
2019/20,Aberdeenshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",3.1,40
2019/20,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",170.5,2180
2019/20,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",170.8,2170
2019/20,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",102.9,1315
2019/20,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",102.7,1305
2019/20,Aberdeenshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3.9,50
2019/20,Aberdeenshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",3.9,50
2019/20,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients",201.4,2575
2019/20,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",201.1,2555
2019/20,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients",90,1150
2019/20,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",90.1,1145
2019/20,Aberdeenshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",4.7,60
