financial_year,sending_location,age_group,living_alone,measure,percentage,nclient
2017/18,East Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,100
2017/18,East Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients,18.9,175
2017/18,East Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),19.1,175
2017/18,East Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,81.1,750
2017/18,East Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),80.9,740
2017/18,East Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients,13.2,100
2017/18,East Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),13.5,100
2017/18,East Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,86.8,655
2017/18,East Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),86.5,640
2017/18,East Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients,11.9,215
2017/18,East Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),11.8,210
2017/18,East Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,88.1,1585
2017/18,East Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),88.2,1565
2017/18,East Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients,19.9,315
2017/18,East Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),19.9,310
2017/18,East Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients,80.1,1265
2017/18,East Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),80.1,1245
2017/18,East Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients,15.7,965
2017/18,East Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),15.7,965
2017/18,East Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients,16.3,1000
2017/18,East Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),16.3,1000
2017/18,East Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients,68,4175
2017/18,East Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),68,4175
2017/18,East Dunbartonshire,0-17 years,Living Alone,Percentage of Social Care Clients,11.4,20
2017/18,East Dunbartonshire,0-17 years,Living Alone,Percentage of Social Care Clients (adjusted),11.4,20
2017/18,East Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,22.9,40
2017/18,East Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),22.9,40
2017/18,East Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients,65.7,115
2017/18,East Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),65.7,115
2017/18,East Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients,13.8,230
2017/18,East Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),13.8,230
2017/18,East Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,18.9,315
2017/18,East Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),18.9,315
2017/18,East Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients,67.4,1125
2017/18,East Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),67.4,1125
2017/18,East Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients,13.7,100
2017/18,East Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),13.7,100
2017/18,East Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,15.8,115
2017/18,East Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),15.8,115
2017/18,East Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients,70.5,515
2017/18,East Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),70.5,515
2017/18,East Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients,16.9,295
2017/18,East Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),16.9,295
2017/18,East Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,16.9,295
2017/18,East Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),16.9,295
2017/18,East Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients,66.3,1160
2017/18,East Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),66.3,1160
2017/18,East Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients,17.4,315
2017/18,East Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),17.3,315
2017/18,East Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients,13,235
2017/18,East Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),13.2,240
2017/18,East Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients,69.6,1260
2017/18,East Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),69.5,1265
2017/18,East Lothian,All Ages,Living Alone,Percentage of Social Care Clients,2.6,100
2017/18,East Lothian,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),3,100
2017/18,East Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients,4.5,170
2017/18,East Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),5.1,170
2017/18,East Lothian,All Ages,Unknown,Percentage of Social Care Clients,92.9,3510
2017/18,East Lothian,All Ages,Unknown,Percentage of Social Care Clients (adjusted),91.9,3070
2017/18,East Lothian,0-17 years,Unknown,Percentage of Social Care Clients,100,40
2017/18,East Lothian,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,40
2017/18,East Lothian,18-64 years,Living Alone,Percentage of Social Care Clients,1,10
2017/18,East Lothian,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),1.1,10
2017/18,East Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients,1.5,15
2017/18,East Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1.7,15
2017/18,East Lothian,18-64 years,Unknown,Percentage of Social Care Clients,97.4,945
2017/18,East Lothian,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),97.2,865
2017/18,East Lothian,65-74 years,Living Alone,Percentage of Social Care Clients,3.8,20
2017/18,East Lothian,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),4.1,20
2017/18,East Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients,7.5,40
2017/18,East Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),8.2,40
2017/18,East Lothian,65-74 years,Unknown,Percentage of Social Care Clients,88.7,470
2017/18,East Lothian,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),87.6,425
2017/18,East Lothian,75-84 years,Living Alone,Percentage of Social Care Clients,3.8,40
2017/18,East Lothian,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),4.2,40
2017/18,East Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients,7,75
2017/18,East Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),7.9,75
2017/18,East Lothian,75-84 years,Unknown,Percentage of Social Care Clients,89.2,950
2017/18,East Lothian,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),87.9,835
2017/18,East Lothian,85+ years,Living Alone,Percentage of Social Care Clients,2.6,30
2017/18,East Lothian,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),3.1,30
2017/18,East Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients,3,35
2017/18,East Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),3.6,35
2017/18,East Lothian,85+ years,Unknown,Percentage of Social Care Clients,94.4,1105
2017/18,East Lothian,85+ years,Unknown,Percentage of Social Care Clients (adjusted),93.3,905
2017/18,East Renfrewshire,All Ages,Living Alone,Percentage of Social Care Clients,7.5,475
2017/18,East Renfrewshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),9.9,460
2017/18,East Renfrewshire,All Ages,Not Living Alone,Percentage of Social Care Clients,17.4,1110
2017/18,East Renfrewshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),16.2,750
2017/18,East Renfrewshire,All Ages,Unknown,Percentage of Social Care Clients,75.1,4780
2017/18,East Renfrewshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),73.9,3425
2017/18,East Renfrewshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,2.6,5
2017/18,East Renfrewshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),3.3,5
2017/18,East Renfrewshire,0-17 years,Unknown,Percentage of Social Care Clients,97.4,185
2017/18,East Renfrewshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),96.7,145
2017/18,East Renfrewshire,18-64 years,Living Alone,Percentage of Social Care Clients,5.4,85
2017/18,East Renfrewshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),8.9,75
2017/18,East Renfrewshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,9.9,155
2017/18,East Renfrewshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),15.4,130
2017/18,East Renfrewshire,18-64 years,Unknown,Percentage of Social Care Clients,84.7,1330
2017/18,East Renfrewshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),75.7,640
2017/18,East Renfrewshire,65-74 years,Living Alone,Percentage of Social Care Clients,7.1,55
2017/18,East Renfrewshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),10.2,55
2017/18,East Renfrewshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,14.3,110
2017/18,East Renfrewshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),14.8,80
2017/18,East Renfrewshire,65-74 years,Unknown,Percentage of Social Care Clients,78.6,605
2017/18,East Renfrewshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),75,405
2017/18,East Renfrewshire,75-84 years,Living Alone,Percentage of Social Care Clients,8.1,145
2017/18,East Renfrewshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),9.9,145
2017/18,East Renfrewshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,18.1,325
2017/18,East Renfrewshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),16.3,240
2017/18,East Renfrewshire,75-84 years,Unknown,Percentage of Social Care Clients,73.9,1330
2017/18,East Renfrewshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),73.8,1085
2017/18,East Renfrewshire,85+ years,Living Alone,Percentage of Social Care Clients,9.2,185
2017/18,East Renfrewshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),11.3,185
2017/18,East Renfrewshire,85+ years,Not Living Alone,Percentage of Social Care Clients,25.7,520
2017/18,East Renfrewshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),18.4,300
2017/18,East Renfrewshire,85+ years,Unknown,Percentage of Social Care Clients,65.1,1315
2017/18,East Renfrewshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),70.2,1145
2017/18,East Renfrewshire,Unknown,Unknown,Percentage of Social Care Clients,100,15
2017/18,Falkirk,All Ages,Living Alone,Percentage of Social Care Clients,36.3,2935
2017/18,Falkirk,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),37.9,2790
2017/18,Falkirk,All Ages,Not Living Alone,Percentage of Social Care Clients,47.5,3840
2017/18,Falkirk,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),44.9,3310
2017/18,Falkirk,All Ages,Unknown,Percentage of Social Care Clients,16.2,1310
2017/18,Falkirk,All Ages,Unknown,Percentage of Social Care Clients (adjusted),17.2,1270
2017/18,Falkirk,0-17 years,Not Living Alone,Percentage of Social Care Clients,82.6,190
2017/18,Falkirk,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),82.6,190
2017/18,Falkirk,0-17 years,Unknown,Percentage of Social Care Clients,17.4,40
2017/18,Falkirk,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),17.4,40
2017/18,Falkirk,18-64 years,Living Alone,Percentage of Social Care Clients,29.2,545
2017/18,Falkirk,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),30,535
2017/18,Falkirk,18-64 years,Not Living Alone,Percentage of Social Care Clients,57.1,1065
2017/18,Falkirk,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),56,1000
2017/18,Falkirk,18-64 years,Unknown,Percentage of Social Care Clients,13.7,255
2017/18,Falkirk,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),14,250
2017/18,Falkirk,65-74 years,Living Alone,Percentage of Social Care Clients,34.1,450
2017/18,Falkirk,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),35.9,440
2017/18,Falkirk,65-74 years,Not Living Alone,Percentage of Social Care Clients,48.1,635
2017/18,Falkirk,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),45.3,555
2017/18,Falkirk,65-74 years,Unknown,Percentage of Social Care Clients,17.8,235
2017/18,Falkirk,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),18.8,230
2017/18,Falkirk,75-84 years,Living Alone,Percentage of Social Care Clients,36,915
2017/18,Falkirk,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),37.7,870
2017/18,Falkirk,75-84 years,Not Living Alone,Percentage of Social Care Clients,44.5,1130
2017/18,Falkirk,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),41.6,960
2017/18,Falkirk,75-84 years,Unknown,Percentage of Social Care Clients,19.5,495
2017/18,Falkirk,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),20.8,480
2017/18,Falkirk,85+ years,Living Alone,Percentage of Social Care Clients,48,1020
2017/18,Falkirk,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),51.8,945
2017/18,Falkirk,85+ years,Not Living Alone,Percentage of Social Care Clients,38.6,820
2017/18,Falkirk,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),33.4,610
2017/18,Falkirk,85+ years,Unknown,Percentage of Social Care Clients,13.4,285
2017/18,Falkirk,85+ years,Unknown,Percentage of Social Care Clients (adjusted),14.8,270
2017/18,Fife,All Ages,Living Alone,Percentage of Social Care Clients,41.6,6505
2017/18,Fife,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),41.6,6505
2017/18,Fife,All Ages,Not Living Alone,Percentage of Social Care Clients,53.3,8350
2017/18,Fife,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),53.3,8350
2017/18,Fife,All Ages,Unknown,Percentage of Social Care Clients,5.1,800
2017/18,Fife,All Ages,Unknown,Percentage of Social Care Clients (adjusted),5.1,800
2017/18,Fife,0-17 years,Not Living Alone,Percentage of Social Care Clients,93.5,145
2017/18,Fife,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),93.5,145
2017/18,Fife,0-17 years,Unknown,Percentage of Social Care Clients,6.5,10
2017/18,Fife,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),6.5,10
2017/18,Fife,18-64 years,Living Alone,Percentage of Social Care Clients,27.7,780
2017/18,Fife,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),27.7,780
2017/18,Fife,18-64 years,Not Living Alone,Percentage of Social Care Clients,65.5,1845
2017/18,Fife,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),65.5,1845
2017/18,Fife,18-64 years,Unknown,Percentage of Social Care Clients,6.7,190
2017/18,Fife,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),6.7,190
2017/18,Fife,65-74 years,Living Alone,Percentage of Social Care Clients,39,910
2017/18,Fife,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),39,910
2017/18,Fife,65-74 years,Not Living Alone,Percentage of Social Care Clients,57.2,1335
2017/18,Fife,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),57.2,1335
2017/18,Fife,65-74 years,Unknown,Percentage of Social Care Clients,3.9,90
2017/18,Fife,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),3.9,90
2017/18,Fife,75-84 years,Living Alone,Percentage of Social Care Clients,42.2,2120
