financial_year,sending_location,age_group,ethnicity,measure,rate,nclient
2019/20,Scotland (All Areas Submitted),18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",4.1,185
2019/20,Scotland (All Areas Submitted),18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",210.9,10095
2019/20,Scotland (All Areas Submitted),18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",210.2,9425
2019/20,Scotland (All Areas Submitted),18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",7.7,370
2019/20,Scotland (All Areas Submitted),18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",7.7,345
2019/20,Scotland (All Areas Submitted),65-74 years,African,"Rate per 1,000 Social Care Clients",0.5,15
2019/20,Scotland (All Areas Submitted),65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0.5,15
2019/20,Scotland (All Areas Submitted),65-74 years,Asian,"Rate per 1,000 Social Care Clients",4.7,155
2019/20,Scotland (All Areas Submitted),65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",4.4,135
2019/20,Scotland (All Areas Submitted),65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.3,10
2019/20,Scotland (All Areas Submitted),65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.2,5
2019/20,Scotland (All Areas Submitted),65-74 years,White,"Rate per 1,000 Social Care Clients",698.4,23090
2019/20,Scotland (All Areas Submitted),65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",697.3,21470
2019/20,Scotland (All Areas Submitted),65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.7,55
2019/20,Scotland (All Areas Submitted),65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.6,50
2019/20,Scotland (All Areas Submitted),65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",285.4,9435
2019/20,Scotland (All Areas Submitted),65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",287.1,8840
2019/20,Scotland (All Areas Submitted),65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",9.2,305
2019/20,Scotland (All Areas Submitted),65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",8.9,275
2019/20,Scotland (All Areas Submitted),75-84 years,African,"Rate per 1,000 Social Care Clients",0.2,15
2019/20,Scotland (All Areas Submitted),75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0.2,15
2019/20,Scotland (All Areas Submitted),75-84 years,Asian,"Rate per 1,000 Social Care Clients",4.6,315
2019/20,Scotland (All Areas Submitted),75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",4.5,285
2019/20,Scotland (All Areas Submitted),75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.2,15
2019/20,Scotland (All Areas Submitted),75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.2,15
2019/20,Scotland (All Areas Submitted),75-84 years,White,"Rate per 1,000 Social Care Clients",702.7,47930
2019/20,Scotland (All Areas Submitted),75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",701.8,44025
2019/20,Scotland (All Areas Submitted),75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.8,120
2019/20,Scotland (All Areas Submitted),75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.5,95
2019/20,Scotland (All Areas Submitted),75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",281.1,19175
2019/20,Scotland (All Areas Submitted),75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",282.8,17740
2019/20,Scotland (All Areas Submitted),75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",9.4,640
2019/20,Scotland (All Areas Submitted),75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",8.8,555
2019/20,Scotland (All Areas Submitted),85+ years,African,"Rate per 1,000 Social Care Clients",0.2,15
2019/20,Scotland (All Areas Submitted),85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0.2,15
2019/20,Scotland (All Areas Submitted),85+ years,Asian,"Rate per 1,000 Social Care Clients",2.8,205
2019/20,Scotland (All Areas Submitted),85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",2.6,170
2019/20,Scotland (All Areas Submitted),85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.1,10
2019/20,Scotland (All Areas Submitted),85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.2,10
2019/20,Scotland (All Areas Submitted),85+ years,White,"Rate per 1,000 Social Care Clients",731.3,53815
2019/20,Scotland (All Areas Submitted),85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",727.7,47325
2019/20,Scotland (All Areas Submitted),85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.5,110
2019/20,Scotland (All Areas Submitted),85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.5,95
2019/20,Scotland (All Areas Submitted),85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",255.7,18815
2019/20,Scotland (All Areas Submitted),85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",258.1,16785
2019/20,Scotland (All Areas Submitted),85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",8.4,615
2019/20,Scotland (All Areas Submitted),85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",9.7,630
2019/20,Scotland (All Areas Submitted),Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scotland (All Areas Submitted),Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,White,"Rate per 1,000 Social Care Clients",334.5,95
2019/20,Scotland (All Areas Submitted),Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",158.5,45
2019/20,Scotland (All Areas Submitted),Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",510.6,145
2019/20,Scotland (All Areas Submitted),Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scotland (All Areas Submitted),All Ages,African,"Rate per 1,000 Social Care Clients",0.7,165
2020/21,Scotland (All Areas Submitted),All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0.8,155
2020/21,Scotland (All Areas Submitted),All Ages,Asian,"Rate per 1,000 Social Care Clients",5.7,1275
2020/21,Scotland (All Areas Submitted),All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",5.9,1145
2020/21,Scotland (All Areas Submitted),All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.4,85
2020/21,Scotland (All Areas Submitted),All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.4,75
2020/21,Scotland (All Areas Submitted),All Ages,White,"Rate per 1,000 Social Care Clients",737,163770
2020/21,Scotland (All Areas Submitted),All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",752.5,146975
2020/21,Scotland (All Areas Submitted),All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",2.2,490
2020/21,Scotland (All Areas Submitted),All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",2.2,425
2020/21,Scotland (All Areas Submitted),All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",250.9,55760
2020/21,Scotland (All Areas Submitted),All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",254.1,49625
2020/21,Scotland (All Areas Submitted),All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",3,675
2020/21,Scotland (All Areas Submitted),All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",2.7,535
2020/21,Scotland (All Areas Submitted),0-17 years,African,"Rate per 1,000 Social Care Clients",9.7,30
2020/21,Scotland (All Areas Submitted),0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",9.3,25
2020/21,Scotland (All Areas Submitted),0-17 years,Asian,"Rate per 1,000 Social Care Clients",32.3,100
2020/21,Scotland (All Areas Submitted),0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",33.3,90
2020/21,Scotland (All Areas Submitted),0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",3.2,10
2020/21,Scotland (All Areas Submitted),0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",3.7,10
2020/21,Scotland (All Areas Submitted),0-17 years,White,"Rate per 1,000 Social Care Clients",662.9,2055
2020/21,Scotland (All Areas Submitted),0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",674.1,1820
2020/21,Scotland (All Areas Submitted),0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",6.5,20
2020/21,Scotland (All Areas Submitted),0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",5.6,15
2020/21,Scotland (All Areas Submitted),0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",271,840
2020/21,Scotland (All Areas Submitted),0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",279.6,755
2020/21,Scotland (All Areas Submitted),0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",16.1,50
2020/21,Scotland (All Areas Submitted),0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",14.8,40
2020/21,Scotland (All Areas Submitted),18-64 years,African,"Rate per 1,000 Social Care Clients",1.8,85
2020/21,Scotland (All Areas Submitted),18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",1.9,80
2020/21,Scotland (All Areas Submitted),18-64 years,Asian,"Rate per 1,000 Social Care Clients",11.7,565
2020/21,Scotland (All Areas Submitted),18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",11.7,500
2020/21,Scotland (All Areas Submitted),18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.9,45
2020/21,Scotland (All Areas Submitted),18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.9,40
2020/21,Scotland (All Areas Submitted),18-64 years,White,"Rate per 1,000 Social Care Clients",790.4,38190
2020/21,Scotland (All Areas Submitted),18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",808.4,34525
2020/21,Scotland (All Areas Submitted),18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",3.8,185
2020/21,Scotland (All Areas Submitted),18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",4,170
2020/21,Scotland (All Areas Submitted),18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",186.8,9025
2020/21,Scotland (All Areas Submitted),18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",185.7,7930
2020/21,Scotland (All Areas Submitted),18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",4.6,220
2020/21,Scotland (All Areas Submitted),18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",4.3,185
2020/21,Scotland (All Areas Submitted),65-74 years,African,"Rate per 1,000 Social Care Clients",0.5,15
2020/21,Scotland (All Areas Submitted),65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0.5,15
2020/21,Scotland (All Areas Submitted),65-74 years,Asian,"Rate per 1,000 Social Care Clients",4.7,150
2020/21,Scotland (All Areas Submitted),65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",4.7,135
2020/21,Scotland (All Areas Submitted),65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.2,5
2020/21,Scotland (All Areas Submitted),65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.2,5
2020/21,Scotland (All Areas Submitted),65-74 years,White,"Rate per 1,000 Social Care Clients",716.3,22885
2020/21,Scotland (All Areas Submitted),65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",730.1,21015
2020/21,Scotland (All Areas Submitted),65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.7,55
2020/21,Scotland (All Areas Submitted),65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.6,45
2020/21,Scotland (All Areas Submitted),65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",274,8755
2020/21,Scotland (All Areas Submitted),65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",279.8,8055
2020/21,Scotland (All Areas Submitted),65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",2.7,85
2020/21,Scotland (All Areas Submitted),65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",2.6,75
2020/21,Scotland (All Areas Submitted),75-84 years,African,"Rate per 1,000 Social Care Clients",0.3,20
2020/21,Scotland (All Areas Submitted),75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0.3,20
2020/21,Scotland (All Areas Submitted),75-84 years,Asian,"Rate per 1,000 Social Care Clients",4.1,270
2020/21,Scotland (All Areas Submitted),75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",4.1,240
2020/21,Scotland (All Areas Submitted),75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.2,10
2020/21,Scotland (All Areas Submitted),75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.2,10
2020/21,Scotland (All Areas Submitted),75-84 years,White,"Rate per 1,000 Social Care Clients",712.8,46410
2020/21,Scotland (All Areas Submitted),75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",727.7,42250
2020/21,Scotland (All Areas Submitted),75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.6,105
2020/21,Scotland (All Areas Submitted),75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.6,90
2020/21,Scotland (All Areas Submitted),75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",278.8,18150
2020/21,Scotland (All Areas Submitted),75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",285,16550
2020/21,Scotland (All Areas Submitted),75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",2.1,135
2020/21,Scotland (All Areas Submitted),75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",2,115
2020/21,Scotland (All Areas Submitted),85+ years,African,"Rate per 1,000 Social Care Clients",0.2,15
2020/21,Scotland (All Areas Submitted),85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0.2,15
2020/21,Scotland (All Areas Submitted),85+ years,Asian,"Rate per 1,000 Social Care Clients",2.7,195
2020/21,Scotland (All Areas Submitted),85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",2.8,175
2020/21,Scotland (All Areas Submitted),85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.1,10
2020/21,Scotland (All Areas Submitted),85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.2,10
2020/21,Scotland (All Areas Submitted),85+ years,White,"Rate per 1,000 Social Care Clients",737.8,54190
2020/21,Scotland (All Areas Submitted),85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",751.7,47340
2020/21,Scotland (All Areas Submitted),85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.7,125
2020/21,Scotland (All Areas Submitted),85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.7,105
2020/21,Scotland (All Areas Submitted),85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",255.4,18760
2020/21,Scotland (All Areas Submitted),85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",258.7,16290
2020/21,Scotland (All Areas Submitted),85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",2.1,155
2020/21,Scotland (All Areas Submitted),85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",1.7,105
2020/21,Scotland (All Areas Submitted),Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scotland (All Areas Submitted),Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scotland (All Areas Submitted),Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scotland (All Areas Submitted),Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scotland (All Areas Submitted),Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scotland (All Areas Submitted),Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
