financial_year,sending_location,age_group,client_group,measure,rate,nclient
2019/20,Scotland (All Areas Submitted),18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",125.6,5990
2019/20,Scotland (All Areas Submitted),18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",131.1,5880
2019/20,Scotland (All Areas Submitted),65-74 years,Dementia,"Rate per 1,000 Social Care Clients",54.6,1800
2019/20,Scotland (All Areas Submitted),65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",50.5,1555
2019/20,Scotland (All Areas Submitted),65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",479.1,15785
2019/20,Scotland (All Areas Submitted),65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",476.3,14660
2019/20,Scotland (All Areas Submitted),65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",49.3,1625
2019/20,Scotland (All Areas Submitted),65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",49.7,1530
2019/20,Scotland (All Areas Submitted),65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",85.9,2830
2019/20,Scotland (All Areas Submitted),65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",84.3,2595
2019/20,Scotland (All Areas Submitted),65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",409.6,13495
2019/20,Scotland (All Areas Submitted),65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",417.5,12850
2019/20,Scotland (All Areas Submitted),65-74 years,Other,"Rate per 1,000 Social Care Clients",197.1,6495
2019/20,Scotland (All Areas Submitted),65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",194.8,5995
2019/20,Scotland (All Areas Submitted),65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",88.6,2920
2019/20,Scotland (All Areas Submitted),65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",91.3,2810
2019/20,Scotland (All Areas Submitted),75-84 years,Dementia,"Rate per 1,000 Social Care Clients",93.3,6340
2019/20,Scotland (All Areas Submitted),75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",84.5,5300
2019/20,Scotland (All Areas Submitted),75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",586.1,39820
2019/20,Scotland (All Areas Submitted),75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",585.5,36705
2019/20,Scotland (All Areas Submitted),75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",9.3,635
2019/20,Scotland (All Areas Submitted),75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",9.2,575
2019/20,Scotland (All Areas Submitted),75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",36.1,2455
2019/20,Scotland (All Areas Submitted),75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",33.6,2105
2019/20,Scotland (All Areas Submitted),75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",360.8,24510
2019/20,Scotland (All Areas Submitted),75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",370.3,23215
2019/20,Scotland (All Areas Submitted),75-84 years,Other,"Rate per 1,000 Social Care Clients",134,9105
2019/20,Scotland (All Areas Submitted),75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",133.5,8370
2019/20,Scotland (All Areas Submitted),75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",81.1,5510
2019/20,Scotland (All Areas Submitted),75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",82.8,5190
2019/20,Scotland (All Areas Submitted),85+ years,Dementia,"Rate per 1,000 Social Care Clients",99.4,7285
2019/20,Scotland (All Areas Submitted),85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",86.2,5600
2019/20,Scotland (All Areas Submitted),85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",655.5,48025
2019/20,Scotland (All Areas Submitted),85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",654.2,42520
2019/20,Scotland (All Areas Submitted),85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",2,145
2019/20,Scotland (All Areas Submitted),85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1.8,120
2019/20,Scotland (All Areas Submitted),85+ years,Mental Health,"Rate per 1,000 Social Care Clients",20.5,1500
2019/20,Scotland (All Areas Submitted),85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",17.9,1165
2019/20,Scotland (All Areas Submitted),85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",360.6,26420
2019/20,Scotland (All Areas Submitted),85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",371.1,24115
2019/20,Scotland (All Areas Submitted),85+ years,Other,"Rate per 1,000 Social Care Clients",104.3,7640
2019/20,Scotland (All Areas Submitted),85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",102.5,6660
2019/20,Scotland (All Areas Submitted),85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",69.5,5095
2019/20,Scotland (All Areas Submitted),85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",72.9,4735
2019/20,Scotland (All Areas Submitted),Unknown,Dementia,"Rate per 1,000 Social Care Clients",56.2,15
2019/20,Scotland (All Areas Submitted),Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",711.6,190
2019/20,Scotland (All Areas Submitted),Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",18.7,5
2019/20,Scotland (All Areas Submitted),Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Mental Health,"Rate per 1,000 Social Care Clients",37.5,10
2019/20,Scotland (All Areas Submitted),Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",337.1,90
2019/20,Scotland (All Areas Submitted),Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Other,"Rate per 1,000 Social Care Clients",131.1,35
2019/20,Scotland (All Areas Submitted),Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scotland (All Areas Submitted),Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",74.9,20
2019/20,Scotland (All Areas Submitted),Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scotland (All Areas Submitted),All Ages,Dementia,"Rate per 1,000 Social Care Clients",68.6,15255
2020/21,Scotland (All Areas Submitted),All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",65.5,12790
2020/21,Scotland (All Areas Submitted),All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",450.1,100025
2020/21,Scotland (All Areas Submitted),All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",480.5,93855
2020/21,Scotland (All Areas Submitted),All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",93.8,20840
2020/21,Scotland (All Areas Submitted),All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",94.3,18425
2020/21,Scotland (All Areas Submitted),All Ages,Mental Health,"Rate per 1,000 Social Care Clients",65.9,14655
2020/21,Scotland (All Areas Submitted),All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",69.4,13560
2020/21,Scotland (All Areas Submitted),All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",346.5,77005
2020/21,Scotland (All Areas Submitted),All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",373.8,73000
2020/21,Scotland (All Areas Submitted),All Ages,Other,"Rate per 1,000 Social Care Clients",187.4,41645
2020/21,Scotland (All Areas Submitted),All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",197.7,38620
2020/21,Scotland (All Areas Submitted),All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",103.1,22920
2020/21,Scotland (All Areas Submitted),All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",113.1,22095
2020/21,Scotland (All Areas Submitted),0-17 years,Dementia,"Rate per 1,000 Social Care Clients",1.6,5
2020/21,Scotland (All Areas Submitted),0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",1.9,5
2020/21,Scotland (All Areas Submitted),0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",41.9,130
2020/21,Scotland (All Areas Submitted),0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",48.1,130
2020/21,Scotland (All Areas Submitted),0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",211.3,655
2020/21,Scotland (All Areas Submitted),0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",205.6,555
2020/21,Scotland (All Areas Submitted),0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",25.8,80
2020/21,Scotland (All Areas Submitted),0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",27.8,75
2020/21,Scotland (All Areas Submitted),0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",177.4,550
2020/21,Scotland (All Areas Submitted),0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",194.4,525
2020/21,Scotland (All Areas Submitted),0-17 years,Other,"Rate per 1,000 Social Care Clients",508.1,1575
2020/21,Scotland (All Areas Submitted),0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",516.7,1395
2020/21,Scotland (All Areas Submitted),0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",196.8,610
2020/21,Scotland (All Areas Submitted),0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",222.2,600
2020/21,Scotland (All Areas Submitted),18-64 years,Dementia,"Rate per 1,000 Social Care Clients",11.4,550
2020/21,Scotland (All Areas Submitted),18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",11.8,505
2020/21,Scotland (All Areas Submitted),18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",64.6,3120
2020/21,Scotland (All Areas Submitted),18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",70.5,3010
2020/21,Scotland (All Areas Submitted),18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",357.9,17295
2020/21,Scotland (All Areas Submitted),18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",358.3,15305
2020/21,Scotland (All Areas Submitted),18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",163.2,7885
2020/21,Scotland (All Areas Submitted),18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",175.7,7505
2020/21,Scotland (All Areas Submitted),18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",325.6,15735
2020/21,Scotland (All Areas Submitted),18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",354,15120
2020/21,Scotland (All Areas Submitted),18-64 years,Other,"Rate per 1,000 Social Care Clients",336.2,16245
2020/21,Scotland (All Areas Submitted),18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",353.3,15090
2020/21,Scotland (All Areas Submitted),18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",104,5025
2020/21,Scotland (All Areas Submitted),18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",112.5,4805
2020/21,Scotland (All Areas Submitted),65-74 years,Dementia,"Rate per 1,000 Social Care Clients",54.9,1755
2020/21,Scotland (All Areas Submitted),65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",54.2,1560
2020/21,Scotland (All Areas Submitted),65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",453.7,14495
2020/21,Scotland (All Areas Submitted),65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",482.7,13895
2020/21,Scotland (All Areas Submitted),65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",58.7,1875
2020/21,Scotland (All Areas Submitted),65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",59.1,1700
2020/21,Scotland (All Areas Submitted),65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",87.2,2785
2020/21,Scotland (All Areas Submitted),65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",90,2590
2020/21,Scotland (All Areas Submitted),65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",388.6,12415
2020/21,Scotland (All Areas Submitted),65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",415.1,11950
2020/21,Scotland (All Areas Submitted),65-74 years,Other,"Rate per 1,000 Social Care Clients",204.2,6525
2020/21,Scotland (All Areas Submitted),65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",215.4,6200
2020/21,Scotland (All Areas Submitted),65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",104.9,3350
2020/21,Scotland (All Areas Submitted),65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",113.9,3280
2020/21,Scotland (All Areas Submitted),75-84 years,Dementia,"Rate per 1,000 Social Care Clients",91.6,5965
2020/21,Scotland (All Areas Submitted),75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",88.1,5115
2020/21,Scotland (All Areas Submitted),75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",566,36850
2020/21,Scotland (All Areas Submitted),75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",602.7,34990
2020/21,Scotland (All Areas Submitted),75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",12.3,800
2020/21,Scotland (All Areas Submitted),75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",12.1,700
2020/21,Scotland (All Areas Submitted),75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",37.1,2415
2020/21,Scotland (All Areas Submitted),75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",37.2,2160
2020/21,Scotland (All Areas Submitted),75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",347.9,22650
2020/21,Scotland (All Areas Submitted),75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",373.5,21685
2020/21,Scotland (All Areas Submitted),75-84 years,Other,"Rate per 1,000 Social Care Clients",142,9245
2020/21,Scotland (All Areas Submitted),75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",149.7,8690
2020/21,Scotland (All Areas Submitted),75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",104.6,6810
2020/21,Scotland (All Areas Submitted),75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",113.8,6610
2020/21,Scotland (All Areas Submitted),85+ years,Dementia,"Rate per 1,000 Social Care Clients",94.8,6965
2020/21,Scotland (All Areas Submitted),85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",88.9,5600
2020/21,Scotland (All Areas Submitted),85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",617.2,45335
2020/21,Scotland (All Areas Submitted),85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",663.7,41795
2020/21,Scotland (All Areas Submitted),85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",2.7,200
2020/21,Scotland (All Areas Submitted),85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",2.6,165
2020/21,Scotland (All Areas Submitted),85+ years,Mental Health,"Rate per 1,000 Social Care Clients",20.3,1490
2020/21,Scotland (All Areas Submitted),85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",19.5,1230
2020/21,Scotland (All Areas Submitted),85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",348.4,25590
2020/21,Scotland (All Areas Submitted),85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",376.3,23700
2020/21,Scotland (All Areas Submitted),85+ years,Other,"Rate per 1,000 Social Care Clients",108.6,7975
2020/21,Scotland (All Areas Submitted),85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",114.7,7225
2020/21,Scotland (All Areas Submitted),85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",96.3,7075
2020/21,Scotland (All Areas Submitted),85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",107.7,6785
2020/21,Scotland (All Areas Submitted),Unknown,Dementia,"Rate per 1,000 Social Care Clients",50.8,15
2020/21,Scotland (All Areas Submitted),Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",55.6,5
2020/21,Scotland (All Areas Submitted),Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",305.1,90
2020/21,Scotland (All Areas Submitted),Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",444.4,40
