financial_year,sending_location,age_group,service_group,nclient
2019/20,Aberdeenshire,0-17 years,Community Alarms / Telecare,0
2019/20,Aberdeenshire,18-64 years,Community Alarms / Telecare,560
2019/20,Aberdeenshire,65-74 years,Community Alarms / Telecare,835
2019/20,Aberdeenshire,75-84 years,Community Alarms / Telecare,1860
2019/20,Aberdeenshire,85+ years,Community Alarms / Telecare,2080
2019/20,Aberdeenshire,Unknown,Community Alarms / Telecare,0
2019/20,Aberdeenshire,All Ages,Day Care,645
2019/20,Aberdeenshire,0-17 years,Day Care,0
2019/20,Aberdeenshire,18-64 years,Day Care,445
2019/20,Aberdeenshire,65-74 years,Day Care,45
2019/20,Aberdeenshire,75-84 years,Day Care,85
2019/20,Aberdeenshire,85+ years,Day Care,70
2019/20,Aberdeenshire,Unknown,Day Care,0
2019/20,Aberdeenshire,All Ages,Housing Support,2320
2019/20,Aberdeenshire,0-17 years,Housing Support,0
2019/20,Aberdeenshire,18-64 years,Housing Support,540
2019/20,Aberdeenshire,65-74 years,Housing Support,495
2019/20,Aberdeenshire,75-84 years,Housing Support,710
2019/20,Aberdeenshire,85+ years,Housing Support,570
2019/20,Aberdeenshire,Unknown,Housing Support,0
2019/20,Aberdeenshire,All Ages,Meals,25
2019/20,Aberdeenshire,0-17 years,Meals,0
2019/20,Aberdeenshire,18-64 years,Meals,0
2019/20,Aberdeenshire,65-74 years,Meals,5
2019/20,Aberdeenshire,75-84 years,Meals,5
2019/20,Aberdeenshire,85+ years,Meals,15
2019/20,Aberdeenshire,Unknown,Meals,0
2019/20,Aberdeenshire,All Ages,Social Worker,9320
2019/20,Aberdeenshire,0-17 years,Social Worker,20
2019/20,Aberdeenshire,18-64 years,Social Worker,3195
2019/20,Aberdeenshire,65-74 years,Social Worker,1240
2019/20,Aberdeenshire,75-84 years,Social Worker,2310
2019/20,Aberdeenshire,85+ years,Social Worker,2555
2019/20,Aberdeenshire,Unknown,Social Worker,0
2020/21,Aberdeenshire,All Ages,Care Home,2445
2020/21,Aberdeenshire,0-17 years,Care Home,0
2020/21,Aberdeenshire,18-64 years,Care Home,260
2020/21,Aberdeenshire,65-74 years,Care Home,250
2020/21,Aberdeenshire,75-84 years,Care Home,725
2020/21,Aberdeenshire,85+ years,Care Home,1215
2020/21,Aberdeenshire,Unknown,Care Home,0
2020/21,Aberdeenshire,All Ages,Care at Home,3625
2020/21,Aberdeenshire,0-17 years,Care at Home,0
2020/21,Aberdeenshire,18-64 years,Care at Home,445
2020/21,Aberdeenshire,65-74 years,Care at Home,550
2020/21,Aberdeenshire,75-84 years,Care at Home,1230
2020/21,Aberdeenshire,85+ years,Care at Home,1395
2020/21,Aberdeenshire,Unknown,Care at Home,0
2020/21,Aberdeenshire,All Ages,Community Alarms / Telecare,5195
2020/21,Aberdeenshire,0-17 years,Community Alarms / Telecare,0
2020/21,Aberdeenshire,18-64 years,Community Alarms / Telecare,520
2020/21,Aberdeenshire,65-74 years,Community Alarms / Telecare,820
2020/21,Aberdeenshire,75-84 years,Community Alarms / Telecare,1775
2020/21,Aberdeenshire,85+ years,Community Alarms / Telecare,2080
2020/21,Aberdeenshire,Unknown,Community Alarms / Telecare,0
2020/21,Aberdeenshire,All Ages,Day Care,575
2020/21,Aberdeenshire,0-17 years,Day Care,0
2020/21,Aberdeenshire,18-64 years,Day Care,420
2020/21,Aberdeenshire,65-74 years,Day Care,35
2020/21,Aberdeenshire,75-84 years,Day Care,60
2020/21,Aberdeenshire,85+ years,Day Care,60
2020/21,Aberdeenshire,Unknown,Day Care,0
2020/21,Aberdeenshire,All Ages,Meals,20
2020/21,Aberdeenshire,0-17 years,Meals,0
2020/21,Aberdeenshire,18-64 years,Meals,0
2020/21,Aberdeenshire,65-74 years,Meals,5
2020/21,Aberdeenshire,75-84 years,Meals,5
2020/21,Aberdeenshire,85+ years,Meals,10
2020/21,Aberdeenshire,Unknown,Meals,0
2020/21,Aberdeenshire,All Ages,Social Worker,6540
2020/21,Aberdeenshire,0-17 years,Social Worker,5
2020/21,Aberdeenshire,18-64 years,Social Worker,1340
2020/21,Aberdeenshire,65-74 years,Social Worker,835
2020/21,Aberdeenshire,75-84 years,Social Worker,1880
2020/21,Aberdeenshire,85+ years,Social Worker,2485
2020/21,Aberdeenshire,Unknown,Social Worker,0
2021/22,Aberdeenshire,All Ages,Care Home,2410
2021/22,Aberdeenshire,0-17 years,Care Home,0
2021/22,Aberdeenshire,18-64 years,Care Home,255
2021/22,Aberdeenshire,65-74 years,Care Home,245
2021/22,Aberdeenshire,75-84 years,Care Home,720
2021/22,Aberdeenshire,85+ years,Care Home,1190
2021/22,Aberdeenshire,Unknown,Care Home,0
2021/22,Aberdeenshire,All Ages,Care at Home,4290
2021/22,Aberdeenshire,0-17 years,Care at Home,10
2021/22,Aberdeenshire,18-64 years,Care at Home,905
2021/22,Aberdeenshire,65-74 years,Care at Home,580
2021/22,Aberdeenshire,75-84 years,Care at Home,1240
2021/22,Aberdeenshire,85+ years,Care at Home,1555
2021/22,Aberdeenshire,Unknown,Care at Home,0
2021/22,Aberdeenshire,All Ages,Community Alarms / Telecare,5175
2021/22,Aberdeenshire,0-17 years,Community Alarms / Telecare,0
2021/22,Aberdeenshire,18-64 years,Community Alarms / Telecare,520
2021/22,Aberdeenshire,65-74 years,Community Alarms / Telecare,805
2021/22,Aberdeenshire,75-84 years,Community Alarms / Telecare,1720
2021/22,Aberdeenshire,85+ years,Community Alarms / Telecare,2135
2021/22,Aberdeenshire,Unknown,Community Alarms / Telecare,0
2021/22,Aberdeenshire,All Ages,Day Care,275
2021/22,Aberdeenshire,0-17 years,Day Care,5
2021/22,Aberdeenshire,18-64 years,Day Care,260
2021/22,Aberdeenshire,65-74 years,Day Care,5
2021/22,Aberdeenshire,75-84 years,Day Care,0
2021/22,Aberdeenshire,85+ years,Day Care,0
2021/22,Aberdeenshire,Unknown,Day Care,0
2021/22,Aberdeenshire,All Ages,Meals,15
2021/22,Aberdeenshire,0-17 years,Meals,0
2021/22,Aberdeenshire,18-64 years,Meals,0
2021/22,Aberdeenshire,65-74 years,Meals,5
2021/22,Aberdeenshire,75-84 years,Meals,5
2021/22,Aberdeenshire,85+ years,Meals,10
2021/22,Aberdeenshire,Unknown,Meals,0
2021/22,Aberdeenshire,All Ages,Social Worker,7455
2021/22,Aberdeenshire,0-17 years,Social Worker,65
2021/22,Aberdeenshire,18-64 years,Social Worker,1850
2021/22,Aberdeenshire,65-74 years,Social Worker,895
2021/22,Aberdeenshire,75-84 years,Social Worker,1970
2021/22,Aberdeenshire,85+ years,Social Worker,2670
2021/22,Aberdeenshire,Unknown,Social Worker,0
2017/18,Angus,All Ages,Care Home,1200
2017/18,Angus,0-17 years,Care Home,0
2017/18,Angus,18-64 years,Care Home,120
2017/18,Angus,65-74 years,Care Home,125
2017/18,Angus,75-84 years,Care Home,330
2017/18,Angus,85+ years,Care Home,625
2017/18,Angus,Unknown,Care Home,0
2017/18,Angus,All Ages,Care at Home,1150
2017/18,Angus,0-17 years,Care at Home,10
2017/18,Angus,18-64 years,Care at Home,265
2017/18,Angus,65-74 years,Care at Home,160
2017/18,Angus,75-84 years,Care at Home,310
2017/18,Angus,85+ years,Care at Home,405
2017/18,Angus,Unknown,Care at Home,0
2017/18,Angus,All Ages,Community Alarms / Telecare,3745
2017/18,Angus,0-17 years,Community Alarms / Telecare,5
2017/18,Angus,18-64 years,Community Alarms / Telecare,370
2017/18,Angus,65-74 years,Community Alarms / Telecare,515
2017/18,Angus,75-84 years,Community Alarms / Telecare,1340
2017/18,Angus,85+ years,Community Alarms / Telecare,1515
2017/18,Angus,Unknown,Community Alarms / Telecare,0
2017/18,Angus,All Ages,Day Care,500
2017/18,Angus,0-17 years,Day Care,0
2017/18,Angus,18-64 years,Day Care,110
2017/18,Angus,65-74 years,Day Care,50
2017/18,Angus,75-84 years,Day Care,160
2017/18,Angus,85+ years,Day Care,180
2017/18,Angus,Unknown,Day Care,0
2017/18,Angus,All Ages,Housing Support,20
2017/18,Angus,0-17 years,Housing Support,0
2017/18,Angus,18-64 years,Housing Support,15
2017/18,Angus,65-74 years,Housing Support,5
2017/18,Angus,75-84 years,Housing Support,0
2017/18,Angus,85+ years,Housing Support,0
2017/18,Angus,Unknown,Housing Support,0
2017/18,Angus,All Ages,Meals,865
2017/18,Angus,0-17 years,Meals,0
2017/18,Angus,18-64 years,Meals,105
2017/18,Angus,65-74 years,Meals,85
2017/18,Angus,75-84 years,Meals,270
2017/18,Angus,85+ years,Meals,400
2017/18,Angus,Unknown,Meals,0
2017/18,Angus,All Ages,Social Worker,5835
2017/18,Angus,0-17 years,Social Worker,25
2017/18,Angus,18-64 years,Social Worker,970
2017/18,Angus,65-74 years,Social Worker,770
2017/18,Angus,75-84 years,Social Worker,1820
2017/18,Angus,85+ years,Social Worker,2255
2017/18,Angus,Unknown,Social Worker,0
2018/19,Angus,All Ages,Care Home,1620
2018/19,Angus,0-17 years,Care Home,0
2018/19,Angus,18-64 years,Care Home,145
2018/19,Angus,65-74 years,Care Home,170
2018/19,Angus,75-84 years,Care Home,440
2018/19,Angus,85+ years,Care Home,865
2018/19,Angus,Unknown,Care Home,0
2018/19,Angus,All Ages,Care at Home,1950
2018/19,Angus,0-17 years,Care at Home,5
2018/19,Angus,18-64 years,Care at Home,340
2018/19,Angus,65-74 years,Care at Home,285
2018/19,Angus,75-84 years,Care at Home,575
2018/19,Angus,85+ years,Care at Home,750
2018/19,Angus,Unknown,Care at Home,0
2018/19,Angus,All Ages,Community Alarms / Telecare,3870
2018/19,Angus,0-17 years,Community Alarms / Telecare,5
2018/19,Angus,18-64 years,Community Alarms / Telecare,410
2018/19,Angus,65-74 years,Community Alarms / Telecare,530
2018/19,Angus,75-84 years,Community Alarms / Telecare,1420
2018/19,Angus,85+ years,Community Alarms / Telecare,1505
2018/19,Angus,Unknown,Community Alarms / Telecare,0
2018/19,Angus,All Ages,Day Care,410
2018/19,Angus,0-17 years,Day Care,0
2018/19,Angus,18-64 years,Day Care,95
2018/19,Angus,65-74 years,Day Care,45
2018/19,Angus,75-84 years,Day Care,135
2018/19,Angus,85+ years,Day Care,140
2018/19,Angus,Unknown,Day Care,0
2018/19,Angus,All Ages,Housing Support,10
2018/19,Angus,0-17 years,Housing Support,0
2018/19,Angus,18-64 years,Housing Support,5
2018/19,Angus,65-74 years,Housing Support,5
2018/19,Angus,75-84 years,Housing Support,0
2018/19,Angus,85+ years,Housing Support,0
2018/19,Angus,Unknown,Housing Support,0
2018/19,Angus,All Ages,Meals,635
2018/19,Angus,0-17 years,Meals,0
2018/19,Angus,18-64 years,Meals,80
2018/19,Angus,65-74 years,Meals,60
2018/19,Angus,75-84 years,Meals,215
2018/19,Angus,85+ years,Meals,280
2018/19,Angus,Unknown,Meals,0
2018/19,Angus,All Ages,Social Worker,6435
2018/19,Angus,0-17 years,Social Worker,15
2018/19,Angus,18-64 years,Social Worker,1040
2018/19,Angus,65-74 years,Social Worker,850
2018/19,Angus,75-84 years,Social Worker,2010
2018/19,Angus,85+ years,Social Worker,2520
2018/19,Angus,Unknown,Social Worker,0
2019/20,Angus,All Ages,Care Home,1600
2019/20,Angus,0-17 years,Care Home,0
2019/20,Angus,18-64 years,Care Home,140
2019/20,Angus,65-74 years,Care Home,160
2019/20,Angus,75-84 years,Care Home,460
2019/20,Angus,85+ years,Care Home,840
2019/20,Angus,Unknown,Care Home,0
2019/20,Angus,All Ages,Care at Home,2185
2019/20,Angus,0-17 years,Care at Home,10
2019/20,Angus,18-64 years,Care at Home,365
2019/20,Angus,65-74 years,Care at Home,315
2019/20,Angus,75-84 years,Care at Home,685
2019/20,Angus,85+ years,Care at Home,815
2019/20,Angus,Unknown,Care at Home,0
2019/20,Angus,All Ages,Community Alarms / Telecare,4000
2019/20,Angus,0-17 years,Community Alarms / Telecare,5
2019/20,Angus,18-64 years,Community Alarms / Telecare,395
2019/20,Angus,65-74 years,Community Alarms / Telecare,565
2019/20,Angus,75-84 years,Community Alarms / Telecare,1470
2019/20,Angus,85+ years,Community Alarms / Telecare,1565
2019/20,Angus,Unknown,Community Alarms / Telecare,0
2019/20,Angus,All Ages,Day Care,415
2019/20,Angus,0-17 years,Day Care,0
2019/20,Angus,18-64 years,Day Care,100
2019/20,Angus,65-74 years,Day Care,45
2019/20,Angus,75-84 years,Day Care,135
2019/20,Angus,85+ years,Day Care,135
2019/20,Angus,Unknown,Day Care,0
2019/20,Angus,All Ages,Housing Support,0
2019/20,Angus,0-17 years,Housing Support,0
2019/20,Angus,18-64 years,Housing Support,0
2019/20,Angus,65-74 years,Housing Support,0
2019/20,Angus,75-84 years,Housing Support,0
2019/20,Angus,85+ years,Housing Support,0
2019/20,Angus,Unknown,Housing Support,0
2019/20,Angus,All Ages,Meals,665
2019/20,Angus,0-17 years,Meals,0
2019/20,Angus,18-64 years,Meals,45
2019/20,Angus,65-74 years,Meals,70
2019/20,Angus,75-84 years,Meals,235
2019/20,Angus,85+ years,Meals,315
2019/20,Angus,Unknown,Meals,0
2019/20,Angus,All Ages,Social Worker,6060
2019/20,Angus,0-17 years,Social Worker,15
2019/20,Angus,18-64 years,Social Worker,1045
2019/20,Angus,65-74 years,Social Worker,850
2019/20,Angus,75-84 years,Social Worker,1940
2019/20,Angus,85+ years,Social Worker,2210
2019/20,Angus,Unknown,Social Worker,0
2020/21,Angus,All Ages,Care Home,1380
2020/21,Angus,0-17 years,Care Home,0
2020/21,Angus,18-64 years,Care Home,110
2020/21,Angus,65-74 years,Care Home,135
2020/21,Angus,75-84 years,Care Home,375
2020/21,Angus,85+ years,Care Home,765
2020/21,Angus,Unknown,Care Home,0
2020/21,Angus,All Ages,Care at Home,2225
2020/21,Angus,0-17 years,Care at Home,5
2020/21,Angus,18-64 years,Care at Home,390
2020/21,Angus,65-74 years,Care at Home,330
2020/21,Angus,75-84 years,Care at Home,675
2020/21,Angus,85+ years,Care at Home,825
2020/21,Angus,Unknown,Care at Home,0
2020/21,Angus,All Ages,Community Alarms / Telecare,3970
2020/21,Angus,0-17 years,Community Alarms / Telecare,0
2020/21,Angus,18-64 years,Community Alarms / Telecare,365
2020/21,Angus,65-74 years,Community Alarms / Telecare,570
2020/21,Angus,75-84 years,Community Alarms / Telecare,1445
2020/21,Angus,85+ years,Community Alarms / Telecare,1585
2020/21,Angus,Unknown,Community Alarms / Telecare,0
2020/21,Angus,All Ages,Day Care,300
2020/21,Angus,0-17 years,Day Care,0
2020/21,Angus,18-64 years,Day Care,90
2020/21,Angus,65-74 years,Day Care,35
2020/21,Angus,75-84 years,Day Care,80
2020/21,Angus,85+ years,Day Care,100
2020/21,Angus,Unknown,Day Care,0
2020/21,Angus,All Ages,Meals,480
2020/21,Angus,0-17 years,Meals,0
2020/21,Angus,18-64 years,Meals,25
2020/21,Angus,65-74 years,Meals,55
2020/21,Angus,75-84 years,Meals,155
2020/21,Angus,85+ years,Meals,245
2020/21,Angus,Unknown,Meals,0
2020/21,Angus,All Ages,Social Worker,6270
2020/21,Angus,0-17 years,Social Worker,20
2020/21,Angus,18-64 years,Social Worker,1105
2020/21,Angus,65-74 years,Social Worker,865
2020/21,Angus,75-84 years,Social Worker,1950
2020/21,Angus,85+ years,Social Worker,2330
2020/21,Angus,Unknown,Social Worker,0
2021/22,Angus,All Ages,Care Home,1445
2021/22,Angus,0-17 years,Care Home,0
2021/22,Angus,18-64 years,Care Home,145
2021/22,Angus,65-74 years,Care Home,145
2021/22,Angus,75-84 years,Care Home,415
2021/22,Angus,85+ years,Care Home,745
2021/22,Angus,Unknown,Care Home,0
2021/22,Angus,All Ages,Care at Home,2245
2021/22,Angus,0-17 years,Care at Home,0
2021/22,Angus,18-64 years,Care at Home,420
2021/22,Angus,65-74 years,Care at Home,320
2021/22,Angus,75-84 years,Care at Home,690
2021/22,Angus,85+ years,Care at Home,810
2021/22,Angus,Unknown,Care at Home,0
2021/22,Angus,All Ages,Community Alarms / Telecare,3910
2021/22,Angus,0-17 years,Community Alarms / Telecare,0
2021/22,Angus,18-64 years,Community Alarms / Telecare,365
2021/22,Angus,65-74 years,Community Alarms / Telecare,555
2021/22,Angus,75-84 years,Community Alarms / Telecare,1405
2021/22,Angus,85+ years,Community Alarms / Telecare,1580
2021/22,Angus,Unknown,Community Alarms / Telecare,0
2021/22,Angus,All Ages,Day Care,250
2021/22,Angus,0-17 years,Day Care,0
2021/22,Angus,18-64 years,Day Care,75
2021/22,Angus,65-74 years,Day Care,30
2021/22,Angus,75-84 years,Day Care,65
2021/22,Angus,85+ years,Day Care,80
2021/22,Angus,Unknown,Day Care,0
2021/22,Angus,All Ages,Meals,420
2021/22,Angus,0-17 years,Meals,0
2021/22,Angus,18-64 years,Meals,20
2021/22,Angus,65-74 years,Meals,50
2021/22,Angus,75-84 years,Meals,130
2021/22,Angus,85+ years,Meals,215
2021/22,Angus,Unknown,Meals,0
2021/22,Angus,All Ages,Social Worker,5705
2021/22,Angus,0-17 years,Social Worker,15
2021/22,Angus,18-64 years,Social Worker,960
2021/22,Angus,65-74 years,Social Worker,745
2021/22,Angus,75-84 years,Social Worker,1820
2021/22,Angus,85+ years,Social Worker,2165
2021/22,Angus,Unknown,Social Worker,0
2017/18,Argyll and Bute,All Ages,Care Home,685
2017/18,Argyll and Bute,0-17 years,Care Home,0
2017/18,Argyll and Bute,18-64 years,Care Home,60
2017/18,Argyll and Bute,65-74 years,Care Home,75
2017/18,Argyll and Bute,75-84 years,Care Home,195
2017/18,Argyll and Bute,85+ years,Care Home,355
2017/18,Argyll and Bute,Unknown,Care Home,0
2017/18,Argyll and Bute,All Ages,Care at Home,1455
2017/18,Argyll and Bute,0-17 years,Care at Home,0
2017/18,Argyll and Bute,18-64 years,Care at Home,190
2017/18,Argyll and Bute,65-74 years,Care at Home,205
2017/18,Argyll and Bute,75-84 years,Care at Home,480
2017/18,Argyll and Bute,85+ years,Care at Home,575
2017/18,Argyll and Bute,Unknown,Care at Home,0
2017/18,Argyll and Bute,All Ages,Community Alarms / Telecare,2100
2017/18,Argyll and Bute,0-17 years,Community Alarms / Telecare,5
2017/18,Argyll and Bute,18-64 years,Community Alarms / Telecare,240
2017/18,Argyll and Bute,65-74 years,Community Alarms / Telecare,250
2017/18,Argyll and Bute,75-84 years,Community Alarms / Telecare,740
2017/18,Argyll and Bute,85+ years,Community Alarms / Telecare,865
2017/18,Argyll and Bute,Unknown,Community Alarms / Telecare,0
2017/18,Argyll and Bute,All Ages,Day Care,0
2017/18,Argyll and Bute,0-17 years,Day Care,0
2017/18,Argyll and Bute,18-64 years,Day Care,0
2017/18,Argyll and Bute,65-74 years,Day Care,0
2017/18,Argyll and Bute,75-84 years,Day Care,0
2017/18,Argyll and Bute,85+ years,Day Care,0
2017/18,Argyll and Bute,Unknown,Day Care,0
2017/18,Argyll and Bute,All Ages,Housing Support,290
2017/18,Argyll and Bute,0-17 years,Housing Support,0
2017/18,Argyll and Bute,18-64 years,Housing Support,225
2017/18,Argyll and Bute,65-74 years,Housing Support,50
2017/18,Argyll and Bute,75-84 years,Housing Support,10
2017/18,Argyll and Bute,85+ years,Housing Support,5
2017/18,Argyll and Bute,Unknown,Housing Support,0
2017/18,Argyll and Bute,All Ages,Social Worker,3360
2017/18,Argyll and Bute,0-17 years,Social Worker,5
2017/18,Argyll and Bute,18-64 years,Social Worker,505
2017/18,Argyll and Bute,65-74 years,Social Worker,435
2017/18,Argyll and Bute,75-84 years,Social Worker,1095
2017/18,Argyll and Bute,85+ years,Social Worker,1320
2017/18,Argyll and Bute,Unknown,Social Worker,0
2018/19,Argyll and Bute,All Ages,Care Home,885
2018/19,Argyll and Bute,0-17 years,Care Home,0
2018/19,Argyll and Bute,18-64 years,Care Home,70
2018/19,Argyll and Bute,65-74 years,Care Home,95
2018/19,Argyll and Bute,75-84 years,Care Home,265
2018/19,Argyll and Bute,85+ years,Care Home,450
2018/19,Argyll and Bute,Unknown,Care Home,0
2018/19,Argyll and Bute,All Ages,Care at Home,2100
