financial_year,sending_location,age_group,living_alone,measure,nclient,percentage
2017/18,East Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,100
2017/18,East Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients,175,18.9
2017/18,East Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),175,19.1
2017/18,East Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,750,81.1
2017/18,East Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),740,80.9
2017/18,East Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients,100,13.2
2017/18,East Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),100,13.5
2017/18,East Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,655,86.8
2017/18,East Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),640,86.5
2017/18,East Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients,215,11.9
2017/18,East Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),210,11.8
2017/18,East Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,1585,88.1
2017/18,East Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1565,88.2
2017/18,East Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients,315,19.9
2017/18,East Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),310,19.9
2017/18,East Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients,1265,80.1
2017/18,East Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),1245,80.1
2017/18,East Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients,965,15.7
2017/18,East Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),965,15.7
2017/18,East Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients,1000,16.3
2017/18,East Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),1000,16.3
2017/18,East Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients,4175,68
2017/18,East Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),4175,68
2017/18,East Dunbartonshire,0-17 years,Living Alone,Percentage of Social Care Clients,20,11.4
2017/18,East Dunbartonshire,0-17 years,Living Alone,Percentage of Social Care Clients (adjusted),20,11.4
2017/18,East Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,40,22.9
2017/18,East Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),40,22.9
2017/18,East Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients,115,65.7
2017/18,East Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),115,65.7
2017/18,East Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients,230,13.8
2017/18,East Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),230,13.8
2017/18,East Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,315,18.9
2017/18,East Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),315,18.9
2017/18,East Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients,1125,67.4
2017/18,East Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),1125,67.4
2017/18,East Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients,100,13.7
2017/18,East Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),100,13.7
2017/18,East Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,115,15.8
2017/18,East Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),115,15.8
2017/18,East Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients,515,70.5
2017/18,East Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),515,70.5
2017/18,East Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients,295,16.9
2017/18,East Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),295,16.9
2017/18,East Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,295,16.9
2017/18,East Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),295,16.9
2017/18,East Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients,1160,66.3
2017/18,East Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),1160,66.3
2017/18,East Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients,315,17.4
2017/18,East Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),315,17.3
2017/18,East Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients,235,13
2017/18,East Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),240,13.2
2017/18,East Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients,1260,69.6
2017/18,East Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),1265,69.5
2017/18,East Lothian,All Ages,Living Alone,Percentage of Social Care Clients,100,2.6
2017/18,East Lothian,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),100,3
2017/18,East Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients,170,4.5
2017/18,East Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),170,5.1
2017/18,East Lothian,All Ages,Unknown,Percentage of Social Care Clients,3510,92.9
2017/18,East Lothian,All Ages,Unknown,Percentage of Social Care Clients (adjusted),3070,91.9
2017/18,East Lothian,0-17 years,Unknown,Percentage of Social Care Clients,40,100
2017/18,East Lothian,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),40,100
2017/18,East Lothian,18-64 years,Living Alone,Percentage of Social Care Clients,10,1
2017/18,East Lothian,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),10,1.1
2017/18,East Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients,15,1.5
2017/18,East Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),15,1.7
2017/18,East Lothian,18-64 years,Unknown,Percentage of Social Care Clients,945,97.4
2017/18,East Lothian,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),865,97.2
2017/18,East Lothian,65-74 years,Living Alone,Percentage of Social Care Clients,20,3.8
2017/18,East Lothian,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),20,4.1
2017/18,East Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients,40,7.5
2017/18,East Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),40,8.2
2017/18,East Lothian,65-74 years,Unknown,Percentage of Social Care Clients,470,88.7
2017/18,East Lothian,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),425,87.6
2017/18,East Lothian,75-84 years,Living Alone,Percentage of Social Care Clients,40,3.8
2017/18,East Lothian,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),40,4.2
2017/18,East Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients,75,7
2017/18,East Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),75,7.9
2017/18,East Lothian,75-84 years,Unknown,Percentage of Social Care Clients,950,89.2
2017/18,East Lothian,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),835,87.9
2017/18,East Lothian,85+ years,Living Alone,Percentage of Social Care Clients,30,2.6
2017/18,East Lothian,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),30,3.1
2017/18,East Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients,35,3
2017/18,East Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),35,3.6
2017/18,East Lothian,85+ years,Unknown,Percentage of Social Care Clients,1105,94.4
2017/18,East Lothian,85+ years,Unknown,Percentage of Social Care Clients (adjusted),905,93.3
2017/18,East Renfrewshire,All Ages,Living Alone,Percentage of Social Care Clients,475,7.5
2017/18,East Renfrewshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),460,9.9
2017/18,East Renfrewshire,All Ages,Not Living Alone,Percentage of Social Care Clients,1110,17.4
2017/18,East Renfrewshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),750,16.2
2017/18,East Renfrewshire,All Ages,Unknown,Percentage of Social Care Clients,4780,75.1
2017/18,East Renfrewshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),3425,73.9
2017/18,East Renfrewshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,5,2.6
2017/18,East Renfrewshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),5,3.3
2017/18,East Renfrewshire,0-17 years,Unknown,Percentage of Social Care Clients,185,97.4
2017/18,East Renfrewshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),145,96.7
2017/18,East Renfrewshire,18-64 years,Living Alone,Percentage of Social Care Clients,85,5.4
2017/18,East Renfrewshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),75,8.9
2017/18,East Renfrewshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,155,9.9
2017/18,East Renfrewshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),130,15.4
2017/18,East Renfrewshire,18-64 years,Unknown,Percentage of Social Care Clients,1330,84.7
2017/18,East Renfrewshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),640,75.7
2017/18,East Renfrewshire,65-74 years,Living Alone,Percentage of Social Care Clients,55,7.1
2017/18,East Renfrewshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),55,10.2
2017/18,East Renfrewshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,110,14.3
2017/18,East Renfrewshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),80,14.8
2017/18,East Renfrewshire,65-74 years,Unknown,Percentage of Social Care Clients,605,78.6
2017/18,East Renfrewshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),405,75
2017/18,East Renfrewshire,75-84 years,Living Alone,Percentage of Social Care Clients,145,8.1
2017/18,East Renfrewshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),145,9.9
2017/18,East Renfrewshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,325,18.1
2017/18,East Renfrewshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),240,16.3
2017/18,East Renfrewshire,75-84 years,Unknown,Percentage of Social Care Clients,1330,73.9
2017/18,East Renfrewshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),1085,73.8
2017/18,East Renfrewshire,85+ years,Living Alone,Percentage of Social Care Clients,185,9.2
2017/18,East Renfrewshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),185,11.3
2017/18,East Renfrewshire,85+ years,Not Living Alone,Percentage of Social Care Clients,520,25.7
2017/18,East Renfrewshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),300,18.4
2017/18,East Renfrewshire,85+ years,Unknown,Percentage of Social Care Clients,1315,65.1
2017/18,East Renfrewshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),1145,70.2
2017/18,East Renfrewshire,Unknown,Unknown,Percentage of Social Care Clients,15,100
2017/18,Falkirk,All Ages,Living Alone,Percentage of Social Care Clients,2935,36.3
2017/18,Falkirk,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),2790,37.9
2017/18,Falkirk,All Ages,Not Living Alone,Percentage of Social Care Clients,3840,47.5
2017/18,Falkirk,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),3310,44.9
2017/18,Falkirk,All Ages,Unknown,Percentage of Social Care Clients,1310,16.2
2017/18,Falkirk,All Ages,Unknown,Percentage of Social Care Clients (adjusted),1270,17.2
2017/18,Falkirk,0-17 years,Not Living Alone,Percentage of Social Care Clients,190,82.6
2017/18,Falkirk,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),190,82.6
2017/18,Falkirk,0-17 years,Unknown,Percentage of Social Care Clients,40,17.4
2017/18,Falkirk,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),40,17.4
2017/18,Falkirk,18-64 years,Living Alone,Percentage of Social Care Clients,545,29.2
2017/18,Falkirk,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),535,30
2017/18,Falkirk,18-64 years,Not Living Alone,Percentage of Social Care Clients,1065,57.1
2017/18,Falkirk,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1000,56
2017/18,Falkirk,18-64 years,Unknown,Percentage of Social Care Clients,255,13.7
2017/18,Falkirk,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),250,14
2017/18,Falkirk,65-74 years,Living Alone,Percentage of Social Care Clients,450,34.1
2017/18,Falkirk,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),440,35.9
2017/18,Falkirk,65-74 years,Not Living Alone,Percentage of Social Care Clients,635,48.1
2017/18,Falkirk,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),555,45.3
2017/18,Falkirk,65-74 years,Unknown,Percentage of Social Care Clients,235,17.8
2017/18,Falkirk,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),230,18.8
2017/18,Falkirk,75-84 years,Living Alone,Percentage of Social Care Clients,915,36
2017/18,Falkirk,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),870,37.7
2017/18,Falkirk,75-84 years,Not Living Alone,Percentage of Social Care Clients,1130,44.5
2017/18,Falkirk,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),960,41.6
2017/18,Falkirk,75-84 years,Unknown,Percentage of Social Care Clients,495,19.5
2017/18,Falkirk,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),480,20.8
2017/18,Falkirk,85+ years,Living Alone,Percentage of Social Care Clients,1020,48
2017/18,Falkirk,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),945,51.8
2017/18,Falkirk,85+ years,Not Living Alone,Percentage of Social Care Clients,820,38.6
2017/18,Falkirk,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),610,33.4
2017/18,Falkirk,85+ years,Unknown,Percentage of Social Care Clients,285,13.4
2017/18,Falkirk,85+ years,Unknown,Percentage of Social Care Clients (adjusted),270,14.8
2017/18,Fife,All Ages,Living Alone,Percentage of Social Care Clients,6505,41.6
2017/18,Fife,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),6505,41.6
2017/18,Fife,All Ages,Not Living Alone,Percentage of Social Care Clients,8350,53.3
2017/18,Fife,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),8350,53.3
2017/18,Fife,All Ages,Unknown,Percentage of Social Care Clients,800,5.1
2017/18,Fife,All Ages,Unknown,Percentage of Social Care Clients (adjusted),800,5.1
2017/18,Fife,0-17 years,Not Living Alone,Percentage of Social Care Clients,145,93.5
2017/18,Fife,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),145,93.5
2017/18,Fife,0-17 years,Unknown,Percentage of Social Care Clients,10,6.5
2017/18,Fife,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),10,6.5
2017/18,Fife,18-64 years,Living Alone,Percentage of Social Care Clients,780,27.7
2017/18,Fife,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),780,27.7
2017/18,Fife,18-64 years,Not Living Alone,Percentage of Social Care Clients,1845,65.5
2017/18,Fife,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1845,65.5
2017/18,Fife,18-64 years,Unknown,Percentage of Social Care Clients,190,6.7
2017/18,Fife,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),190,6.7
2017/18,Fife,65-74 years,Living Alone,Percentage of Social Care Clients,910,39
2017/18,Fife,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),910,39
2017/18,Fife,65-74 years,Not Living Alone,Percentage of Social Care Clients,1335,57.2
2017/18,Fife,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1335,57.2
2017/18,Fife,65-74 years,Unknown,Percentage of Social Care Clients,90,3.9
2017/18,Fife,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),90,3.9
2017/18,Fife,75-84 years,Living Alone,Percentage of Social Care Clients,2120,42.2
