financial_year,sending_location,age_group,sex,measure,nclient,rate
2020/21,Aberdeen City,All Ages,Female,"Rate per 1,000 Social Care Clients",2610,616.3
2020/21,Aberdeen City,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,All Ages,Male,"Rate per 1,000 Social Care Clients",1600,377.8
2020/21,Aberdeen City,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",25,5.9
2020/21,Aberdeen City,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,0-17 years,Female,"Rate per 1,000 Social Care Clients",15,3.5
2020/21,Aberdeen City,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,0-17 years,Male,"Rate per 1,000 Social Care Clients",35,8.3
2020/21,Aberdeen City,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Aberdeen City,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,18-64 years,Female,"Rate per 1,000 Social Care Clients",325,76.7
2020/21,Aberdeen City,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,18-64 years,Male,"Rate per 1,000 Social Care Clients",395,93.3
2020/21,Aberdeen City,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,1.2
2020/21,Aberdeen City,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,65-74 years,Female,"Rate per 1,000 Social Care Clients",285,67.3
2020/21,Aberdeen City,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,65-74 years,Male,"Rate per 1,000 Social Care Clients",285,67.3
2020/21,Aberdeen City,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,1.2
2020/21,Aberdeen City,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,75-84 years,Female,"Rate per 1,000 Social Care Clients",700,165.3
2020/21,Aberdeen City,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,75-84 years,Male,"Rate per 1,000 Social Care Clients",415,98
2020/21,Aberdeen City,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,1.2
2020/21,Aberdeen City,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,85+ years,Female,"Rate per 1,000 Social Care Clients",1285,303.4
2020/21,Aberdeen City,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,85+ years,Male,"Rate per 1,000 Social Care Clients",470,111
2020/21,Aberdeen City,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",10,2.4
2020/21,Aberdeen City,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Aberdeen City,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Aberdeen City,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeen City,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Aberdeen City,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients",5545,611.3
2017/18,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",5505,610.6
2017/18,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients",3430,378.1
2017/18,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",3415,378.8
2017/18,Aberdeenshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",95,10.5
2017/18,Aberdeenshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",95,10.5
2017/18,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",5,0.6
2017/18,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",5,0.6
2017/18,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",10,1.1
2017/18,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",10,1.1
2017/18,Aberdeenshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",790,87.1
2017/18,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",785,87.1
2017/18,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",895,98.7
2017/18,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",890,98.7
2017/18,Aberdeenshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",15,1.7
2017/18,Aberdeenshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",15,1.7
2017/18,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",720,79.4
2017/18,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",720,79.9
2017/18,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",590,65
2017/18,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",590,65.4
2017/18,Aberdeenshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",10,1.1
2017/18,Aberdeenshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",10,1.1
2017/18,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1775,195.7
2017/18,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1765,195.8
2017/18,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",1025,113
2017/18,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1015,112.6
2017/18,Aberdeenshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",30,3.3
2017/18,Aberdeenshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",30,3.3
2017/18,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients",2250,248
2017/18,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2230,247.4
2017/18,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients",910,100.3
2017/18,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",910,100.9
2017/18,Aberdeenshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",45,5
2017/18,Aberdeenshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",45,5
2017/18,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients",6880,586.2
2018/19,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",6715,592.7
2018/19,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients",4705,400.9
2018/19,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",4465,394.1
2018/19,Aberdeenshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",155,13.2
2018/19,Aberdeenshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",150,13.2
2018/19,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",100,8.5
2018/19,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",10,0.9
2018/19,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",245,20.9
2018/19,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",30,2.6
2018/19,Aberdeenshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",1380,117.6
2018/19,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1375,121.4
2018/19,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",1455,124
2018/19,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1450,128
2018/19,Aberdeenshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",45,3.8
2018/19,Aberdeenshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",45,4
2018/19,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",885,75.4
2018/19,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",875,77.2
2018/19,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",730,62.2
2018/19,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",725,64
2018/19,Aberdeenshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",25,2.1
2018/19,Aberdeenshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",25,2.2
2018/19,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",2025,172.5
2018/19,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2005,177
2018/19,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",1200,102.2
2018/19,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1185,104.6
2018/19,Aberdeenshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",35,3
2018/19,Aberdeenshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",35,3.1
2018/19,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients",2490,212.1
2018/19,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2455,216.7
2018/19,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients",1080,92
2018/19,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1070,94.4
2018/19,Aberdeenshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",45,3.8
2018/19,Aberdeenshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",45,4
2018/19,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients",7510,587.5
2019/20,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",7465,587.5
2019/20,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients",5060,395.8
2019/20,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",5035,396.3
2019/20,Aberdeenshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",210,16.4
2019/20,Aberdeenshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",210,16.5
2019/20,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",10,0.8
2019/20,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",10,0.8
2019/20,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",10,0.8
2019/20,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",10,0.8
2019/20,Aberdeenshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",1725,134.9
2019/20,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1720,135.4
2019/20,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",1760,137.7
2019/20,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1755,138.1
2019/20,Aberdeenshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",55,4.3
2019/20,Aberdeenshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",55,4.3
2019/20,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",1020,79.8
2019/20,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1010,79.5
2019/20,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",820,64.1
2019/20,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",815,64.1
2019/20,Aberdeenshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",40,3.1
2019/20,Aberdeenshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",40,3.1
2019/20,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",2180,170.5
2019/20,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2170,170.8
2019/20,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",1315,102.9
2019/20,Aberdeenshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1305,102.7
2019/20,Aberdeenshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",50,3.9
2019/20,Aberdeenshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",50,3.9
2019/20,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients",2575,201.4
2019/20,Aberdeenshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2555,201.1
2019/20,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients",1150,90
2019/20,Aberdeenshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1145,90.1
2019/20,Aberdeenshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",60,4.7
2019/20,Aberdeenshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",60,4.7
2019/20,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients",5625,606.2
2020/21,Aberdeenshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",5545,610.2
2020/21,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients",3510,378.3
2020/21,Aberdeenshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",3405,374.7
2020/21,Aberdeenshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",145,15.6
2020/21,Aberdeenshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",135,14.9
2020/21,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",5,0.5
2020/21,Aberdeenshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",5,0.6
2020/21,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",10,1.1
2020/21,Aberdeenshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",5,0.6
2020/21,Aberdeenshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Aberdeenshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",755,81.4
2020/21,Aberdeenshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",715,78.7
2020/21,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",930,100.2
2020/21,Aberdeenshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",855,94.1
2020/21,Aberdeenshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",15,1.6
2020/21,Aberdeenshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",10,1.1
2020/21,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",735,79.2
2020/21,Aberdeenshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",725,79.8
2020/21,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",575,62
2020/21,Aberdeenshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",570,62.7
2020/21,Aberdeenshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",30,3.2
2020/21,Aberdeenshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",30,3.3
2020/21,Aberdeenshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1785,192.4
